ReportDate,FirstDose_AdminDaily,FirstDose_AdminCum,FirstDose_AdminSevenDayAvg,SecDose_AdminDaily,SecDose_AdminCum,SecDose_AdminSevenDayAvg,SingleDose_AdminDaily,SingleDose_AdminCum,SingleDose_AdminSevenDayAvg,Total_AdminDaily,Total_AdminCum,Total_AdminSevenDayAvg
2021-02-09 15:00:00,11657.0,570495.0,14129.0,12551.0,181541.0,11429.0,,,,24208,752036,25558
2021-02-08 15:00:00,13745.0,558838.0,13811.0,14350.0,168990.0,11060.0,,,,28095,727828,24871
2021-02-07 15:00:00,6030.0,545093.0,12740.0,3622.0,154640.0,9454.0,,,,9652,699733,22195
2021-02-06 15:00:00,13719.0,539063.0,12938.0,4463.0,151018.0,9126.0,,,,18182,690081,22063
2021-02-05 15:00:00,21479.0,525344.0,13623.0,16365.0,146555.0,9105.0,,,,37844,671899,22728
2021-02-04 15:00:00,17759.0,503865.0,13957.0,14382.0,130190.0,7601.0,,,,32141,634055,21558
2021-02-03 15:00:00,14515.0,486106.0,14687.0,14268.0,115808.0,7027.0,,,,28783,601914,21714
2021-02-02 15:00:00,9429.0,471591.0,15473.0,9969.0,101540.0,6463.0,,,,19398,573131,21936
2021-02-01 15:00:00,6252.0,462162.0,16305.0,3112.0,91571.0,6133.0,,,,9364,553733,22439
2021-01-31 15:00:00,7411.0,455910.0,17885.0,1320.0,88459.0,6604.0,,,,8731,544369,24490
2021-01-30 15:00:00,18516.0,448499.0,18498.0,4317.0,87139.0,6840.0,,,,22833,535638,25339
2021-01-29 15:00:00,23815.0,429983.0,17359.0,5841.0,82822.0,6473.0,,,,29656,512805,23833
2021-01-28 15:00:00,22868.0,406168.0,17914.0,10365.0,76981.0,6127.0,,,,33233,483149,24014
2021-01-27 15:00:00,20017.0,383300.0,17029.0,10319.0,66616.0,5105.0,,,,30337,449916,22135
2021-01-26 15:00:00,15256.0,363282.0,16003.0,7662.0,56297.0,4025.0,,,,22918,419579,20028
2021-01-25 15:00:00,17317.0,348026.0,15247.0,6407.0,48635.0,3467.0,,,,23724,396661,18715
2021-01-24 15:00:00,11702.0,330709.0,13914.0,2973.0,42228.0,2918.0,,,,14675,372937,16832
2021-01-23 15:00:00,10541.0,319007.0,12467.0,1748.0,39255.0,2565.0,,,,12289,358262,15032
2021-01-22 15:00:00,27697.0,308466.0,11978.0,3415.0,37507.0,2408.0,,,,31112,345973,14387
2021-01-21 15:00:00,16675.0,280769.0,11078.0,3212.0,19887.0,2371.0,,,,19887,314861,13449
2021-01-20 15:00:00,12831.0,264094.0,11097.0,2761.0,15592.0,2148.0,,,,15592,294974,13246
2021-01-19 15:00:00,9969.0,251263.0,11194.0,3756.0,13725.0,2202.0,,,,13725,279382,13396
2021-01-18 15:00:00,7985.0,241294.0,11595.0,2562.0,10547.0,2101.0,,,,10547,265657,13696
2021-01-17 15:00:00,1571.0,233311.0,12258.0,503.0,2074.0,2162.0,,,,2074,255110,14420
2021-01-16 15:00:00,7120.0,231740.0,12504.0,650.0,7770.0,2158.0,,,,7770,253036,14662
2021-01-15 15:00:00,21396.0,224620.0,13249.0,3153.0,24549.0,2260.0,,,,24549,245266,15509
2021-01-14 15:00:00,16810.0,203224.0,11937.0,1653.0,18463.0,2081.0,,,,18463,220717,14018
2021-01-13 15:00:00,13508.0,186414.0,11424.0,13508.0,15840.0,2052.0,,,,11424,202254,13477
2021-01-12 15:00:00,12778.0,172907.0,11181.0,3049.0,12704.0,1709.0,,,,15827,185611,12890
2021-01-11 15:00:00,12623.0,160129.0,10757.0,2989.0,9655.0,1379.0,,,,15612,169784,12137
2021-01-10 15:00:00,3293.0,147506.0,10605.0,477.0,666.0,952.0,,,,3770,154172,11557
2021-01-09 15:00:00,12333.0,144213.0,10436.0,1363.0,6189.0,884.0,,,,13696,150402,11320
2021-01-08 15:00:00,122111.0,131880.0,9191.0,1902.0,4826.0,689.0,,,,14113,136706,9880
2021-01-07 15:00:00,13224.0,111760.0,77445.0,1450.0,2924.0,418.0,,,,14674,114684,8163
2021-01-06 15:00:00,11803.0,98536.0,,732.0,1474.0,,,,,12535,100010,14287
2021-01-05 15:00:00,9815.0,86733.0,,742.0,742.0,,,,,10557,87475,12496
2021-01-04 15:00:00,11553.0,76918.0,,,,,,,,11553,76918,10988
2021-01-03 15:00:00,2112.0,65692.0,,,,,,,,2112,65692,9385
2021-01-02 15:00:00,3617.0,59769.0,,,,,,,,3617,59769,8538
2021-01-01 15:00:00,2091.0,56151.0,,,,,,,,2091,56151,8022
2020-12-31 15:00:00,,,,,,,,,,7047,54060,7723
2020-12-30 15:00:00,,,,,,,,,,10343,47012,6716
2020-12-29 15:00:00,,,,,,,,,,8052,36669,5238
2020-12-28 15:00:00,,,,,,,,,,7816,28615,4088
2020-12-27 15:00:00,,,,,,,,,,994,20812,2973
2020-12-26 15:00:00,,,,,,,,,,1028,19818,2831
2020-12-25 15:00:00,,,,,,,,,,1887,18789,2684
2020-12-24 15:00:00,,,,,,,,,,2799,16902,2415
2020-12-23 15:00:00,,,,,,,,,,3605,14102,2015
2020-12-22 15:00:00,,,,,,,,,,3125,10497,1500
2020-12-21 15:00:00,,,,,,,,,,2960,7554,1079
2020-12-20 15:00:00,,,,,,,,,,165,4359,623
2020-12-19 15:00:00,,,,,,,,,,595,4194,599
