VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,AtLeastOnceDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
2021-07-27 15:00:00,age65plus,453.0,807419,322.0,761968,32.0,50085,485.0,857504,354.0,812053
2021-07-28 15:00:00,age65plus,475.0,807894,295.0,762263,51.0,50136,526.0,858030,346.0,812399
2021-07-29 15:00:00,age65plus,455.0,808349,321.0,762584,47.0,50183,502.0,858532,368.0,812767
2021-07-30 15:00:00,age65plus,424.0,808773,296.0,762880,49.0,50232,473.0,859005,345.0,813112
2021-07-31 15:00:00,age65plus,258.0,809031,152.0,763032,13.0,50245,271.0,859276,165.0,813277
2021-08-01 15:00:00,age65plus,139.0,809170,75.0,763107,14.0,50259,153.0,859429,89.0,813366
2021-08-02 15:00:00,age65plus,442.0,809612,253.0,763360,32.0,50291,474.0,859903,285.0,813651
2021-08-03 15:00:00,age65plus,431.0,810043,273.0,763633,50.0,50341,481.0,860384,323.0,813974
2021-08-04 15:00:00,age65plus,448.0,810491,257.0,763890,53.0,50394,501.0,860885,310.0,814284
2021-08-05 15:00:00,age65plus,487.0,810978,290.0,764180,41.0,50435,528.0,861413,331.0,814615
2021-08-06 15:00:00,age65plus,521.0,811499,341.0,764521,44.0,50479,565.0,861978,385.0,815000
2021-08-07 15:00:00,age65plus,231.0,811730,152.0,764673,12.0,50491,243.0,862221,164.0,815164
2021-08-08 15:00:00,age65plus,148.0,811878,93.0,764766,12.0,50503,160.0,862381,105.0,815269
2021-08-09 15:00:00,age65plus,387.0,812265,327.0,765093,33.0,50536,420.0,862801,360.0,815629
2021-08-10 15:00:00,age65plus,414.0,812679,336.0,765429,29.0,50565,443.0,863244,365.0,815994
2021-08-11 15:00:00,age65plus,473.0,813152,331.0,765760,39.0,50604,512.0,863756,370.0,816364
2021-08-12 15:00:00,age65plus,414.0,813566,344.0,766104,49.0,50653,463.0,864219,393.0,816757
2021-08-13 15:00:00,age65plus,380.0,813946,349.0,766453,33.0,50686,413.0,864632,382.0,817139
2021-08-14 15:00:00,age65plus,241.0,814187,203.0,766656,14.0,50700,255.0,864887,217.0,817356
2021-08-15 15:00:00,age65plus,188.0,814375,122.0,766778,13.0,50713,201.0,865088,135.0,817491
2021-08-16 15:00:00,age65plus,387.0,814762,330.0,767108,24.0,50737,411.0,865499,354.0,817845
2021-08-17 15:00:00,age65plus,494.0,815256,385.0,767493,38.0,50775,532.0,866031,423.0,818268
2021-08-18 15:00:00,age65plus,497.0,815753,371.0,767864,32.0,50807,529.0,866560,403.0,818671
2021-08-19 15:00:00,age65plus,428.0,816181,378.0,768242,28.0,50835,456.0,867016,406.0,819077
2021-08-20 15:00:00,age65plus,400.0,816581,360.0,768602,36.0,50871,436.0,867452,396.0,819473
2021-08-21 15:00:00,age65plus,227.0,816808,201.0,768803,13.0,50884,240.0,867692,214.0,819687
2021-08-22 15:00:00,age65plus,39.0,816847,46.0,768849,4.0,50888,43.0,867735,50.0,819737
