VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedTotalDoses,CombinedTotalDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
2021-02-10 15:00:00,age20to29,945.0,54054,2158.0,26319,,0,,80373,,26319
2021-02-10 15:00:00,age30to39,1527.0,83080,3310.0,40964,,0,,124044,,40964
2021-02-10 15:00:00,age40to49,1640.0,84318,3392.0,40007,,0,,124325,,40007
2021-02-10 15:00:00,age50to59,1956.0,92669,3639.0,43942,,0,,136611,,43942
2021-02-10 15:00:00,age60to69,3836.0,97063,2729.0,33249,,0,,130312,,33249
2021-02-10 15:00:00,age70to79,5607.0,116018,2921.0,16769,,0,,132787,,16769
2021-02-10 15:00:00,age80plus,3457.0,88508,2404.0,14702,,0,,103210,,14702
2021-02-11 15:00:00,age10to19,118.0,3160,118.0,1269,,0,,4429,,1269
2021-02-11 15:00:00,age20to29,1268.0,55322,1924.0,28243,,0,,83565,,28243
2021-02-11 15:00:00,age30to39,2072.0,85152,2726.0,43690,,0,,128842,,43690
2021-02-11 15:00:00,age40to49,2256.0,86574,2754.0,42761,,0,,129335,,42761
2021-02-11 15:00:00,age50to59,2554.0,95223,2789.0,46731,,0,,141954,,46731
2021-02-11 15:00:00,age60to69,5145.0,102208,2120.0,35369,,0,,137577,,35369
2021-02-11 15:00:00,age70to79,6172.0,122190,2614.0,19383,,0,,141573,,19383
2021-02-11 15:00:00,age80plus,3157.0,91665,1795.0,16497,,0,,108162,,16497
2021-02-12 15:00:00,age10to19,82.0,3242,116.0,1385,,0,,4627,,1385
2021-02-12 15:00:00,age20to29,1299.0,56621,2239.0,30482,,0,,87103,,30482
2021-02-12 15:00:00,age30to39,2123.0,87275,3035.0,46725,,0,,134000,,46725
2021-02-12 15:00:00,age40to49,2249.0,88823,3041.0,45802,,0,,134625,,45802
2021-02-12 15:00:00,age50to59,2573.0,97796,3309.0,50040,,0,,147836,,50040
2021-02-12 15:00:00,age60to69,4591.0,106799,2491.0,37860,,0,,144659,,37860
2021-02-12 15:00:00,age70to79,4668.0,126858,2918.0,22301,,0,,149159,,22301
2021-02-12 15:00:00,age80plus,2290.0,93955,1939.0,18436,,0,,112391,,18436
2021-02-13 15:00:00,age10to19,45.0,3287,31.0,1416,,0,,4703,,1416
2021-02-13 15:00:00,age20to29,559.0,57180,653.0,31135,,0,,88315,,31135
2021-02-13 15:00:00,age30to39,1059.0,88334,772.0,47497,,0,,135831,,47497
2021-02-13 15:00:00,age40to49,1082.0,89905,694.0,46496,,0,,136401,,46496
2021-02-13 15:00:00,age50to59,1207.0,99003,679.0,50719,,0,,149722,,50719
2021-02-13 15:00:00,age60to69,2370.0,109169,579.0,38439,,0,,147608,,38439
2021-02-13 15:00:00,age70to79,2940.0,129798,1478.0,23779,,0,,153577,,23779
2021-02-13 15:00:00,age80plus,1777.0,95732,1088.0,19524,,0,,115256,,19524
2021-02-14 15:00:00,age10to19,42.0,3329,15.0,1431,,0,,4760,,1431
2021-02-14 15:00:00,age20to29,417.0,57597,167.0,31302,,0,,88899,,31302
2021-02-14 15:00:00,age30to39,789.0,89123,256.0,47753,,0,,136876,,47753
2021-02-14 15:00:00,age40to49,860.0,90765,215.0,46711,,0,,137476,,46711
2021-02-14 15:00:00,age50to59,916.0,99919,287.0,51006,,0,,150925,,51006
2021-02-14 15:00:00,age60to69,1831.0,111000,238.0,38677,,0,,149677,,38677
2021-02-14 15:00:00,age70to79,1557.0,131355,368.0,24147,,0,,155502,,24147
2021-02-14 15:00:00,age80plus,582.0,96314,415.0,19939,,0,,116253,,19939
2021-02-15 15:00:00,age10to19,50.0,3379,74.0,1505,,0,,4884,,1505
2021-02-15 15:00:00,age20to29,629.0,58226,1070.0,32372,,0,,90598,,32372
2021-02-15 15:00:00,age30to39,1035.0,90158,1464.0,49217,,0,,139375,,49217
2021-02-15 15:00:00,age40to49,1012.0,91777,1502.0,48213,,0,,139990,,48213
2021-02-15 15:00:00,age50to59,1138.0,101057,1436.0,52442,,0,,153499,,52442
2021-02-15 15:00:00,age60to69,3000.0,114000,1430.0,40107,,0,,154107,,40107
2021-02-15 15:00:00,age70to79,3145.0,134500,2928.0,27075,,0,,161575,,27075
2021-02-15 15:00:00,age80plus,1391.0,97705,2523.0,22462,,0,,120167,,22462
2021-02-16 15:00:00,age10to19,81.0,3460,78.0,1583,,0,,5043,,1583
2021-02-16 15:00:00,age20to29,919.0,59145,1494.0,33866,,0,,93011,,33866
2021-02-16 15:00:00,age30to39,1589.0,91747,2102.0,51319,,0,,143066,,51319
2021-02-16 15:00:00,age40to49,1669.0,93446,2248.0,50461,,0,,143907,,50461
2021-02-16 15:00:00,age50to59,2117.0,103174,2478.0,54920,,0,,158094,,54920
2021-02-16 15:00:00,age60to69,3501.0,117501,2772.0,42879,,0,,160380,,42879
2021-02-16 15:00:00,age70to79,4408.0,138908,5089.0,32164,,0,,171072,,32164
2021-02-16 15:00:00,age80plus,2148.0,99853,4241.0,26703,,0,,126556,,26703
2021-02-17 15:00:00,age10to19,64.0,3524,99.0,1682,,0,,5206,,1682
2021-02-17 15:00:00,age20to29,1388.0,60533,1856.0,35722,,0,,96255,,35722
2021-02-17 15:00:00,age30to39,2253.0,94000,2819.0,54138,,0,,148138,,54138
2021-02-17 15:00:00,age40to49,2573.0,96019,2920.0,53381,,0,,149400,,53381
2021-02-17 15:00:00,age50to59,2886.0,106060,3293.0,58213,,0,,164273,,58213
2021-02-17 15:00:00,age60to69,3719.0,121220,3424.0,46303,,0,,167523,,46303
2021-02-17 15:00:00,age70to79,4778.0,143686,6115.0,38279,,0,,181965,,38279
2021-02-17 15:00:00,age80plus,2870.0,102723,5208.0,31911,,0,,134634,,31911
2021-02-18 15:00:00,age10to19,24.0,3548,12.0,1694,,0,,5242,,1694
2021-02-18 15:00:00,age20to29,211.0,60744,307.0,36029,,0,,96773,,36029
2021-02-18 15:00:00,age30to39,369.0,94369,520.0,54658,,0,,149027,,54658
2021-02-18 15:00:00,age40to49,395.0,96414,552.0,53933,,0,,150347,,53933
2021-02-18 15:00:00,age50to59,454.0,106514,656.0,58869,,0,,165383,,58869
2021-02-18 15:00:00,age60to69,772.0,121992,559.0,46862,,0,,168854,,46862
2021-02-18 15:00:00,age70to79,714.0,144400,720.0,38999,,0,,183399,,38999
2021-02-18 15:00:00,age80plus,275.0,102998,885.0,32796,,0,,135794,,32796
2021-02-19 15:00:00,age10to19,77.0,3625,72.0,1766,,0,,5391,,1766
2021-02-19 15:00:00,age20to29,623.0,61367,1432.0,37461,,0,,98828,,37461
2021-02-19 15:00:00,age30to39,1076.0,95445,2260.0,56918,,0,,152363,,56918
2021-02-19 15:00:00,age40to49,1135.0,97549,2400.0,56333,,0,,153882,,56333
2021-02-19 15:00:00,age50to59,1322.0,107836,2676.0,61545,,0,,169381,,61545
2021-02-19 15:00:00,age60to69,2174.0,124166,2835.0,49697,,0,,173863,,49697
2021-02-19 15:00:00,age70to79,2758.0,147158,3959.0,42958,,0,,190116,,42958
2021-02-19 15:00:00,age80plus,1601.0,104599,3268.0,36064,,0,,140663,,36064
2021-02-20 15:00:00,age10to19,63.0,3688,115.0,1881,,0,,5569,,1881
2021-02-20 15:00:00,age20to29,574.0,61941,1314.0,38775,,0,,100716,,38775
2021-02-20 15:00:00,age30to39,937.0,96382,2184.0,59102,,0,,155484,,59102
2021-02-20 15:00:00,age40to49,1112.0,98661,2331.0,58664,,0,,157325,,58664
2021-02-20 15:00:00,age50to59,1297.0,109133,2353.0,63898,,0,,173031,,63898
2021-02-20 15:00:00,age60to69,1794.0,125960,2783.0,52480,,0,,178440,,52480
2021-02-20 15:00:00,age70to79,2630.0,149788,4726.0,47684,,0,,197472,,47684
2021-02-20 15:00:00,age80plus,1671.0,106270,3932.0,39996,,0,,146266,,39996
2021-02-21 15:00:00,age10to19,41.0,3729,25.0,1906,,0,,5635,,1906
2021-02-21 15:00:00,age20to29,285.0,62226,295.0,39070,,0,,101296,,39070
2021-02-21 15:00:00,age30to39,464.0,96846,489.0,59591,,0,,156437,,59591
2021-02-21 15:00:00,age40to49,553.0,99214,621.0,59285,,0,,158499,,59285
2021-02-21 15:00:00,age50to59,644.0,109777,669.0,64567,,0,,174344,,64567
2021-02-21 15:00:00,age60to69,1157.0,127117,691.0,53171,,0,,180288,,53171
2021-02-21 15:00:00,age70to79,1871.0,151659,2066.0,49750,,0,,201409,,49750
2021-02-21 15:00:00,age80plus,1050.0,107320,2397.0,42393,,0,,149713,,42393
2021-02-22 15:00:00,age10to19,37.0,3766,84.0,1990,,0,,5756,,1990
2021-02-22 15:00:00,age20to29,528.0,62754,1019.0,40089,,0,,102843,,40089
2021-02-22 15:00:00,age30to39,764.0,97610,1611.0,61202,,0,,158812,,61202
2021-02-22 15:00:00,age40to49,746.0,99960,1735.0,61020,,0,,160980,,61020
2021-02-22 15:00:00,age50to59,957.0,110734,1885.0,66452,,0,,177186,,66452
2021-02-22 15:00:00,age60to69,1875.0,128992,2162.0,55333,,0,,184325,,55333
2021-02-22 15:00:00,age70to79,2336.0,153995,3627.0,53377,,0,,207372,,53377
2021-02-22 15:00:00,age80plus,811.0,108131,2778.0,45171,,0,,153302,,45171
2021-02-23 15:00:00,age10to19,101.0,3867,106.0,2096,,0,,5963,,2096
2021-02-23 15:00:00,age20to29,1026.0,63780,887.0,40976,,0,,104756,,40976
2021-02-23 15:00:00,age30to39,1482.0,99092,1290.0,62492,,0,,161584,,62492
2021-02-23 15:00:00,age40to49,1568.0,101528,1326.0,62346,,0,,163874,,62346
2021-02-23 15:00:00,age50to59,1831.0,112565,1434.0,67886,,0,,180451,,67886
2021-02-23 15:00:00,age60to69,3153.0,132145,2513.0,57846,,0,,189991,,57846
2021-02-23 15:00:00,age70to79,4192.0,158187,4668.0,58045,,0,,216232,,58045
2021-02-23 15:00:00,age80plus,2136.0,110267,3072.0,48243,,0,,158510,,48243
2021-02-24 15:00:00,age10to19,118.0,3985,83.0,2179,,0,,6164,,2179
2021-02-24 15:00:00,age20to29,1039.0,64819,1378.0,42354,,0,,107173,,42354
2021-02-24 15:00:00,age30to39,1827.0,100919,2155.0,64647,,0,,165566,,64647
2021-02-24 15:00:00,age40to49,1903.0,103431,2314.0,64660,,0,,168091,,64660
2021-02-24 15:00:00,age50to59,2384.0,114949,2417.0,70303,,0,,185252,,70303
2021-02-24 15:00:00,age60to69,4114.0,136259,3933.0,61779,,0,,198038,,61779
2021-02-24 15:00:00,age70to79,4422.0,162609,7333.0,65378,,0,,227987,,65378
2021-02-24 15:00:00,age80plus,1973.0,112240,4618.0,52861,,0,,165101,,52861
2021-02-25 15:00:00,age10to19,122.0,4107,97.0,2276,,0,,6383,,2276
2021-02-25 15:00:00,age20to29,1075.0,65894,1353.0,43707,,0,,109601,,43707
2021-02-25 15:00:00,age30to39,1859.0,102778,2358.0,67005,,0,,169783,,67005
2021-02-25 15:00:00,age40to49,1863.0,105294,2501.0,67161,,0,,172455,,67161
2021-02-25 15:00:00,age50to59,2292.0,117241,2770.0,73073,,0,,190314,,73073
2021-02-25 15:00:00,age60to69,4828.0,141087,4789.0,66568,,0,,207655,,66568
2021-02-25 15:00:00,age70to79,5430.0,168039,7488.0,72866,,0,,240905,,72866
2021-02-25 15:00:00,age80plus,2619.0,114859,4719.0,57580,,0,,172439,,57580
2021-02-26 15:00:00,age10to19,134.0,4241,91.0,2367,,0,,6608,,2367
2021-02-26 15:00:00,age20to29,1618.0,67512,1590.0,45297,,0,,112809,,45297
2021-02-26 15:00:00,age30to39,2381.0,105159,2516.0,69521,,0,,174680,,69521
2021-02-26 15:00:00,age40to49,2419.0,107713,2780.0,69941,,0,,177654,,69941
2021-02-26 15:00:00,age50to59,2837.0,120078,3084.0,76157,,0,,196235,,76157
2021-02-26 15:00:00,age60to69,6800.0,147887,4192.0,70760,,0,,218647,,70760
2021-02-26 15:00:00,age70to79,7129.0,175168,6395.0,79261,,0,,254429,,79261
2021-02-26 15:00:00,age80plus,3069.0,117928,4741.0,62321,,0,,180249,,62321
2021-02-27 15:00:00,age10to19,145.0,4386,51.0,2418,,0,,6804,,2418
2021-02-27 15:00:00,age20to29,1106.0,68618,796.0,46093,,0,,114711,,46093
2021-02-27 15:00:00,age30to39,1647.0,106806,1106.0,70627,,0,,177433,,70627
2021-02-27 15:00:00,age40to49,1700.0,109413,1087.0,71028,,0,,180441,,71028
2021-02-27 15:00:00,age50to59,2047.0,122125,1197.0,77354,,0,,199479,,77354
2021-02-27 15:00:00,age60to69,3902.0,151789,1709.0,72469,,0,,224258,,72469
2021-02-27 15:00:00,age70to79,3828.0,178996,2782.0,82043,,0,,261039,,82043
2021-02-27 15:00:00,age80plus,1346.0,119274,2134.0,64455,,0,,183729,,64455
2021-02-28 15:00:00,age10to19,106.0,4492,16.0,2434,,0,,6926,,2434
2021-02-28 15:00:00,age20to29,951.0,69569,254.0,46347,,0,,115916,,46347
2021-02-28 15:00:00,age30to39,1532.0,108338,385.0,71012,,0,,179350,,71012
2021-02-28 15:00:00,age40to49,1722.0,111135,419.0,71447,,0,,182582,,71447
2021-02-28 15:00:00,age50to59,2124.0,124249,478.0,77832,,0,,202081,,77832
2021-02-28 15:00:00,age60to69,4176.0,155965,769.0,73238,,0,,229203,,73238
2021-02-28 15:00:00,age70to79,3743.0,182739,1193.0,83236,,0,,265975,,83236
2021-02-28 15:00:00,age80plus,1067.0,120341,947.0,65402,,0,,185743,,65402
2021-03-01 15:00:00,age10to19,175.0,4667,43.0,2477,,0,,7144,,2477
2021-03-01 15:00:00,age20to29,1438.0,71007,532.0,46879,,0,,117886,,46879
2021-03-01 15:00:00,age30to39,2449.0,110787,878.0,71890,,0,,182677,,71890
2021-03-01 15:00:00,age40to49,2689.0,113824,878.0,72325,,0,,186149,,72325
2021-03-01 15:00:00,age50to59,3345.0,127594,1013.0,78845,,0,,206439,,78845
2021-03-01 15:00:00,age60to69,6519.0,162484,1785.0,75023,,0,,237507,,75023
2021-03-01 15:00:00,age70to79,5620.0,188359,3320.0,86556,,0,,274915,,86556
2021-03-01 15:00:00,age80plus,2023.0,122364,2892.0,68294,,0,,190658,,68294
2021-03-02 15:00:00,age10to19,135.0,4802,42.0,2519,,0,,7321,,2519
2021-03-02 15:00:00,age20to29,1400.0,72407,546.0,47425,,0,,119832,,47425
2021-03-02 15:00:00,age30to39,2176.0,112963,1001.0,72891,,0,,185854,,72891
2021-03-02 15:00:00,age40to49,2405.0,116229,1138.0,73463,1.0,1,3544.0,189693,1139.0,73464
2021-03-02 15:00:00,age50to59,3023.0,130617,1247.0,80092,1.0,1,4271.0,210710,1248.0,80093
2021-03-02 15:00:00,age60to69,5896.0,168380,2671.0,77694,9.0,9,8576.0,246083,2680.0,77703
2021-03-02 15:00:00,age70to79,5805.0,194164,3546.0,90102,3.0,3,9354.0,284269,3549.0,90105
2021-03-02 15:00:00,age80plus,2494.0,124858,2479.0,70773,,0,,195631,,70773
2021-03-03 15:00:00,age10to19,175.0,4977,62.0,2581,2.0,2,239.0,7560,64.0,2583
2021-03-03 15:00:00,age20to29,1933.0,74340,1034.0,48459,10.0,10,2977.0,122809,1044.0,48469
2021-03-03 15:00:00,age30to39,3091.0,116054,1613.0,74504,18.0,18,4722.0,190576,1631.0,74522
2021-03-03 15:00:00,age40to49,3347.0,119576,1840.0,75303,18.0,19,5205.0,194898,1858.0,75322
2021-03-03 15:00:00,age50to59,3991.0,134608,2016.0,82108,41.0,42,6048.0,216758,2057.0,82150
2021-03-03 15:00:00,age60to69,7525.0,175905,3430.0,81124,26.0,35,10981.0,257064,3456.0,81159
2021-03-03 15:00:00,age70to79,6806.0,200970,4658.0,94760,22.0,25,11486.0,295755,4680.0,94785
2021-03-03 15:00:00,age80plus,2476.0,127334,3127.0,73900,10.0,10,5613.0,201244,3137.0,73910
2021-03-04 15:00:00,age10to19,190.0,5167,69.0,2650,21.0,23,280.0,7840,90.0,2673
2021-03-04 15:00:00,age20to29,1996.0,76336,855.0,49314,286.0,296,3137.0,125946,1141.0,49610
2021-03-04 15:00:00,age30to39,3132.0,119186,1468.0,75972,460.0,478,5060.0,195636,1928.0,76450
2021-03-04 15:00:00,age40to49,3117.0,122693,1566.0,76869,548.0,567,5231.0,200129,2114.0,77436
2021-03-04 15:00:00,age50to59,3931.0,138539,1893.0,84001,661.0,703,6485.0,223243,2554.0,84704
2021-03-04 15:00:00,age60to69,8149.0,184054,3594.0,84718,1058.0,1093,12801.0,269865,4652.0,85811
2021-03-04 15:00:00,age70to79,7554.0,208524,5141.0,99901,727.0,752,13422.0,309177,5868.0,100653
2021-03-04 15:00:00,age80plus,2353.0,129687,3091.0,76991,299.0,309,5743.0,206987,3390.0,77300
2021-03-05 15:00:00,age10to19,184.0,5351,83.0,2733,27.0,50,294.0,8134,110.0,2783
2021-03-05 15:00:00,age20to29,1757.0,78093,1133.0,50447,293.0,589,3183.0,129129,1426.0,51036
2021-03-05 15:00:00,age30to39,2505.0,121691,1812.0,77784,434.0,912,4751.0,200387,2246.0,78696
2021-03-05 15:00:00,age40to49,2749.0,125442,1874.0,78743,423.0,990,5046.0,205175,2297.0,79733
2021-03-05 15:00:00,age50to59,3704.0,142243,2264.0,86265,605.0,1308,6573.0,229816,2869.0,87573
2021-03-05 15:00:00,age60to69,7816.0,191870,4003.0,88721,1461.0,2554,13280.0,283145,5464.0,91275
2021-03-05 15:00:00,age70to79,7031.0,215555,4712.0,104613,1315.0,2067,13058.0,322235,6027.0,106680
2021-03-05 15:00:00,age80plus,2614.0,132301,2824.0,79815,290.0,599,5728.0,212715,3114.0,80414
2021-03-06 15:00:00,age10to19,195.0,5546,53.0,2786,40.0,90,288.0,8422,93.0,2876
2021-03-06 15:00:00,age20to29,1359.0,79452,554.0,51001,547.0,1136,2460.0,131589,1101.0,52137
2021-03-06 15:00:00,age30to39,1835.0,123526,931.0,78715,780.0,1692,3546.0,203933,1711.0,80407
2021-03-06 15:00:00,age40to49,2009.0,127451,940.0,79683,799.0,1789,3748.0,208923,1739.0,81472
2021-03-06 15:00:00,age50to59,2635.0,144878,1059.0,87324,1041.0,2349,4735.0,234551,2100.0,89673
2021-03-06 15:00:00,age60to69,4566.0,196436,1982.0,90703,1607.0,4161,8155.0,291300,3589.0,94864
2021-03-06 15:00:00,age70to79,3962.0,219517,2040.0,106653,968.0,3035,6970.0,329205,3008.0,109688
2021-03-06 15:00:00,age80plus,959.0,133260,1058.0,80873,167.0,766,2184.0,214899,1225.0,81639
2021-03-07 15:00:00,age10to19,122.0,5668,35.0,2821,52.0,142,209.0,8631,87.0,2963
2021-03-07 15:00:00,age20to29,831.0,80283,304.0,51305,644.0,1780,1779.0,133368,948.0,53085
2021-03-07 15:00:00,age30to39,1283.0,124809,507.0,79222,884.0,2576,2674.0,206607,1391.0,81798
2021-03-07 15:00:00,age40to49,1339.0,128790,498.0,80181,1036.0,2825,2873.0,211796,1534.0,83006
2021-03-07 15:00:00,age50to59,1665.0,146543,514.0,87838,1155.0,3504,3334.0,237885,1669.0,91342
2021-03-07 15:00:00,age60to69,3300.0,199736,1092.0,91795,1717.0,5878,6109.0,297409,2809.0,97673
2021-03-07 15:00:00,age70to79,2759.0,222276,1118.0,107771,917.0,3952,4794.0,333999,2035.0,111723
2021-03-07 15:00:00,age80plus,646.0,133906,432.0,81305,156.0,922,1234.0,216133,588.0,82227
2021-03-08 15:00:00,age10to19,234.0,5902,38.0,2859,46.0,188,318.0,8949,84.0,3047
2021-03-08 15:00:00,age20to29,1532.0,81815,560.0,51865,638.0,2418,2730.0,136098,1198.0,54283
2021-03-08 15:00:00,age30to39,2370.0,127179,945.0,80167,951.0,3527,4266.0,210873,1896.0,83694
2021-03-08 15:00:00,age40to49,2660.0,131450,848.0,81029,1025.0,3850,4533.0,216329,1873.0,84879
2021-03-08 15:00:00,age50to59,3373.0,149916,981.0,88819,1305.0,4809,5659.0,243544,2286.0,93628
2021-03-08 15:00:00,age60to69,7584.0,207320,1790.0,93585,2458.0,8336,11832.0,309241,4248.0,101921
2021-03-08 15:00:00,age70to79,5982.0,228258,2166.0,109937,1375.0,5327,9523.0,343522,3541.0,115264
2021-03-08 15:00:00,age80plus,1605.0,135511,1074.0,82379,387.0,1309,3066.0,219199,1461.0,83688
2021-03-09 15:00:00,age10to19,224.0,6126,95.0,2954,66.0,254,385.0,9334,161.0,3208
2021-03-09 15:00:00,age20to29,1901.0,83716,849.0,52714,636.0,3054,3386.0,139484,1485.0,55768
2021-03-09 15:00:00,age30to39,2582.0,129761,1314.0,81481,975.0,4502,4871.0,215744,2289.0,85983
2021-03-09 15:00:00,age40to49,2619.0,134069,1412.0,82441,1022.0,4872,5053.0,221382,2434.0,87313
2021-03-09 15:00:00,age50to59,3636.0,153552,1724.0,90543,1234.0,6043,6594.0,250138,2958.0,96586
2021-03-09 15:00:00,age60to69,7369.0,214689,3363.0,96948,2271.0,10607,13003.0,322244,5634.0,107555
2021-03-09 15:00:00,age70to79,5533.0,233791,4162.0,114099,1618.0,6945,11313.0,354835,5780.0,121044
2021-03-09 15:00:00,age80plus,1750.0,137261,2034.0,84413,429.0,1738,4213.0,223412,2463.0,86151
2021-03-10 15:00:00,age10to19,250.0,6376,71.0,3025,83.0,337,404.0,9738,154.0,3362
2021-03-10 15:00:00,age20to29,2057.0,85773,962.0,53676,799.0,3853,3818.0,143302,1761.0,57529
2021-03-10 15:00:00,age30to39,2917.0,132678,1650.0,83131,1037.0,5539,5604.0,221348,2687.0,88670
2021-03-10 15:00:00,age40to49,3188.0,137257,1793.0,84234,1146.0,6018,6127.0,227509,2939.0,90252
2021-03-10 15:00:00,age50to59,4318.0,157870,1962.0,92505,1448.0,7491,7728.0,257866,3410.0,99996
2021-03-10 15:00:00,age60to69,7874.0,222563,3035.0,99983,2040.0,12647,12949.0,335193,5075.0,112630
2021-03-10 15:00:00,age70to79,6217.0,240008,4052.0,118151,1099.0,8044,11368.0,366203,5151.0,126195
2021-03-10 15:00:00,age80plus,2276.0,139537,1967.0,86380,252.0,1990,4495.0,227907,2219.0,88370
2021-03-11 15:00:00,age10to19,378.0,6754,56.0,3081,33.0,370,467.0,10205,89.0,3451
2021-03-11 15:00:00,age20to29,2777.0,88550,783.0,54459,253.0,4106,3813.0,147115,1036.0,58565
2021-03-11 15:00:00,age30to39,3692.0,136370,1398.0,84529,375.0,5914,5465.0,226813,1773.0,90443
2021-03-11 15:00:00,age40to49,3878.0,141135,1537.0,85771,442.0,6460,5857.0,233366,1979.0,92231
2021-03-11 15:00:00,age50to59,5325.0,163195,1792.0,94297,563.0,8054,7680.0,265546,2355.0,102351
2021-03-11 15:00:00,age60to69,9239.0,231802,3546.0,103529,1163.0,13810,13948.0,349141,4709.0,117339
2021-03-11 15:00:00,age70to79,6385.0,246393,4480.0,122631,772.0,8816,11637.0,377840,5252.0,131447
2021-03-11 15:00:00,age80plus,1950.0,141487,2356.0,88736,250.0,2240,4556.0,232463,2606.0,90976
2021-03-12 15:00:00,age10to19,402.0,7156,77.0,3158,21.0,391,500.0,10705,98.0,3549
2021-03-12 15:00:00,age20to29,3116.0,91666,1130.0,55589,188.0,4294,4434.0,151549,1318.0,59883
2021-03-12 15:00:00,age30to39,4119.0,140489,1907.0,86436,315.0,6229,6341.0,233154,2222.0,92665
2021-03-12 15:00:00,age40to49,4242.0,145377,1974.0,87745,302.0,6762,6518.0,239884,2276.0,94507
2021-03-12 15:00:00,age50to59,5954.0,169149,2076.0,96373,479.0,8533,8509.0,274055,2555.0,104906
2021-03-12 15:00:00,age60to69,9460.0,241262,4048.0,107577,793.0,14603,14301.0,363442,4841.0,122180
2021-03-12 15:00:00,age70to79,7240.0,253633,4276.0,126907,512.0,9328,12028.0,389868,4788.0,136235
2021-03-12 15:00:00,age80plus,2105.0,143592,1812.0,90548,187.0,2427,4104.0,236567,1999.0,92975
2021-03-13 15:00:00,age10to19,424.0,7580,44.0,3202,13.0,404,481.0,11186,57.0,3606
2021-03-13 15:00:00,age20to29,2245.0,93911,506.0,56095,90.0,4384,2841.0,154390,596.0,60479
2021-03-13 15:00:00,age30to39,2891.0,143380,989.0,87425,143.0,6372,4023.0,237177,1132.0,93797
2021-03-13 15:00:00,age40to49,3130.0,148507,1119.0,88864,171.0,6933,4420.0,244304,1290.0,95797
2021-03-13 15:00:00,age50to59,4107.0,173256,1232.0,97605,342.0,8875,5681.0,279736,1574.0,106480
2021-03-13 15:00:00,age60to69,5800.0,247062,2366.0,109943,463.0,15066,8629.0,372071,2829.0,125009
2021-03-13 15:00:00,age70to79,3163.0,256796,2449.0,129356,215.0,9543,5827.0,395695,2664.0,138899
2021-03-13 15:00:00,age80plus,729.0,144321,1147.0,91695,57.0,2484,1933.0,238500,1204.0,94179
2021-03-14 15:00:00,age10to19,369.0,7949,49.0,3251,22.0,426,440.0,11626,71.0,3677
2021-03-14 15:00:00,age20to29,1851.0,95762,372.0,56467,103.0,4487,2326.0,156716,475.0,60954
2021-03-14 15:00:00,age30to39,2458.0,145838,644.0,88069,118.0,6490,3220.0,240397,762.0,94559
2021-03-14 15:00:00,age40to49,2891.0,151398,719.0,89583,125.0,7058,3735.0,248039,844.0,96641
2021-03-14 15:00:00,age50to59,3437.0,176693,770.0,98375,213.0,9088,4420.0,284156,983.0,107463
2021-03-14 15:00:00,age60to69,4295.0,251357,1797.0,111740,245.0,15311,6337.0,378408,2042.0,127051
2021-03-14 15:00:00,age70to79,1961.0,258757,1637.0,130993,107.0,9650,3705.0,399400,1744.0,140643
2021-03-14 15:00:00,age80plus,408.0,144729,523.0,92218,27.0,2511,958.0,239458,550.0,94729
2021-03-15 15:00:00,age10to19,502.0,8451,55.0,3306,5.0,431,562.0,12188,60.0,3737
2021-03-15 15:00:00,age20to29,3058.0,98820,554.0,57021,41.0,4528,3653.0,160369,595.0,61549
2021-03-15 15:00:00,age30to39,4057.0,149895,932.0,89001,66.0,6556,5055.0,245452,998.0,95557
2021-03-15 15:00:00,age40to49,4464.0,155862,1060.0,90643,77.0,7135,5601.0,253640,1137.0,97778
2021-03-15 15:00:00,age50to59,5540.0,182233,1184.0,99559,107.0,9195,6831.0,290987,1291.0,108754
2021-03-15 15:00:00,age60to69,6828.0,258185,2892.0,114632,129.0,15440,9849.0,388257,3021.0,130072
2021-03-15 15:00:00,age70to79,3731.0,262488,3032.0,134025,77.0,9727,6840.0,406240,3109.0,143752
2021-03-15 15:00:00,age80plus,1090.0,145819,1143.0,93361,47.0,2558,2280.0,241738,1190.0,95919
2021-03-16 15:00:00,age10to19,558.0,9009,51.0,3357,2.0,433,611.0,12799,53.0,3790
2021-03-16 15:00:00,age20to29,3212.0,102032,693.0,57714,32.0,4560,3937.0,164306,725.0,62274
2021-03-16 15:00:00,age30to39,4270.0,154165,1197.0,90198,64.0,6620,5531.0,250983,1261.0,96818
2021-03-16 15:00:00,age40to49,4575.0,160437,1238.0,91881,74.0,7209,5887.0,259527,1312.0,99090
2021-03-16 15:00:00,age50to59,6045.0,188278,1569.0,101128,121.0,9316,7735.0,298722,1690.0,110444
2021-03-16 15:00:00,age60to69,8165.0,266350,2933.0,117565,267.0,15707,11365.0,399622,3200.0,133272
2021-03-16 15:00:00,age70to79,4604.0,267092,3737.0,137762,143.0,9870,8484.0,414724,3880.0,147632
2021-03-16 15:00:00,age80plus,1496.0,147315,1646.0,95007,56.0,2614,3198.0,244936,1702.0,97621
2021-03-17 15:00:00,age10to19,690.0,9699,100.0,3457,16.0,449,806.0,13605,116.0,3906
2021-03-17 15:00:00,age20to29,3386.0,105418,965.0,58679,125.0,4685,4476.0,168782,1090.0,63364
