VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedTotalDoses,CombinedTotalDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
2021-03-17 15:00:00,age30to39,4544.0,158709,1464.0,91662,158.0,6778,6166.0,257149,1622.0,98440
2021-03-17 15:00:00,age40to49,4971.0,165408,1622.0,93503,181.0,7390,6774.0,266301,1803.0,100893
2021-03-17 15:00:00,age50to59,6673.0,194951,1936.0,103064,227.0,9543,8836.0,307558,2163.0,112607
2021-03-17 15:00:00,age60to69,9354.0,275704,3231.0,120796,273.0,15980,12858.0,412480,3504.0,136776
2021-03-17 15:00:00,age70to79,5703.0,272795,4490.0,142252,110.0,9980,10303.0,425027,4600.0,152232
2021-03-17 15:00:00,age80plus,1704.0,149019,2656.0,97663,50.0,2664,4410.0,249346,2706.0,100327
2021-03-18 15:00:00,age10to19,743.0,10442,83.0,3540,17.0,466,843.0,14448,100.0,4006
2021-03-18 15:00:00,age20to29,4243.0,109661,742.0,59421,169.0,4854,5154.0,173936,911.0,64275
2021-03-18 15:00:00,age30to39,5585.0,164294,1294.0,92956,157.0,6935,7036.0,264185,1451.0,99891
2021-03-18 15:00:00,age40to49,5959.0,171367,1269.0,94772,191.0,7581,7419.0,273720,1460.0,102353
2021-03-18 15:00:00,age50to59,7851.0,202802,1480.0,104544,261.0,9804,9592.0,317150,1741.0,114348
2021-03-18 15:00:00,age60to69,10106.0,285810,3076.0,123872,277.0,16257,13459.0,425939,3353.0,140129
2021-03-18 15:00:00,age70to79,4961.0,277756,2919.0,145171,151.0,10131,8031.0,433058,3070.0,155302
2021-03-18 15:00:00,age80plus,1371.0,150390,1123.0,98786,69.0,2733,2563.0,251909,1192.0,101519
2021-03-19 15:00:00,age10to19,677.0,11119,79.0,3619,11.0,477,767.0,15215,90.0,4096
2021-03-19 15:00:00,age20to29,3698.0,113359,797.0,60218,60.0,4914,4555.0,178491,857.0,65132
2021-03-19 15:00:00,age30to39,4892.0,169186,1324.0,94280,124.0,7059,6340.0,270525,1448.0,101339
2021-03-19 15:00:00,age40to49,5342.0,176709,1353.0,96125,159.0,7740,6854.0,280574,1512.0,103865
2021-03-19 15:00:00,age50to59,7308.0,210110,1500.0,106044,233.0,10037,9041.0,326191,1733.0,116081
2021-03-19 15:00:00,age60to69,9407.0,295217,3452.0,127324,249.0,16506,13108.0,439047,3701.0,143830
2021-03-19 15:00:00,age70to79,4669.0,282425,4370.0,149541,125.0,10256,9164.0,442222,4495.0,159797
2021-03-19 15:00:00,age80plus,1493.0,151883,2006.0,100792,49.0,2782,3548.0,255457,2055.0,103574
2021-03-20 15:00:00,age10to19,628.0,11747,77.0,3696,9.0,486,714.0,15929,86.0,4182
2021-03-20 15:00:00,age20to29,2643.0,116002,708.0,60926,63.0,4977,3414.0,181905,771.0,65903
2021-03-20 15:00:00,age30to39,3693.0,172879,1106.0,95386,93.0,7152,4892.0,275417,1199.0,102538
2021-03-20 15:00:00,age40to49,3978.0,180687,1128.0,97253,93.0,7833,5199.0,285773,1221.0,105086
2021-03-20 15:00:00,age50to59,5086.0,215196,1294.0,107338,152.0,10189,6532.0,332723,1446.0,117527
2021-03-20 15:00:00,age60to69,5585.0,300802,2111.0,129435,167.0,16673,7863.0,446910,2278.0,146108
2021-03-20 15:00:00,age70to79,1955.0,284380,2252.0,151793,64.0,10320,4271.0,446493,2316.0,162113
2021-03-20 15:00:00,age80plus,554.0,152437,1052.0,101844,29.0,2811,1635.0,257092,1081.0,104655
2021-03-21 15:00:00,age10to19,553.0,12300,56.0,3752,7.0,493,616.0,16545,63.0,4245
2021-03-21 15:00:00,age20to29,2189.0,118191,472.0,61398,30.0,5007,2691.0,184596,502.0,66405
2021-03-21 15:00:00,age30to39,2987.0,175866,731.0,96117,36.0,7188,3754.0,279171,767.0,103305
2021-03-21 15:00:00,age40to49,3187.0,183874,763.0,98016,59.0,7892,4009.0,289782,822.0,105908
2021-03-21 15:00:00,age50to59,4132.0,219328,939.0,108277,63.0,10252,5134.0,337857,1002.0,118529
2021-03-21 15:00:00,age60to69,4207.0,305009,1723.0,131158,69.0,16742,5999.0,452909,1792.0,147900
2021-03-21 15:00:00,age70to79,1174.0,285554,1858.0,153651,34.0,10354,3066.0,449559,1892.0,164005
2021-03-21 15:00:00,age80plus,378.0,152815,810.0,102654,12.0,2823,1200.0,258292,822.0,105477
2021-03-22 15:00:00,age10to19,745.0,13045,81.0,3833,11.0,504,837.0,17382,92.0,4337
2021-03-22 15:00:00,age20to29,3434.0,121625,647.0,62045,69.0,5076,4150.0,188746,716.0,67121
2021-03-22 15:00:00,age30to39,4734.0,180600,1076.0,97193,89.0,7277,5899.0,285070,1165.0,104470
2021-03-22 15:00:00,age40to49,4980.0,188854,1213.0,99229,112.0,8004,6305.0,296087,1325.0,107233
2021-03-22 15:00:00,age50to59,6668.0,225996,1401.0,109678,200.0,10452,8269.0,346126,1601.0,120130
2021-03-22 15:00:00,age60to69,7589.0,312598,2436.0,133594,203.0,16945,10228.0,463137,2639.0,150539
2021-03-22 15:00:00,age70to79,2762.0,288316,2849.0,156500,92.0,10446,5703.0,455262,2941.0,166946
2021-03-22 15:00:00,age80plus,1224.0,154039,1240.0,103894,42.0,2865,2506.0,260798,1282.0,106759
2021-03-23 15:00:00,age10to19,956.0,14001,95.0,3928,8.0,512,1059.0,18441,103.0,4440
2021-03-23 15:00:00,age20to29,3830.0,125455,1147.0,63192,105.0,5181,5082.0,193828,1252.0,68373
2021-03-23 15:00:00,age30to39,5197.0,185797,1746.0,98939,112.0,7389,7055.0,292125,1858.0,106328
2021-03-23 15:00:00,age40to49,5584.0,194438,1830.0,101059,154.0,8158,7568.0,303655,1984.0,109217
2021-03-23 15:00:00,age50to59,7248.0,233244,2073.0,111751,296.0,10748,9617.0,355743,2369.0,122499
2021-03-23 15:00:00,age60to69,10531.0,323129,3664.0,137258,525.0,17470,14720.0,477857,4189.0,154728
2021-03-23 15:00:00,age70to79,3110.0,291426,4205.0,160705,228.0,10674,7543.0,462805,4433.0,171379
2021-03-23 15:00:00,age80plus,808.0,154847,1962.0,105856,86.0,2951,2856.0,263654,2048.0,108807
2021-03-24 15:00:00,age10to19,1034.0,15035,120.0,4048,19.0,531,1173.0,19614,139.0,4579
2021-03-24 15:00:00,age20to29,4290.0,129745,1314.0,64506,62.0,5243,5666.0,199494,1376.0,69749
2021-03-24 15:00:00,age30to39,5680.0,191477,2115.0,101054,127.0,7516,7922.0,300047,2242.0,108570
2021-03-24 15:00:00,age40to49,6046.0,200484,2269.0,103328,178.0,8336,8493.0,312148,2447.0,111664
2021-03-24 15:00:00,age50to59,7619.0,240863,2737.0,114488,251.0,10999,10607.0,366350,2988.0,125487
2021-03-24 15:00:00,age60to69,12064.0,335193,4922.0,142180,472.0,17942,17458.0,495315,5394.0,160122
2021-03-24 15:00:00,age70to79,2992.0,294418,4963.0,165668,159.0,10833,8114.0,470919,5122.0,176501
2021-03-24 15:00:00,age80plus,859.0,155706,1985.0,107841,85.0,3036,2929.0,266583,2070.0,110877
2021-03-25 15:00:00,age10to19,1100.0,16135,108.0,4156,16.0,547,1224.0,20838,124.0,4703
2021-03-25 15:00:00,age20to29,4956.0,134701,1262.0,65768,175.0,5418,6393.0,205887,1437.0,71186
2021-03-25 15:00:00,age30to39,6116.0,197593,1965.0,103019,307.0,7823,8388.0,308435,2272.0,110842
2021-03-25 15:00:00,age40to49,6542.0,207026,1951.0,105279,354.0,8690,8847.0,320995,2305.0,113969
2021-03-25 15:00:00,age50to59,8486.0,249349,2490.0,116978,502.0,11501,11478.0,377828,2992.0,128479
2021-03-25 15:00:00,age60to69,11205.0,346398,5146.0,147326,754.0,18696,17105.0,512420,5900.0,166022
2021-03-25 15:00:00,age70to79,2558.0,296976,5125.0,170793,230.0,11063,7913.0,478832,5355.0,181856
2021-03-25 15:00:00,age80plus,905.0,156611,2158.0,109999,114.0,3150,3177.0,269760,2272.0,113149
2021-03-26 15:00:00,age10to19,927.0,17062,121.0,4277,30.0,577,1078.0,21916,151.0,4854
2021-03-26 15:00:00,age20to29,4091.0,138792,1631.0,67399,193.0,5611,5915.0,211802,1824.0,73010
2021-03-26 15:00:00,age30to39,5183.0,202776,2302.0,105321,348.0,8171,7833.0,316268,2650.0,113492
2021-03-26 15:00:00,age40to49,5446.0,212472,2330.0,107609,442.0,9132,8218.0,329213,2772.0,116741
2021-03-26 15:00:00,age50to59,7277.0,256626,3143.0,120121,557.0,12058,10977.0,388805,3700.0,132179
2021-03-26 15:00:00,age60to69,10205.0,356603,6470.0,153796,686.0,19382,17361.0,529781,7156.0,173178
2021-03-26 15:00:00,age70to79,2435.0,299411,6410.0,177203,162.0,11225,9007.0,487839,6572.0,188428
2021-03-26 15:00:00,age80plus,805.0,157416,2754.0,112753,74.0,3224,3633.0,273393,2828.0,115977
2021-03-27 15:00:00,age10to19,856.0,17918,143.0,4420,20.0,597,1019.0,22935,163.0,5017
2021-03-27 15:00:00,age20to29,3473.0,142265,1109.0,68508,150.0,5761,4732.0,216534,1259.0,74269
2021-03-27 15:00:00,age30to39,3835.0,206611,1501.0,106822,190.0,8361,5526.0,321794,1691.0,115183
2021-03-27 15:00:00,age40to49,4007.0,216479,1515.0,109124,268.0,9400,5790.0,335003,1783.0,118524
2021-03-27 15:00:00,age50to59,5109.0,261735,1957.0,122078,403.0,12461,7469.0,396274,2360.0,134539
2021-03-27 15:00:00,age60to69,7166.0,363769,4318.0,158114,1168.0,20550,12652.0,542433,5486.0,178664
2021-03-27 15:00:00,age70to79,1876.0,301287,4304.0,181507,133.0,11358,6313.0,494152,4437.0,192865
2021-03-27 15:00:00,age80plus,503.0,157919,1546.0,114299,52.0,3276,2101.0,275494,1598.0,117575
2021-03-28 15:00:00,age10to19,572.0,18490,93.0,4513,17.0,614,682.0,23617,110.0,5127
2021-03-28 15:00:00,age20to29,2155.0,144420,747.0,69255,127.0,5888,3029.0,219563,874.0,75143
2021-03-28 15:00:00,age30to39,2505.0,209116,1176.0,107998,173.0,8534,3854.0,325648,1349.0,116532
2021-03-28 15:00:00,age40to49,2417.0,218896,1179.0,110303,217.0,9617,3813.0,338816,1396.0,119920
2021-03-28 15:00:00,age50to59,3058.0,264793,1472.0,123550,294.0,12755,4824.0,401098,1766.0,136305
2021-03-28 15:00:00,age60to69,5352.0,369121,3543.0,161657,742.0,21292,9637.0,552070,4285.0,182949
2021-03-28 15:00:00,age70to79,667.0,301954,3398.0,184905,32.0,11390,4097.0,498249,3430.0,196295
2021-03-28 15:00:00,age80plus,213.0,158132,692.0,114991,8.0,3284,913.0,276407,700.0,118275
2021-03-29 15:00:00,age10to19,886.0,19376,246.0,4759,15.0,629,1147.0,24764,261.0,5388
2021-03-29 15:00:00,age20to29,3386.0,147806,1688.0,70943,79.0,5967,5153.0,224716,1767.0,76910
2021-03-29 15:00:00,age30to39,4438.0,213554,2521.0,110519,128.0,8662,7087.0,332735,2649.0,119181
2021-03-29 15:00:00,age40to49,4508.0,223404,2879.0,113182,155.0,9772,7542.0,346358,3034.0,122954
2021-03-29 15:00:00,age50to59,6521.0,271314,3568.0,127118,250.0,13005,10339.0,411437,3818.0,140123
2021-03-29 15:00:00,age60to69,7902.0,377023,7023.0,168680,328.0,21620,15253.0,567323,7351.0,190300
2021-03-29 15:00:00,age70to79,1423.0,303377,5927.0,190832,114.0,11504,7464.0,505713,6041.0,202336
2021-03-29 15:00:00,age80plus,498.0,158630,1722.0,116713,54.0,3338,2274.0,278681,1776.0,120051
2021-03-30 15:00:00,age10to19,1287.0,20663,226.0,4985,23.0,652,1536.0,26300,249.0,5637
2021-03-30 15:00:00,age20to29,4425.0,152231,1762.0,72705,126.0,6093,6313.0,231029,1888.0,78798
2021-03-30 15:00:00,age30to39,5998.0,219552,2758.0,113277,229.0,8891,8985.0,341720,2987.0,122168
2021-03-30 15:00:00,age40to49,6519.0,229923,2888.0,116070,243.0,10015,9650.0,356008,3131.0,126085
2021-03-30 15:00:00,age50to59,9103.0,280417,3597.0,130715,429.0,13434,13129.0,424566,4026.0,144149
2021-03-30 15:00:00,age60to69,9704.0,386727,7223.0,175903,481.0,22101,17408.0,584731,7704.0,198004
2021-03-30 15:00:00,age70to79,1758.0,305135,6980.0,197812,188.0,11692,8926.0,514639,7168.0,209504
2021-03-30 15:00:00,age80plus,666.0,159296,2690.0,119403,111.0,3449,3467.0,282148,2801.0,122852
2021-03-31 15:00:00,age10to19,1522.0,22185,258.0,5243,110.0,762,1890.0,28190,368.0,6005
2021-03-31 15:00:00,age20to29,4786.0,157017,2249.0,74954,544.0,6637,7579.0,238608,2793.0,81591
2021-03-31 15:00:00,age30to39,6263.0,225815,3340.0,116617,904.0,9795,10507.0,352227,4244.0,126412
2021-03-31 15:00:00,age40to49,6971.0,236894,3550.0,119620,968.0,10983,11489.0,367497,4518.0,130603
2021-03-31 15:00:00,age50to59,9055.0,289472,4473.0,135188,1440.0,14874,14968.0,439534,5913.0,150062
2021-03-31 15:00:00,age60to69,9227.0,395954,8993.0,184896,1279.0,23380,19499.0,604230,10272.0,208276
2021-03-31 15:00:00,age70to79,2053.0,307188,8026.0,205838,319.0,12011,10398.0,525037,8345.0,217849
2021-03-31 15:00:00,age80plus,727.0,160023,2795.0,122198,150.0,3599,3672.0,285820,2945.0,125797
2021-04-01 15:00:00,age10to19,1363.0,23548,330.0,5573,121.0,883,1814.0,30004,451.0,6456
2021-04-01 15:00:00,age20to29,4737.0,161754,2691.0,77645,536.0,7173,7964.0,246572,3227.0,84818
2021-04-01 15:00:00,age30to39,6316.0,232131,3855.0,120472,763.0,10558,10934.0,363161,4618.0,131030
2021-04-01 15:00:00,age40to49,6787.0,243681,3881.0,123501,898.0,11881,11566.0,379063,4779.0,135382
2021-04-01 15:00:00,age50to59,9203.0,298675,5118.0,140306,1401.0,16275,15722.0,455256,6519.0,156581
2021-04-01 15:00:00,age60to69,9606.0,405560,10050.0,194946,1205.0,24585,20861.0,625091,11255.0,219531
2021-04-01 15:00:00,age70to79,1832.0,309020,7967.0,213805,352.0,12363,10151.0,535188,8319.0,226168
2021-04-01 15:00:00,age80plus,622.0,160645,2473.0,124671,163.0,3762,3258.0,289078,2636.0,128433
2021-04-02 15:00:00,age10to19,1504.0,25052,331.0,5904,129.0,1012,1964.0,31968,460.0,6916
2021-04-02 15:00:00,age20to29,4312.0,166066,2389.0,80034,649.0,7822,7350.0,253922,3038.0,87856
2021-04-02 15:00:00,age30to39,5323.0,237454,3262.0,123734,904.0,11462,9489.0,372650,4166.0,135196
2021-04-02 15:00:00,age40to49,5624.0,249305,3403.0,126904,1100.0,12981,10127.0,389190,4503.0,139885
2021-04-02 15:00:00,age50to59,7707.0,306382,4490.0,144796,1557.0,17832,13754.0,469010,6047.0,162628
2021-04-02 15:00:00,age60to69,7447.0,413007,8743.0,203689,1010.0,25595,17200.0,642291,9753.0,229284
2021-04-02 15:00:00,age70to79,1919.0,310939,6769.0,220574,270.0,12633,8958.0,544146,7039.0,233207
2021-04-02 15:00:00,age80plus,600.0,161245,2100.0,126771,143.0,3905,2843.0,291921,2243.0,130676
2021-04-03 15:00:00,age10to19,1239.0,26291,304.0,6208,111.0,1123,1654.0,33622,415.0,7331
2021-04-03 15:00:00,age20to29,3413.0,169479,1678.0,81712,519.0,8341,5610.0,259532,2197.0,90053
2021-04-03 15:00:00,age30to39,3923.0,241377,2201.0,125935,726.0,12188,6850.0,379500,2927.0,138123
2021-04-03 15:00:00,age40to49,3766.0,253071,2202.0,129106,868.0,13849,6836.0,396026,3070.0,142955
2021-04-03 15:00:00,age50to59,4781.0,311163,2755.0,147551,1217.0,19049,8753.0,477763,3972.0,166600
2021-04-03 15:00:00,age60to69,3018.0,416025,4559.0,208248,637.0,26232,8214.0,650505,5196.0,234480
2021-04-03 15:00:00,age70to79,1067.0,312006,3628.0,224202,188.0,12821,4883.0,549029,3816.0,237023
2021-04-03 15:00:00,age80plus,201.0,161446,832.0,127603,59.0,3964,1092.0,293013,891.0,131567
2021-04-04 15:00:00,age10to19,454.0,26745,195.0,6403,34.0,1157,683.0,34305,229.0,7560
2021-04-04 15:00:00,age20to29,1277.0,170756,868.0,82580,143.0,8484,2288.0,261820,1011.0,91064
2021-04-04 15:00:00,age30to39,1584.0,242961,1362.0,127297,167.0,12355,3113.0,382613,1529.0,139652
2021-04-04 15:00:00,age40to49,1616.0,254687,1542.0,130648,170.0,14019,3328.0,399354,1712.0,144667
2021-04-04 15:00:00,age50to59,1901.0,313064,1858.0,149409,204.0,19253,3963.0,481726,2062.0,168662
2021-04-04 15:00:00,age60to69,1159.0,417184,2412.0,210660,131.0,26363,3702.0,654207,2543.0,237023
2021-04-04 15:00:00,age70to79,233.0,312239,1360.0,225562,47.0,12868,1640.0,550669,1407.0,238430
2021-04-04 15:00:00,age80plus,70.0,161516,308.0,127911,15.0,3979,393.0,293406,323.0,131890
2021-04-05 15:00:00,age10to19,1667.0,28412,377.0,6780,160.0,1317,2204.0,36509,537.0,8097
2021-04-05 15:00:00,age20to29,4022.0,174778,2126.0,84706,749.0,9233,6897.0,268717,2875.0,93939
2021-04-05 15:00:00,age30to39,4915.0,247876,3101.0,130398,1010.0,13365,9026.0,391639,4111.0,143763
2021-04-05 15:00:00,age40to49,5452.0,260139,3541.0,134189,1208.0,15227,10201.0,409555,4749.0,149416
2021-04-05 15:00:00,age50to59,6444.0,319508,4742.0,154151,1727.0,20980,12913.0,494639,6469.0,175131
2021-04-05 15:00:00,age60to69,3664.0,420848,7594.0,218254,1177.0,27540,12435.0,666642,8771.0,245794
2021-04-05 15:00:00,age70to79,958.0,313197,5201.0,230763,374.0,13242,6533.0,557202,5575.0,244005
2021-04-05 15:00:00,age80plus,365.0,161881,1460.0,129371,176.0,4155,2001.0,295407,1636.0,133526
2021-04-06 15:00:00,age10to19,2391.0,30803,378.0,7158,302.0,1619,3071.0,39580,680.0,8777
2021-04-06 15:00:00,age20to29,6129.0,180907,2560.0,87266,1286.0,10519,9975.0,278692,3846.0,97785
2021-04-06 15:00:00,age30to39,7064.0,254940,3504.0,133902,1844.0,15209,12412.0,404051,5348.0,149111
2021-04-06 15:00:00,age40to49,7097.0,267236,3971.0,138160,2023.0,17250,13091.0,422646,5994.0,155410
2021-04-06 15:00:00,age50to59,9449.0,328957,5325.0,159476,2601.0,23581,17375.0,512014,7926.0,183057
2021-04-06 15:00:00,age60to69,5451.0,426299,7407.0,225661,1567.0,29107,14425.0,681067,8974.0,254768
2021-04-06 15:00:00,age70to79,1394.0,314591,4974.0,235737,542.0,13784,6910.0,564112,5516.0,249521
2021-04-06 15:00:00,age80plus,514.0,162395,1490.0,130861,269.0,4424,2273.0,297680,1759.0,135285
2021-04-07 15:00:00,age10to19,2241.0,33044,511.0,7669,405.0,2024,3157.0,42737,916.0,9693
2021-04-07 15:00:00,age20to29,5183.0,186090,2684.0,89950,1652.0,12171,9519.0,288211,4336.0,102121
2021-04-07 15:00:00,age30to39,6550.0,261490,3814.0,137716,2300.0,17509,12664.0,416715,6114.0,155225
2021-04-07 15:00:00,age40to49,6597.0,273833,4314.0,142474,2396.0,19646,13307.0,435953,6710.0,162120
2021-04-07 15:00:00,age50to59,8549.0,337506,5887.0,165363,3273.0,26854,17709.0,529723,9160.0,192217
2021-04-07 15:00:00,age60to69,4609.0,430908,8131.0,233792,1706.0,30813,14446.0,695513,9837.0,264605
2021-04-07 15:00:00,age70to79,1329.0,315920,5737.0,241474,646.0,14430,7712.0,571824,6383.0,255904
2021-04-07 15:00:00,age80plus,501.0,162896,2160.0,133021,272.0,4696,2933.0,300613,2432.0,137717
2021-04-08 15:00:00,age10to19,2616.0,35660,562.0,8231,436.0,2460,3614.0,46351,998.0,10691
2021-04-08 15:00:00,age20to29,6294.0,192384,3254.0,93204,1911.0,14082,11459.0,299670,5165.0,107286
2021-04-08 15:00:00,age30to39,7497.0,268987,4489.0,142205,2234.0,19743,14220.0,430935,6723.0,161948
2021-04-08 15:00:00,age40to49,7957.0,281790,4812.0,147286,2434.0,22080,15203.0,451156,7246.0,169366
2021-04-08 15:00:00,age50to59,9976.0,347482,6308.0,171671,3415.0,30269,19699.0,549422,9723.0,201940
2021-04-08 15:00:00,age60to69,5487.0,436395,9000.0,242792,2089.0,32902,16576.0,712089,11089.0,275694
2021-04-08 15:00:00,age70to79,1523.0,317443,5288.0,246762,793.0,15223,7604.0,579428,6081.0,261985
2021-04-08 15:00:00,age80plus,497.0,163393,1599.0,134620,347.0,5043,2443.0,303056,1946.0,139663
2021-04-09 15:00:00,age10to19,2265.0,37925,515.0,8746,471.0,2931,3251.0,49602,986.0,11677
2021-04-09 15:00:00,age20to29,5453.0,197837,3118.0,96322,1986.0,16068,10557.0,310227,5104.0,112390
2021-04-09 15:00:00,age30to39,6429.0,275416,4215.0,146420,2289.0,22032,12933.0,443868,6504.0,168452
2021-04-09 15:00:00,age40to49,6588.0,288378,4567.0,151853,2602.0,24682,13757.0,464913,7169.0,176535
2021-04-09 15:00:00,age50to59,7413.0,354895,6263.0,177934,3678.0,33947,17354.0,566776,9941.0,211881
2021-04-09 15:00:00,age60to69,3857.0,440252,8988.0,251780,2519.0,35421,15364.0,727453,11507.0,287201
2021-04-09 15:00:00,age70to79,1197.0,318640,6041.0,252803,592.0,15815,7830.0,587258,6633.0,268618
2021-04-09 15:00:00,age80plus,399.0,163792,1781.0,136401,261.0,5304,2441.0,305497,2042.0,141705
2021-04-10 15:00:00,age10to19,2300.0,40225,554.0,9300,263.0,3194,3117.0,52719,817.0,12494
2021-04-10 15:00:00,age20to29,3848.0,201685,2539.0,98861,1117.0,17185,7504.0,317731,3656.0,116046
2021-04-10 15:00:00,age30to39,4336.0,279752,3250.0,149670,1368.0,23400,8954.0,452822,4618.0,173070
2021-04-10 15:00:00,age40to49,4151.0,292529,3530.0,155383,1422.0,26104,9103.0,474016,4952.0,181487
2021-04-10 15:00:00,age50to59,5449.0,360344,4789.0,182723,1955.0,35902,12193.0,578969,6744.0,218625
2021-04-10 15:00:00,age60to69,2393.0,442645,5163.0,256943,952.0,36373,8508.0,735961,6115.0,293316
2021-04-10 15:00:00,age70to79,511.0,319151,2203.0,255006,326.0,16141,3040.0,590298,2529.0,271147
2021-04-10 15:00:00,age80plus,235.0,164027,638.0,137039,129.0,5433,1002.0,306499,767.0,142472
2021-04-11 15:00:00,age10to19,1718.0,41943,360.0,9660,414.0,3608,2492.0,55211,774.0,13268
2021-04-11 15:00:00,age20to29,2913.0,204598,1318.0,100179,1959.0,19144,6190.0,323921,3277.0,119323
2021-04-11 15:00:00,age30to39,3581.0,283333,1844.0,151514,2152.0,25552,7577.0,460399,3996.0,177066
2021-04-11 15:00:00,age40to49,3435.0,295964,2390.0,157773,2123.0,28227,7948.0,481964,4513.0,186000
2021-04-11 15:00:00,age50to59,3806.0,364150,2868.0,185591,2268.0,38170,8942.0,587911,5136.0,223761
2021-04-11 15:00:00,age60to69,1550.0,444195,2955.0,259898,860.0,37233,5365.0,741326,3815.0,297131
2021-04-11 15:00:00,age70to79,337.0,319488,1006.0,256012,212.0,16353,1555.0,591853,1218.0,272365
2021-04-11 15:00:00,age80plus,113.0,164140,318.0,137357,73.0,5506,504.0,307003,391.0,142863
2021-04-12 15:00:00,age10to19,1915.0,43858,698.0,10358,362.0,3970,2975.0,58186,1060.0,14328
2021-04-12 15:00:00,age20to29,4331.0,208929,3527.0,103706,1753.0,20897,9611.0,333532,5280.0,124603
2021-04-12 15:00:00,age30to39,4737.0,288070,4774.0,156288,1915.0,27467,11426.0,471825,6689.0,183755
2021-04-12 15:00:00,age40to49,4595.0,300559,4911.0,162684,2005.0,30232,11511.0,493475,6916.0,192916
2021-04-12 15:00:00,age50to59,5049.0,369199,6611.0,192202,3007.0,41177,14667.0,602578,9618.0,233379
2021-04-12 15:00:00,age60to69,2554.0,446749,7567.0,267465,1168.0,38401,11289.0,752615,8735.0,305866
2021-04-12 15:00:00,age70to79,716.0,320204,3215.0,259227,426.0,16779,4357.0,596210,3641.0,276006
2021-04-12 15:00:00,age80plus,315.0,164455,1206.0,138563,200.0,5706,1721.0,308724,1406.0,144269
2021-04-13 15:00:00,age10to19,3777.0,47635,799.0,11157,7.0,3977,4583.0,62769,806.0,15134
2021-04-13 15:00:00,age20to29,7318.0,216247,3572.0,107278,54.0,20951,10944.0,344476,3626.0,128229
2021-04-13 15:00:00,age30to39,7883.0,295953,4924.0,161212,66.0,27533,12873.0,484698,4990.0,188745
2021-04-13 15:00:00,age40to49,7817.0,308376,5145.0,167829,78.0,30310,13040.0,506515,5223.0,198139
2021-04-13 15:00:00,age50to59,9880.0,379079,6479.0,198681,92.0,41269,16451.0,619029,6571.0,239950
2021-04-13 15:00:00,age60to69,4091.0,450840,9270.0,276735,34.0,38435,13395.0,766010,9304.0,315170
2021-04-13 15:00:00,age70to79,1120.0,321324,4170.0,263397,4.0,16783,5294.0,601504,4174.0,280180
2021-04-13 15:00:00,age80plus,417.0,164872,1348.0,139911,2.0,5708,1767.0,310491,1350.0,145619
2021-04-13 15:00:00,Federal Entities,84295.0,84295,54201.0,54201,2952.0,2952,141448.0,141448,57153.0,57153
2021-04-13 15:00:00,Unknown,84295.0,92295,54201.0,62201,2952.0,2952,141448.0,157448,57153.0,65153
2021-04-14 15:00:00,age10to19,4304.0,51939,849.0,12006,6.0,3983,5159.0,67928,855.0,15989
2021-04-14 15:00:00,age20to29,7200.0,223447,3710.0,110988,31.0,20982,10941.0,355417,3741.0,131970
2021-04-14 15:00:00,age30to39,7490.0,303443,4823.0,166035,31.0,27564,12344.0,497042,4854.0,193599
2021-04-14 15:00:00,age40to49,7414.0,315790,5334.0,173163,29.0,30339,12777.0,519292,5363.0,203502
2021-04-14 15:00:00,age50to59,8329.0,387408,6895.0,205576,53.0,41322,15277.0,634306,6948.0,246898
2021-04-14 15:00:00,age60to69,3707.0,454547,9655.0,286390,32.0,38467,13394.0,779404,9687.0,324857
2021-04-14 15:00:00,age70to79,1094.0,322418,4469.0,267866,14.0,16797,5577.0,607081,4483.0,284663
2021-04-14 15:00:00,age80plus,404.0,165276,1298.0,141209,5.0,5713,1707.0,312198,1303.0,146922
2021-04-14 15:00:00,Federal Entities,557.0,84852,11.0,54212,1.0,2953,569.0,142017,12.0,57165
2021-04-14 15:00:00,Unknown,557.0,92852,11.0,62212,1.0,2953,569.0,158017,12.0,65165
2021-04-15 15:00:00,age10to19,3477.0,55416,823.0,12829,5.0,3988,4305.0,72233,828.0,16817
2021-04-15 15:00:00,age20to29,7553.0,231000,3798.0,114786,28.0,21010,11379.0,366796,3826.0,135796
2021-04-15 15:00:00,age30to39,7869.0,311312,4855.0,170890,18.0,27582,12742.0,509784,4873.0,198472
2021-04-15 15:00:00,age40to49,7647.0,323437,5278.0,178441,34.0,30373,12959.0,532251,5312.0,208814
2021-04-15 15:00:00,age50to59,8712.0,396120,7234.0,212810,30.0,41352,15976.0,650282,7264.0,254162
2021-04-15 15:00:00,age60to69,3834.0,458381,10118.0,296508,22.0,38489,13974.0,793378,10140.0,334997
2021-04-15 15:00:00,age70to79,1068.0,323486,4115.0,271981,9.0,16806,5192.0,612273,4124.0,288787
2021-04-15 15:00:00,age80plus,384.0,165660,1207.0,142416,1.0,5714,1592.0,313790,1208.0,148130
2021-04-15 15:00:00,Federal Entities,623.0,85475,823.0,55035,19.0,2972,1465.0,143482,842.0,58007
2021-04-15 15:00:00,Unknown,623.0,93475,823.0,63035,19.0,2972,1465.0,159482,842.0,66007
2021-04-16 15:00:00,age10to19,3426.0,58842,866.0,13695,,3988,,76525,,17683
