OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,FullyVaccinated,FullVaccinatedCumulative,AtLeastOneDoseCumulative
1,1/8/2021 15:00:00,,8000.000000000000000,8000,,0,,0,,,0,8000
2,1/13/2021 15:00:00,,1.000000000000000,8001,,0,,0,,,0,8001
3,1/26/2021 15:00:00,,1.000000000000000,8002,,0,,0,,,0,8002
4,2/6/2021 15:00:00,,,8002,8000.000000000000000,8000,,0,,,8000,8002
5,2/10/2021 15:00:00,,,8002,1.000000000000000,8001,,0,,,8001,8002
6,2/11/2021 15:00:00,,1.000000000000000,8003,,8001,,0,,,8001,8003
7,2/13/2021 15:00:00,,1.000000000000000,8004,,8001,,0,,,8001,8004
8,2/23/2021 15:00:00,,1.000000000000000,8005,1.000000000000000,8002,,0,,,8002,8005
9,3/8/2021 15:00:00,,1.000000000000000,8006,,8002,,0,,,8002,8006
10,3/11/2021 15:00:00,,,8006,1.000000000000000,8003,,0,,,8003,8006
11,3/14/2021 15:00:00,,1.000000000000000,8007,,8003,,0,,,8003,8007
12,3/15/2021 15:00:00,,,8007,1.000000000000000,8004,,0,,,8004,8007
13,3/18/2021 15:00:00,,1.000000000000000,8008,,8004,,0,,,8004,8008
14,3/19/2021 15:00:00,,2.000000000000000,8010,,8004,,0,,,8004,8010
15,3/22/2021 15:00:00,,1.000000000000000,8011,,8004,,0,,,8004,8011
16,3/27/2021 15:00:00,,,8011,,8004,1.000000000000000,1,,,8005,8012
17,3/29/2021 15:00:00,,,8011,1.000000000000000,8005,,1,,,8006,8012
18,3/30/2021 15:00:00,,2.000000000000000,8013,,8005,,1,,,8006,8014
19,3/31/2021 15:00:00,,1.000000000000000,8014,,8005,,1,,,8006,8015
20,4/1/2021 15:00:00,,1.000000000000000,8015,,8005,,1,,,8006,8016
21,4/2/2021 15:00:00,,1.000000000000000,8016,,8005,,1,,,8006,8017
22,4/5/2021 15:00:00,,,8016,1.000000000000000,8006,,1,,,8007,8017
23,4/8/2021 15:00:00,,,8016,1.000000000000000,8007,,1,,,8008,8017
24,4/9/2021 15:00:00,,,8016,1.000000000000000,8008,,1,,,8009,8017
25,4/10/2021 15:00:00,,1.000000000000000,8017,,8008,,1,,,8009,8018
26,4/11/2021 15:00:00,,1.000000000000000,8018,1.000000000000000,8009,1.000000000000000,2,2,2,8011,8020
27,4/13/2021 15:00:00,,84295.000000000000000,92313,54201.000000000000000,62210,2952.000000000000000,2954,87247,57153,65164,95267
28,4/14/2021 15:00:00,,559.000000000000000,92872,11.000000000000000,62221,1.000000000000000,2955,560,12,65176,95827
29,4/15/2021 15:00:00,,623.000000000000000,93495,823.000000000000000,63044,19.000000000000000,2974,642,842,66018,96469
30,4/16/2021 15:00:00,,782.000000000000000,94277,1017.000000000000000,64061,8.000000000000000,2982,790,1025,67043,97259
31,4/17/2021 15:00:00,,1136.000000000000000,95413,1177.000000000000000,65238,6.000000000000000,2988,1142,1183,68226,98401
32,4/19/2021 15:00:00,,1369.000000000000000,96782,2003.000000000000000,67241,9.000000000000000,2997,1378,2012,70238,99779
33,4/20/2021 15:00:00,,3243.000000000000000,100025,2158.000000000000000,69399,19.000000000000000,3016,3262,2177,72415,103041
34,4/21/2021 15:00:00,,906.000000000000000,100931,1206.000000000000000,70605,4.000000000000000,3020,910,1210,73625,103951
35,4/22/2021 15:00:00,,1019.000000000000000,101950,458.000000000000000,71063,,3020,,,74083,104970
36,4/23/2021 15:00:00,,760.000000000000000,102710,632.000000000000000,71695,1.000000000000000,3021,761,633,74716,105731
37,4/25/2021 15:00:00,,992.000000000000000,103702,2492.000000000000000,74187,5.000000000000000,3026,997,2497,77213,106728
38,4/26/2021 15:00:00,,1483.000000000000000,105185,1672.000000000000000,75859,1.000000000000000,3027,1484,1673,78886,108212
39,4/28/2021 15:00:00,,,105185,3.000000000000000,75862,,3027,,,78889,108212
40,4/29/2021 15:00:00,,223.000000000000000,105408,866.000000000000000,76728,2.000000000000000,3029,225,868,79757,108437
41,4/30/2021 15:00:00,,1.000000000000000,105409,1.000000000000000,76729,,3029,,,79758,108438
42,5/1/2021 15:00:00,,1556.000000000000000,106965,1974.000000000000000,78703,14.000000000000000,3043,1570,1988,81746,110008
43,5/2/2021 15:00:00,,1071.000000000000000,108036,1875.000000000000000,80578,4.000000000000000,3047,1075,1879,83625,111083
44,5/3/2021 15:00:00,,403.000000000000000,108439,2166.000000000000000,82744,4.000000000000000,3051,407,2170,85795,111490
45,5/4/2021 15:00:00,,28.000000000000000,108467,25.000000000000000,82769,,3051,,,85820,111518
46,5/5/2021 15:00:00,,365.000000000000000,108832,815.000000000000000,83584,,3051,,,86635,111883
47,5/6/2021 15:00:00,,276.000000000000000,109108,880.000000000000000,84464,3.000000000000000,3054,279,883,87518,112162
48,5/7/2021 15:00:00,,274.000000000000000,109382,966.000000000000000,85430,8.000000000000000,3062,282,974,88492,112444
49,5/8/2021 15:00:00,,297.000000000000000,109679,1312.000000000000000,86742,6.000000000000000,3068,303,1318,89810,112747
50,5/10/2021 15:00:00,,338.000000000000000,110017,1712.000000000000000,88454,1.000000000000000,3069,339,1713,91523,113086
51,5/11/2021 15:00:00,,19.000000000000000,110036,13.000000000000000,88467,,3069,,,91536,113105
52,5/12/2021 15:00:00,,244.000000000000000,110280,1124.000000000000000,89591,,3069,,,92660,113349
53,5/14/2021 15:00:00,,290.000000000000000,110570,1024.000000000000000,90615,2.000000000000000,3071,292,1026,93686,113641
54,5/15/2021 15:00:00,,611.000000000000000,111181,1701.000000000000000,92316,4.000000000000000,3075,615,1705,95391,114256
55,5/17/2021 15:00:00,,565.000000000000000,111746,2505.000000000000000,94821,11.000000000000000,3086,576,2516,97907,114832
56,5/18/2021 15:00:00,,164.000000000000000,111910,61.000000000000000,94882,2.000000000000000,3088,166,63,97970,114998
57,5/20/2021 15:00:00,,885.000000000000000,112795,1025.000000000000000,95907,,3088,,,98995,115883
58,5/21/2021 15:00:00,,,112795,1.000000000000000,95908,,3088,,,98996,115883
59,5/22/2021 15:00:00,,911.000000000000000,113706,1359.000000000000000,97267,9.000000000000000,3097,920,1368,100364,116803
60,5/24/2021 15:00:00,,514.000000000000000,114220,1032.000000000000000,98299,8.000000000000000,3105,522,1040,101404,117325
61,5/25/2021 15:00:00,,5.000000000000000,114225,1.000000000000000,98300,2.000000000000000,3107,7,3,101407,117332
62,5/27/2021 15:00:00,,425.000000000000000,114650,674.000000000000000,98974,1.000000000000000,3108,426,675,102082,117758
63,5/28/2021 15:00:00,,419.000000000000000,115069,342.000000000000000,99316,,3108,,,102424,118177
64,5/29/2021 15:00:00,,267.000000000000000,115336,344.000000000000000,99660,10.000000000000000,3118,277,354,102778,118454
65,5/31/2021 15:00:00,,214.000000000000000,115550,243.000000000000000,99903,3.000000000000000,3121,217,246,103024,118671
66,6/1/2021 15:00:00,,30.000000000000000,115580,48.000000000000000,99951,,3121,,,103072,118701
67,6/2/2021 15:00:00,,1.000000000000000,115581,,99951,,3121,,,103072,118702
68,6/16/2021 15:00:00,,2042.000000000000000,117623,3555.000000000000000,103506,37.000000000000000,3158,2079,3592,106664,120781
69,6/17/2021 15:00:00,,22.000000000000000,117645,95.000000000000000,103601,,3158,,,106759,120803
70,6/18/2021 15:00:00,,269.000000000000000,117914,457.000000000000000,104058,4.000000000000000,3162,273,461,107220,121076
71,6/19/2021 15:00:00,,166.000000000000000,118080,338.000000000000000,104396,1.000000000000000,3163,167,339,107559,121243
72,6/20/2021 15:00:00,,161.000000000000000,118241,284.000000000000000,104680,1.000000000000000,3164,162,285,107844,121405
73,6/21/2021 15:00:00,,56.000000000000000,118297,120.000000000000000,104800,1.000000000000000,3165,57,121,107965,121462
74,6/22/2021 15:00:00,,15.000000000000000,118312,8.000000000000000,104808,2.000000000000000,3167,17,10,107975,121479
75,6/23/2021 15:00:00,,2.000000000000000,118314,3.000000000000000,104811,,3167,,,107978,121481
76,6/24/2021 15:00:00,,304.000000000000000,118618,355.000000000000000,105166,5.000000000000000,3172,309,360,108338,121790
77,6/25/2021 15:00:00,,124.000000000000000,118742,209.000000000000000,105375,1.000000000000000,3173,125,210,108548,121915
78,6/27/2021 15:00:00,,124.000000000000000,118866,173.000000000000000,105548,2.000000000000000,3175,126,175,108723,122041
79,6/28/2021 15:00:00,,146.000000000000000,119012,186.000000000000000,105734,4.000000000000000,3179,150,190,108913,122191
80,6/29/2021 15:00:00,,2.000000000000000,119014,2.000000000000000,105736,1.000000000000000,3180,3,3,108916,122194
81,6/30/2021 15:00:00,,1.000000000000000,119015,,105736,,3180,,,108916,122195
82,7/1/2021 15:00:00,,313.000000000000000,119328,340.000000000000000,106076,8.000000000000000,3188,321,348,109264,122516
83,7/2/2021 15:00:00,,209.000000000000000,119537,249.000000000000000,106325,6.000000000000000,3194,215,255,109519,122731
84,7/3/2021 15:00:00,,97.000000000000000,119634,123.000000000000000,106448,4.000000000000000,3198,101,127,109646,122832
85,7/4/2021 15:00:00,,75.000000000000000,119709,98.000000000000000,106546,6.000000000000000,3204,81,104,109750,122913
86,7/5/2021 15:00:00,,8.000000000000000,119717,8.000000000000000,106554,,3204,,,109758,122921
87,7/6/2021 15:00:00,,18.000000000000000,119735,22.000000000000000,106576,4.000000000000000,3208,22,26,109784,122943
88,7/8/2021 15:00:00,,105.000000000000000,119840,155.000000000000000,106731,5.000000000000000,3213,110,160,109944,123053
89,7/9/2021 15:00:00,,136.000000000000000,119976,203.000000000000000,106934,9.000000000000000,3222,145,212,110156,123198
90,7/10/2021 15:00:00,,130.000000000000000,120106,140.000000000000000,107074,4.000000000000000,3226,134,144,110300,123332
91,7/11/2021 15:00:00,,145.000000000000000,120251,137.000000000000000,107211,4.000000000000000,3230,149,141,110441,123481
92,7/13/2021 15:00:00,,3.000000000000000,120254,2.000000000000000,107213,,3230,,,110443,123484
93,7/14/2021 15:00:00,,57.000000000000000,120311,57.000000000000000,107270,3.000000000000000,3233,60,60,110503,123544
94,7/15/2021 15:00:00,,56.000000000000000,120367,90.000000000000000,107360,4.000000000000000,3237,60,94,110597,123604
95,7/16/2021 15:00:00,,1012.000000000000000,121379,526.000000000000000,107886,24.000000000000000,3261,1036,550,111147,124640
96,7/17/2021 15:00:00,,86.000000000000000,121465,116.000000000000000,108002,4.000000000000000,3265,90,120,111267,124730
97,7/18/2021 15:00:00,,152.000000000000000,121617,219.000000000000000,108221,10.000000000000000,3275,162,229,111496,124892
98,7/19/2021 15:00:00,,11.000000000000000,121628,10.000000000000000,108231,5.000000000000000,3280,16,15,111511,124908
99,7/20/2021 15:00:00,,1.000000000000000,121629,,108231,,3280,,,111511,124909
100,7/21/2021 15:00:00,,4.000000000000000,121633,3.000000000000000,108234,,3280,,,111514,124913
101,7/22/2021 15:00:00,,27.000000000000000,121660,35.000000000000000,108269,,3280,,,111549,124940
102,7/23/2021 15:00:00,,12.000000000000000,121672,13.000000000000000,108282,,3280,,,111562,124952
103,7/25/2021 15:00:00,,19.000000000000000,121691,7.000000000000000,108289,,3280,,,111569,124971
104,7/28/2021 15:00:00,,,121691,2.000000000000000,108291,,3280,,,111571,124971
105,7/29/2021 15:00:00,,33.000000000000000,121724,11.000000000000000,108302,,3280,,,111582,125004
106,7/30/2021 15:00:00,,3.000000000000000,121727,2.000000000000000,108304,,3280,,,111584,125007
107,7/31/2021 15:00:00,,61.000000000000000,121788,24.000000000000000,108328,3.000000000000000,3283,64,27,111611,125071
108,8/1/2021 15:00:00,,1.000000000000000,121789,,108328,,3283,,,111611,125072
109,8/3/2021 15:00:00,,4.000000000000000,121793,,108328,,3283,,,111611,125076
110,8/5/2021 15:00:00,,35.000000000000000,121828,15.000000000000000,108343,,3283,,,111626,125111
111,8/6/2021 15:00:00,,,121828,30.000000000000000,108373,,3283,,,111656,125111
112,8/7/2021 15:00:00,,,121828,15.000000000000000,108388,,3283,,,111671,125111
113,8/8/2021 15:00:00,,69.000000000000000,121897,26.000000000000000,108414,,3283,,,111697,125180
114,8/10/2021 15:00:00,,2.000000000000000,121899,3.000000000000000,108417,,3283,,,111700,125182
115,8/11/2021 15:00:00,,3.000000000000000,121902,,108417,1.000000000000000,3284,4,,111701,125186
116,8/12/2021 15:00:00,,1948.000000000000000,123850,201.000000000000000,108618,,3284,,,111902,127134
117,8/13/2021 15:00:00,,7.000000000000000,123857,5.000000000000000,108623,,3284,,,111907,127141
118,8/14/2021 15:00:00,,38.000000000000000,123895,17.000000000000000,108640,,3284,,,111924,127179
119,8/17/2021 15:00:00,,9.000000000000000,123904,1.000000000000000,108641,,3284,,,111925,127188
120,8/18/2021 15:00:00,,1.000000000000000,123905,,108641,,3284,,,111925,127189
121,8/19/2021 15:00:00,,25.000000000000000,123930,24.000000000000000,108665,1.000000000000000,3285,26,25,111950,127215
122,8/20/2021 15:00:00,,21.000000000000000,123951,9.000000000000000,108674,4.000000000000000,3289,25,13,111963,127240
123,8/21/2021 15:00:00,,72.000000000000000,124023,44.000000000000000,108718,,3289,,,112007,127312
124,8/22/2021 15:00:00,,6.000000000000000,124029,3.000000000000000,108721,,3289,,,112010,127318
125,8/23/2021 15:00:00,,1.000000000000000,124030,,108721,,3289,,,112010,127319
126,8/24/2021 15:00:00,,,124030,1.000000000000000,108722,,3289,,,112011,127319
127,8/27/2021 15:00:00,,28.000000000000000,124058,36.000000000000000,108758,,3289,,,112047,127347
128,8/28/2021 15:00:00,,2162.000000000000000,126220,1759.000000000000000,110517,85.000000000000000,3374,2247,1844,113891,129594
129,8/29/2021 15:00:00,,315.000000000000000,126535,245.000000000000000,110762,530.000000000000000,3904,845,775,114666,130439
130,8/30/2021 15:00:00,,3.000000000000000,126538,10.000000000000000,110772,671.000000000000000,4575,674,681,115347,131113
131,8/31/2021 15:00:00,,9.000000000000000,126547,8.000000000000000,110780,629.000000000000000,5204,638,637,115984,131751
132,9/1/2021 15:00:00,,129.000000000000000,126676,119.000000000000000,110899,523.000000000000000,5727,652,642,116626,132403
133,9/2/2021 15:00:00,,183.000000000000000,126859,161.000000000000000,111060,384.000000000000000,6111,567,545,117171,132970
134,9/3/2021 15:00:00,,273.000000000000000,127132,166.000000000000000,111226,686.000000000000000,6797,959,852,118023,133929
135,9/4/2021 15:00:00,,229.000000000000000,127361,195.000000000000000,111421,735.000000000000000,7532,964,930,118953,134893
136,9/7/2021 15:00:00,,338.000000000000000,127699,237.000000000000000,111658,2008.000000000000000,9540,2346,2245,121198,137239
137,9/9/2021 15:00:00,,18.000000000000000,127717,35.000000000000000,111693,,9540,,,121233,137257
138,9/10/2021 15:00:00,,818.000000000000000,128535,477.000000000000000,112170,1325.000000000000000,10865,2143,1802,123035,139400
139,9/11/2021 15:00:00,,422.000000000000000,128957,251.000000000000000,112421,417.000000000000000,11282,839,668,123703,140239
140,9/12/2021 15:00:00,,414.000000000000000,129371,299.000000000000000,112720,352.000000000000000,11634,766,651,124354,141005
141,9/13/2021 15:00:00,,199.000000000000000,129570,87.000000000000000,112807,95.000000000000000,11729,294,182,124536,141299
142,9/14/2021 15:00:00,,184.000000000000000,129754,59.000000000000000,112866,100.000000000000000,11829,284,159,124695,141583
143,9/15/2021 15:00:00,,320.000000000000000,130074,163.000000000000000,113029,44.000000000000000,11873,364,207,124902,141947
144,9/16/2021 15:00:00,,338.000000000000000,130412,207.000000000000000,113236,44.000000000000000,11917,382,251,125153,142329
145,9/17/2021 15:00:00,,375.000000000000000,130787,277.000000000000000,113513,4.000000000000000,11921,379,281,125434,142708
146,9/18/2021 15:00:00,,373.000000000000000,131160,234.000000000000000,113747,54.000000000000000,11975,427,288,125722,143135
147,9/19/2021 15:00:00,,420.000000000000000,131580,329.000000000000000,114076,8.000000000000000,11983,428,337,126059,143563
148,9/20/2021 15:00:00,,25.000000000000000,131605,18.000000000000000,114094,171.000000000000000,12154,196,189,126248,143759
149,9/21/2021 15:00:00,,13.000000000000000,131618,5.000000000000000,114099,63.000000000000000,12217,76,68,126316,143835
150,9/22/2021 15:00:00,,279.000000000000000,131897,182.000000000000000,114281,186.000000000000000,12403,465,368,126684,144300
151,9/23/2021 15:00:00,,341.000000000000000,132238,224.000000000000000,114505,247.000000000000000,12650,588,471,127155,144888
152,9/24/2021 15:00:00,,360.000000000000000,132598,316.000000000000000,114821,148.000000000000000,12798,508,464,127619,145396
153,9/25/2021 15:00:00,,396.000000000000000,132994,287.000000000000000,115108,316.000000000000000,13114,712,603,128222,146108
154,9/26/2021 15:00:00,,244.000000000000000,133238,242.000000000000000,115350,367.000000000000000,13481,611,609,128831,146719
155,9/27/2021 15:00:00,,7.000000000000000,133245,9.000000000000000,115359,273.000000000000000,13754,280,282,129113,146999
156,9/29/2021 15:00:00,,253.000000000000000,133498,211.000000000000000,115570,655.000000000000000,14409,908,866,129979,147907
157,9/30/2021 15:00:00,,311.000000000000000,133809,222.000000000000000,115792,545.000000000000000,14954,856,767,130746,148763
158,10/1/2021 15:00:00,,238.000000000000000,134047,276.000000000000000,116068,494.000000000000000,15448,732,770,131516,149495
159,10/2/2021 15:00:00,,22.000000000000000,134069,22.000000000000000,116090,88.000000000000000,15536,110,110,131626,149605
160,10/3/2021 15:00:00,,,134069,1.000000000000000,116091,1.000000000000000,15537,,2,131628,149606
161,10/5/2021 15:00:00,,,134069,1.000000000000000,116092,,15537,,,131629,149606
162,10/6/2021 15:00:00,,,134069,8.000000000000000,116100,9.000000000000000,15546,,17,131646,149615
163,10/7/2021 15:00:00,,18.000000000000000,134087,26.000000000000000,116126,87.000000000000000,15633,105,113,131759,149720
164,10/8/2021 15:00:00,,7.000000000000000,134094,6.000000000000000,116132,20.000000000000000,15653,27,26,131785,149747
165,10/9/2021 15:00:00,,21.000000000000000,134115,32.000000000000000,116164,154.000000000000000,15807,175,186,131971,149922
166,10/10/2021 15:00:00,,2.000000000000000,134117,1.000000000000000,116165,16.000000000000000,15823,18,17,131988,149940
167,10/14/2021 15:00:00,,1364.000000000000000,135481,2089.000000000000000,118254,158.000000000000000,15981,1522,2247,134235,151462
168,10/15/2021 15:00:00,,371.000000000000000,135852,606.000000000000000,118860,23.000000000000000,16004,394,629,134864,151856
169,10/16/2021 15:00:00,,206.000000000000000,136058,253.000000000000000,119113,156.000000000000000,16160,362,409,135273,152218
170,10/17/2021 15:00:00,,278.000000000000000,136336,290.000000000000000,119403,12.000000000000000,16172,290,302,135575,152508
171,12/14/2020 15:00:00,Anne Arundel                                      ,2.000000000000000,2,,0,,0,,,0,2
172,12/15/2020 15:00:00,Anne Arundel                                      ,4.000000000000000,6,,0,,0,,,0,6
173,12/16/2020 15:00:00,Anne Arundel                                      ,56.000000000000000,62,,0,,0,,,0,62
174,12/17/2020 15:00:00,Anne Arundel                                      ,106.000000000000000,168,,0,,0,,,0,168
175,12/18/2020 15:00:00,Anne Arundel                                      ,186.000000000000000,354,1.000000000000000,1,,0,,,1,354
176,12/19/2020 15:00:00,Anne Arundel                                      ,42.000000000000000,396,,1,,0,,,1,396
177,12/20/2020 15:00:00,Anne Arundel                                      ,10.000000000000000,406,,1,,0,,,1,406
178,12/21/2020 15:00:00,Anne Arundel                                      ,287.000000000000000,693,,1,,0,,,1,693
179,12/22/2020 15:00:00,Anne Arundel                                      ,412.000000000000000,1105,4.000000000000000,5,,0,,,5,1105
180,12/23/2020 15:00:00,Anne Arundel                                      ,387.000000000000000,1492,1.000000000000000,6,,0,,,6,1492
181,12/24/2020 15:00:00,Anne Arundel                                      ,242.000000000000000,1734,2.000000000000000,8,,0,,,8,1734
182,12/25/2020 15:00:00,Anne Arundel                                      ,31.000000000000000,1765,1.000000000000000,9,,0,,,9,1765
183,12/26/2020 15:00:00,Anne Arundel                                      ,273.000000000000000,2038,1.000000000000000,10,,0,,,10,2038
184,12/27/2020 15:00:00,Anne Arundel                                      ,97.000000000000000,2135,1.000000000000000,11,,0,,,11,2135
185,12/28/2020 15:00:00,Anne Arundel                                      ,757.000000000000000,2892,6.000000000000000,17,,0,,,17,2892
186,12/29/2020 15:00:00,Anne Arundel                                      ,850.000000000000000,3742,2.000000000000000,19,,0,,,19,3742
187,12/30/2020 15:00:00,Anne Arundel                                      ,869.000000000000000,4611,8.000000000000000,27,,0,,,27,4611
188,12/31/2020 15:00:00,Anne Arundel                                      ,593.000000000000000,5204,3.000000000000000,30,,0,,,30,5204
189,1/1/2021 15:00:00,Anne Arundel                                      ,249.000000000000000,5453,9.000000000000000,39,,0,,,39,5453
190,1/2/2021 15:00:00,Anne Arundel                                      ,155.000000000000000,5608,2.000000000000000,41,,0,,,41,5608
191,1/3/2021 15:00:00,Anne Arundel                                      ,208.000000000000000,5816,,41,,0,,,41,5816
192,1/4/2021 15:00:00,Anne Arundel                                      ,1225.000000000000000,7041,19.000000000000000,60,,0,,,60,7041
193,1/5/2021 15:00:00,Anne Arundel                                      ,921.000000000000000,7962,20.000000000000000,80,,0,,,80,7962
194,1/6/2021 15:00:00,Anne Arundel                                      ,1301.000000000000000,9263,73.000000000000000,153,,0,,,153,9263
195,1/7/2021 15:00:00,Anne Arundel                                      ,1460.000000000000000,10723,121.000000000000000,274,,0,,,274,10723
196,1/8/2021 15:00:00,Anne Arundel                                      ,1690.000000000000000,12413,189.000000000000000,463,,0,,,463,12413
197,1/9/2021 15:00:00,Anne Arundel                                      ,329.000000000000000,12742,56.000000000000000,519,,0,,,519,12742
198,1/10/2021 15:00:00,Anne Arundel                                      ,437.000000000000000,13179,19.000000000000000,538,,0,,,538,13179
199,1/11/2021 15:00:00,Anne Arundel                                      ,1399.000000000000000,14578,291.000000000000000,829,,0,,,829,14578
200,1/12/2021 15:00:00,Anne Arundel                                      ,1592.000000000000000,16170,397.000000000000000,1226,,0,,,1226,16170
201,1/13/2021 15:00:00,Anne Arundel                                      ,1528.000000000000000,17698,304.000000000000000,1530,,0,,,1530,17698
202,1/14/2021 15:00:00,Anne Arundel                                      ,1419.000000000000000,19117,113.000000000000000,1643,,0,,,1643,19117
203,1/15/2021 15:00:00,Anne Arundel                                      ,1675.000000000000000,20792,115.000000000000000,1758,,0,,,1758,20792
204,1/16/2021 15:00:00,Anne Arundel                                      ,520.000000000000000,21312,134.000000000000000,1892,,0,,,1892,21312
205,1/17/2021 15:00:00,Anne Arundel                                      ,263.000000000000000,21575,145.000000000000000,2037,,0,,,2037,21575
206,1/18/2021 15:00:00,Anne Arundel                                      ,1533.000000000000000,23108,403.000000000000000,2440,,0,,,2440,23108
207,1/19/2021 15:00:00,Anne Arundel                                      ,2168.000000000000000,25276,603.000000000000000,3043,,0,,,3043,25276
208,1/20/2021 15:00:00,Anne Arundel                                      ,2065.000000000000000,27341,500.000000000000000,3543,,0,,,3543,27341
209,1/21/2021 15:00:00,Anne Arundel                                      ,2316.000000000000000,29657,452.000000000000000,3995,,0,,,3995,29657
210,1/22/2021 15:00:00,Anne Arundel                                      ,2137.000000000000000,31794,345.000000000000000,4340,,0,,,4340,31794
211,1/23/2021 15:00:00,Anne Arundel                                      ,661.000000000000000,32455,86.000000000000000,4426,,0,,,4426,32455
212,1/24/2021 15:00:00,Anne Arundel                                      ,526.000000000000000,32981,55.000000000000000,4481,,0,,,4481,32981
213,1/25/2021 15:00:00,Anne Arundel                                      ,1526.000000000000000,34507,933.000000000000000,5414,,0,,,5414,34507
214,1/26/2021 15:00:00,Anne Arundel                                      ,1570.000000000000000,36077,886.000000000000000,6300,,0,,,6300,36077
215,1/27/2021 15:00:00,Anne Arundel                                      ,1889.000000000000000,37966,971.000000000000000,7271,,0,,,7271,37966
216,1/28/2021 15:00:00,Anne Arundel                                      ,1822.000000000000000,39788,811.000000000000000,8082,,0,,,8082,39788
217,1/29/2021 15:00:00,Anne Arundel                                      ,1793.000000000000000,41581,944.000000000000000,9026,,0,,,9026,41581
218,1/30/2021 15:00:00,Anne Arundel                                      ,1129.000000000000000,42710,149.000000000000000,9175,,0,,,9175,42710
219,1/31/2021 15:00:00,Anne Arundel                                      ,399.000000000000000,43109,297.000000000000000,9472,,0,,,9472,43109
220,2/1/2021 15:00:00,Anne Arundel                                      ,759.000000000000000,43868,360.000000000000000,9832,,0,,,9832,43868
221,2/2/2021 15:00:00,Anne Arundel                                      ,1305.000000000000000,45173,1548.000000000000000,11380,,0,,,11380,45173
222,2/3/2021 15:00:00,Anne Arundel                                      ,1525.000000000000000,46698,2118.000000000000000,13498,,0,,,13498,46698
223,2/4/2021 15:00:00,Anne Arundel                                      ,1690.000000000000000,48388,1894.000000000000000,15392,,0,,,15392,48388
224,2/5/2021 15:00:00,Anne Arundel                                      ,1514.000000000000000,49902,1516.000000000000000,16908,,0,,,16908,49902
225,2/6/2021 15:00:00,Anne Arundel                                      ,833.000000000000000,50735,951.000000000000000,17859,,0,,,17859,50735
226,2/7/2021 15:00:00,Anne Arundel                                      ,370.000000000000000,51105,115.000000000000000,17974,,0,,,17974,51105
227,10/18/2021 15:00:00,,75.000000000000000,136411,88.000000000000000,119491,,16172,,,135663,152583
228,10/19/2021 15:00:00,,941.000000000000000,137352,972.000000000000000,120463,5.000000000000000,16177,946,977,136640,153529
229,10/20/2021 15:00:00,,246.000000000000000,137598,248.000000000000000,120711,13.000000000000000,16190,259,261,136901,153788
230,10/22/2021 15:00:00,,247.000000000000000,137845,408.000000000000000,121119,194.000000000000000,16384,441,602,137503,154229
231,10/23/2021 15:00:00,,154.000000000000000,137999,168.000000000000000,121287,188.000000000000000,16572,342,356,137859,154571
232,10/24/2021 15:00:00,,184.000000000000000,138183,210.000000000000000,121497,11.000000000000000,16583,195,221,138080,154766
233,10/25/2021 15:00:00,,8.000000000000000,138191,11.000000000000000,121508,,16583,,,138091,154774
234,10/26/2021 15:00:00,,4.000000000000000,138195,10.000000000000000,121518,,16583,,,138101,154778
235,10/27/2021 15:00:00,,182.000000000000000,138377,196.000000000000000,121714,5.000000000000000,16588,187,201,138302,154965
236,10/28/2021 15:00:00,,150.000000000000000,138527,187.000000000000000,121901,168.000000000000000,16756,318,355,138657,155283
237,10/29/2021 15:00:00,,314.000000000000000,138841,383.000000000000000,122284,14.000000000000000,16770,328,397,139054,155611
238,10/30/2021 15:00:00,,20.000000000000000,138861,17.000000000000000,122301,159.000000000000000,16929,179,176,139230,155790
239,10/31/2021 15:00:00,,141.000000000000000,139002,201.000000000000000,122502,17.000000000000000,16946,158,218,139448,155948
240,11/1/2021 15:00:00,,147.000000000000000,139149,185.000000000000000,122687,2.000000000000000,16948,149,187,139635,156097
241,11/2/2021 15:00:00,,4.000000000000000,139153,11.000000000000000,122698,2.000000000000000,16950,6,13,139648,156103
242,11/3/2021 15:00:00,,89.000000000000000,139242,88.000000000000000,122786,1.000000000000000,16951,90,89,139737,156193
243,11/4/2021 15:00:00,,169.000000000000000,139411,201.000000000000000,122987,165.000000000000000,17116,334,366,140103,156527
244,11/5/2021 15:00:00,,103.000000000000000,139514,170.000000000000000,123157,18.000000000000000,17134,121,188,140291,156648
245,11/6/2021 15:00:00,,138.000000000000000,139652,170.000000000000000,123327,145.000000000000000,17279,283,315,140606,156931
246,11/7/2021 15:00:00,,85.000000000000000,139737,136.000000000000000,123463,7.000000000000000,17286,92,143,140749,157023
247,11/8/2021 15:00:00,,12.000000000000000,139749,59.000000000000000,123522,,17286,,,140808,157035
248,11/9/2021 15:00:00,,28.000000000000000,139777,40.000000000000000,123562,3.000000000000000,17289,31,43,140851,157066
249,11/10/2021 15:00:00,,3.000000000000000,139780,206.000000000000000,123768,8.000000000000000,17297,11,214,141065,157077
250,11/12/2021 15:00:00,,422.000000000000000,140202,358.000000000000000,124126,234.000000000000000,17531,656,592,141657,157733
251,11/13/2021 15:00:00,,108.000000000000000,140310,5.000000000000000,124131,195.000000000000000,17726,303,200,141857,158036
