OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,FullyVaccinated,FullVaccinatedCumulative,AtLeastOneDoseCumulative
5649,4/11/2021 15:00:00,Somerset                                          ,4.000000000000000,6603,20.000000000000000,4326,4.000000000000000,619,8,24,4945,7222
5650,4/12/2021 15:00:00,Somerset                                          ,91.000000000000000,6694,36.000000000000000,4362,19.000000000000000,638,110,55,5000,7332
5651,4/13/2021 15:00:00,Somerset                                          ,41.000000000000000,6735,28.000000000000000,4390,,638,,,5028,7373
5652,4/14/2021 15:00:00,Somerset                                          ,101.000000000000000,6836,130.000000000000000,4520,,638,,,5158,7474
5653,4/15/2021 15:00:00,Somerset                                          ,158.000000000000000,6994,111.000000000000000,4631,,638,,,5269,7632
5654,4/16/2021 15:00:00,Somerset                                          ,92.000000000000000,7086,205.000000000000000,4836,,638,,,5474,7724
5655,4/17/2021 15:00:00,Somerset                                          ,11.000000000000000,7097,14.000000000000000,4850,,638,,,5488,7735
5656,4/18/2021 15:00:00,Somerset                                          ,10.000000000000000,7107,6.000000000000000,4856,,638,,,5494,7745
5657,4/19/2021 15:00:00,Somerset                                          ,22.000000000000000,7129,73.000000000000000,4929,,638,,,5567,7767
5658,4/20/2021 15:00:00,Somerset                                          ,37.000000000000000,7166,111.000000000000000,5040,,638,,,5678,7804
5659,4/21/2021 15:00:00,Somerset                                          ,88.000000000000000,7254,245.000000000000000,5285,,638,,,5923,7892
5660,4/22/2021 15:00:00,Somerset                                          ,103.000000000000000,7357,79.000000000000000,5364,,638,,,6002,7995
5661,4/23/2021 15:00:00,Somerset                                          ,115.000000000000000,7472,83.000000000000000,5447,,638,,,6085,8110
5662,4/24/2021 15:00:00,Somerset                                          ,75.000000000000000,7547,26.000000000000000,5473,2.000000000000000,640,77,28,6113,8187
5663,4/25/2021 15:00:00,Somerset                                          ,63.000000000000000,7610,6.000000000000000,5479,,640,,,6119,8250
5664,4/26/2021 15:00:00,Somerset                                          ,54.000000000000000,7664,203.000000000000000,5682,2.000000000000000,642,56,205,6324,8306
5665,4/27/2021 15:00:00,Somerset                                          ,33.000000000000000,7697,75.000000000000000,5757,21.000000000000000,663,54,96,6420,8360
5666,4/28/2021 15:00:00,Somerset                                          ,56.000000000000000,7753,119.000000000000000,5876,2.000000000000000,665,58,121,6541,8418
5667,4/29/2021 15:00:00,Somerset                                          ,133.000000000000000,7886,76.000000000000000,5952,,665,,,6617,8551
5668,4/30/2021 15:00:00,Somerset                                          ,102.000000000000000,7988,106.000000000000000,6058,4.000000000000000,669,106,110,6727,8657
5669,5/1/2021 15:00:00,Somerset                                          ,17.000000000000000,8005,5.000000000000000,6063,15.000000000000000,684,32,20,6747,8689
5670,5/2/2021 15:00:00,Somerset                                          ,6.000000000000000,8011,2.000000000000000,6065,,684,,,6749,8695
5671,5/3/2021 15:00:00,Somerset                                          ,109.000000000000000,8120,124.000000000000000,6189,4.000000000000000,688,113,128,6877,8808
5672,5/4/2021 15:00:00,Somerset                                          ,23.000000000000000,8143,26.000000000000000,6215,5.000000000000000,693,28,31,6908,8836
5673,5/5/2021 15:00:00,Somerset                                          ,123.000000000000000,8266,92.000000000000000,6307,6.000000000000000,699,129,98,7006,8965
5674,5/6/2021 15:00:00,Somerset                                          ,57.000000000000000,8323,122.000000000000000,6429,4.000000000000000,703,61,126,7132,9026
5675,5/7/2021 15:00:00,Somerset                                          ,87.000000000000000,8410,55.000000000000000,6484,10.000000000000000,713,97,65,7197,9123
5676,5/8/2021 15:00:00,Somerset                                          ,51.000000000000000,8461,12.000000000000000,6496,1.000000000000000,714,52,13,7210,9175
5677,5/9/2021 15:00:00,Somerset                                          ,3.000000000000000,8464,1.000000000000000,6497,,714,,,7211,9178
5678,5/10/2021 15:00:00,Somerset                                          ,15.000000000000000,8479,32.000000000000000,6529,2.000000000000000,716,17,34,7245,9195
5679,5/11/2021 15:00:00,Somerset                                          ,15.000000000000000,8494,34.000000000000000,6563,3.000000000000000,719,18,37,7282,9213
5680,5/12/2021 15:00:00,Somerset                                          ,21.000000000000000,8515,97.000000000000000,6660,4.000000000000000,723,25,101,7383,9238
5681,5/13/2021 15:00:00,Somerset                                          ,35.000000000000000,8550,76.000000000000000,6736,4.000000000000000,727,39,80,7463,9277
5682,5/14/2021 15:00:00,Somerset                                          ,94.000000000000000,8644,198.000000000000000,6934,3.000000000000000,730,97,201,7664,9374
5683,5/15/2021 15:00:00,Somerset                                          ,15.000000000000000,8659,10.000000000000000,6944,3.000000000000000,733,18,13,7677,9392
5684,5/16/2021 15:00:00,Somerset                                          ,3.000000000000000,8662,3.000000000000000,6947,1.000000000000000,734,4,4,7681,9396
5685,5/17/2021 15:00:00,Somerset                                          ,78.000000000000000,8740,93.000000000000000,7040,18.000000000000000,752,96,111,7792,9492
5686,5/18/2021 15:00:00,Somerset                                          ,39.000000000000000,8779,23.000000000000000,7063,9.000000000000000,761,48,32,7824,9540
5687,5/19/2021 15:00:00,Somerset                                          ,93.000000000000000,8872,63.000000000000000,7126,5.000000000000000,766,98,68,7892,9638
5688,5/20/2021 15:00:00,Somerset                                          ,57.000000000000000,8929,129.000000000000000,7255,20.000000000000000,786,77,149,8041,9715
5689,5/21/2021 15:00:00,Somerset                                          ,46.000000000000000,8975,85.000000000000000,7340,13.000000000000000,799,59,98,8139,9774
5690,5/22/2021 15:00:00,Somerset                                          ,12.000000000000000,8987,8.000000000000000,7348,3.000000000000000,802,15,11,8150,9789
5691,5/23/2021 15:00:00,Somerset                                          ,13.000000000000000,9000,2.000000000000000,7350,,802,,,8152,9802
5692,5/24/2021 15:00:00,Somerset                                          ,33.000000000000000,9033,83.000000000000000,7433,8.000000000000000,810,41,91,8243,9843
5693,5/25/2021 15:00:00,Somerset                                          ,23.000000000000000,9056,46.000000000000000,7479,11.000000000000000,821,34,57,8300,9877
5694,5/26/2021 15:00:00,Somerset                                          ,28.000000000000000,9084,103.000000000000000,7582,4.000000000000000,825,32,107,8407,9909
5695,5/27/2021 15:00:00,Somerset                                          ,60.000000000000000,9144,36.000000000000000,7618,6.000000000000000,831,66,42,8449,9975
5696,4/1/2021 15:00:00,Harford                                           ,1151.000000000000000,75287,1453.000000000000000,44638,252.000000000000000,2251,1403,1705,46889,77538
5697,4/2/2021 15:00:00,Harford                                           ,961.000000000000000,76248,1102.000000000000000,45740,332.000000000000000,2583,1293,1434,48323,78831
5698,4/3/2021 15:00:00,Harford                                           ,649.000000000000000,76897,531.000000000000000,46271,257.000000000000000,2840,906,788,49111,79737
5699,4/4/2021 15:00:00,Harford                                           ,417.000000000000000,77314,406.000000000000000,46677,375.000000000000000,3215,792,781,49892,80529
5700,4/5/2021 15:00:00,Harford                                           ,978.000000000000000,78292,1212.000000000000000,47889,543.000000000000000,3758,1521,1755,51647,82050
5701,4/6/2021 15:00:00,Harford                                           ,1555.000000000000000,79847,1646.000000000000000,49535,868.000000000000000,4626,2423,2514,54161,84473
5702,4/7/2021 15:00:00,Harford                                           ,1103.000000000000000,80950,1685.000000000000000,51220,902.000000000000000,5528,2005,2587,56748,86478
5703,4/8/2021 15:00:00,Harford                                           ,1976.000000000000000,82926,1067.000000000000000,52287,834.000000000000000,6362,2810,1901,58649,89288
5704,4/9/2021 15:00:00,Harford                                           ,1529.000000000000000,84455,1520.000000000000000,53807,810.000000000000000,7172,2339,2330,60979,91627
5705,4/10/2021 15:00:00,Harford                                           ,436.000000000000000,84891,543.000000000000000,54350,620.000000000000000,7792,1056,1163,62142,92683
5706,4/11/2021 15:00:00,Harford                                           ,418.000000000000000,85309,425.000000000000000,54775,610.000000000000000,8402,1028,1035,63177,93711
5707,4/12/2021 15:00:00,Harford                                           ,669.000000000000000,85978,1094.000000000000000,55869,348.000000000000000,8750,1017,1442,64619,94728
5708,4/13/2021 15:00:00,Harford                                           ,1560.000000000000000,87538,1437.000000000000000,57306,31.000000000000000,8781,1591,1468,66087,96319
5709,4/14/2021 15:00:00,Harford                                           ,1744.000000000000000,89282,1303.000000000000000,58609,1.000000000000000,8782,1745,1304,67391,98064
5710,4/15/2021 15:00:00,Harford                                           ,2056.000000000000000,91338,1106.000000000000000,59715,1.000000000000000,8783,2057,1107,68498,100121
5711,4/16/2021 15:00:00,Harford                                           ,1804.000000000000000,93142,1477.000000000000000,61192,2.000000000000000,8785,1806,1479,69977,101927
5712,4/17/2021 15:00:00,Harford                                           ,776.000000000000000,93918,607.000000000000000,61799,,8785,,,70584,102703
5713,4/18/2021 15:00:00,Harford                                           ,389.000000000000000,94307,504.000000000000000,62303,,8785,,,71088,103092
5714,4/19/2021 15:00:00,Harford                                           ,1000.000000000000000,95307,995.000000000000000,63298,1.000000000000000,8786,1001,996,72084,104093
5715,4/20/2021 15:00:00,Harford                                           ,1164.000000000000000,96471,1929.000000000000000,65227,,8786,,,74013,105257
5716,4/21/2021 15:00:00,Harford                                           ,1557.000000000000000,98028,1423.000000000000000,66650,2.000000000000000,8788,1559,1425,75438,106816
5717,4/22/2021 15:00:00,Harford                                           ,1788.000000000000000,99816,1224.000000000000000,67874,,8788,,,76662,108604
5718,4/23/2021 15:00:00,Harford                                           ,1487.000000000000000,101303,1239.000000000000000,69113,1.000000000000000,8789,1488,1240,77902,110092
5719,4/24/2021 15:00:00,Harford                                           ,1104.000000000000000,102407,1028.000000000000000,70141,,8789,,,78930,111196
5720,4/25/2021 15:00:00,Harford                                           ,364.000000000000000,102771,268.000000000000000,70409,,8789,,,79198,111560
5721,4/26/2021 15:00:00,Harford                                           ,753.000000000000000,103524,727.000000000000000,71136,5.000000000000000,8794,758,732,79930,112318
5722,4/27/2021 15:00:00,Harford                                           ,1328.000000000000000,104852,1294.000000000000000,72430,56.000000000000000,8850,1384,1350,81280,113702
5723,4/28/2021 15:00:00,Harford                                           ,1297.000000000000000,106149,1540.000000000000000,73970,56.000000000000000,8906,1353,1596,82876,115055
5724,4/20/2021 15:00:00,Garrett                                           ,131.000000000000000,8944,99.000000000000000,6453,,503,,,6956,9447
5725,4/21/2021 15:00:00,Garrett                                           ,37.000000000000000,8981,74.000000000000000,6527,,503,,,7030,9484
5726,4/22/2021 15:00:00,Garrett                                           ,60.000000000000000,9041,98.000000000000000,6625,,503,,,7128,9544
5727,4/23/2021 15:00:00,Garrett                                           ,73.000000000000000,9114,118.000000000000000,6743,,503,,,7246,9617
5728,4/24/2021 15:00:00,Garrett                                           ,10.000000000000000,9124,23.000000000000000,6766,,503,,,7269,9627
5729,4/25/2021 15:00:00,Garrett                                           ,,9124,14.000000000000000,6780,,503,,,7283,9627
5730,4/26/2021 15:00:00,Garrett                                           ,14.000000000000000,9138,48.000000000000000,6828,,503,,,7331,9641
5731,4/27/2021 15:00:00,Garrett                                           ,63.000000000000000,9201,253.000000000000000,7081,,503,,,7584,9704
5732,4/28/2021 15:00:00,Garrett                                           ,26.000000000000000,9227,49.000000000000000,7130,1.000000000000000,504,27,50,7634,9731
5733,4/29/2021 15:00:00,Garrett                                           ,81.000000000000000,9308,214.000000000000000,7344,4.000000000000000,508,85,218,7852,9816
5734,4/30/2021 15:00:00,Garrett                                           ,42.000000000000000,9350,120.000000000000000,7464,,508,,,7972,9858
5735,5/1/2021 15:00:00,Garrett                                           ,48.000000000000000,9398,21.000000000000000,7485,2.000000000000000,510,50,23,7995,9908
5736,5/2/2021 15:00:00,Garrett                                           ,12.000000000000000,9410,17.000000000000000,7502,,510,,,8012,9920
5737,5/3/2021 15:00:00,Garrett                                           ,11.000000000000000,9421,31.000000000000000,7533,1.000000000000000,511,12,32,8044,9932
5738,5/4/2021 15:00:00,Garrett                                           ,25.000000000000000,9446,96.000000000000000,7629,15.000000000000000,526,40,111,8155,9972
5739,5/5/2021 15:00:00,Garrett                                           ,21.000000000000000,9467,49.000000000000000,7678,5.000000000000000,531,26,54,8209,9998
5740,5/6/2021 15:00:00,Garrett                                           ,38.000000000000000,9505,65.000000000000000,7743,15.000000000000000,546,53,80,8289,10051
5741,5/7/2021 15:00:00,Garrett                                           ,25.000000000000000,9530,71.000000000000000,7814,20.000000000000000,566,45,91,8380,10096
5742,5/8/2021 15:00:00,Garrett                                           ,29.000000000000000,9559,12.000000000000000,7826,4.000000000000000,570,33,16,8396,10129
5743,5/9/2021 15:00:00,Garrett                                           ,3.000000000000000,9562,11.000000000000000,7837,,570,,,8407,10132
5744,5/10/2021 15:00:00,Garrett                                           ,9.000000000000000,9571,23.000000000000000,7860,1.000000000000000,571,10,24,8431,10142
5745,5/11/2021 15:00:00,Garrett                                           ,23.000000000000000,9594,151.000000000000000,8011,16.000000000000000,587,39,167,8598,10181
5746,5/12/2021 15:00:00,Garrett                                           ,25.000000000000000,9619,75.000000000000000,8086,5.000000000000000,592,30,80,8678,10211
5747,5/13/2021 15:00:00,Garrett                                           ,38.000000000000000,9657,223.000000000000000,8309,6.000000000000000,598,44,229,8907,10255
5748,5/14/2021 15:00:00,Garrett                                           ,38.000000000000000,9695,49.000000000000000,8358,16.000000000000000,614,54,65,8972,10309
5749,5/15/2021 15:00:00,Garrett                                           ,33.000000000000000,9728,23.000000000000000,8381,11.000000000000000,625,44,34,9006,10353
5750,5/16/2021 15:00:00,Garrett                                           ,16.000000000000000,9744,13.000000000000000,8394,,625,,,9019,10369
5751,5/17/2021 15:00:00,Garrett                                           ,47.000000000000000,9791,35.000000000000000,8429,7.000000000000000,632,54,42,9061,10423
5752,4/29/2021 15:00:00,Harford                                           ,952.000000000000000,107101,902.000000000000000,74872,58.000000000000000,8964,1010,960,83836,116065
5753,4/30/2021 15:00:00,Harford                                           ,1048.000000000000000,108149,771.000000000000000,75643,51.000000000000000,9015,1099,822,84658,117164
5754,5/1/2021 15:00:00,Harford                                           ,499.000000000000000,108648,580.000000000000000,76223,42.000000000000000,9057,541,622,85280,117705
5755,5/2/2021 15:00:00,Harford                                           ,167.000000000000000,108815,403.000000000000000,76626,35.000000000000000,9092,202,438,85718,117907
5756,5/3/2021 15:00:00,Harford                                           ,366.000000000000000,109181,730.000000000000000,77356,65.000000000000000,9157,431,795,86513,118338
5757,5/4/2021 15:00:00,Harford                                           ,707.000000000000000,109888,1800.000000000000000,79156,55.000000000000000,9212,762,1855,88368,119100
5758,5/5/2021 15:00:00,Harford                                           ,693.000000000000000,110581,1135.000000000000000,80291,73.000000000000000,9285,766,1208,89576,119866
5759,5/6/2021 15:00:00,Harford                                           ,566.000000000000000,111147,1811.000000000000000,82102,84.000000000000000,9369,650,1895,91471,120516
5760,5/7/2021 15:00:00,Harford                                           ,542.000000000000000,111689,1780.000000000000000,83882,85.000000000000000,9454,627,1865,93336,121143
5761,5/8/2021 15:00:00,Harford                                           ,305.000000000000000,111994,673.000000000000000,84555,57.000000000000000,9511,362,730,94066,121505
5762,5/9/2021 15:00:00,Harford                                           ,68.000000000000000,112062,301.000000000000000,84856,25.000000000000000,9536,93,326,94392,121598
5763,5/10/2021 15:00:00,Harford                                           ,318.000000000000000,112380,813.000000000000000,85669,73.000000000000000,9609,391,886,95278,121989
5764,5/11/2021 15:00:00,Harford                                           ,480.000000000000000,112860,1551.000000000000000,87220,51.000000000000000,9660,531,1602,96880,122520
5765,5/12/2021 15:00:00,Harford                                           ,467.000000000000000,113327,1967.000000000000000,89187,42.000000000000000,9702,509,2009,98889,123029
5766,5/13/2021 15:00:00,Harford                                           ,655.000000000000000,113982,2419.000000000000000,91606,57.000000000000000,9759,712,2476,101365,123741
5767,5/14/2021 15:00:00,Harford                                           ,995.000000000000000,114977,1931.000000000000000,93537,65.000000000000000,9824,1060,1996,103361,124801
5768,5/15/2021 15:00:00,Harford                                           ,517.000000000000000,115494,1217.000000000000000,94754,55.000000000000000,9879,572,1272,104633,125373
5769,5/16/2021 15:00:00,Harford                                           ,242.000000000000000,115736,421.000000000000000,95175,52.000000000000000,9931,294,473,105106,125667
5770,5/17/2021 15:00:00,Harford                                           ,536.000000000000000,116272,1044.000000000000000,96219,73.000000000000000,10004,609,1117,106223,126276
5771,5/18/2021 15:00:00,Harford                                           ,952.000000000000000,117224,1679.000000000000000,97898,83.000000000000000,10087,1035,1762,107985,127311
5772,5/19/2021 15:00:00,Harford                                           ,594.000000000000000,117818,1476.000000000000000,99374,58.000000000000000,10145,652,1534,109519,127963
5773,5/20/2021 15:00:00,Harford                                           ,738.000000000000000,118556,1627.000000000000000,101001,58.000000000000000,10203,796,1685,111204,128759
5774,5/21/2021 15:00:00,Harford                                           ,860.000000000000000,119416,1143.000000000000000,102144,71.000000000000000,10274,931,1214,112418,129690
5775,5/22/2021 15:00:00,Harford                                           ,463.000000000000000,119879,568.000000000000000,102712,48.000000000000000,10322,511,616,113034,130201
5776,5/23/2021 15:00:00,Harford                                           ,193.000000000000000,120072,213.000000000000000,102925,60.000000000000000,10382,253,273,113307,130454
5777,5/24/2021 15:00:00,Harford                                           ,1363.000000000000000,121435,613.000000000000000,103538,82.000000000000000,10464,1445,695,114002,131899
5778,5/25/2021 15:00:00,Harford                                           ,482.000000000000000,121917,885.000000000000000,104423,47.000000000000000,10511,529,932,114934,132428
5779,5/26/2021 15:00:00,Harford                                           ,474.000000000000000,122391,661.000000000000000,105084,89.000000000000000,10600,563,750,115684,132991
5780,5/18/2021 15:00:00,Garrett                                           ,40.000000000000000,9831,136.000000000000000,8565,11.000000000000000,643,51,147,9208,10474
5781,5/19/2021 15:00:00,Garrett                                           ,39.000000000000000,9870,23.000000000000000,8588,4.000000000000000,647,43,27,9235,10517
5782,5/20/2021 15:00:00,Garrett                                           ,32.000000000000000,9902,61.000000000000000,8649,9.000000000000000,656,41,70,9305,10558
5783,5/21/2021 15:00:00,Garrett                                           ,45.000000000000000,9947,74.000000000000000,8723,3.000000000000000,659,48,77,9382,10606
5784,5/22/2021 15:00:00,Garrett                                           ,20.000000000000000,9967,18.000000000000000,8741,3.000000000000000,662,23,21,9403,10629
5785,5/23/2021 15:00:00,Garrett                                           ,14.000000000000000,9981,7.000000000000000,8748,3.000000000000000,665,17,10,9413,10646
5786,5/24/2021 15:00:00,Garrett                                           ,17.000000000000000,9998,12.000000000000000,8760,2.000000000000000,667,19,14,9427,10665
5787,5/25/2021 15:00:00,Garrett                                           ,51.000000000000000,10049,57.000000000000000,8817,11.000000000000000,678,62,68,9495,10727
5788,5/26/2021 15:00:00,Garrett                                           ,14.000000000000000,10063,19.000000000000000,8836,4.000000000000000,682,18,23,9518,10745
5789,5/27/2021 15:00:00,Garrett                                           ,49.000000000000000,10112,49.000000000000000,8885,9.000000000000000,691,58,58,9576,10803
5790,5/28/2021 15:00:00,Garrett                                           ,11.000000000000000,10123,40.000000000000000,8925,5.000000000000000,696,16,45,9621,10819
5791,5/29/2021 15:00:00,Garrett                                           ,6.000000000000000,10129,34.000000000000000,8959,7.000000000000000,703,13,41,9662,10832
5792,5/30/2021 15:00:00,Garrett                                           ,8.000000000000000,10137,1.000000000000000,8960,2.000000000000000,705,10,3,9665,10842
5793,5/31/2021 15:00:00,Garrett                                           ,,10137,8.000000000000000,8968,1.000000000000000,706,,9,9674,10843
5794,6/1/2021 15:00:00,Garrett                                           ,10.000000000000000,10147,29.000000000000000,8997,5.000000000000000,711,15,34,9708,10858
5795,6/2/2021 15:00:00,Garrett                                           ,9.000000000000000,10156,25.000000000000000,9022,11.000000000000000,722,20,36,9744,10878
5796,6/3/2021 15:00:00,Garrett                                           ,10.000000000000000,10166,42.000000000000000,9064,1.000000000000000,723,11,43,9787,10889
5797,6/4/2021 15:00:00,Garrett                                           ,12.000000000000000,10178,36.000000000000000,9100,2.000000000000000,725,14,38,9825,10903
5798,6/5/2021 15:00:00,Garrett                                           ,8.000000000000000,10186,28.000000000000000,9128,5.000000000000000,730,13,33,9858,10916
5799,6/6/2021 15:00:00,Garrett                                           ,4.000000000000000,10190,18.000000000000000,9146,,730,,,9876,10920
5800,6/7/2021 15:00:00,Garrett                                           ,12.000000000000000,10202,25.000000000000000,9171,1.000000000000000,731,13,26,9902,10933
5801,6/8/2021 15:00:00,Garrett                                           ,12.000000000000000,10214,39.000000000000000,9210,1.000000000000000,732,13,40,9942,10946
5802,6/9/2021 15:00:00,Garrett                                           ,7.000000000000000,10221,28.000000000000000,9238,,732,,,9970,10953
5803,6/10/2021 15:00:00,Garrett                                           ,9.000000000000000,10230,13.000000000000000,9251,,732,,,9983,10962
5804,6/11/2021 15:00:00,Garrett                                           ,10.000000000000000,10240,26.000000000000000,9277,1.000000000000000,733,11,27,10010,10973
5805,6/12/2021 15:00:00,Garrett                                           ,2.000000000000000,10242,16.000000000000000,9293,,733,,,10026,10975
5806,6/13/2021 15:00:00,Garrett                                           ,3.000000000000000,10245,8.000000000000000,9301,,733,,,10034,10978
5807,6/14/2021 15:00:00,Garrett                                           ,8.000000000000000,10253,33.000000000000000,9334,,733,,,10067,10986
5808,5/27/2021 15:00:00,Harford                                           ,404.000000000000000,122795,635.000000000000000,105719,65.000000000000000,10665,469,700,116384,133460
5809,5/28/2021 15:00:00,Harford                                           ,424.000000000000000,123219,623.000000000000000,106342,77.000000000000000,10742,501,700,117084,133961
5810,5/29/2021 15:00:00,Harford                                           ,346.000000000000000,123565,308.000000000000000,106650,44.000000000000000,10786,390,352,117436,134351
5811,5/30/2021 15:00:00,Harford                                           ,130.000000000000000,123695,140.000000000000000,106790,18.000000000000000,10804,148,158,117594,134499
5812,5/31/2021 15:00:00,Harford                                           ,61.000000000000000,123756,111.000000000000000,106901,12.000000000000000,10816,73,123,117717,134572
5813,6/1/2021 15:00:00,Harford                                           ,316.000000000000000,124072,728.000000000000000,107629,46.000000000000000,10862,362,774,118491,134934
5814,6/2/2021 15:00:00,Harford                                           ,244.000000000000000,124316,538.000000000000000,108167,62.000000000000000,10924,306,600,119091,135240
5815,6/3/2021 15:00:00,Harford                                           ,230.000000000000000,124546,719.000000000000000,108886,45.000000000000000,10969,275,764,119855,135515
5816,6/4/2021 15:00:00,Harford                                           ,212.000000000000000,124758,899.000000000000000,109785,34.000000000000000,11003,246,933,120788,135761
5817,6/5/2021 15:00:00,Harford                                           ,171.000000000000000,124929,490.000000000000000,110275,49.000000000000000,11052,220,539,121327,135981
5818,6/6/2021 15:00:00,Harford                                           ,96.000000000000000,125025,124.000000000000000,110399,26.000000000000000,11078,122,150,121477,136103
5819,6/7/2021 15:00:00,Harford                                           ,176.000000000000000,125201,515.000000000000000,110914,36.000000000000000,11114,212,551,122028,136315
5820,6/8/2021 15:00:00,Harford                                           ,177.000000000000000,125378,802.000000000000000,111716,36.000000000000000,11150,213,838,122866,136528
5821,6/9/2021 15:00:00,Harford                                           ,201.000000000000000,125579,545.000000000000000,112261,37.000000000000000,11187,238,582,123448,136766
5822,6/10/2021 15:00:00,Harford                                           ,209.000000000000000,125788,1679.000000000000000,113940,58.000000000000000,11245,267,1737,125185,137033
5823,6/11/2021 15:00:00,Harford                                           ,204.000000000000000,125992,818.000000000000000,114758,57.000000000000000,11302,261,875,126060,137294
5824,6/12/2021 15:00:00,Harford                                           ,127.000000000000000,126119,400.000000000000000,115158,38.000000000000000,11340,165,438,126498,137459
5825,6/13/2021 15:00:00,Harford                                           ,73.000000000000000,126192,231.000000000000000,115389,12.000000000000000,11352,85,243,126741,137544
5826,6/14/2021 15:00:00,Harford                                           ,159.000000000000000,126351,345.000000000000000,115734,26.000000000000000,11378,185,371,127112,137729
5827,6/15/2021 15:00:00,Harford                                           ,193.000000000000000,126544,558.000000000000000,116292,59.000000000000000,11437,252,617,127729,137981
5828,6/16/2021 15:00:00,Harford                                           ,201.000000000000000,126745,496.000000000000000,116788,32.000000000000000,11469,233,528,128257,138214
5829,6/17/2021 15:00:00,Harford                                           ,173.000000000000000,126918,444.000000000000000,117232,32.000000000000000,11501,205,476,128733,138419
5830,6/18/2021 15:00:00,Harford                                           ,225.000000000000000,127143,437.000000000000000,117669,53.000000000000000,11554,278,490,129223,138697
5831,6/19/2021 15:00:00,Harford                                           ,103.000000000000000,127246,379.000000000000000,118048,28.000000000000000,11582,131,407,129630,138828
5832,6/20/2021 15:00:00,Harford                                           ,52.000000000000000,127298,125.000000000000000,118173,13.000000000000000,11595,65,138,129768,138893
5833,6/21/2021 15:00:00,Harford                                           ,159.000000000000000,127457,183.000000000000000,118356,23.000000000000000,11618,182,206,129974,139075
5834,6/22/2021 15:00:00,Harford                                           ,155.000000000000000,127612,308.000000000000000,118664,46.000000000000000,11664,201,354,130328,139276
5835,6/23/2021 15:00:00,Harford                                           ,157.000000000000000,127769,293.000000000000000,118957,28.000000000000000,11692,185,321,130649,139461
5836,6/15/2021 15:00:00,Garrett                                           ,4.000000000000000,10257,37.000000000000000,9371,2.000000000000000,735,6,39,10106,10992
5837,6/16/2021 15:00:00,Garrett                                           ,4.000000000000000,10261,32.000000000000000,9403,4.000000000000000,739,8,36,10142,11000
5838,6/17/2021 15:00:00,Garrett                                           ,3.000000000000000,10264,47.000000000000000,9450,1.000000000000000,740,4,48,10190,11004
5839,6/18/2021 15:00:00,Garrett                                           ,18.000000000000000,10282,31.000000000000000,9481,6.000000000000000,746,24,37,10227,11028
5840,6/19/2021 15:00:00,Garrett                                           ,2.000000000000000,10284,18.000000000000000,9499,,746,,,10245,11030
5841,6/20/2021 15:00:00,Garrett                                           ,4.000000000000000,10288,9.000000000000000,9508,2.000000000000000,748,6,11,10256,11036
5842,6/21/2021 15:00:00,Garrett                                           ,4.000000000000000,10292,6.000000000000000,9514,2.000000000000000,750,6,8,10264,11042
5843,6/22/2021 15:00:00,Garrett                                           ,8.000000000000000,10300,17.000000000000000,9531,2.000000000000000,752,10,19,10283,11052
5844,6/23/2021 15:00:00,Garrett                                           ,1.000000000000000,10301,6.000000000000000,9537,3.000000000000000,755,4,9,10292,11056
5845,6/24/2021 15:00:00,Garrett                                           ,5.000000000000000,10306,12.000000000000000,9549,3.000000000000000,758,8,15,10307,11064
5846,6/25/2021 15:00:00,Garrett                                           ,12.000000000000000,10318,21.000000000000000,9570,3.000000000000000,761,15,24,10331,11079
5847,6/26/2021 15:00:00,Garrett                                           ,1.000000000000000,10319,1.000000000000000,9571,,761,,,10332,11080
5848,6/27/2021 15:00:00,Garrett                                           ,3.000000000000000,10322,6.000000000000000,9577,1.000000000000000,762,4,7,10339,11084
5849,6/28/2021 15:00:00,Garrett                                           ,6.000000000000000,10328,4.000000000000000,9581,,762,,,10343,11090
5850,6/29/2021 15:00:00,Garrett                                           ,4.000000000000000,10332,21.000000000000000,9602,3.000000000000000,765,7,24,10367,11097
5851,6/30/2021 15:00:00,Garrett                                           ,9.000000000000000,10341,7.000000000000000,9609,,765,,,10374,11106
5852,7/1/2021 15:00:00,Garrett                                           ,3.000000000000000,10344,7.000000000000000,9616,,765,,,10381,11109
5853,7/2/2021 15:00:00,Garrett                                           ,15.000000000000000,10359,14.000000000000000,9630,5.000000000000000,770,20,19,10400,11129
5854,7/3/2021 15:00:00,Garrett                                           ,,10359,5.000000000000000,9635,,770,,,10405,11129
5855,7/4/2021 15:00:00,Garrett                                           ,1.000000000000000,10360,1.000000000000000,9636,,770,,,10406,11130
5856,7/5/2021 15:00:00,Garrett                                           ,2.000000000000000,10362,5.000000000000000,9641,,770,,,10411,11132
5857,7/6/2021 15:00:00,Garrett                                           ,6.000000000000000,10368,10.000000000000000,9651,2.000000000000000,772,8,12,10423,11140
5858,7/7/2021 15:00:00,Garrett                                           ,5.000000000000000,10373,9.000000000000000,9660,1.000000000000000,773,6,10,10433,11146
5859,7/8/2021 15:00:00,Garrett                                           ,8.000000000000000,10381,5.000000000000000,9665,2.000000000000000,775,10,7,10440,11156
5860,7/9/2021 15:00:00,Garrett                                           ,16.000000000000000,10397,14.000000000000000,9679,4.000000000000000,779,20,18,10458,11176
