ZIP_CODE,FirstDose,SecondDose,SingleDose,AtleastOneDose,FullyVaccinated
21240,43.0,38.0,2.0,45.0,40.0
21241,2.0,1.0,,,
21257,1.0,1.0,1.0,2.0,2.0
21258,1.0,1.0,,,
21273,2.0,2.0,1.0,3.0,3.0
21274,2.0,2.0,,,
21288,8.0,3.0,2.0,10.0,5.0
21289,2.0,2.0,,,
21290,4.0,4.0,,,
21291,1.0,1.0,,,
21306,,,1.0,,
21307,1.0,,,,
21321,3.0,2.0,,,
21405,467.0,417.0,27.0,494.0,444.0
21406,1.0,1.0,,,
21407,2.0,1.0,1.0,3.0,2.0
21440,1.0,1.0,,,
21472,2.0,2.0,,,
21505,27.0,26.0,3.0,30.0,29.0
21506,1.0,1.0,,,
21508,1.0,1.0,,,
21522,31.0,31.0,3.0,34.0,34.0
21523,74.0,60.0,9.0,83.0,69.0
21524,195.0,183.0,24.0,219.0,207.0
21539,1121.0,1003.0,136.0,1257.0,1139.0
21540,32.0,28.0,3.0,35.0,31.0
21541,908.0,799.0,54.0,962.0,853.0
21542,32.0,28.0,1.0,33.0,29.0
21555,653.0,590.0,61.0,714.0,651.0
21556,20.0,19.0,6.0,26.0,25.0
21557,703.0,639.0,79.0,782.0,718.0
21558,1.0,,,,
21606,4.0,3.0,,,
21607,205.0,179.0,31.0,236.0,210.0
21609,19.0,16.0,3.0,22.0,19.0
21120,4692.0,4357.0,504.0,5196.0,4861.0
21125,1.0,1.0,4.0,5.0,5.0
21127,1.0,1.0,,,
21134,6.0,4.0,1.0,7.0,5.0
21136,25482.0,23172.0,1808.0,27290.0,24980.0
21143,1.0,1.0,,,
21145,2.0,2.0,,,
21150,34.0,32.0,1.0,35.0,33.0
21152,4370.0,4008.0,423.0,4793.0,4431.0
21159,1.0,1.0,1.0,2.0,2.0
21161,3014.0,2773.0,316.0,3330.0,3089.0
21175,1.0,1.0,,,
21177,2.0,2.0,,,
21200,2.0,2.0,2.0,4.0,4.0
21202,15219.0,12496.0,1016.0,16235.0,13512.0
21209,20637.0,18879.0,922.0,21559.0,19801.0
21211,13415.0,12356.0,721.0,14136.0,13077.0
21218,29016.0,25846.0,1372.0,30388.0,27218.0
21220,25268.0,22949.0,2135.0,27403.0,25084.0
21225,17496.0,15252.0,1094.0,18590.0,16346.0
21227,20537.0,18596.0,1632.0,22169.0,20228.0
21229,25148.0,22516.0,1721.0,26869.0,24237.0
21234,44878.0,41327.0,3064.0,47942.0,44391.0
21236,28333.0,26240.0,2043.0,30376.0,28283.0
21243,1.0,,,,
21245,4.0,3.0,,,
21250,127.0,106.0,18.0,145.0,124.0
21252,138.0,119.0,6.0,144.0,125.0
21254,,,1.0,,
21261,2.0,2.0,1.0,3.0,3.0
21268,1.0,1.0,,,
21270,6.0,5.0,1.0,7.0,6.0
21275,5.0,5.0,,,
21277,4.0,4.0,,,
21279,2.0,2.0,,,
21284,60.0,50.0,7.0,67.0,57.0
21286,16522.0,15247.0,1073.0,17595.0,16320.0
21293,1.0,1.0,,,
21302,1.0,1.0,,,
21309,1.0,1.0,,,
21334,2.0,1.0,,,
21336,1.0,1.0,,,
21402,502.0,393.0,32.0,534.0,425.0
21404,177.0,152.0,13.0,190.0,165.0
21409,15209.0,13887.0,856.0,16065.0,14743.0
21411,2.0,2.0,,,
21443,1.0,,,,
21470,5.0,5.0,,,
21502,21337.0,19296.0,2148.0,23485.0,21444.0
21504,13.0,10.0,1.0,14.0,11.0
21509,1.0,1.0,,,
21520,918.0,833.0,57.0,975.0,890.0
21527,1.0,1.0,,,
21529,330.0,301.0,46.0,376.0,347.0
21536,1602.0,1420.0,150.0,1752.0,1570.0
21538,269.0,249.0,16.0,285.0,265.0
21543,91.0,83.0,22.0,113.0,105.0
21545,813.0,747.0,102.0,915.0,849.0
21561,1313.0,1166.0,114.0,1427.0,1280.0
21595,1.0,1.0,,,
21611,,,1.0,,
21613,9941.0,8934.0,1181.0,11122.0,10115.0
21620,8014.0,7241.0,685.0,8699.0,7926.0
21627,17.0,17.0,2.0,19.0,19.0
21629,5302.0,4818.0,893.0,6195.0,5711.0
21636,531.0,480.0,115.0,646.0,595.0
21638,3316.0,3001.0,275.0,3591.0,3276.0
21643,2651.0,2375.0,599.0,3250.0,2974.0
21645,586.0,524.0,50.0,636.0,574.0
21652,115.0,105.0,17.0,132.0,122.0
21654,928.0,806.0,99.0,1027.0,905.0
21661,1640.0,1493.0,115.0,1755.0,1608.0
21663,2184.0,1985.0,344.0,2528.0,2329.0
21668,796.0,716.0,89.0,885.0,805.0
21670,4.0,3.0,4.0,8.0,7.0
21677,303.0,267.0,41.0,344.0,308.0
21679,326.0,297.0,36.0,362.0,333.0
21695,1.0,,,,
21702,30829.0,27632.0,2584.0,33413.0,30216.0
21704,15442.0,13943.0,1516.0,16958.0,15459.0
21711,440.0,394.0,54.0,494.0,448.0
21713,4977.0,4493.0,1059.0,6036.0,5552.0
21718,138.0,120.0,13.0,151.0,133.0
21720,75.0,67.0,31.0,106.0,98.0
21722,2293.0,2102.0,375.0,2668.0,2477.0
21727,2243.0,1926.0,291.0,2534.0,2217.0
21736,1.0,1.0,,,
21738,2692.0,2465.0,223.0,2915.0,2688.0
21743,3.0,3.0,1.0,4.0,4.0
21745,1.0,,,,
21747,4.0,4.0,,,
21752,2.0,1.0,,,
21754,5067.0,4639.0,570.0,5637.0,5209.0
21763,1.0,1.0,,,
21768,,,2.0,,
21770,5351.0,4886.0,586.0,5937.0,5472.0
21777,1266.0,1157.0,155.0,1421.0,1312.0
21779,478.0,439.0,82.0,560.0,521.0
21788,6449.0,5895.0,683.0,7132.0,6578.0
21795,4773.0,4303.0,795.0,5568.0,5098.0
21797,6310.0,5845.0,642.0,6952.0,6487.0
21802,388.0,347.0,20.0,408.0,367.0
21804,20983.0,18770.0,1711.0,22694.0,20481.0
21811,16143.0,14613.0,1238.0,17381.0,15851.0
21813,1609.0,1450.0,130.0,1739.0,1580.0
21820,1.0,1.0,,,
21822,1473.0,1363.0,169.0,1642.0,1532.0
21079,1.0,1.0,,,
21080,2.0,2.0,,,
21081,2.0,1.0,,,
21082,615.0,580.0,48.0,663.0,628.0
21096,1.0,1.0,,,
21097,1.0,1.0,,,
21098,1.0,1.0,1.0,2.0,2.0
21113,25049.0,22547.0,1421.0,26470.0,23968.0
21114,20001.0,18189.0,1005.0,21006.0,19194.0
21115,3.0,2.0,1.0,4.0,3.0
21116,3.0,1.0,,,
21130,89.0,72.0,4.0,93.0,76.0
21131,6153.0,5725.0,516.0,6669.0,6241.0
21132,1441.0,1345.0,112.0,1553.0,1457.0
21146,22750.0,20874.0,1407.0,24157.0,22281.0
21147,2.0,2.0,,,
21148,2.0,2.0,,,
21163,6210.0,5726.0,396.0,6606.0,6122.0
21166,1.0,1.0,,,
21180,1.0,,,,
21196,1.0,,,,
21197,,,1.0,,
21213,15891.0,13918.0,807.0,16698.0,14725.0
21214,12959.0,11838.0,818.0,13777.0,12656.0
21215,32920.0,29105.0,2067.0,34987.0,31172.0
21216,14085.0,12414.0,914.0,14999.0,13328.0
21230,23538.0,21002.0,1686.0,25224.0,22688.0
21231,12611.0,11134.0,657.0,13268.0,11791.0
21232,8.0,8.0,1.0,9.0,9.0
21233,66.0,55.0,4.0,70.0,59.0
21265,1.0,1.0,1.0,2.0,2.0
21266,3.0,3.0,,,
21280,1.0,,,,
21281,14.0,11.0,3.0,17.0,14.0
21282,85.0,78.0,3.0,88.0,81.0
21297,11.0,9.0,,,
21298,16.0,10.0,1.0,17.0,11.0
21300,1.0,1.0,,,
21330,1.0,1.0,,,
21400,1.0,1.0,1.0,2.0,2.0
21414,1.0,1.0,,,
21500,2.0,2.0,,,
21515,1.0,1.0,,,
21530,575.0,528.0,63.0,638.0,591.0
21531,917.0,814.0,58.0,975.0,872.0
21532,6695.0,6133.0,808.0,7503.0,6941.0
21548,1.0,1.0,,,
21550,6644.0,5949.0,511.0,7155.0,6460.0
21583,,,1.0,,
21614,1.0,1.0,,,
21615,1.0,1.0,,,
21617,6807.0,6182.0,649.0,7456.0,6831.0
21631,1350.0,1244.0,205.0,1555.0,1449.0
21632,2507.0,2264.0,614.0,3121.0,2878.0
21634,384.0,303.0,23.0,407.0,326.0
21647,179.0,155.0,35.0,214.0,190.0
21648,118.0,113.0,20.0,138.0,133.0
21649,612.0,515.0,141.0,753.0,656.0
21650,129.0,116.0,7.0,136.0,123.0
21651,1375.0,1258.0,123.0,1498.0,1381.0
21664,272.0,253.0,42.0,314.0,295.0
21665,192.0,173.0,32.0,224.0,205.0
21666,8667.0,7918.0,709.0,9376.0,8627.0
21667,185.0,172.0,22.0,207.0,194.0
21681,,,1.0,,
21682,1.0,1.0,,,
21683,6.0,6.0,1.0,7.0,7.0
21699,1.0,1.0,,,
21701,27975.0,25404.0,2890.0,30865.0,28294.0
21714,237.0,212.0,15.0,252.0,227.0
21715,58.0,51.0,5.0,63.0,56.0
21716,4252.0,3810.0,514.0,4766.0,4324.0
21717,174.0,156.0,18.0,192.0,174.0
21732,2.0,2.0,1.0,3.0,3.0
21733,580.0,525.0,97.0,677.0,622.0
21734,431.0,396.0,51.0,482.0,447.0
21748,1.0,,,,
21749,3.0,3.0,,,
21750,1369.0,1247.0,124.0,1493.0,1371.0
21751,,,1.0,,
21764,3.0,2.0,,,
21765,41.0,35.0,,,
21766,255.0,221.0,29.0,284.0,250.0
21767,599.0,539.0,103.0,702.0,642.0
21781,12.0,8.0,,,
21782,1730.0,1537.0,425.0,2155.0,1962.0
21783,4356.0,4020.0,722.0,5078.0,4742.0
21784,29260.0,27048.0,2226.0,31486.0,29274.0
21798,1366.0,1255.0,165.0,1531.0,1420.0
21799,1.0,,1.0,2.0,
21800,1.0,,,,
21801,16695.0,14961.0,1362.0,18057.0,16323.0
21814,214.0,200.0,28.0,242.0,228.0
21815,1.0,1.0,,,
21816,2.0,1.0,,,
21817,2130.0,1935.0,359.0,2489.0,2294.0
21831,1.0,1.0,,,
21832,,,1.0,,
21849,1553.0,1414.0,157.0,1710.0,1571.0
21850,1431.0,1305.0,172.0,1603.0,1477.0
21851,3962.0,3576.0,331.0,4293.0,3907.0
21865,217.0,195.0,27.0,244.0,222.0
21866,4.0,4.0,11.0,15.0,15.0
21867,46.0,45.0,1.0,47.0,46.0
21884,,,1.0,,
21901,9296.0,8355.0,835.0,10131.0,9190.0
21915,1666.0,1503.0,109.0,1775.0,1612.0
20978,,,1.0,,
20985,3.0,2.0,,,
20992,,,1.0,,
20994,3.0,3.0,,,
21001,14243.0,12748.0,1633.0,15876.0,14381.0
21008,2.0,1.0,,,
21010,70.0,60.0,6.0,76.0,66.0
21017,3882.0,3527.0,346.0,4228.0,3873.0
21019,,,1.0,,
21026,5.0,4.0,,,
21028,2093.0,1932.0,139.0,2232.0,2071.0
21033,1.0,1.0,,,
21035,6180.0,5657.0,389.0,6569.0,6046.0
21042,37796.0,34769.0,2042.0,39838.0,36811.0
21044,34732.0,31866.0,1799.0,36531.0,33665.0
21051,230.0,210.0,23.0,253.0,233.0
21053,1730.0,1597.0,190.0,1920.0,1787.0
21060,23542.0,21331.0,1869.0,25411.0,23200.0
21076,15539.0,13885.0,1060.0,16599.0,14945.0
21078,12103.0,10990.0,1359.0,13462.0,12349.0
21085,10474.0,9710.0,1050.0,11524.0,10760.0
21092,16.0,14.0,,,
21094,77.0,73.0,5.0,82.0,78.0
21101,4.0,3.0,,,
21103,,,,,
21108,13836.0,12727.0,876.0,14712.0,13603.0
21110,2.0,2.0,,,
21112,5.0,5.0,2.0,7.0,7.0
21117,40605.0,36731.0,2421.0,43026.0,39152.0
21119,3.0,3.0,,,
21126,4.0,4.0,1.0,5.0,5.0
21128,11434.0,10637.0,695.0,12129.0,11332.0
21133,21490.0,19510.0,1225.0,22715.0,20735.0
21135,2.0,2.0,,,
21137,4.0,3.0,,,
21142,1.0,1.0,,,
21144,24001.0,21679.0,1720.0,25721.0,23399.0
21151,,,1.0,,
21153,703.0,637.0,33.0,736.0,670.0
21158,13132.0,12109.0,1130.0,14262.0,13239.0
21160,1160.0,1063.0,160.0,1320.0,1223.0
21162,3328.0,3066.0,229.0,3557.0,3295.0
21176,5.0,5.0,1.0,6.0,6.0
21187,1.0,1.0,,,
21192,1.0,1.0,,,
21201,11853.0,10354.0,595.0,12448.0,10949.0
21203,333.0,302.0,20.0,353.0,322.0
21210,10104.0,9245.0,410.0,10514.0,9655.0
21212,23236.0,21297.0,1221.0,24457.0,22518.0
21217,16584.0,14452.0,1136.0,17720.0,15588.0
21219,5459.0,5058.0,561.0,6020.0,5619.0
21226,3567.0,3181.0,358.0,3925.0,3539.0
21228,38360.0,35504.0,2548.0,40908.0,38052.0
21235,31.0,28.0,3.0,34.0,31.0
21237,20819.0,18987.0,1347.0,22166.0,20334.0
21242,3.0,2.0,,,
21244,23967.0,21443.0,1265.0,25232.0,22708.0
21251,49.0,37.0,4.0,53.0,41.0
21260,8.0,6.0,2.0,10.0,8.0
21276,1.0,1.0,1.0,2.0,2.0
21278,3.0,2.0,,,
21285,35.0,30.0,3.0,38.0,33.0
21287,46.0,39.0,3.0,49.0,42.0
21294,1.0,1.0,,,
21317,1.0,,,,
21328,1.0,1.0,,,
21337,2.0,2.0,,,
21401,30002.0,26806.0,1977.0,31979.0,28783.0
21403,23420.0,20602.0,1339.0,24759.0,21941.0
21410,1.0,,,,
21412,13.0,6.0,2.0,15.0,8.0
21428,,,1.0,,
21444,6.0,6.0,,,
21446,1.0,1.0,,,
21471,1.0,1.0,,,
21501,172.0,134.0,6.0,178.0,140.0
21503,16.0,15.0,3.0,19.0,18.0
21512,1.0,1.0,,,
21521,432.0,400.0,34.0,466.0,434.0
21528,12.0,11.0,1.0,13.0,12.0
21537,1.0,,,,
21544,1.0,,,,
21546,2.0,1.0,,,
21553,1.0,1.0,,,
21560,45.0,38.0,,,
21562,1052.0,950.0,116.0,1168.0,1066.0
21601,16220.0,14534.0,1836.0,18056.0,16370.0
21603,1.0,1.0,,,
21610,204.0,191.0,16.0,220.0,207.0
21612,287.0,248.0,51.0,338.0,299.0
21619,4649.0,4186.0,398.0,5047.0,4584.0
21621,1.0,1.0,,,
21626,52.0,50.0,11.0,63.0,61.0
21628,247.0,218.0,26.0,273.0,244.0
21635,1050.0,962.0,96.0,1146.0,1058.0
21637,2.0,2.0,,,
21644,59.0,48.0,7.0,66.0,55.0
21646,2.0,2.0,1.0,3.0,3.0
21653,70.0,61.0,14.0,84.0,75.0
21655,2403.0,2192.0,446.0,2849.0,2638.0
21660,1963.0,1786.0,431.0,2394.0,2217.0
21662,512.0,454.0,62.0,574.0,516.0
21669,110.0,103.0,13.0,123.0,116.0
21671,471.0,422.0,88.0,559.0,510.0
21678,1392.0,1279.0,127.0,1519.0,1406.0
21685,1.0,1.0,,,
21694,1.0,1.0,,,
21916,60.0,54.0,1.0,61.0,55.0
21917,1230.0,1137.0,124.0,1354.0,1261.0
21918,1886.0,1729.0,231.0,2117.0,1960.0
21967,1.0,1.0,,,
22015,592.0,415.0,39.0,631.0,454.0
22018,1.0,1.0,,,
22032,441.0,316.0,33.0,474.0,349.0
22033,541.0,379.0,34.0,575.0,413.0
22034,3.0,2.0,,,
22035,3.0,2.0,1.0,4.0,3.0
22066,531.0,357.0,27.0,558.0,384.0
22068,1.0,1.0,1.0,2.0,2.0
22082,,,1.0,,
22100,1.0,,,,
22101,1322.0,847.0,68.0,1390.0,915.0
22102,1073.0,731.0,59.0,1132.0,790.0
22116,9.0,4.0,,,
22117,1.0,1.0,,,
22132,1.0,1.0,,,
22134,19.0,5.0,1.0,20.0,6.0
22135,1.0,1.0,,,
22150,498.0,350.0,31.0,529.0,381.0
22151,282.0,192.0,16.0,298.0,208.0
22152,435.0,300.0,27.0,462.0,327.0
22182,805.0,579.0,45.0,850.0,624.0
22183,1.0,,,,
22199,6.0,5.0,1.0,7.0,6.0
22201,1630.0,1130.0,153.0,1783.0,1283.0
22202,1212.0,835.0,86.0,1298.0,921.0
22216,3.0,2.0,,,
22217,,,1.0,,
22218,1.0,1.0,,,
22219,3.0,3.0,,,
22301,493.0,331.0,26.0,519.0,357.0
22302,613.0,412.0,48.0,661.0,460.0
22333,1.0,,,,
22401,105.0,68.0,5.0,110.0,73.0
22402,1.0,,,,
22403,2.0,2.0,,,
22433,1.0,1.0,,,
22435,4.0,3.0,,,
22436,1.0,,,,
22469,16.0,13.0,,,
22485,488.0,393.0,33.0,521.0,426.0
22503,16.0,11.0,1.0,17.0,12.0
22517,1.0,1.0,,,
22520,53.0,40.0,8.0,61.0,48.0
22534,5.0,4.0,,,
22535,3.0,1.0,,,
22551,37.0,26.0,4.0,41.0,30.0
22553,41.0,31.0,2.0,43.0,33.0
22567,4.0,4.0,1.0,5.0,5.0
22601,124.0,71.0,8.0,132.0,79.0
22602,115.0,82.0,12.0,127.0,94.0
22603,54.0,43.0,10.0,64.0,53.0
22620,15.0,7.0,3.0,18.0,10.0
22637,3.0,2.0,,,
22650,2.0,1.0,,,
22652,6.0,2.0,,,
22701,75.0,51.0,4.0,79.0,55.0
22720,4.0,1.0,,,
22734,7.0,6.0,,,
22735,6.0,5.0,,,
22736,1.0,1.0,1.0,2.0,2.0
22737,9.0,9.0,,,
22770,1.0,1.0,,,
22801,99.0,68.0,5.0,104.0,73.0
22802,39.0,28.0,2.0,41.0,30.0
22803,1.0,,,,
22835,18.0,12.0,1.0,19.0,13.0
22851,4.0,3.0,1.0,5.0,4.0
22853,1.0,1.0,1.0,2.0,2.0
22854,,,1.0,,
22901,87.0,53.0,3.0,90.0,56.0
22902,61.0,37.0,5.0,66.0,42.0
22903,137.0,84.0,12.0,149.0,96.0
22904,11.0,6.0,1.0,12.0,7.0
22920,3.0,3.0,,,
22936,13.0,6.0,1.0,14.0,7.0
22937,1.0,1.0,,,
22952,3.0,,,,
22968,15.0,8.0,,,
22969,1.0,1.0,,,
22971,2.0,1.0,,,
23002,5.0,4.0,,,
23003,1.0,,,,
23034,1.0,1.0,,,
23035,2.0,2.0,,,
23038,3.0,3.0,,,
23069,1.0,1.0,,,
23070,2.0,2.0,,,
23071,1.0,,,,
23086,,,1.0,,
23102,4.0,2.0,,,
23103,4.0,3.0,2.0,6.0,5.0
23120,14.0,5.0,1.0,15.0,6.0
23138,2.0,2.0,,,
23168,11.0,10.0,,,
23170,1.0,1.0,,,
23185,74.0,42.0,6.0,80.0,48.0
23188,78.0,42.0,3.0,81.0,45.0
23204,,,1.0,,
23218,3.0,2.0,,,
23219,20.0,10.0,2.0,22.0,12.0
23220,93.0,55.0,8.0,101.0,63.0
23221,30.0,18.0,,,
23235,35.0,24.0,4.0,39.0,28.0
21622,251.0,224.0,41.0,292.0,265.0
21623,1180.0,1066.0,112.0,1292.0,1178.0
21624,85.0,75.0,10.0,95.0,85.0
21625,1237.0,1125.0,191.0,1428.0,1316.0
21639,1906.0,1732.0,502.0,2408.0,2234.0
21640,675.0,601.0,155.0,830.0,756.0
21641,87.0,82.0,16.0,103.0,98.0
21656,1.0,1.0,1.0,2.0,2.0
21657,628.0,571.0,80.0,708.0,651.0
21658,2556.0,2311.0,280.0,2836.0,2591.0
21659,353.0,329.0,69.0,422.0,398.0
21672,90.0,80.0,15.0,105.0,95.0
21673,1866.0,1697.0,255.0,2121.0,1952.0
21675,62.0,56.0,11.0,73.0,67.0
21676,200.0,181.0,32.0,232.0,213.0
21689,,,1.0,,
21706,7.0,4.0,,,
21707,3.0,3.0,,,
21708,2.0,1.0,1.0,3.0,2.0
21709,10.0,5.0,,,
21723,837.0,772.0,63.0,900.0,835.0
21724,1.0,1.0,,,
21739,,,1.0,,
21740,29607.0,26325.0,4851.0,34458.0,31176.0
21741,86.0,76.0,14.0,100.0,90.0
21742,18644.0,16815.0,2577.0,21221.0,19392.0
21756,1780.0,1617.0,393.0,2173.0,2010.0
21757,1405.0,1289.0,131.0,1536.0,1420.0
21758,2710.0,2454.0,370.0,3080.0,2824.0
21759,13.0,12.0,1.0,14.0,13.0
21773,3195.0,2917.0,484.0,3679.0,3401.0
21774,11719.0,10627.0,1136.0,12855.0,11763.0
21775,26.0,19.0,3.0,29.0,22.0
21776,3522.0,3248.0,308.0,3830.0,3556.0
21789,2.0,2.0,1.0,3.0,3.0
21790,86.0,82.0,9.0,95.0,91.0
21791,2778.0,2560.0,265.0,3043.0,2825.0
21792,10.0,9.0,,,
21793,7140.0,6562.0,615.0,7755.0,7177.0
21806,4.0,4.0,,,
21807,,,2.0,,
21824,56.0,49.0,45.0,101.0,94.0
21826,2909.0,2595.0,273.0,3182.0,2868.0
21840,223.0,206.0,22.0,245.0,228.0
21841,633.0,580.0,51.0,684.0,631.0
21842,8232.0,7167.0,740.0,8972.0,7907.0
21843,198.0,174.0,18.0,216.0,192.0
21856,448.0,411.0,62.0,510.0,473.0
21857,5.0,5.0,,,
21858,1.0,1.0,,,
21873,5.0,5.0,,,
21874,1026.0,947.0,137.0,1163.0,1084.0
21875,3573.0,3179.0,286.0,3859.0,3465.0
21876,2.0,1.0,,,
21890,2076.0,1645.0,11.0,2087.0,1656.0
21906,1.0,,,,
21907,1.0,1.0,,,
21910,2.0,3.0,,,
21973,1.0,1.0,,,
21975,1.0,1.0,,,
22008,1.0,,,,
22009,4.0,4.0,,,
22024,1.0,1.0,,,
22025,115.0,81.0,7.0,122.0,88.0
22026,162.0,93.0,12.0,174.0,105.0
22027,61.0,43.0,1.0,62.0,44.0
22040,8.0,7.0,,,
22041,481.0,304.0,41.0,522.0,345.0
22042,687.0,483.0,45.0,732.0,528.0
22043,645.0,459.0,41.0,686.0,500.0
22060,60.0,34.0,4.0,64.0,38.0
22075,1.0,1.0,,,
22093,1.0,1.0,,,
22107,1.0,,,,
22124,313.0,203.0,19.0,332.0,222.0
22125,13.0,9.0,,,
22127,2.0,1.0,,,
22140,1.0,1.0,,,
22157,1.0,1.0,,,
22160,1.0,1.0,,,
22190,1.0,,,,
22191,632.0,415.0,44.0,676.0,459.0
22192,500.0,324.0,47.0,547.0,371.0
22193,584.0,410.0,32.0,616.0,442.0
22194,4.0,1.0,1.0,5.0,2.0
22207,1016.0,655.0,79.0,1095.0,734.0
22208,1.0,,,,
22209,825.0,552.0,71.0,896.0,623.0
22210,8.0,6.0,,,
22225,1.0,1.0,,,
22226,1.0,,,,
22227,1.0,1.0,,,
22307,359.0,206.0,15.0,374.0,221.0
22308,350.0,209.0,18.0,368.0,227.0
22309,637.0,427.0,38.0,675.0,465.0
22310,696.0,471.0,52.0,748.0,523.0
22311,496.0,339.0,30.0,526.0,369.0
22341,1.0,1.0,,,
22344,,,1.0,,
22394,1.0,,,,
22408,103.0,72.0,8.0,111.0,80.0
22427,8.0,5.0,,,
22443,244.0,191.0,21.0,265.0,212.0
22460,2.0,2.0,,,
22476,2.0,2.0,2.0,4.0,4.0
22508,40.0,26.0,4.0,44.0,30.0
22511,7.0,4.0,,,
21703,28698.0,25603.0,2548.0,31246.0,28151.0
21705,215.0,190.0,21.0,236.0,211.0
21710,3292.0,3002.0,287.0,3579.0,3289.0
21712,,,1.0,,
21719,440.0,395.0,76.0,516.0,471.0
21721,62.0,56.0,6.0,68.0,62.0
21730,3.0,1.0,,,
21735,3.0,3.0,,,
21737,1788.0,1655.0,112.0,1900.0,1767.0
21744,2.0,1.0,1.0,3.0,2.0
21746,3304.0,2863.0,271.0,3575.0,3134.0
21753,2.0,2.0,,,
21755,3642.0,3344.0,405.0,4047.0,3749.0
21760,1.0,1.0,,,
21762,245.0,229.0,19.0,264.0,248.0
21769,7875.0,7204.0,942.0,8817.0,8146.0
21771,20599.0,19014.0,2207.0,22806.0,21221.0
21778,547.0,494.0,58.0,605.0,552.0
21780,622.0,563.0,102.0,724.0,665.0
21785,1.0,,,,
21787,6019.0,5503.0,508.0,6527.0,6011.0
21794,2045.0,1878.0,171.0,2216.0,2049.0
21796,1.0,,,,
21803,66.0,62.0,4.0,70.0,66.0
21805,2.0,2.0,,,
21810,63.0,56.0,,,
21812,2.0,2.0,,,
21821,490.0,432.0,58.0,548.0,490.0
21830,2220.0,2026.0,245.0,2465.0,2271.0
21835,215.0,203.0,29.0,244.0,232.0
21837,1290.0,1190.0,136.0,1426.0,1326.0
21853,4589.0,4107.0,405.0,4994.0,4512.0
21862,53.0,46.0,8.0,61.0,54.0
21864,308.0,277.0,11.0,319.0,288.0
21869,430.0,396.0,62.0,492.0,458.0
21871,1004.0,922.0,170.0,1174.0,1092.0
21887,1.0,1.0,,,
21894,1.0,1.0,,,
21903,3022.0,2707.0,248.0,3270.0,2955.0
21912,571.0,502.0,64.0,635.0,566.0
21914,407.0,373.0,44.0,451.0,417.0
21919,1521.0,1398.0,100.0,1621.0,1498.0
21921,23132.0,20610.0,1698.0,24830.0,22308.0
21928,1.0,1.0,,,
21930,56.0,46.0,4.0,60.0,50.0
21944,1.0,1.0,,,
21987,1.0,,,,
22003,922.0,640.0,53.0,975.0,693.0
22019,1.0,,,,
22021,1.0,1.0,,,
22030,765.0,542.0,54.0,819.0,596.0
22039,223.0,159.0,22.0,245.0,181.0
22044,284.0,186.0,16.0,300.0,202.0
22046,407.0,271.0,39.0,446.0,310.0
22069,,,1.0,,
22071,1.0,,,,
22078,,,1.0,,
22103,1.0,1.0,1.0,2.0,2.0
22121,2.0,2.0,1.0,3.0,3.0
22123,1.0,1.0,,,
22146,1.0,1.0,,,
22153,414.0,287.0,31.0,445.0,318.0
22180,572.0,394.0,40.0,612.0,434.0
22203,832.0,575.0,85.0,917.0,660.0
22205,432.0,292.0,32.0,464.0,324.0
22230,2.0,1.0,,,
22303,692.0,433.0,55.0,747.0,488.0
22305,458.0,305.0,29.0,487.0,334.0
22312,740.0,515.0,42.0,782.0,557.0
22314,1579.0,1003.0,81.0,1660.0,1084.0
22405,106.0,77.0,9.0,115.0,86.0
22407,218.0,130.0,9.0,227.0,139.0
22432,5.0,4.0,,,
22437,1.0,1.0,,,
22448,27.0,11.0,4.0,31.0,15.0
22464,1.0,,,,
22473,36.0,22.0,7.0,43.0,29.0
22480,5.0,3.0,1.0,6.0,4.0
22482,12.0,5.0,,,
22514,2.0,2.0,,,
22539,7.0,5.0,,,
22546,48.0,28.0,5.0,53.0,33.0
22555,4.0,3.0,,,
22580,3.0,2.0,,,
22623,1.0,,,,
22630,162.0,50.0,11.0,173.0,61.0
22639,9.0,4.0,,,
22641,1.0,1.0,,,
22646,4.0,3.0,,,
22655,60.0,39.0,12.0,72.0,51.0
22657,19.0,9.0,2.0,21.0,11.0
22664,10.0,6.0,1.0,11.0,7.0
22691,1.0,1.0,,,
22714,4.0,3.0,,,
22716,2.0,1.0,,,
22748,2.0,1.0,,,
22807,2.0,1.0,,,
22821,2.0,1.0,,,
22830,1.0,1.0,,,
22832,1.0,,1.0,2.0,
22841,,,1.0,,
22846,1.0,1.0,,,
22923,8.0,7.0,2.0,10.0,9.0
22932,12.0,9.0,1.0,13.0,10.0
22939,5.0,2.0,,,
22973,16.0,12.0,,,
22980,16.0,7.0,,,
21829,247.0,233.0,23.0,270.0,256.0
21836,15.0,12.0,1.0,16.0,13.0
21838,783.0,717.0,96.0,879.0,813.0
21847,1.0,,,,
21852,6.0,6.0,,,
21854,1.0,1.0,,,
21861,352.0,314.0,33.0,385.0,347.0
21863,2871.0,2591.0,247.0,3118.0,2838.0
21872,354.0,325.0,24.0,378.0,349.0
21879,1.0,,,,
21897,1.0,1.0,,,
21902,26.0,23.0,1.0,27.0,24.0
21904,3432.0,3106.0,309.0,3741.0,3415.0
21911,5076.0,4560.0,492.0,5568.0,5052.0
21913,370.0,318.0,29.0,399.0,347.0
21920,113.0,105.0,13.0,126.0,118.0
21922,169.0,161.0,7.0,176.0,168.0
21929,1.0,,,,
21945,1.0,1.0,1.0,2.0,2.0
