OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
2616,3/27/2021 15:00:00,Anne Arundel,1825,161482,1186,79683
2617,3/27/2021 15:00:00,Baltimore,5313,247999,1668,129750
2618,3/27/2021 15:00:00,Baltimore City,2761,142266,1197,71547
2619,3/27/2021 15:00:00,Calvert,447,25512,435,14252
2620,3/27/2021 15:00:00,Caroline,36,8473,5,4834
2621,3/27/2021 15:00:00,Carroll,1394,50032,298,25764
2622,3/27/2021 15:00:00,Cecil,220,22213,194,11850
2623,3/27/2021 15:00:00,Charles,791,36402,112,16406
2624,3/27/2021 15:00:00,Dorchester,24,9013,29,4275
2625,3/27/2021 15:00:00,Frederick,1006,72635,1453,37957
2626,3/27/2021 15:00:00,Garrett,12,7655,8,4858
2627,3/27/2021 15:00:00,Harford,1024,71322,392,36698
2628,3/27/2021 15:00:00,Howard,1424,113241,990,57003
2629,3/27/2021 15:00:00,Kent,12,6553,14,4161
2630,3/27/2021 15:00:00,Montgomery,5801,317933,3968,153443
2631,3/27/2021 15:00:00,Prince George's,3293,187159,2644,71888
2632,3/27/2021 15:00:00,Queen Anne's,170,14999,77,7987
2633,3/27/2021 15:00:00,Somerset,15,5025,8,2981
2634,3/27/2021 15:00:00,St. Mary's,93,28162,25,16230
2635,3/27/2021 15:00:00,Talbot,85,14355,80,7604
2636,3/27/2021 15:00:00,Unknown,1629,81203,587,30661
2637,3/27/2021 15:00:00,Washington,266,32446,54,20043
2638,3/27/2021 15:00:00,Wicomico,166,26918,41,15685
2639,3/27/2021 15:00:00,Worcester,175,18639,298,10576
2640,3/28/2021 15:00:00,Allegany,18,17282,3,9634
2641,3/28/2021 15:00:00,Anne Arundel,1298,162780,925,80608
2642,3/28/2021 15:00:00,Baltimore,1615,249614,835,130585
2643,3/28/2021 15:00:00,Baltimore City,954,143220,339,71886
2644,3/28/2021 15:00:00,Calvert,258,25770,50,14302
2645,3/28/2021 15:00:00,Caroline,16,8489,2,4836
2646,3/28/2021 15:00:00,Carroll,350,50382,235,25999
2647,3/28/2021 15:00:00,Cecil,26,22239,11,11861
2648,3/28/2021 15:00:00,Charles,880,37282,96,16502
2649,3/28/2021 15:00:00,Dorchester,13,9026,5,4280
2650,3/28/2021 15:00:00,Frederick,765,73400,372,38329
2651,3/28/2021 15:00:00,Garrett,7,7662,1,4859
2652,3/28/2021 15:00:00,Harford,435,71757,240,36938
2653,3/28/2021 15:00:00,Howard,1144,114385,787,57790
2654,3/28/2021 15:00:00,Kent,6,6559,2,4163
2655,3/28/2021 15:00:00,Montgomery,3885,321818,3162,156605
2656,3/28/2021 15:00:00,Prince George's,1729,188888,1665,73553
2657,3/28/2021 15:00:00,Queen Anne's,95,15094,56,8043
2658,3/28/2021 15:00:00,Somerset,5,5030,1,2982
2659,3/28/2021 15:00:00,St. Mary's,171,28333,16,16246
2660,3/28/2021 15:00:00,Talbot,56,14411,49,7653
2661,3/28/2021 15:00:00,Unknown,1541,82744,389,31050
2662,3/28/2021 15:00:00,Washington,272,32718,39,20082
2663,3/28/2021 15:00:00,Wicomico,105,27023,10,15695
2664,3/28/2021 15:00:00,Worcester,88,18727,42,10618
2665,3/29/2021 15:00:00,Allegany,17,17299,9,9643
2666,3/29/2021 15:00:00,Anne Arundel,1182,163962,773,81381
2667,3/29/2021 15:00:00,Baltimore,1345,250959,2384,132969
2668,3/29/2021 15:00:00,Baltimore City,1334,144554,1635,73521
2669,3/29/2021 15:00:00,Calvert,273,26043,65,14367
2670,3/29/2021 15:00:00,Caroline,37,8526,5,4841
2671,3/29/2021 15:00:00,Carroll,240,50622,204,26203
2672,3/29/2021 15:00:00,Cecil,47,22286,367,12228
2673,3/29/2021 15:00:00,Charles,852,38134,98,16600
2674,3/29/2021 15:00:00,Dorchester,119,9145,108,4388
2675,3/29/2021 15:00:00,Frederick,338,73738,175,38504
2676,3/29/2021 15:00:00,Garrett,25,7687,11,4870
2677,3/29/2021 15:00:00,Harford,438,72195,587,37525
2678,3/29/2021 15:00:00,Howard,689,115074,605,58395
2679,3/29/2021 15:00:00,Kent,245,6804,7,4170
2680,3/29/2021 15:00:00,Montgomery,2579,324397,3051,159656
2681,3/29/2021 15:00:00,Prince George's,4053,192941,2077,75630
2682,3/29/2021 15:00:00,Queen Anne's,276,15370,41,8084
2683,3/29/2021 15:00:00,Somerset,198,5228,10,2992
2684,3/29/2021 15:00:00,St. Mary's,160,28493,14,16260
2685,3/29/2021 15:00:00,Talbot,132,14543,55,7708
2686,3/29/2021 15:00:00,Unknown,1079,83823,407,31457
2687,3/29/2021 15:00:00,Washington,174,32892,147,20229
2688,3/29/2021 15:00:00,Wicomico,679,27702,107,15802
2689,3/29/2021 15:00:00,Worcester,282,19009,46,10664
