OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
486,12/31/2020 15:00:00,Carroll,245,2263,0,1
487,12/31/2020 15:00:00,Cecil,139,835,0,1
488,12/31/2020 15:00:00,Charles,108,737,0,0
489,12/31/2020 15:00:00,Dorchester,61,507,0,0
490,12/31/2020 15:00:00,Frederick,201,2629,0,6
491,12/31/2020 15:00:00,Harford,207,3454,0,3
492,12/31/2020 15:00:00,Howard,505,4748,0,5
493,12/31/2020 15:00:00,Kent,122,368,0,0
494,12/31/2020 15:00:00,Montgomery,1345,8237,1,13
495,12/31/2020 15:00:00,Prince George's,286,3397,1,6
496,12/31/2020 15:00:00,Queen Anne's,82,558,0,0
497,12/31/2020 15:00:00,Somerset,19,369,0,0
498,12/31/2020 15:00:00,St. Mary's,327,1407,0,0
499,12/31/2020 15:00:00,Talbot,71,557,0,0
500,12/31/2020 15:00:00,Unknown,453,4560,1,4
501,12/31/2020 15:00:00,Washington,186,1630,0,0
502,12/31/2020 15:00:00,Wicomico,197,2241,0,6
503,12/31/2020 15:00:00,Worcester,62,1002,0,0
504,1/1/2021 15:00:00,Anne Arundel,198,4932,0,5
505,1/1/2021 15:00:00,Baltimore,241,11622,0,5
506,1/1/2021 15:00:00,Baltimore City,111,7668,0,1
507,1/1/2021 15:00:00,Calvert,2,1426,1,1
508,1/1/2021 15:00:00,Caroline,1,701,0,2
509,1/1/2021 15:00:00,Carroll,25,2288,2,3
510,1/1/2021 15:00:00,Cecil,13,848,0,1
511,1/1/2021 15:00:00,Charles,1,738,0,0
512,1/1/2021 15:00:00,Dorchester,16,523,0,0
513,1/1/2021 15:00:00,Frederick,48,2677,3,9
514,1/1/2021 15:00:00,Garrett,1,339,0,0
515,1/1/2021 15:00:00,Harford,105,3559,0,3
516,1/1/2021 15:00:00,Howard,60,4808,1,6
517,1/1/2021 15:00:00,Montgomery,267,8504,2,15
518,1/1/2021 15:00:00,Prince George's,55,3452,0,6
519,1/1/2021 15:00:00,Queen Anne's,1,559,0,0
520,1/1/2021 15:00:00,Somerset,2,371,0,0
521,1/1/2021 15:00:00,Talbot,1,558,0,0
522,1/1/2021 15:00:00,Unknown,68,4628,0,4
523,1/1/2021 15:00:00,Washington,169,1799,0,0
524,1/1/2021 15:00:00,Wicomico,72,2313,1,7
525,1/1/2021 15:00:00,Worcester,11,1013,1,1
526,1/2/2021 15:00:00,Anne Arundel,148,5080,0,5
527,1/2/2021 15:00:00,Baltimore,559,12181,4,9
528,1/2/2021 15:00:00,Baltimore City,533,8201,11,12
529,1/2/2021 15:00:00,Calvert,2,1428,0,1
530,1/2/2021 15:00:00,Caroline,23,724,0,2
531,1/2/2021 15:00:00,Carroll,53,2341,0,3
532,1/2/2021 15:00:00,Cecil,50,898,0,1
533,1/2/2021 15:00:00,Charles,5,743,0,0
534,1/2/2021 15:00:00,Dorchester,30,553,0,0
535,1/2/2021 15:00:00,Frederick,32,2709,0,9
536,1/2/2021 15:00:00,Harford,123,3682,1,4
537,1/2/2021 15:00:00,Howard,172,4980,0,6
538,1/2/2021 15:00:00,Kent,1,369,0,0
539,1/2/2021 15:00:00,Montgomery,381,8885,0,15
540,1/2/2021 15:00:00,Prince George's,53,3505,1,7
541,1/2/2021 15:00:00,Queen Anne's,14,573,0,0
542,1/2/2021 15:00:00,Somerset,5,376,0,0
543,1/2/2021 15:00:00,St. Mary's,1,1408,0,0
544,1/2/2021 15:00:00,Talbot,45,603,0,0
545,1/2/2021 15:00:00,Unknown,115,4743,3,7
546,1/2/2021 15:00:00,Washington,19,1818,0,0
547,1/2/2021 15:00:00,Wicomico,158,2471,0,7
548,1/2/2021 15:00:00,Worcester,5,1018,1,2
549,1/3/2021 15:00:00,Anne Arundel,206,5286,0,5
550,1/3/2021 15:00:00,Baltimore,917,13098,15,24
551,1/3/2021 15:00:00,Baltimore City,419,8620,31,43
552,1/3/2021 15:00:00,Calvert,11,1439,0,1
553,1/3/2021 15:00:00,Caroline,4,728,0,2
554,1/3/2021 15:00:00,Carroll,61,2402,0,3
555,1/3/2021 15:00:00,Cecil,4,902,0,1
556,1/3/2021 15:00:00,Charles,104,847,0,0
557,1/3/2021 15:00:00,Dorchester,28,581,3,3
558,1/3/2021 15:00:00,Frederick,87,2796,2,11
559,1/3/2021 15:00:00,Harford,104,3786,2,6
560,1/3/2021 15:00:00,Howard,137,5117,3,9
561,1/3/2021 15:00:00,Kent,78,447,0,0
562,1/3/2021 15:00:00,Montgomery,382,9267,8,23
563,1/3/2021 15:00:00,Prince George's,264,3769,0,7
564,1/3/2021 15:00:00,Queen Anne's,28,601,0,0
565,1/3/2021 15:00:00,Somerset,1,377,0,0
566,1/3/2021 15:00:00,St. Mary's,8,1416,0,0
567,1/3/2021 15:00:00,Talbot,11,614,1,1
568,1/3/2021 15:00:00,Unknown,151,4894,2,9
569,1/3/2021 15:00:00,Washington,96,1914,0,0
570,1/3/2021 15:00:00,Wicomico,38,2509,0,7
571,1/3/2021 15:00:00,Worcester,8,1026,0,2
572,1/4/2021 15:00:00,Allegany,169,948,0,1
573,1/4/2021 15:00:00,Anne Arundel,1168,6454,14,19
574,1/4/2021 15:00:00,Baltimore,2019,15117,59,83
575,1/4/2021 15:00:00,Baltimore City,1169,9789,84,127
576,1/4/2021 15:00:00,Calvert,107,1546,0,1
577,1/4/2021 15:00:00,Caroline,107,835,0,2
578,1/4/2021 15:00:00,Carroll,325,2727,5,8
579,1/4/2021 15:00:00,Cecil,89,991,0,1
580,1/4/2021 15:00:00,Charles,109,956,0,0
581,1/4/2021 15:00:00,Dorchester,55,636,1,4
582,1/4/2021 15:00:00,Frederick,617,3413,5,16
583,1/4/2021 15:00:00,Garrett,120,459,0,0
584,1/4/2021 15:00:00,Harford,776,4562,10,16
585,1/4/2021 15:00:00,Howard,942,6059,37,46
586,1/4/2021 15:00:00,Kent,35,482,0,0
587,1/4/2021 15:00:00,Montgomery,2517,11784,19,42
588,1/4/2021 15:00:00,Prince George's,693,4462,1,8
589,1/4/2021 15:00:00,Queen Anne's,253,854,0,0
590,1/4/2021 15:00:00,Somerset,8,385,0,0
591,1/4/2021 15:00:00,St. Mary's,112,1528,0,0
592,1/4/2021 15:00:00,Talbot,116,730,0,1
593,1/4/2021 15:00:00,Unknown,740,5634,4,13
594,1/4/2021 15:00:00,Washington,366,2280,0,0
595,1/4/2021 15:00:00,Wicomico,95,2604,1,8
596,1/4/2021 15:00:00,Worcester,80,1106,0,2
597,1/5/2021 15:00:00,Allegany,160,1108,0,1
598,1/5/2021 15:00:00,Anne Arundel,828,7282,16,35
599,1/5/2021 15:00:00,Baltimore,2153,17270,89,172
600,1/5/2021 15:00:00,Baltimore City,1304,11093,84,211
601,1/5/2021 15:00:00,Calvert,80,1626,0,1
602,1/5/2021 15:00:00,Caroline,61,896,0,2
603,1/5/2021 15:00:00,Carroll,409,3136,3,11
604,1/5/2021 15:00:00,Cecil,269,1260,2,3
605,1/5/2021 15:00:00,Charles,121,1077,2,2
606,1/5/2021 15:00:00,Dorchester,222,858,0,4
607,1/5/2021 15:00:00,Frederick,773,4186,9,25
608,1/5/2021 15:00:00,Garrett,172,631,0,0
609,1/5/2021 15:00:00,Harford,726,5288,31,47
610,1/5/2021 15:00:00,Howard,844,6903,50,96
611,1/5/2021 15:00:00,Kent,89,571,0,0
612,1/5/2021 15:00:00,Montgomery,1141,12925,90,132
613,1/5/2021 15:00:00,Prince George's,450,4912,14,22
614,1/5/2021 15:00:00,Queen Anne's,112,966,1,1
615,1/5/2021 15:00:00,Somerset,17,402,0,0
616,1/5/2021 15:00:00,St. Mary's,168,1696,0,0
617,1/5/2021 15:00:00,Talbot,129,859,0,1
618,1/5/2021 15:00:00,Unknown,676,6310,35,48
619,1/5/2021 15:00:00,Washington,212,2492,0,0
620,1/5/2021 15:00:00,Wicomico,248,2852,0,8
621,1/5/2021 15:00:00,Worcester,288,1394,1,3
622,1/6/2021 15:00:00,Allegany,192,1300,0,1
623,1/6/2021 15:00:00,Anne Arundel,1158,8440,68,103
624,1/6/2021 15:00:00,Baltimore,2206,19476,188,360
625,1/6/2021 15:00:00,Baltimore City,1163,12256,188,399
626,1/6/2021 15:00:00,Calvert,128,1754,1,2
627,1/6/2021 15:00:00,Caroline,300,1196,2,4
628,1/6/2021 15:00:00,Carroll,782,3918,19,30
629,1/6/2021 15:00:00,Cecil,126,1386,2,5
630,1/6/2021 15:00:00,Charles,449,1526,7,9
631,1/6/2021 15:00:00,Dorchester,57,915,6,10
632,1/6/2021 15:00:00,Frederick,728,4914,7,32
633,1/6/2021 15:00:00,Garrett,167,798,0,0
634,1/6/2021 15:00:00,Harford,849,6137,75,122
635,1/6/2021 15:00:00,Howard,827,7730,94,190
636,1/6/2021 15:00:00,Kent,78,649,0,0
637,1/6/2021 15:00:00,Montgomery,1949,14874,37,169
638,1/6/2021 15:00:00,Prince George's,635,5547,13,35
639,1/6/2021 15:00:00,Queen Anne's,261,1227,4,5
640,1/6/2021 15:00:00,Somerset,87,489,0,0
641,1/6/2021 15:00:00,St. Mary's,266,1962,6,6
642,1/6/2021 15:00:00,Talbot,172,1031,4,5
643,1/6/2021 15:00:00,Unknown,900,7210,38,86
644,1/6/2021 15:00:00,Washington,484,2976,2,2
645,1/6/2021 15:00:00,Wicomico,251,3103,1,9
646,1/6/2021 15:00:00,Worcester,85,1479,0,3
647,1/7/2021 15:00:00,Allegany,247,1547,0,1
648,1/7/2021 15:00:00,Anne Arundel,1419,9859,108,211
649,1/7/2021 15:00:00,Baltimore,2429,21905,289,649
650,1/7/2021 15:00:00,Baltimore City,1291,13547,272,671
651,1/7/2021 15:00:00,Calvert,132,1886,3,5
652,1/7/2021 15:00:00,Caroline,69,1265,4,8
653,1/7/2021 15:00:00,Carroll,379,4297,29,59
654,1/7/2021 15:00:00,Cecil,273,1659,5,10
655,1/7/2021 15:00:00,Charles,137,1663,12,21
656,1/7/2021 15:00:00,Dorchester,112,1027,9,19
657,1/7/2021 15:00:00,Frederick,520,5434,49,81
658,1/7/2021 15:00:00,Garrett,130,928,0,0
659,1/7/2021 15:00:00,Harford,903,7040,87,209
660,1/7/2021 15:00:00,Howard,1112,8842,157,347
661,1/7/2021 15:00:00,Kent,23,672,5,5
662,1/7/2021 15:00:00,Montgomery,2644,17518,256,425
663,1/7/2021 15:00:00,Prince George's,602,6149,26,61
664,1/7/2021 15:00:00,Queen Anne's,112,1339,8,13
665,1/7/2021 15:00:00,Somerset,10,499,12,12
666,1/7/2021 15:00:00,St. Mary's,175,2137,8,14
667,1/7/2021 15:00:00,Talbot,98,1129,7,12
668,1/7/2021 15:00:00,Unknown,904,8114,101,187
669,1/7/2021 15:00:00,Washington,559,3535,3,5
670,1/7/2021 15:00:00,Wicomico,212,3315,98,107
671,1/7/2021 15:00:00,Worcester,73,1552,33,36
672,1/8/2021 15:00:00,Allegany,104,1651,5,6
673,1/8/2021 15:00:00,Anne Arundel,1594,11453,186,397
674,1/8/2021 15:00:00,Baltimore,2086,23991,348,997
675,1/8/2021 15:00:00,Baltimore City,1273,14820,300,971
676,1/8/2021 15:00:00,Calvert,499,2385,13,18
677,1/8/2021 15:00:00,Caroline,107,1372,3,11
678,1/8/2021 15:00:00,Carroll,730,5027,63,122
679,1/8/2021 15:00:00,Cecil,108,1767,6,16
680,1/8/2021 15:00:00,Charles,154,1817,19,40
681,1/8/2021 15:00:00,Dorchester,123,1150,7,26
682,1/8/2021 15:00:00,Frederick,422,5856,117,198
683,1/8/2021 15:00:00,Garrett,322,1250,1,1
684,1/8/2021 15:00:00,Harford,738,7778,103,312
685,1/8/2021 15:00:00,Howard,1038,9880,212,559
686,1/8/2021 15:00:00,Kent,33,705,0,5
687,1/8/2021 15:00:00,Montgomery,2760,20278,240,665
688,1/8/2021 15:00:00,Prince George's,847,6996,65,126
689,1/8/2021 15:00:00,Queen Anne's,332,1671,18,31
690,1/8/2021 15:00:00,Somerset,59,558,29,41
691,1/8/2021 15:00:00,St. Mary's,361,2498,26,40
692,1/8/2021 15:00:00,Talbot,318,1447,18,30
693,1/8/2021 15:00:00,Unknown,8617,16731,228,415
694,1/8/2021 15:00:00,Washington,441,3976,71,76
695,1/8/2021 15:00:00,Wicomico,234,3549,316,423
696,1/8/2021 15:00:00,Worcester,81,1633,156,192
697,1/9/2021 15:00:00,Allegany,19,1670,0,6
698,1/9/2021 15:00:00,Anne Arundel,301,11754,45,442
699,1/9/2021 15:00:00,Baltimore,338,24329,136,1133
700,1/9/2021 15:00:00,Baltimore City,379,15199,141,1112
701,1/9/2021 15:00:00,Calvert,411,2796,2,20
702,1/9/2021 15:00:00,Caroline,4,1376,0,11
703,1/9/2021 15:00:00,Carroll,57,5084,19,141
704,1/9/2021 15:00:00,Cecil,31,1798,0,16
705,1/9/2021 15:00:00,Charles,494,2311,0,40
706,1/9/2021 15:00:00,Dorchester,7,1157,1,27
707,1/9/2021 15:00:00,Frederick,335,6191,16,214
708,1/9/2021 15:00:00,Garrett,1,1251,0,1
709,1/9/2021 15:00:00,Harford,80,7858,26,338
710,1/9/2021 15:00:00,Howard,395,10275,103,662
711,1/9/2021 15:00:00,Kent,2,707,0,5
712,1/9/2021 15:00:00,Montgomery,716,20994,122,787
713,1/9/2021 15:00:00,Prince George's,316,7312,22,148
714,1/9/2021 15:00:00,Queen Anne's,17,1688,3,34
715,1/9/2021 15:00:00,Somerset,56,614,10,51
716,1/9/2021 15:00:00,St. Mary's,295,2793,1,41
717,1/9/2021 15:00:00,Talbot,6,1453,1,31
718,1/9/2021 15:00:00,Unknown,246,16977,60,475
719,1/9/2021 15:00:00,Washington,39,4015,3,79
720,1/9/2021 15:00:00,Wicomico,145,3694,110,533
721,1/9/2021 15:00:00,Worcester,83,1716,42,234
722,1/10/2021 15:00:00,Allegany,1,1671,0,6
723,1/10/2021 15:00:00,Anne Arundel,431,12185,12,454
724,1/10/2021 15:00:00,Baltimore,367,24696,42,1175
725,1/10/2021 15:00:00,Baltimore City,216,15415,62,1174
726,1/10/2021 15:00:00,Calvert,24,2820,0,20
727,1/10/2021 15:00:00,Caroline,1,1377,0,11
728,1/10/2021 15:00:00,Carroll,27,5111,13,154
729,1/10/2021 15:00:00,Cecil,3,1801,0,16
730,1/10/2021 15:00:00,Charles,27,2338,0,40
731,1/10/2021 15:00:00,Frederick,109,6300,18,232
732,1/10/2021 15:00:00,Harford,41,7899,12,350
733,1/10/2021 15:00:00,Howard,120,10395,32,694
734,1/10/2021 15:00:00,Montgomery,589,21583,111,898
735,1/10/2021 15:00:00,Prince George's,465,7777,2,150
736,1/10/2021 15:00:00,Queen Anne's,8,1696,1,35
737,1/10/2021 15:00:00,St. Mary's,6,2799,0,41
738,1/10/2021 15:00:00,Unknown,112,17089,17,492
739,1/10/2021 15:00:00,Washington,10,4025,3,82
740,1/10/2021 15:00:00,Wicomico,1,3695,0,533
741,1/10/2021 15:00:00,Worcester,2,1718,0,234
742,1/11/2021 15:00:00,Allegany,151,1822,2,8
743,1/11/2021 15:00:00,Anne Arundel,1381,13566,281,735
744,1/11/2021 15:00:00,Baltimore,3367,28063,540,1715
745,1/11/2021 15:00:00,Baltimore City,1517,16932,468,1642
746,1/11/2021 15:00:00,Calvert,121,2941,19,39
747,1/11/2021 15:00:00,Caroline,32,1409,7,18
748,1/11/2021 15:00:00,Carroll,544,5655,109,263
749,1/11/2021 15:00:00,Cecil,128,1929,11,27
750,1/11/2021 15:00:00,Charles,76,2414,34,74
751,1/11/2021 15:00:00,Dorchester,25,1182,7,34
752,1/11/2021 15:00:00,Frederick,595,6895,208,440
753,1/11/2021 15:00:00,Garrett,208,1459,1,2
754,1/11/2021 15:00:00,Harford,704,8603,200,550
755,1/11/2021 15:00:00,Howard,478,10873,271,965
756,1/11/2021 15:00:00,Kent,14,721,12,17
757,1/11/2021 15:00:00,Montgomery,1699,23282,434,1332
758,1/11/2021 15:00:00,Prince George's,661,8438,165,315
759,1/11/2021 15:00:00,Queen Anne's,192,1888,29,64
760,1/11/2021 15:00:00,Somerset,8,622,0,51
761,1/11/2021 15:00:00,St. Mary's,171,2970,43,84
762,1/11/2021 15:00:00,Talbot,156,1609,14,45
763,1/11/2021 15:00:00,Unknown,533,17622,215,707
764,1/11/2021 15:00:00,Washington,220,4245,156,238
765,1/11/2021 15:00:00,Wicomico,225,3920,11,544
766,1/11/2021 15:00:00,Worcester,45,1763,0,234
767,1/12/2021 15:00:00,Allegany,370,2192,2,10
768,1/12/2021 15:00:00,Anne Arundel,1578,15144,395,1130
769,1/12/2021 15:00:00,Baltimore,3925,31988,903,2618
770,1/12/2021 15:00:00,Baltimore City,1639,18571,518,2160
771,1/12/2021 15:00:00,Calvert,238,3179,22,61
772,1/12/2021 15:00:00,Caroline,32,1441,14,32
773,1/12/2021 15:00:00,Carroll,351,6006,227,490
774,1/12/2021 15:00:00,Cecil,181,2110,25,52
775,1/12/2021 15:00:00,Charles,120,2534,48,122
776,1/12/2021 15:00:00,Dorchester,138,1320,13,47
777,1/12/2021 15:00:00,Frederick,1066,7961,270,710
778,1/12/2021 15:00:00,Garrett,17,1476,0,2
779,1/12/2021 15:00:00,Harford,691,9294,220,770
780,1/12/2021 15:00:00,Howard,579,11452,398,1363
781,1/12/2021 15:00:00,Kent,33,754,8,25
782,1/12/2021 15:00:00,Montgomery,2491,25773,895,2227
783,1/12/2021 15:00:00,Prince George's,1117,9555,494,809
784,1/12/2021 15:00:00,Queen Anne's,128,2016,84,148
785,1/12/2021 15:00:00,Somerset,16,638,2,53
786,1/12/2021 15:00:00,St. Mary's,363,3333,45,129
787,1/12/2021 15:00:00,Talbot,114,1723,27,72
788,1/12/2021 15:00:00,Unknown,757,18379,334,1041
789,1/12/2021 15:00:00,Washington,274,4519,208,446
790,1/12/2021 15:00:00,Wicomico,151,4071,27,571
791,1/12/2021 15:00:00,Worcester,250,2013,116,350
792,1/13/2021 15:00:00,Allegany,207,2399,3,13
793,1/13/2021 15:00:00,Anne Arundel,1553,16697,241,1371
794,1/13/2021 15:00:00,Baltimore,3004,34992,885,3503
795,1/13/2021 15:00:00,Baltimore City,1429,20000,370,2530
796,1/13/2021 15:00:00,Calvert,388,3567,17,78
797,1/13/2021 15:00:00,Caroline,170,1611,18,50
798,1/13/2021 15:00:00,Carroll,824,6830,141,631
799,1/13/2021 15:00:00,Cecil,497,2607,13,65
800,1/13/2021 15:00:00,Charles,627,3161,23,145
801,1/13/2021 15:00:00,Dorchester,26,1346,11,58
802,1/13/2021 15:00:00,Frederick,794,8755,202,912
803,1/13/2021 15:00:00,Garrett,182,1658,0,2
804,1/13/2021 15:00:00,Harford,798,10092,176,946
805,1/13/2021 15:00:00,Howard,1031,12483,223,1586
806,1/13/2021 15:00:00,Kent,98,852,2,27
807,1/13/2021 15:00:00,Montgomery,2289,28062,406,2633
808,1/13/2021 15:00:00,Prince George's,1085,10640,197,1006
809,1/13/2021 15:00:00,Queen Anne's,254,2270,17,165
810,1/13/2021 15:00:00,Somerset,70,708,20,73
811,1/13/2021 15:00:00,St. Mary's,705,4038,34,163
812,1/13/2021 15:00:00,Talbot,106,1829,20,92
813,1/13/2021 15:00:00,Unknown,933,19312,287,1328
814,1/13/2021 15:00:00,Washington,530,5049,101,547
815,1/13/2021 15:00:00,Wicomico,170,4241,151,722
816,1/13/2021 15:00:00,Worcester,29,2042,57,407
817,1/14/2021 15:00:00,Allegany,328,2727,2,15
818,1/14/2021 15:00:00,Anne Arundel,1361,18058,113,1484
819,1/14/2021 15:00:00,Baltimore,2821,37813,385,3888
820,1/14/2021 15:00:00,Baltimore City,1655,21655,349,2879
821,1/14/2021 15:00:00,Calvert,487,4054,9,87
822,1/14/2021 15:00:00,Caroline,79,1690,4,54
823,1/14/2021 15:00:00,Carroll,670,7500,52,683
824,1/14/2021 15:00:00,Cecil,273,2880,2,67
825,1/14/2021 15:00:00,Charles,137,3298,23,168
826,1/14/2021 15:00:00,Dorchester,164,1510,4,62
827,1/14/2021 15:00:00,Frederick,1128,9883,18,930
828,1/14/2021 15:00:00,Garrett,17,1675,1,3
829,1/14/2021 15:00:00,Harford,831,10923,106,1052
830,1/14/2021 15:00:00,Howard,1055,13538,115,1701
831,1/14/2021 15:00:00,Kent,13,865,3,30
832,1/14/2021 15:00:00,Montgomery,2277,30339,158,2791
833,1/14/2021 15:00:00,Prince George's,946,11586,153,1159
834,1/14/2021 15:00:00,Queen Anne's,82,2352,14,179
835,1/14/2021 15:00:00,Somerset,22,730,10,83
836,1/14/2021 15:00:00,St. Mary's,734,4772,13,176
837,1/14/2021 15:00:00,Talbot,189,2018,10,102
838,1/14/2021 15:00:00,Unknown,815,20127,118,1446
839,1/14/2021 15:00:00,Washington,554,5603,13,560
840,1/14/2021 15:00:00,Wicomico,466,4707,99,821
841,1/14/2021 15:00:00,Worcester,126,2168,31,438
842,1/15/2021 15:00:00,Allegany,311,3038,0,15
843,1/15/2021 15:00:00,Anne Arundel,1632,19690,86,1570
844,1/15/2021 15:00:00,Baltimore,2081,39894,244,4132
845,1/15/2021 15:00:00,Baltimore City,1317,22972,158,3037
846,1/15/2021 15:00:00,Calvert,622,4676,73,160
847,1/15/2021 15:00:00,Caroline,105,1795,4,58
848,1/15/2021 15:00:00,Carroll,921,8421,127,810
849,1/15/2021 15:00:00,Cecil,360,3240,8,75
850,1/15/2021 15:00:00,Charles,566,3864,17,185
851,1/15/2021 15:00:00,Dorchester,261,1771,40,102
852,1/15/2021 15:00:00,Frederick,1099,10982,19,949
853,1/15/2021 15:00:00,Garrett,210,1885,1,4
854,1/15/2021 15:00:00,Harford,616,11539,205,1257
855,1/15/2021 15:00:00,Howard,1001,14539,159,1860
856,1/15/2021 15:00:00,Kent,27,892,2,32
857,1/15/2021 15:00:00,Montgomery,2575,32914,258,3049
858,1/15/2021 15:00:00,Prince George's,1454,13040,215,1374
859,1/15/2021 15:00:00,Queen Anne's,398,2750,8,187
860,1/15/2021 15:00:00,Somerset,58,788,1,84
861,1/15/2021 15:00:00,St. Mary's,788,5560,29,205
862,1/15/2021 15:00:00,Talbot,413,2431,3,105
863,1/15/2021 15:00:00,Unknown,855,20982,90,1536
864,1/15/2021 15:00:00,Washington,420,6023,7,567
865,1/15/2021 15:00:00,Wicomico,546,5253,12,833
866,1/15/2021 15:00:00,Worcester,186,2354,4,442
867,1/16/2021 15:00:00,Allegany,7,3045,0,15
868,1/16/2021 15:00:00,Anne Arundel,501,20191,130,1700
869,1/16/2021 15:00:00,Baltimore,661,40555,241,4373
870,1/16/2021 15:00:00,Baltimore City,412,23384,287,3324
871,1/16/2021 15:00:00,Calvert,53,4729,1,161
872,1/16/2021 15:00:00,Caroline,3,1798,3,61
873,1/16/2021 15:00:00,Carroll,191,8612,17,827
874,1/16/2021 15:00:00,Cecil,8,3248,2,77
875,1/16/2021 15:00:00,Charles,43,3907,18,203
876,1/16/2021 15:00:00,Dorchester,6,1777,2,104
877,1/16/2021 15:00:00,Frederick,462,11444,4,953
878,1/16/2021 15:00:00,Garrett,75,1960,0,4
879,1/16/2021 15:00:00,Harford,107,11646,25,1282
880,1/16/2021 15:00:00,Howard,477,15016,133,1993
881,1/16/2021 15:00:00,Kent,29,921,53,85
882,1/16/2021 15:00:00,Montgomery,392,33306,47,3096
883,1/16/2021 15:00:00,Prince George's,531,13571,264,1638
884,1/16/2021 15:00:00,Queen Anne's,22,2772,12,199
885,1/16/2021 15:00:00,Somerset,4,792,0,84
886,1/16/2021 15:00:00,St. Mary's,602,6162,11,216
887,1/16/2021 15:00:00,Talbot,11,2442,3,108
888,1/16/2021 15:00:00,Unknown,220,21202,41,1577
889,1/16/2021 15:00:00,Washington,37,6060,0,567
890,1/16/2021 15:00:00,Wicomico,45,5298,2,835
891,1/16/2021 15:00:00,Worcester,684,3038,3,445
892,1/17/2021 15:00:00,Allegany,1,3046,0,15
893,1/17/2021 15:00:00,Anne Arundel,351,20542,44,1744
894,1/17/2021 15:00:00,Baltimore,431,40986,283,4656
895,1/17/2021 15:00:00,Baltimore City,178,23562,215,3539
896,1/17/2021 15:00:00,Calvert,6,4735,5,166
897,1/17/2021 15:00:00,Caroline,45,1843,42,103
898,1/17/2021 15:00:00,Carroll,24,8636,9,836
899,1/17/2021 15:00:00,Cecil,60,3308,20,97
900,1/17/2021 15:00:00,Charles,46,3953,119,322
901,1/17/2021 15:00:00,Dorchester,2,1779,3,107
902,1/17/2021 15:00:00,Frederick,65,11509,105,1058
903,1/17/2021 15:00:00,Garrett,0,1960,1,5
904,1/17/2021 15:00:00,Harford,39,11685,40,1322
905,1/17/2021 15:00:00,Howard,77,15093,41,2034
906,1/17/2021 15:00:00,Kent,2,923,0,85
907,1/17/2021 15:00:00,Montgomery,282,33588,62,3158
908,1/17/2021 15:00:00,Prince George's,182,13753,42,1680
909,1/17/2021 15:00:00,Queen Anne's,11,2783,2,201
910,1/17/2021 15:00:00,Somerset,38,830,76,160
911,1/17/2021 15:00:00,St. Mary's,4,6166,6,222
912,1/17/2021 15:00:00,Talbot,1,2443,8,116
913,1/17/2021 15:00:00,Unknown,120,21322,65,1642
914,1/17/2021 15:00:00,Washington,35,6095,73,640
915,1/17/2021 15:00:00,Wicomico,5,5303,14,849
916,1/17/2021 15:00:00,Worcester,11,3049,45,490
917,1/18/2021 15:00:00,Allegany,0,3046,18,33
918,1/18/2021 15:00:00,Anne Arundel,1670,22212,285,2029
919,1/18/2021 15:00:00,Baltimore,864,41850,259,4915
920,1/18/2021 15:00:00,Baltimore City,692,24254,198,3737
921,1/18/2021 15:00:00,Calvert,27,4762,23,189
922,1/18/2021 15:00:00,Caroline,16,1859,7,110
923,1/18/2021 15:00:00,Carroll,135,8771,38,874
924,1/18/2021 15:00:00,Cecil,50,3358,42,139
925,1/18/2021 15:00:00,Charles,44,3997,11,333
926,1/18/2021 15:00:00,Dorchester,10,1789,14,121
927,1/18/2021 15:00:00,Frederick,199,11708,214,1272
928,1/18/2021 15:00:00,Garrett,0,1960,1,6
929,1/18/2021 15:00:00,Harford,315,12000,120,1442
930,1/18/2021 15:00:00,Howard,636,15729,231,2265
931,1/18/2021 15:00:00,Kent,10,933,1,86
932,1/18/2021 15:00:00,Montgomery,403,33991,559,3717
933,1/18/2021 15:00:00,Prince George's,699,14452,154,1834
934,1/18/2021 15:00:00,Queen Anne's,38,2821,29,230
935,1/18/2021 15:00:00,Somerset,31,861,75,235
936,1/18/2021 15:00:00,St. Mary's,383,6549,29,251
937,1/18/2021 15:00:00,Talbot,52,2495,60,176
938,1/18/2021 15:00:00,Unknown,168,21490,231,1873
939,1/18/2021 15:00:00,Washington,11,6106,243,883
940,1/18/2021 15:00:00,Wicomico,550,5853,19,868
941,1/18/2021 15:00:00,Worcester,95,3144,7,497
942,1/19/2021 15:00:00,Allegany,317,3363,84,117
943,1/19/2021 15:00:00,Anne Arundel,2148,24360,508,2537
944,1/19/2021 15:00:00,Baltimore,3368,45218,976,5891
945,1/19/2021 15:00:00,Baltimore City,1282,25536,676,4413
946,1/19/2021 15:00:00,Calvert,99,4861,50,239
947,1/19/2021 15:00:00,Caroline,38,1897,3,113
948,1/19/2021 15:00:00,Carroll,222,8993,81,955
949,1/19/2021 15:00:00,Cecil,424,3782,23,162
950,1/19/2021 15:00:00,Charles,70,4067,14,347
951,1/19/2021 15:00:00,Dorchester,215,2004,7,128
952,1/19/2021 15:00:00,Frederick,638,12346,166,1438
953,1/19/2021 15:00:00,Garrett,64,2024,12,18
954,1/19/2021 15:00:00,Harford,874,12874,204,1646
955,1/19/2021 15:00:00,Howard,884,16613,269,2534
956,1/19/2021 15:00:00,Kent,71,1004,1,87
957,1/19/2021 15:00:00,Montgomery,2590,36581,429,4146
