OBJECTID,VACCINATION_DATE,Gender,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
342,10/9/2021 15:00:00,Federal Entities,21,126075,32.000000000000000,108134,154.000000000000000,15804
343,10/10/2021 15:00:00,Federal Entities,2,126077,1.000000000000000,108135,16.000000000000000,15820
344,10/14/2021 15:00:00,Federal Entities,1364,127441,2089.000000000000000,110224,158.000000000000000,15978
345,7/14/2021 15:00:00,Female,2469,1876974,2806.000000000000000,1727465,123.000000000000000,125896
346,7/15/2021 15:00:00,Female,2541,1879515,2684.000000000000000,1730149,113.000000000000000,126009
347,7/16/2021 15:00:00,Female,2878,1882393,2823.000000000000000,1732972,125.000000000000000,126134
348,7/17/2021 15:00:00,Female,1648,1884041,1711.000000000000000,1734683,99.000000000000000,126233
349,7/18/2021 15:00:00,Female,1026,1885067,1039.000000000000000,1735722,37.000000000000000,126270
350,7/19/2021 15:00:00,Female,2765,1887832,2424.000000000000000,1738146,154.000000000000000,126424
351,7/20/2021 15:00:00,Female,2770,1890602,2472.000000000000000,1740618,142.000000000000000,126566
352,7/21/2021 15:00:00,Female,2946,1893548,2565.000000000000000,1743183,147.000000000000000,126713
353,7/22/2021 15:00:00,Female,3082,1896630,2507.000000000000000,1745690,150.000000000000000,126863
354,7/23/2021 15:00:00,Female,3551,1900181,2593.000000000000000,1748283,169.000000000000000,127032
355,7/24/2021 15:00:00,Female,2073,1902254,1629.000000000000000,1749912,79.000000000000000,127111
356,7/25/2021 15:00:00,Female,1558,1903812,535.000000000000000,1750447,43.000000000000000,127154
357,7/26/2021 15:00:00,Female,3211,1907023,2096.000000000000000,1752543,152.000000000000000,127306
358,7/27/2021 15:00:00,Female,3231,1910254,2215.000000000000000,1754758,145.000000000000000,127451
359,7/28/2021 15:00:00,Female,3518,1913772,2183.000000000000000,1756941,144.000000000000000,127595
360,7/29/2021 15:00:00,Female,3523,1917295,2209.000000000000000,1759150,165.000000000000000,127760
361,7/30/2021 15:00:00,Female,3886,1921181,2455.000000000000000,1761605,194.000000000000000,127954
362,7/31/2021 15:00:00,Female,2312,1923493,1534.000000000000000,1763139,91.000000000000000,128045
363,8/1/2021 15:00:00,Female,1748,1925241,1061.000000000000000,1764200,61.000000000000000,128106
364,8/2/2021 15:00:00,Female,3571,1928812,1940.000000000000000,1766140,126.000000000000000,128232
365,8/3/2021 15:00:00,Female,3601,1932413,2051.000000000000000,1768191,181.000000000000000,128413
366,8/4/2021 15:00:00,Female,3674,1936087,2106.000000000000000,1770297,176.000000000000000,128589
367,8/5/2021 15:00:00,Female,3869,1939956,2188.000000000000000,1772485,180.000000000000000,128769
368,8/6/2021 15:00:00,Female,4214,1944170,2527.000000000000000,1775012,169.000000000000000,128938
369,8/7/2021 15:00:00,Female,2572,1946742,1389.000000000000000,1776401,84.000000000000000,129022
370,8/8/2021 15:00:00,Female,1855,1948597,983.000000000000000,1777384,52.000000000000000,129074
371,8/9/2021 15:00:00,Female,3501,1952098,2424.000000000000000,1779808,153.000000000000000,129227
372,8/10/2021 15:00:00,Female,3684,1955782,2254.000000000000000,1782062,139.000000000000000,129366
373,8/11/2021 15:00:00,Female,3636,1959418,2368.000000000000000,1784430,163.000000000000000,129529
374,8/12/2021 15:00:00,Female,3501,1962919,2408.000000000000000,1786838,197.000000000000000,129726
375,8/13/2021 15:00:00,Female,3708,1966627,2839.000000000000000,1789677,166.000000000000000,129892
376,8/14/2021 15:00:00,Female,2422,1969049,1658.000000000000000,1791335,101.000000000000000,129993
377,8/15/2021 15:00:00,Female,1551,1970600,1355.000000000000000,1792690,66.000000000000000,130059
378,8/16/2021 15:00:00,Female,2764,1973364,2663.000000000000000,1795353,126.000000000000000,130185
379,8/17/2021 15:00:00,Female,3500,1976864,2655.000000000000000,1798008,152.000000000000000,130337
380,8/18/2021 15:00:00,Female,3386,1980250,2780.000000000000000,1800788,181.000000000000000,130518
381,8/19/2021 15:00:00,Female,3089,1983339,2798.000000000000000,1803586,157.000000000000000,130675
382,8/20/2021 15:00:00,Female,3597,1986936,3292.000000000000000,1806878,163.000000000000000,130838
383,8/21/2021 15:00:00,Female,2167,1989103,1920.000000000000000,1808798,92.000000000000000,130930
384,8/22/2021 15:00:00,Female,1465,1990568,1481.000000000000000,1810279,33.000000000000000,130963
385,8/23/2021 15:00:00,Female,3206,1993774,3047.000000000000000,1813326,124.000000000000000,131087
386,8/24/2021 15:00:00,Female,3568,1997342,3101.000000000000000,1816427,191.000000000000000,131278
387,8/25/2021 15:00:00,Female,3680,2001022,3094.000000000000000,1819521,163.000000000000000,131441
388,8/26/2021 15:00:00,Female,3864,2004886,3281.000000000000000,1822802,162.000000000000000,131603
389,8/27/2021 15:00:00,Female,3741,2008627,3647.000000000000000,1826449,136.000000000000000,131739
390,8/28/2021 15:00:00,Female,2353,2010980,2386.000000000000000,1828835,78.000000000000000,131817
391,8/29/2021 15:00:00,Female,1661,2012641,1667.000000000000000,1830502,30.000000000000000,131847
392,8/30/2021 15:00:00,Female,3151,2015792,3047.000000000000000,1833549,100.000000000000000,131947
393,8/31/2021 15:00:00,Female,3082,2018874,3015.000000000000000,1836564,131.000000000000000,132078
394,9/1/2021 15:00:00,Female,2850,2021724,2817.000000000000000,1839381,151.000000000000000,132229
395,9/2/2021 15:00:00,Female,2971,2024695,3062.000000000000000,1842443,133.000000000000000,132362
396,9/3/2021 15:00:00,Female,3001,2027696,3514.000000000000000,1845957,122.000000000000000,132484
397,9/4/2021 15:00:00,Female,1749,2029445,2090.000000000000000,1848047,55.000000000000000,132539
398,9/5/2021 15:00:00,Female,1459,2030904,1327.000000000000000,1849374,37.000000000000000,132576
399,9/6/2021 15:00:00,Female,541,2031445,592.000000000000000,1849966,20.000000000000000,132596
400,9/7/2021 15:00:00,Female,2573,2034018,3580.000000000000000,1853546,118.000000000000000,132714
401,9/8/2021 15:00:00,Female,2492,2036510,2869.000000000000000,1856415,122.000000000000000,132836
402,9/9/2021 15:00:00,Female,2727,2039237,2843.000000000000000,1859258,120.000000000000000,132956
403,9/10/2021 15:00:00,Female,3114,2042351,3244.000000000000000,1862502,147.000000000000000,133103
404,9/11/2021 15:00:00,Female,1869,2044220,2061.000000000000000,1864563,74.000000000000000,133177
405,9/12/2021 15:00:00,Female,1379,2045599,1478.000000000000000,1866041,25.000000000000000,133202
406,9/13/2021 15:00:00,Female,2300,2047899,2475.000000000000000,1868516,101.000000000000000,133303
407,9/14/2021 15:00:00,Female,2197,2050096,2711.000000000000000,1871227,141.000000000000000,133444
408,9/15/2021 15:00:00,Female,2231,2052327,2854.000000000000000,1874081,147.000000000000000,133591
409,9/16/2021 15:00:00,Female,2200,2054527,2911.000000000000000,1876992,111.000000000000000,133702
410,9/17/2021 15:00:00,Female,2447,2056974,3303.000000000000000,1880295,135.000000000000000,133837
411,9/18/2021 15:00:00,Female,1686,2058660,2151.000000000000000,1882446,54.000000000000000,133891
412,9/19/2021 15:00:00,Female,1108,2059768,1371.000000000000000,1883817,31.000000000000000,133922
413,9/20/2021 15:00:00,Female,1826,2061594,2411.000000000000000,1886228,91.000000000000000,134013
414,9/21/2021 15:00:00,Female,1940,2063534,2611.000000000000000,1888839,98.000000000000000,134111
415,10/15/2021 15:00:00,Federal Entities,371,127812,606.000000000000000,110830,23.000000000000000,16001
416,10/16/2021 15:00:00,Federal Entities,206,128018,253.000000000000000,111083,156.000000000000000,16157
417,10/17/2021 15:00:00,Federal Entities,278,128296,290.000000000000000,111373,12.000000000000000,16169
418,10/18/2021 15:00:00,Federal Entities,75,128371,88.000000000000000,111461,,16169
419,10/19/2021 15:00:00,Federal Entities,941,129312,972.000000000000000,112433,5.000000000000000,16174
420,10/20/2021 15:00:00,Federal Entities,246,129558,248.000000000000000,112681,13.000000000000000,16187
421,10/22/2021 15:00:00,Federal Entities,247,129805,408.000000000000000,113089,194.000000000000000,16381
422,10/23/2021 15:00:00,Federal Entities,154,129959,168.000000000000000,113257,188.000000000000000,16569
423,10/24/2021 15:00:00,Federal Entities,184,130143,210.000000000000000,113467,11.000000000000000,16580
424,10/25/2021 15:00:00,Federal Entities,8,130151,11.000000000000000,113478,,16580
425,10/26/2021 15:00:00,Federal Entities,4,130155,10.000000000000000,113488,,16580
426,10/27/2021 15:00:00,Federal Entities,182,130337,196.000000000000000,113684,5.000000000000000,16585
427,10/28/2021 15:00:00,Federal Entities,150,130487,187.000000000000000,113871,168.000000000000000,16753
428,10/29/2021 15:00:00,Federal Entities,314,130801,382.000000000000000,114253,14.000000000000000,16767
429,10/30/2021 15:00:00,Federal Entities,20,130821,17.000000000000000,114270,159.000000000000000,16926
430,10/31/2021 15:00:00,Federal Entities,141,130962,201.000000000000000,114471,17.000000000000000,16943
431,11/1/2021 15:00:00,Federal Entities,147,131109,185.000000000000000,114656,2.000000000000000,16945
432,11/2/2021 15:00:00,Federal Entities,4,131113,11.000000000000000,114667,2.000000000000000,16947
433,11/3/2021 15:00:00,Federal Entities,88,131201,88.000000000000000,114755,1.000000000000000,16948
434,11/4/2021 15:00:00,Federal Entities,169,131370,201.000000000000000,114956,165.000000000000000,17113
435,11/5/2021 15:00:00,Federal Entities,103,131473,170.000000000000000,115126,18.000000000000000,17131
436,11/6/2021 15:00:00,Federal Entities,138,131611,170.000000000000000,115296,145.000000000000000,17276
437,11/7/2021 15:00:00,Federal Entities,85,131696,136.000000000000000,115432,7.000000000000000,17283
438,11/8/2021 15:00:00,Federal Entities,12,131708,59.000000000000000,115491,,17283
439,11/9/2021 15:00:00,Federal Entities,28,131736,40.000000000000000,115531,3.000000000000000,17286
440,11/10/2021 15:00:00,Federal Entities,3,131739,206.000000000000000,115737,8.000000000000000,17294
441,11/12/2021 15:00:00,Federal Entities,422,132161,358.000000000000000,116095,234.000000000000000,17528
442,11/13/2021 15:00:00,Federal Entities,108,132269,5.000000000000000,116100,195.000000000000000,17723
443,11/14/2021 15:00:00,Federal Entities,82,132351,57.000000000000000,116157,51.000000000000000,17774
444,11/15/2021 15:00:00,Federal Entities,2,132353,2.000000000000000,116159,,17774
445,11/16/2021 15:00:00,Federal Entities,,132353,1.000000000000000,116160,2.000000000000000,17776
446,11/17/2021 15:00:00,Federal Entities,148,132501,170.000000000000000,116330,5.000000000000000,17781
447,11/18/2021 15:00:00,Federal Entities,179,132680,130.000000000000000,116460,186.000000000000000,17967
448,11/19/2021 15:00:00,Federal Entities,217,132897,154.000000000000000,116614,24.000000000000000,17991
449,11/20/2021 15:00:00,Federal Entities,432,133329,128.000000000000000,116742,282.000000000000000,18273
450,11/21/2021 15:00:00,Federal Entities,204,133533,152.000000000000000,116894,13.000000000000000,18286
451,11/22/2021 15:00:00,Federal Entities,59,133592,3.000000000000000,116897,1.000000000000000,18287
452,11/23/2021 15:00:00,Federal Entities,4,133596,4.000000000000000,116901,44.000000000000000,18331
453,11/26/2021 15:00:00,Federal Entities,250,133846,222.000000000000000,117123,10.000000000000000,18341
454,11/29/2021 15:00:00,Federal Entities,688,134534,331.000000000000000,117454,186.000000000000000,18527
455,12/1/2021 15:00:00,Federal Entities,267,134801,224.000000000000000,117678,7.000000000000000,18534
456,12/2/2021 15:00:00,Federal Entities,270,135071,205.000000000000000,117883,195.000000000000000,18729
457,12/4/2021 15:00:00,Federal Entities,603,135674,461.000000000000000,118344,307.000000000000000,19036
458,12/5/2021 15:00:00,Federal Entities,334,136008,241.000000000000000,118585,8.000000000000000,19044
459,12/6/2021 15:00:00,Federal Entities,4,136012,11.000000000000000,118596,19.000000000000000,19063
460,12/8/2021 15:00:00,Federal Entities,276,136288,289.000000000000000,118885,8.000000000000000,19071
461,12/9/2021 15:00:00,Federal Entities,220,136508,185.000000000000000,119070,190.000000000000000,19261
462,12/10/2021 15:00:00,Federal Entities,276,136784,244.000000000000000,119314,17.000000000000000,19278
463,12/11/2021 15:00:00,Federal Entities,216,137000,129.000000000000000,119443,231.000000000000000,19509
464,12/13/2021 15:00:00,Federal Entities,2,137002,,119443,5.000000000000000,19514
465,12/14/2021 15:00:00,Federal Entities,232,137234,127.000000000000000,119570,7.000000000000000,19521
466,12/15/2021 15:00:00,Federal Entities,355,137589,419.000000000000000,119989,13.000000000000000,19534
467,12/16/2021 15:00:00,Federal Entities,161,137750,147.000000000000000,120136,170.000000000000000,19704
468,12/17/2021 15:00:00,Federal Entities,391,138141,244.000000000000000,120380,11.000000000000000,19715
469,12/18/2021 15:00:00,Federal Entities,226,138367,95.000000000000000,120475,229.000000000000000,19944
470,12/19/2021 15:00:00,Federal Entities,38,138405,1.000000000000000,120476,2.000000000000000,19946
471,12/21/2021 15:00:00,Federal Entities,468,138873,245.000000000000000,120721,9.000000000000000,19955
472,12/22/2021 15:00:00,Federal Entities,,138873,,120721,1.000000000000000,19956
473,12/23/2021 15:00:00,Federal Entities,538,139411,371.000000000000000,121092,200.000000000000000,20156
474,12/26/2021 15:00:00,Federal Entities,381,139792,229.000000000000000,121321,5.000000000000000,20161
475,12/27/2021 15:00:00,Federal Entities,223,140015,129.000000000000000,121450,163.000000000000000,20324
476,12/28/2021 15:00:00,Federal Entities,1,140016,1.000000000000000,121451,1.000000000000000,20325
477,12/29/2021 15:00:00,Federal Entities,54,140070,33.000000000000000,121484,1.000000000000000,20326
478,12/30/2021 15:00:00,Federal Entities,250,140320,150.000000000000000,121634,138.000000000000000,20464
479,1/2/2022 15:00:00,Federal Entities,307,140627,197.000000000000000,121831,12.000000000000000,20476
480,9/22/2021 15:00:00,Female,2040,2065574,2443.000000000000000,1891282,95.000000000000000,134206
481,9/23/2021 15:00:00,Female,1955,2067529,2471.000000000000000,1893753,104.000000000000000,134310
482,9/24/2021 15:00:00,Female,2549,2070078,2910.000000000000000,1896663,91.000000000000000,134401
483,9/25/2021 15:00:00,Female,1672,2071750,1700.000000000000000,1898363,32.000000000000000,134433
484,9/26/2021 15:00:00,Female,1053,2072803,1256.000000000000000,1899619,16.000000000000000,134449
485,9/27/2021 15:00:00,Female,2393,2075196,1382.000000000000000,1901001,88.000000000000000,134537
486,9/28/2021 15:00:00,Female,2349,2077545,2330.000000000000000,1903331,83.000000000000000,134620
487,9/29/2021 15:00:00,Female,2377,2079922,2338.000000000000000,1905669,98.000000000000000,134718
488,9/30/2021 15:00:00,Female,2469,2082391,2488.000000000000000,1908157,99.000000000000000,134817
489,10/1/2021 15:00:00,Female,2849,2085240,2805.000000000000000,1910962,111.000000000000000,134928
490,10/2/2021 15:00:00,Female,1556,2086796,1463.000000000000000,1912425,40.000000000000000,134968
491,10/3/2021 15:00:00,Female,1077,2087873,1187.000000000000000,1913612,22.000000000000000,134990
492,10/4/2021 15:00:00,Female,2220,2090093,1815.000000000000000,1915427,86.000000000000000,135076
493,10/5/2021 15:00:00,Female,2100,2092193,1858.000000000000000,1917285,79.000000000000000,135155
494,10/6/2021 15:00:00,Female,2194,2094387,1856.000000000000000,1919141,94.000000000000000,135249
495,10/7/2021 15:00:00,Female,2358,2096745,1891.000000000000000,1921032,102.000000000000000,135351
496,10/8/2021 15:00:00,Female,2728,2099473,2226.000000000000000,1923258,110.000000000000000,135461
497,10/9/2021 15:00:00,Female,1366,2100839,1336.000000000000000,1924594,36.000000000000000,135497
498,10/10/2021 15:00:00,Female,964,2101803,906.000000000000000,1925500,13.000000000000000,135510
499,10/11/2021 15:00:00,Female,2363,2104166,1742.000000000000000,1927242,92.000000000000000,135602
500,10/12/2021 15:00:00,Female,2036,2106202,1793.000000000000000,1929035,102.000000000000000,135704
501,10/13/2021 15:00:00,Female,2092,2108294,1823.000000000000000,1930858,139.000000000000000,135843
502,10/14/2021 15:00:00,Female,1972,2110266,1786.000000000000000,1932644,105.000000000000000,135948
503,10/15/2021 15:00:00,Female,2391,2112657,2142.000000000000000,1934786,126.000000000000000,136074
504,10/16/2021 15:00:00,Female,1169,2113826,1091.000000000000000,1935877,49.000000000000000,136123
505,10/17/2021 15:00:00,Female,786,2114612,744.000000000000000,1936621,17.000000000000000,136140
506,10/18/2021 15:00:00,Female,2316,2116928,1871.000000000000000,1938492,94.000000000000000,136234
507,10/19/2021 15:00:00,Female,1756,2118684,1690.000000000000000,1940182,82.000000000000000,136316
508,10/20/2021 15:00:00,Female,1761,2120445,1665.000000000000000,1941847,84.000000000000000,136400
509,10/21/2021 15:00:00,Female,1662,2122107,1778.000000000000000,1943625,98.000000000000000,136498
510,10/22/2021 15:00:00,Female,2341,2124448,1985.000000000000000,1945610,90.000000000000000,136588
511,10/23/2021 15:00:00,Female,1379,2125827,1008.000000000000000,1946618,45.000000000000000,136633
512,10/24/2021 15:00:00,Female,925,2126752,708.000000000000000,1947326,20.000000000000000,136653
513,10/25/2021 15:00:00,Female,2313,2129065,1646.000000000000000,1948972,105.000000000000000,136758
514,10/26/2021 15:00:00,Female,2318,2131383,1673.000000000000000,1950645,115.000000000000000,136873
515,10/27/2021 15:00:00,Female,2342,2133725,1754.000000000000000,1952399,156.000000000000000,137029
516,10/28/2021 15:00:00,Female,2285,2136010,1768.000000000000000,1954167,118.000000000000000,137147
517,10/29/2021 15:00:00,Female,2404,2138414,1960.000000000000000,1956127,120.000000000000000,137267
518,10/30/2021 15:00:00,Female,1353,2139767,985.000000000000000,1957112,55.000000000000000,137322
519,10/31/2021 15:00:00,Female,948,2140715,696.000000000000000,1957808,23.000000000000000,137345
520,11/1/2021 15:00:00,Female,2400,2143115,1808.000000000000000,1959616,134.000000000000000,137479
521,11/2/2021 15:00:00,Female,2178,2145293,1626.000000000000000,1961242,137.000000000000000,137616
522,11/3/2021 15:00:00,Female,2380,2147673,1587.000000000000000,1962829,159.000000000000000,137775
523,11/4/2021 15:00:00,Female,3128,2150801,1707.000000000000000,1964536,117.000000000000000,137892
524,11/5/2021 15:00:00,Female,4232,2155033,1984.000000000000000,1966520,140.000000000000000,138032
525,11/6/2021 15:00:00,Female,5083,2160116,904.000000000000000,1967424,45.000000000000000,138077
526,11/7/2021 15:00:00,Female,3781,2163897,713.000000000000000,1968137,28.000000000000000,138105
527,11/8/2021 15:00:00,Female,5667,2169564,1653.000000000000000,1969790,124.000000000000000,138229
528,11/9/2021 15:00:00,Female,5969,2175533,1425.000000000000000,1971215,94.000000000000000,138323
529,11/10/2021 15:00:00,Female,6379,2181912,1401.000000000000000,1972616,121.000000000000000,138444
530,11/11/2021 15:00:00,Female,5739,2187651,1327.000000000000000,1973943,107.000000000000000,138551
531,11/12/2021 15:00:00,Female,6088,2193739,1636.000000000000000,1975579,106.000000000000000,138657
532,11/13/2021 15:00:00,Female,4790,2198529,800.000000000000000,1976379,50.000000000000000,138707
533,11/14/2021 15:00:00,Female,1958,2200487,543.000000000000000,1976922,25.000000000000000,138732
534,11/15/2021 15:00:00,Female,4391,2204878,1369.000000000000000,1978291,85.000000000000000,138817
535,11/16/2021 15:00:00,Female,4762,2209640,1371.000000000000000,1979662,88.000000000000000,138905
536,11/17/2021 15:00:00,Female,4707,2214347,1485.000000000000000,1981147,104.000000000000000,139009
537,11/18/2021 15:00:00,Female,4677,2219024,1351.000000000000000,1982498,104.000000000000000,139113
538,11/19/2021 15:00:00,Female,4952,2223976,1454.000000000000000,1983952,148.000000000000000,139261
539,11/20/2021 15:00:00,Female,4995,2228971,760.000000000000000,1984712,61.000000000000000,139322
540,11/21/2021 15:00:00,Female,2125,2231096,558.000000000000000,1985270,42.000000000000000,139364
541,11/22/2021 15:00:00,Female,4866,2235962,1299.000000000000000,1986569,108.000000000000000,139472
542,11/23/2021 15:00:00,Female,4672,2240634,1219.000000000000000,1987788,82.000000000000000,139554
543,11/24/2021 15:00:00,Female,4092,2244726,1312.000000000000000,1989100,89.000000000000000,139643
544,11/25/2021 15:00:00,Female,117,2244843,46.000000000000000,1989146,5.000000000000000,139648
545,11/26/2021 15:00:00,Female,2855,2247698,1993.000000000000000,1991139,58.000000000000000,139706
546,11/27/2021 15:00:00,Female,1948,2249646,2779.000000000000000,1993918,53.000000000000000,139759
547,11/28/2021 15:00:00,Female,1246,2250892,3145.000000000000000,1997063,36.000000000000000,139795
548,11/29/2021 15:00:00,Female,2829,2253721,4528.000000000000000,2001591,73.000000000000000,139868
549,11/30/2021 15:00:00,Female,3175,2256896,4691.000000000000000,2006282,123.000000000000000,139991
550,1/3/2022 15:00:00,Federal Entities,17,140644,7.000000000000000,121838,146.000000000000000,20622
551,1/4/2022 15:00:00,Federal Entities,58,140702,27.000000000000000,121865,16.000000000000000,20638
552,1/6/2022 15:00:00,Federal Entities,60,140762,63.000000000000000,121928,99.000000000000000,20737
553,1/7/2022 15:00:00,Federal Entities,164,140926,120.000000000000000,122048,8.000000000000000,20745
554,1/9/2022 15:00:00,Federal Entities,117,141043,59.000000000000000,122107,113.000000000000000,20858
555,12/15/2020 15:00:00,Unknown,1,1,,0,,0
556,12/17/2020 15:00:00,Unknown,1,2,,0,,0
557,12/18/2020 15:00:00,Unknown,24,26,,0,,0
558,12/19/2020 15:00:00,Unknown,1,27,,0,,0
559,12/21/2020 15:00:00,Unknown,25,52,,0,,0
560,12/22/2020 15:00:00,Unknown,4,56,,0,,0
561,12/23/2020 15:00:00,Unknown,2,58,,0,,0
562,12/24/2020 15:00:00,Unknown,3,61,,0,,0
563,12/28/2020 15:00:00,Unknown,7,68,,0,,0
564,12/29/2020 15:00:00,Unknown,4,72,,0,,0
565,12/30/2020 15:00:00,Unknown,5,77,,0,,0
566,12/31/2020 15:00:00,Unknown,1,78,,0,,0
567,1/1/2021 15:00:00,Unknown,5,83,,0,,0
568,1/2/2021 15:00:00,Unknown,2,85,,0,,0
569,1/3/2021 15:00:00,Unknown,2,87,,0,,0
570,1/4/2021 15:00:00,Unknown,7,94,,0,,0
571,1/5/2021 15:00:00,Unknown,7,101,,0,,0
572,1/6/2021 15:00:00,Unknown,13,114,2.000000000000000,2,,0
573,1/7/2021 15:00:00,Unknown,15,129,3.000000000000000,5,,0
574,1/8/2021 15:00:00,Unknown,8010,8139,23.000000000000000,28,,0
575,1/9/2021 15:00:00,Unknown,3,8142,1.000000000000000,29,,0
576,1/10/2021 15:00:00,Unknown,2,8144,,29,,0
577,1/11/2021 15:00:00,Unknown,5,8149,2.000000000000000,31,,0
578,1/12/2021 15:00:00,Unknown,8,8157,19.000000000000000,50,,0
579,1/13/2021 15:00:00,Unknown,9,8166,1.000000000000000,51,,0
580,1/14/2021 15:00:00,Unknown,3,8169,2.000000000000000,53,,0
581,1/15/2021 15:00:00,Unknown,25,8194,,53,,0
582,1/16/2021 15:00:00,Unknown,5,8199,1.000000000000000,54,,0
583,1/17/2021 15:00:00,Unknown,2,8201,,54,,0
584,1/18/2021 15:00:00,Unknown,7,8208,,54,,0
585,1/19/2021 15:00:00,Unknown,8,8216,1.000000000000000,55,,0
586,1/20/2021 15:00:00,Unknown,24,8240,1.000000000000000,56,,0
587,1/21/2021 15:00:00,Unknown,87,8327,4.000000000000000,60,,0
588,1/22/2021 15:00:00,Unknown,80,8407,,60,,0
589,1/23/2021 15:00:00,Unknown,47,8454,1.000000000000000,61,,0
590,1/24/2021 15:00:00,Unknown,16,8470,2.000000000000000,63,,0
591,1/25/2021 15:00:00,Unknown,17,8487,4.000000000000000,67,,0
592,1/26/2021 15:00:00,Unknown,68,8555,3.000000000000000,70,,0
593,1/27/2021 15:00:00,Unknown,16,8571,5.000000000000000,75,,0
594,1/28/2021 15:00:00,Unknown,16,8587,7.000000000000000,82,,0
595,1/29/2021 15:00:00,Unknown,80,8667,3.000000000000000,85,,0
596,1/30/2021 15:00:00,Unknown,8,8675,,85,,0
597,1/31/2021 15:00:00,Unknown,3,8678,1.000000000000000,86,,0
598,2/1/2021 15:00:00,Unknown,14,8692,12.000000000000000,98,,0
599,2/2/2021 15:00:00,Unknown,5,8697,8.000000000000000,106,,0
600,2/3/2021 15:00:00,Unknown,64,8761,5.000000000000000,111,,0
601,2/4/2021 15:00:00,Unknown,78,8839,7.000000000000000,118,,0
602,2/5/2021 15:00:00,Unknown,108,8947,13.000000000000000,131,,0
603,2/6/2021 15:00:00,Unknown,29,8976,8001.000000000000000,8132,,0
604,2/7/2021 15:00:00,Unknown,1,8977,3.000000000000000,8135,,0
605,2/8/2021 15:00:00,Unknown,76,9053,6.000000000000000,8141,,0
606,2/9/2021 15:00:00,Unknown,59,9112,11.000000000000000,8152,,0
607,2/10/2021 15:00:00,Unknown,47,9159,36.000000000000000,8188,,0
608,2/11/2021 15:00:00,Unknown,33,9192,55.000000000000000,8243,,0
609,2/12/2021 15:00:00,Unknown,27,9219,42.000000000000000,8285,,0
610,2/13/2021 15:00:00,Unknown,3,9222,,8285,,0
611,2/14/2021 15:00:00,Unknown,2,9224,,8285,,0
612,2/15/2021 15:00:00,Unknown,13,9237,32.000000000000000,8317,,0
613,2/16/2021 15:00:00,Unknown,76,9313,60.000000000000000,8377,,0
614,2/17/2021 15:00:00,Unknown,97,9410,19.000000000000000,8396,,0
615,2/18/2021 15:00:00,Unknown,5,9415,3.000000000000000,8399,,0
616,2/19/2021 15:00:00,Unknown,27,9442,11.000000000000000,8410,,0
617,2/20/2021 15:00:00,Unknown,54,9496,22.000000000000000,8432,,0
618,2/21/2021 15:00:00,Unknown,6,9502,11.000000000000000,8443,,0
619,2/22/2021 15:00:00,Unknown,7,9509,8.000000000000000,8451,,0
620,2/23/2021 15:00:00,Unknown,75,9584,12.000000000000000,8463,,0
621,2/24/2021 15:00:00,Unknown,7,9591,22.000000000000000,8485,,0
622,12/1/2021 15:00:00,Female,3393,2260289,4698.000000000000000,2010980,102.000000000000000,140093
623,12/2/2021 15:00:00,Female,3436,2263725,4326.000000000000000,2015306,111.000000000000000,140204
624,12/3/2021 15:00:00,Female,3824,2267549,4557.000000000000000,2019863,114.000000000000000,140318
625,12/4/2021 15:00:00,Female,2690,2270239,4501.000000000000000,2024364,65.000000000000000,140383
626,12/5/2021 15:00:00,Female,1566,2271805,1434.000000000000000,2025798,32.000000000000000,140415
627,12/6/2021 15:00:00,Female,3277,2275082,3520.000000000000000,2029318,91.000000000000000,140506
628,12/7/2021 15:00:00,Female,3160,2278242,3411.000000000000000,2032729,106.000000000000000,140612
629,12/8/2021 15:00:00,Female,3244,2281486,3473.000000000000000,2036202,103.000000000000000,140715
630,12/9/2021 15:00:00,Female,3063,2284549,3285.000000000000000,2039487,85.000000000000000,140800
631,12/10/2021 15:00:00,Female,3515,2288064,3395.000000000000000,2042882,73.000000000000000,140873
632,12/11/2021 15:00:00,Female,2037,2290101,3432.000000000000000,2046314,41.000000000000000,140914
633,12/12/2021 15:00:00,Female,2004,2292105,1420.000000000000000,2047734,17.000000000000000,140931
634,12/13/2021 15:00:00,Female,2793,2294898,2838.000000000000000,2050572,86.000000000000000,141017
635,12/14/2021 15:00:00,Female,3114,2298012,2913.000000000000000,2053485,66.000000000000000,141083
636,12/15/2021 15:00:00,Female,3307,2301319,2652.000000000000000,2056137,92.000000000000000,141175
637,12/16/2021 15:00:00,Female,3779,2305098,1328.000000000000000,2057465,101.000000000000000,141276
638,12/17/2021 15:00:00,Female,3659,2308757,1927.000000000000000,2059392,57.000000000000000,141333
639,12/18/2021 15:00:00,Female,2724,2311481,1486.000000000000000,2060878,27.000000000000000,141360
640,12/19/2021 15:00:00,Female,1651,2313132,684.000000000000000,2061562,14.000000000000000,141374
641,12/20/2021 15:00:00,Female,4022,2317154,1835.000000000000000,2063397,66.000000000000000,141440
642,12/21/2021 15:00:00,Female,4176,2321330,1994.000000000000000,2065391,44.000000000000000,141484
643,12/22/2021 15:00:00,Female,4145,2325475,1927.000000000000000,2067318,64.000000000000000,141548
644,12/23/2021 15:00:00,Female,3727,2329202,1561.000000000000000,2068879,41.000000000000000,141589
645,12/24/2021 15:00:00,Female,728,2329930,468.000000000000000,2069347,15.000000000000000,141604
