OBJECTID,VACCINATION_DATE,Gender,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
646,12/25/2021 15:00:00,Female,17,2329947,21.000000000000000,2069368,1.000000000000000,141605
647,12/26/2021 15:00:00,Female,1095,2331042,754.000000000000000,2070122,16.000000000000000,141621
648,12/27/2021 15:00:00,Female,3501,2334543,1883.000000000000000,2072005,49.000000000000000,141670
649,12/28/2021 15:00:00,Female,3851,2338394,1875.000000000000000,2073880,54.000000000000000,141724
650,12/29/2021 15:00:00,Female,3944,2342338,1905.000000000000000,2075785,51.000000000000000,141775
651,12/30/2021 15:00:00,Female,3346,2345684,1722.000000000000000,2077507,51.000000000000000,141826
652,12/31/2021 15:00:00,Female,1213,2346897,752.000000000000000,2078259,29.000000000000000,141855
653,1/1/2022 15:00:00,Female,333,2347230,159.000000000000000,2078418,14.000000000000000,141869
654,1/2/2022 15:00:00,Female,896,2348126,707.000000000000000,2079125,9.000000000000000,141878
655,1/3/2022 15:00:00,Female,1554,2349680,957.000000000000000,2080082,22.000000000000000,141900
656,1/4/2022 15:00:00,Female,2711,2352391,1646.000000000000000,2081728,55.000000000000000,141955
657,1/5/2022 15:00:00,Female,3226,2355617,2246.000000000000000,2083974,61.000000000000000,142016
658,1/6/2022 15:00:00,Female,3112,2358729,2250.000000000000000,2086224,54.000000000000000,142070
659,1/7/2022 15:00:00,Female,2587,2361316,1633.000000000000000,2087857,48.000000000000000,142118
660,1/8/2022 15:00:00,Female,1782,2363098,1511.000000000000000,2089368,23.000000000000000,142141
661,1/9/2022 15:00:00,Female,501,2363599,496.000000000000000,2089864,12.000000000000000,142153
662,12/14/2020 15:00:00,Male,4,4,,0,,0
663,12/15/2020 15:00:00,Male,19,23,1.000000000000000,1,,0
664,12/16/2020 15:00:00,Male,243,266,,1,,0
665,12/17/2020 15:00:00,Male,376,642,,1,,0
666,12/18/2020 15:00:00,Male,980,1622,3.000000000000000,4,,0
667,12/19/2020 15:00:00,Male,332,1954,1.000000000000000,5,,0
668,12/20/2020 15:00:00,Male,114,2068,3.000000000000000,8,,0
669,12/21/2020 15:00:00,Male,1313,3381,5.000000000000000,13,,0
670,12/22/2020 15:00:00,Male,2076,5457,4.000000000000000,17,,0
671,12/23/2020 15:00:00,Male,1774,7231,11.000000000000000,28,,0
672,12/24/2020 15:00:00,Male,921,8152,5.000000000000000,33,,0
673,12/25/2020 15:00:00,Male,308,8460,,33,,0
674,12/26/2020 15:00:00,Male,618,9078,1.000000000000000,34,,0
675,12/27/2020 15:00:00,Male,534,9612,3.000000000000000,37,,0
676,12/28/2020 15:00:00,Male,2680,12292,10.000000000000000,47,,0
677,12/29/2020 15:00:00,Male,3450,15742,6.000000000000000,53,,0
678,12/30/2020 15:00:00,Male,4084,19826,15.000000000000000,68,,0
679,12/31/2020 15:00:00,Male,2606,22432,11.000000000000000,79,,0
680,1/1/2021 15:00:00,Male,881,23313,27.000000000000000,106,,0
681,1/2/2021 15:00:00,Male,924,24237,18.000000000000000,124,,0
682,1/3/2021 15:00:00,Male,1039,25276,37.000000000000000,161,,0
683,1/4/2021 15:00:00,Male,4405,29681,107.000000000000000,268,,0
684,1/5/2021 15:00:00,Male,4099,33780,164.000000000000000,432,,0
685,1/6/2021 15:00:00,Male,5222,39002,317.000000000000000,749,,0
686,1/7/2021 15:00:00,Male,4901,43903,600.000000000000000,1349,,0
687,1/8/2021 15:00:00,Male,5066,48969,895.000000000000000,2244,,0
688,1/9/2021 15:00:00,Male,1734,50703,295.000000000000000,2539,,0
689,1/10/2021 15:00:00,Male,1063,51766,117.000000000000000,2656,,0
690,1/11/2021 15:00:00,Male,4952,56718,1178.000000000000000,3834,,0
691,1/12/2021 15:00:00,Male,6579,63297,1784.000000000000000,5618,,0
692,1/13/2021 15:00:00,Male,6688,69985,1153.000000000000000,6771,,0
693,1/14/2021 15:00:00,Male,6265,76250,650.000000000000000,7421,,0
694,2/25/2021 15:00:00,Unknown,23,9614,54.000000000000000,8539,,0
695,2/26/2021 15:00:00,Unknown,21,9635,136.000000000000000,8675,,0
696,2/27/2021 15:00:00,Unknown,8,9643,4.000000000000000,8679,,0
697,2/28/2021 15:00:00,Unknown,13,9656,1.000000000000000,8680,,0
698,3/1/2021 15:00:00,Unknown,61,9717,70.000000000000000,8750,,0
699,3/2/2021 15:00:00,Unknown,46,9763,51.000000000000000,8801,,0
700,3/3/2021 15:00:00,Unknown,100,9863,13.000000000000000,8814,,0
701,3/4/2021 15:00:00,Unknown,55,9918,49.000000000000000,8863,2.000000000000000,2
702,3/5/2021 15:00:00,Unknown,70,9988,104.000000000000000,8967,1.000000000000000,3
703,3/6/2021 15:00:00,Unknown,15,10003,5.000000000000000,8972,1.000000000000000,4
704,3/7/2021 15:00:00,Unknown,8,10011,1.000000000000000,8973,2.000000000000000,6
705,3/8/2021 15:00:00,Unknown,119,10130,12.000000000000000,8985,1.000000000000000,7
706,3/9/2021 15:00:00,Unknown,154,10284,9.000000000000000,8994,4.000000000000000,11
707,3/10/2021 15:00:00,Unknown,90,10374,44.000000000000000,9038,5.000000000000000,16
708,3/11/2021 15:00:00,Unknown,90,10464,22.000000000000000,9060,1.000000000000000,17
709,3/12/2021 15:00:00,Unknown,85,10549,14.000000000000000,9074,6.000000000000000,23
710,3/13/2021 15:00:00,Unknown,16,10565,3.000000000000000,9077,8.000000000000000,31
711,3/14/2021 15:00:00,Unknown,21,10586,1.000000000000000,9078,1.000000000000000,32
712,3/15/2021 15:00:00,Unknown,234,10820,6.000000000000000,9084,,32
713,3/16/2021 15:00:00,Unknown,238,11058,68.000000000000000,9152,,32
714,3/17/2021 15:00:00,Unknown,197,11255,80.000000000000000,9232,,32
715,3/18/2021 15:00:00,Unknown,269,11524,12.000000000000000,9244,25.000000000000000,57
716,3/19/2021 15:00:00,Unknown,180,11704,21.000000000000000,9265,1.000000000000000,58
717,3/20/2021 15:00:00,Unknown,49,11753,4.000000000000000,9269,4.000000000000000,62
718,3/21/2021 15:00:00,Unknown,18,11771,52.000000000000000,9321,,62
719,3/22/2021 15:00:00,Unknown,50,11821,48.000000000000000,9369,8.000000000000000,70
720,3/23/2021 15:00:00,Unknown,103,11924,76.000000000000000,9445,6.000000000000000,76
721,3/24/2021 15:00:00,Unknown,373,12297,22.000000000000000,9467,10.000000000000000,86
722,3/25/2021 15:00:00,Unknown,234,12531,10.000000000000000,9477,99.000000000000000,185
723,3/26/2021 15:00:00,Unknown,215,12746,22.000000000000000,9499,110.000000000000000,295
724,3/27/2021 15:00:00,Unknown,15,12761,6.000000000000000,9505,6.000000000000000,301
725,3/28/2021 15:00:00,Unknown,19,12780,8.000000000000000,9513,2.000000000000000,303
726,3/29/2021 15:00:00,Unknown,25,12805,109.000000000000000,9622,17.000000000000000,320
727,3/30/2021 15:00:00,Unknown,37,12842,126.000000000000000,9748,19.000000000000000,339
728,3/31/2021 15:00:00,Unknown,101,12943,78.000000000000000,9826,86.000000000000000,425
729,4/1/2021 15:00:00,Unknown,125,13068,59.000000000000000,9885,34.000000000000000,459
730,4/2/2021 15:00:00,Unknown,148,13216,109.000000000000000,9994,30.000000000000000,489
731,4/3/2021 15:00:00,Unknown,13,13229,18.000000000000000,10012,17.000000000000000,506
732,4/4/2021 15:00:00,Unknown,2,13231,5.000000000000000,10017,1.000000000000000,507
733,4/5/2021 15:00:00,Unknown,118,13349,52.000000000000000,10069,35.000000000000000,542
734,4/6/2021 15:00:00,Unknown,138,13487,152.000000000000000,10221,47.000000000000000,589
735,4/7/2021 15:00:00,Unknown,97,13584,123.000000000000000,10344,70.000000000000000,659
736,4/8/2021 15:00:00,Unknown,107,13691,217.000000000000000,10561,56.000000000000000,715
737,4/9/2021 15:00:00,Unknown,138,13829,54.000000000000000,10615,71.000000000000000,786
738,4/10/2021 15:00:00,Unknown,23,13852,41.000000000000000,10656,30.000000000000000,816
739,4/11/2021 15:00:00,Unknown,9,13861,18.000000000000000,10674,17.000000000000000,833
740,4/12/2021 15:00:00,Unknown,43,13904,201.000000000000000,10875,47.000000000000000,880
741,4/13/2021 15:00:00,Unknown,70,13974,160.000000000000000,11035,9.000000000000000,889
742,4/14/2021 15:00:00,Unknown,99,14073,144.000000000000000,11179,,889
743,4/15/2021 15:00:00,Unknown,121,14194,115.000000000000000,11294,1.000000000000000,890
744,4/16/2021 15:00:00,Unknown,168,14362,138.000000000000000,11432,,890
745,4/17/2021 15:00:00,Unknown,132,14494,17.000000000000000,11449,,890
746,4/18/2021 15:00:00,Unknown,70,14564,16.000000000000000,11465,,890
747,4/19/2021 15:00:00,Unknown,52,14616,17.000000000000000,11482,,890
748,4/20/2021 15:00:00,Unknown,82,14698,37.000000000000000,11519,,890
749,4/21/2021 15:00:00,Unknown,95,14793,358.000000000000000,11877,,890
750,4/22/2021 15:00:00,Unknown,113,14906,219.000000000000000,12096,,890
751,4/23/2021 15:00:00,Unknown,87,14993,233.000000000000000,12329,,890
752,4/24/2021 15:00:00,Unknown,36,15029,16.000000000000000,12345,,890
753,4/25/2021 15:00:00,Unknown,46,15075,4.000000000000000,12349,,890
754,4/26/2021 15:00:00,Unknown,56,15131,21.000000000000000,12370,9.000000000000000,899
755,4/27/2021 15:00:00,Unknown,66,15197,36.000000000000000,12406,15.000000000000000,914
756,4/28/2021 15:00:00,Unknown,65,15262,65.000000000000000,12471,15.000000000000000,929
757,4/29/2021 15:00:00,Unknown,40,15302,82.000000000000000,12553,9.000000000000000,938
758,4/30/2021 15:00:00,Unknown,131,15433,87.000000000000000,12640,14.000000000000000,952
759,5/1/2021 15:00:00,Unknown,53,15486,10.000000000000000,12650,,952
760,5/2/2021 15:00:00,Unknown,20,15506,5.000000000000000,12655,,952
761,5/3/2021 15:00:00,Unknown,50,15556,107.000000000000000,12762,10.000000000000000,962
762,5/4/2021 15:00:00,Unknown,31,15587,133.000000000000000,12895,9.000000000000000,971
763,5/5/2021 15:00:00,Unknown,80,15667,105.000000000000000,13000,12.000000000000000,983
764,1/15/2021 15:00:00,Male,6159,82409,600.000000000000000,8021,,0
765,1/16/2021 15:00:00,Male,1900,84309,549.000000000000000,8570,,0
766,1/17/2021 15:00:00,Male,638,84947,447.000000000000000,9017,,0
767,1/18/2021 15:00:00,Male,2552,87499,939.000000000000000,9956,,0
768,1/19/2021 15:00:00,Male,6512,94011,1542.000000000000000,11498,,0
769,1/20/2021 15:00:00,Male,8205,102216,1489.000000000000000,12987,,0
770,1/21/2021 15:00:00,Male,9038,111254,1138.000000000000000,14125,,0
771,1/22/2021 15:00:00,Male,10521,121775,1197.000000000000000,15322,,0
772,1/23/2021 15:00:00,Male,3530,125305,606.000000000000000,15928,,0
773,1/24/2021 15:00:00,Male,1262,126567,489.000000000000000,16417,,0
774,1/25/2021 15:00:00,Male,6186,132753,2627.000000000000000,19044,,0
775,1/26/2021 15:00:00,Male,6777,139530,3109.000000000000000,22153,,0
776,1/27/2021 15:00:00,Male,9440,148970,4163.000000000000000,26316,,0
777,1/28/2021 15:00:00,Male,8789,157759,3010.000000000000000,29326,,0
778,1/29/2021 15:00:00,Male,9456,167215,2353.000000000000000,31679,,0
779,1/30/2021 15:00:00,Male,6663,173878,760.000000000000000,32439,,0
780,1/31/2021 15:00:00,Male,1493,175371,520.000000000000000,32959,,0
781,2/1/2021 15:00:00,Male,2948,178319,1798.000000000000000,34757,,0
782,2/2/2021 15:00:00,Male,5127,183446,4899.000000000000000,39656,,0
783,2/3/2021 15:00:00,Male,7256,190702,6633.000000000000000,46289,,0
784,2/4/2021 15:00:00,Male,8772,199474,5381.000000000000000,51670,,0
785,2/5/2021 15:00:00,Male,7775,207249,5316.000000000000000,56986,,0
786,2/6/2021 15:00:00,Male,4105,211354,2110.000000000000000,59096,,0
787,2/7/2021 15:00:00,Male,2288,213642,565.000000000000000,59661,,0
788,2/8/2021 15:00:00,Male,5032,218674,4604.000000000000000,64265,,0
789,2/9/2021 15:00:00,Male,6607,225281,5139.000000000000000,69404,,0
790,2/10/2021 15:00:00,Male,7485,232766,7766.000000000000000,77170,,0
791,2/11/2021 15:00:00,Male,9021,241787,6748.000000000000000,83918,,0
792,2/12/2021 15:00:00,Male,7758,249545,6874.000000000000000,90792,,0
793,2/13/2021 15:00:00,Male,4713,254258,2354.000000000000000,93146,,0
794,2/14/2021 15:00:00,Male,2830,257088,827.000000000000000,93973,,0
795,2/15/2021 15:00:00,Male,4827,261915,4609.000000000000000,98582,,0
796,2/16/2021 15:00:00,Male,6835,268750,7975.000000000000000,106557,,0
797,2/17/2021 15:00:00,Male,7817,276567,9856.000000000000000,116413,,0
798,2/18/2021 15:00:00,Male,1447,278014,1812.000000000000000,118225,,0
799,2/19/2021 15:00:00,Male,4370,282384,7480.000000000000000,125705,,0
800,2/20/2021 15:00:00,Male,4197,286581,7168.000000000000000,132873,,0
801,2/21/2021 15:00:00,Male,2567,289148,2942.000000000000000,135815,,0
802,2/22/2021 15:00:00,Male,3463,292611,5883.000000000000000,141698,,0
803,2/23/2021 15:00:00,Male,6372,298983,6122.000000000000000,147820,,0
804,2/24/2021 15:00:00,Male,7392,306375,9788.000000000000000,157608,,0
805,2/25/2021 15:00:00,Male,8415,314790,10349.000000000000000,167957,,0
806,2/26/2021 15:00:00,Male,10964,325754,9886.000000000000000,177843,,0
807,2/27/2021 15:00:00,Male,6512,332266,4099.000000000000000,181942,,0
808,2/28/2021 15:00:00,Male,6356,338622,1819.000000000000000,183761,,0
809,3/1/2021 15:00:00,Male,11157,349779,4805.000000000000000,188566,,0
810,3/2/2021 15:00:00,Male,10143,359922,5354.000000000000000,193920,18.000000000000000,18
811,3/3/2021 15:00:00,Male,12969,372891,7194.000000000000000,201114,98.000000000000000,116
812,3/4/2021 15:00:00,Male,13391,386282,7174.000000000000000,208288,1789.000000000000000,1905
813,3/5/2021 15:00:00,Male,12532,398814,7304.000000000000000,215592,2238.000000000000000,4143
814,3/6/2021 15:00:00,Male,7659,406473,3381.000000000000000,218973,2711.000000000000000,6854
815,3/7/2021 15:00:00,Male,5368,411841,2024.000000000000000,220997,2857.000000000000000,9711
816,3/8/2021 15:00:00,Male,11607,423448,3772.000000000000000,224769,3798.000000000000000,13509
817,3/9/2021 15:00:00,Male,11451,434899,6465.000000000000000,231234,3992.000000000000000,17501
818,3/10/2021 15:00:00,Male,13067,447966,6226.000000000000000,237460,3734.000000000000000,21235
819,3/11/2021 15:00:00,Male,16243,464209,6441.000000000000000,243901,1682.000000000000000,22917
820,3/12/2021 15:00:00,Male,16278,480487,7221.000000000000000,251122,1253.000000000000000,24170
821,3/13/2021 15:00:00,Male,10107,490594,4265.000000000000000,255387,755.000000000000000,24925
822,3/14/2021 15:00:00,Male,8214,498808,2740.000000000000000,258127,467.000000000000000,25392
823,3/15/2021 15:00:00,Male,13410,512218,4702.000000000000000,262829,260.000000000000000,25652
824,3/16/2021 15:00:00,Male,15322,527540,5564.000000000000000,268393,376.000000000000000,26028
825,3/17/2021 15:00:00,Male,16893,544433,6766.000000000000000,275159,561.000000000000000,26589
826,3/18/2021 15:00:00,Male,18915,563348,5245.000000000000000,280404,601.000000000000000,27190
827,3/19/2021 15:00:00,Male,17361,580709,6407.000000000000000,286811,461.000000000000000,27651
828,3/20/2021 15:00:00,Male,11220,591929,4088.000000000000000,290899,342.000000000000000,27993
829,3/21/2021 15:00:00,Male,8988,600917,3243.000000000000000,294142,169.000000000000000,28162
830,3/22/2021 15:00:00,Male,14901,615818,4974.000000000000000,299116,369.000000000000000,28531
831,3/23/2021 15:00:00,Male,17754,633572,7244.000000000000000,306360,693.000000000000000,29224
832,3/24/2021 15:00:00,Male,19153,652725,8722.000000000000000,315082,611.000000000000000,29835
833,3/25/2021 15:00:00,Male,19710,672435,8737.000000000000000,323819,1143.000000000000000,30978
834,3/26/2021 15:00:00,Male,16903,689338,10850.000000000000000,334669,1115.000000000000000,32093
835,3/27/2021 15:00:00,Male,12600,701938,7096.000000000000000,341765,1174.000000000000000,33267
836,3/28/2021 15:00:00,Male,7998,709936,5512.000000000000000,347277,785.000000000000000,34052
837,3/29/2021 15:00:00,Male,13982,723918,11307.000000000000000,358584,513.000000000000000,34565
838,5/6/2021 15:00:00,Unknown,64,15731,95.000000000000000,13095,9.000000000000000,992
839,5/7/2021 15:00:00,Unknown,67,15798,125.000000000000000,13220,8.000000000000000,1000
840,5/8/2021 15:00:00,Unknown,32,15830,35.000000000000000,13255,8.000000000000000,1008
841,5/9/2021 15:00:00,Unknown,16,15846,8.000000000000000,13263,,1008
842,5/10/2021 15:00:00,Unknown,22,15868,35.000000000000000,13298,6.000000000000000,1014
843,5/11/2021 15:00:00,Unknown,37,15905,42.000000000000000,13340,6.000000000000000,1020
844,5/12/2021 15:00:00,Unknown,31,15936,83.000000000000000,13423,5.000000000000000,1025
845,5/13/2021 15:00:00,Unknown,37,15973,97.000000000000000,13520,14.000000000000000,1039
846,5/14/2021 15:00:00,Unknown,72,16045,148.000000000000000,13668,16.000000000000000,1055
847,5/15/2021 15:00:00,Unknown,20,16065,100.000000000000000,13768,9.000000000000000,1064
848,5/16/2021 15:00:00,Unknown,8,16073,53.000000000000000,13821,2.000000000000000,1066
849,5/17/2021 15:00:00,Unknown,24,16097,46.000000000000000,13867,28.000000000000000,1094
850,5/18/2021 15:00:00,Unknown,28,16125,65.000000000000000,13932,22.000000000000000,1116
851,5/19/2021 15:00:00,Unknown,51,16176,93.000000000000000,14025,10.000000000000000,1126
852,5/20/2021 15:00:00,Unknown,113,16289,83.000000000000000,14108,7.000000000000000,1133
853,5/21/2021 15:00:00,Unknown,66,16355,82.000000000000000,14190,9.000000000000000,1142
854,5/22/2021 15:00:00,Unknown,25,16380,19.000000000000000,14209,2.000000000000000,1144
855,5/23/2021 15:00:00,Unknown,21,16401,22.000000000000000,14231,9.000000000000000,1153
856,5/24/2021 15:00:00,Unknown,17,16418,54.000000000000000,14285,15.000000000000000,1168
857,5/25/2021 15:00:00,Unknown,33,16451,48.000000000000000,14333,10.000000000000000,1178
858,5/26/2021 15:00:00,Unknown,37,16488,52.000000000000000,14385,8.000000000000000,1186
859,5/27/2021 15:00:00,Unknown,46,16534,34.000000000000000,14419,8.000000000000000,1194
860,5/28/2021 15:00:00,Unknown,28,16562,83.000000000000000,14502,3.000000000000000,1197
861,5/29/2021 15:00:00,Unknown,12,16574,48.000000000000000,14550,4.000000000000000,1201
862,5/30/2021 15:00:00,Unknown,6,16580,22.000000000000000,14572,1.000000000000000,1202
863,5/31/2021 15:00:00,Unknown,3,16583,2.000000000000000,14574,1.000000000000000,1203
864,6/1/2021 15:00:00,Unknown,23,16606,49.000000000000000,14623,6.000000000000000,1209
865,6/2/2021 15:00:00,Unknown,13,16619,58.000000000000000,14681,5.000000000000000,1214
866,6/3/2021 15:00:00,Unknown,22,16641,62.000000000000000,14743,8.000000000000000,1222
867,6/4/2021 15:00:00,Unknown,23,16664,56.000000000000000,14799,16.000000000000000,1238
868,6/5/2021 15:00:00,Unknown,7,16671,22.000000000000000,14821,1.000000000000000,1239
869,6/6/2021 15:00:00,Unknown,7,16678,8.000000000000000,14829,,1239
870,6/7/2021 15:00:00,Unknown,15,16693,35.000000000000000,14864,2.000000000000000,1241
871,6/8/2021 15:00:00,Unknown,28,16721,25.000000000000000,14889,3.000000000000000,1244
872,6/9/2021 15:00:00,Unknown,34,16755,41.000000000000000,14930,3.000000000000000,1247
873,6/10/2021 15:00:00,Unknown,26,16781,25.000000000000000,14955,2.000000000000000,1249
874,6/11/2021 15:00:00,Unknown,23,16804,62.000000000000000,15017,4.000000000000000,1253
875,6/12/2021 15:00:00,Unknown,18,16822,22.000000000000000,15039,1.000000000000000,1254
876,6/13/2021 15:00:00,Unknown,3,16825,7.000000000000000,15046,2.000000000000000,1256
877,6/14/2021 15:00:00,Unknown,20,16845,11.000000000000000,15057,9.000000000000000,1265
878,6/15/2021 15:00:00,Unknown,39,16884,21.000000000000000,15078,8.000000000000000,1273
879,6/16/2021 15:00:00,Unknown,39,16923,30.000000000000000,15108,7.000000000000000,1280
880,6/17/2021 15:00:00,Unknown,31,16954,109.000000000000000,15217,3.000000000000000,1283
881,6/18/2021 15:00:00,Unknown,67,17021,56.000000000000000,15273,15.000000000000000,1298
882,6/19/2021 15:00:00,Unknown,50,17071,17.000000000000000,15290,4.000000000000000,1302
883,6/20/2021 15:00:00,Unknown,40,17111,14.000000000000000,15304,1.000000000000000,1303
884,6/21/2021 15:00:00,Unknown,32,17143,12.000000000000000,15316,1.000000000000000,1304
885,6/22/2021 15:00:00,Unknown,25,17168,22.000000000000000,15338,1.000000000000000,1305
886,6/23/2021 15:00:00,Unknown,51,17219,19.000000000000000,15357,6.000000000000000,1311
887,6/24/2021 15:00:00,Unknown,61,17280,31.000000000000000,15388,4.000000000000000,1315
888,6/25/2021 15:00:00,Unknown,43,17323,28.000000000000000,15416,1.000000000000000,1316
889,6/26/2021 15:00:00,Unknown,20,17343,5.000000000000000,15421,2.000000000000000,1318
890,6/27/2021 15:00:00,Unknown,71,17414,4.000000000000000,15425,1.000000000000000,1319
891,6/28/2021 15:00:00,Unknown,11,17425,7.000000000000000,15432,3.000000000000000,1322
892,6/29/2021 15:00:00,Unknown,31,17456,12.000000000000000,15444,1.000000000000000,1323
893,6/30/2021 15:00:00,Unknown,24,17480,15.000000000000000,15459,1.000000000000000,1324
894,7/1/2021 15:00:00,Unknown,18,17498,15.000000000000000,15474,,1324
895,7/2/2021 15:00:00,Unknown,29,17527,10.000000000000000,15484,2.000000000000000,1326
896,7/3/2021 15:00:00,Unknown,16,17543,4.000000000000000,15488,1.000000000000000,1327
897,7/4/2021 15:00:00,Unknown,14,17557,3.000000000000000,15491,2.000000000000000,1329
898,7/5/2021 15:00:00,Unknown,9,17566,5.000000000000000,15496,1.000000000000000,1330
899,7/6/2021 15:00:00,Unknown,43,17609,21.000000000000000,15517,1.000000000000000,1331
900,7/7/2021 15:00:00,Unknown,31,17640,25.000000000000000,15542,3.000000000000000,1334
901,7/8/2021 15:00:00,Unknown,51,17691,9.000000000000000,15551,3.000000000000000,1337
902,7/9/2021 15:00:00,Unknown,57,17748,33.000000000000000,15584,5.000000000000000,1342
903,7/10/2021 15:00:00,Unknown,60,17808,9.000000000000000,15593,6.000000000000000,1348
904,7/11/2021 15:00:00,Unknown,27,17835,19.000000000000000,15612,,1348
905,7/12/2021 15:00:00,Unknown,19,17854,16.000000000000000,15628,3.000000000000000,1351
906,7/13/2021 15:00:00,Unknown,10,17864,7.000000000000000,15635,3.000000000000000,1354
907,7/14/2021 15:00:00,Unknown,25,17889,12.000000000000000,15647,2.000000000000000,1356
908,3/30/2021 15:00:00,Male,19135,743053,12199.000000000000000,370783,835.000000000000000,35400
909,3/31/2021 15:00:00,Male,19461,762514,15046.000000000000000,385829,2661.000000000000000,38061
910,4/1/2021 15:00:00,Male,19168,781682,18019.000000000000000,403848,2686.000000000000000,40747
911,4/2/2021 15:00:00,Male,16523,798205,14062.000000000000000,417910,2944.000000000000000,43691
912,4/3/2021 15:00:00,Male,10173,808378,8261.000000000000000,426171,2024.000000000000000,45715
913,4/4/2021 15:00:00,Male,3887,812265,4629.000000000000000,430800,495.000000000000000,46210
914,4/5/2021 15:00:00,Male,12953,825218,12953.000000000000000,443753,3246.000000000000000,49456
915,4/6/2021 15:00:00,Male,19018,844236,13746.000000000000000,457499,5074.000000000000000,54530
916,4/7/2021 15:00:00,Male,17236,861472,15265.000000000000000,472764,6294.000000000000000,60824
917,4/8/2021 15:00:00,Male,20243,881715,15953.000000000000000,488717,6985.000000000000000,67809
918,4/9/2021 15:00:00,Male,15834,897549,16161.000000000000000,504878,7167.000000000000000,74976
919,4/10/2021 15:00:00,Male,11194,908743,10283.000000000000000,515161,3756.000000000000000,78732
920,4/11/2021 15:00:00,Male,8467,917210,6086.000000000000000,521247,5269.000000000000000,84001
921,4/12/2021 15:00:00,Male,12026,929236,15117.000000000000000,536364,5513.000000000000000,89514
922,4/13/2021 15:00:00,Male,20633,949869,16826.000000000000000,553190,178.000000000000000,89692
923,4/14/2021 15:00:00,Male,19651,969520,17334.000000000000000,570524,103.000000000000000,89795
924,4/15/2021 15:00:00,Male,20252,989772,17606.000000000000000,588130,74.000000000000000,89869
925,4/16/2021 15:00:00,Male,17638,1007410,17023.000000000000000,605153,5.000000000000000,89874
926,4/17/2021 15:00:00,Male,15323,1022733,9740.000000000000000,614893,3.000000000000000,89877
927,4/18/2021 15:00:00,Male,9792,1032525,7756.000000000000000,622649,2.000000000000000,89879
928,4/19/2021 15:00:00,Male,14137,1046662,16219.000000000000000,638868,22.000000000000000,89901
929,4/20/2021 15:00:00,Male,15022,1061684,19693.000000000000000,658561,23.000000000000000,89924
930,4/21/2021 15:00:00,Male,19568,1081252,21587.000000000000000,680148,15.000000000000000,89939
931,4/22/2021 15:00:00,Male,17745,1098997,19489.000000000000000,699637,12.000000000000000,89951
932,4/23/2021 15:00:00,Male,16243,1115240,18130.000000000000000,717767,8.000000000000000,89959
933,4/24/2021 15:00:00,Male,13469,1128709,13070.000000000000000,730837,60.000000000000000,90019
934,4/25/2021 15:00:00,Male,9845,1138554,3898.000000000000000,734735,12.000000000000000,90031
935,4/26/2021 15:00:00,Male,13213,1151767,14622.000000000000000,749357,98.000000000000000,90129
936,4/27/2021 15:00:00,Male,13305,1165072,15746.000000000000000,765103,682.000000000000000,90811
937,4/28/2021 15:00:00,Male,14454,1179526,19000.000000000000000,784103,845.000000000000000,91656
938,4/29/2021 15:00:00,Male,13574,1193100,18376.000000000000000,802479,889.000000000000000,92545
939,4/30/2021 15:00:00,Male,13837,1206937,14900.000000000000000,817379,1007.000000000000000,93552
940,5/1/2021 15:00:00,Male,9356,1216293,11436.000000000000000,828815,656.000000000000000,94208
941,5/2/2021 15:00:00,Male,4750,1221043,7271.000000000000000,836086,513.000000000000000,94721
942,5/3/2021 15:00:00,Male,6229,1227272,12572.000000000000000,848658,1138.000000000000000,95859
943,5/4/2021 15:00:00,Male,6679,1233951,18720.000000000000000,867378,1072.000000000000000,96931
944,5/5/2021 15:00:00,Male,9497,1243448,18079.000000000000000,885457,1182.000000000000000,98113
945,5/6/2021 15:00:00,Male,8369,1251817,19158.000000000000000,904615,1048.000000000000000,99161
946,5/7/2021 15:00:00,Male,8609,1260426,16861.000000000000000,921476,1169.000000000000000,100330
947,5/8/2021 15:00:00,Male,5370,1265796,14559.000000000000000,936035,831.000000000000000,101161
948,5/9/2021 15:00:00,Male,2591,1268387,6019.000000000000000,942054,457.000000000000000,101618
949,5/10/2021 15:00:00,Male,4327,1272714,14352.000000000000000,956406,849.000000000000000,102467
950,5/11/2021 15:00:00,Male,6083,1278797,14934.000000000000000,971340,886.000000000000000,103353
951,5/12/2021 15:00:00,Male,6465,1285262,18378.000000000000000,989718,1184.000000000000000,104537
952,5/13/2021 15:00:00,Male,10562,1295824,16463.000000000000000,1006181,816.000000000000000,105353
953,5/14/2021 15:00:00,Male,11612,1307436,14246.000000000000000,1020427,1052.000000000000000,106405
954,5/15/2021 15:00:00,Male,10549,1317985,11523.000000000000000,1031950,915.000000000000000,107320
955,5/16/2021 15:00:00,Male,4554,1322539,8758.000000000000000,1040708,710.000000000000000,108030
956,5/17/2021 15:00:00,Male,8091,1330630,12924.000000000000000,1053632,1197.000000000000000,109227
957,5/18/2021 15:00:00,Male,10336,1340966,15280.000000000000000,1068912,1203.000000000000000,110430
958,5/19/2021 15:00:00,Male,13645,1354611,16322.000000000000000,1085234,1009.000000000000000,111439
959,5/20/2021 15:00:00,Male,9772,1364383,16186.000000000000000,1101420,1256.000000000000000,112695
960,5/21/2021 15:00:00,Male,9284,1373667,14846.000000000000000,1116266,995.000000000000000,113690
