OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedTotalDoses,CombinedTotalDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
974,1/30/2021 15:00:00,age40to49,1803,71993,406,19299,,0,,91292,,19299
975,1/30/2021 15:00:00,age50to59,1911,78668,472,21146,,0,,99814,,21146
976,1/30/2021 15:00:00,age60to69,2802,71670,334,15771,,0,,87441,,15771
977,1/30/2021 15:00:00,age70to79,5464,81366,172,5627,,0,,86993,,5627
978,1/30/2021 15:00:00,age80plus,3759,64473,131,5749,,0,,70222,,5749
979,1/31/2021 15:00:00,age10to19,36,2540,11,446,,0,,2986,,446
980,1/31/2021 15:00:00,age20to29,282,46990,82,12478,,0,,59468,,12478
981,1/31/2021 15:00:00,age30to39,508,71859,152,20436,,0,,92295,,20436
982,1/31/2021 15:00:00,age40to49,565,72558,190,19489,,0,,92047,,19489
983,1/31/2021 15:00:00,age50to59,626,79294,242,21388,,0,,100682,,21388
984,1/31/2021 15:00:00,age60to69,704,72374,203,15974,,0,,88348,,15974
985,1/31/2021 15:00:00,age70to79,741,82107,150,5777,,0,,87884,,5777
986,1/31/2021 15:00:00,age80plus,633,65106,242,5991,,0,,71097,,5991
987,2/1/2021 15:00:00,age10to19,93,2633,19,465,,0,,3098,,465
988,2/1/2021 15:00:00,age20to29,354,47344,501,12979,,0,,60323,,12979
989,2/1/2021 15:00:00,age30to39,546,72405,749,21185,,0,,93590,,21185
990,2/1/2021 15:00:00,age40to49,640,73198,855,20344,,0,,93542,,20344
991,2/1/2021 15:00:00,age50to59,814,80108,1024,22412,,0,,102520,,22412
992,2/1/2021 15:00:00,age60to69,1306,73680,767,16741,,0,,90421,,16741
993,2/1/2021 15:00:00,age70to79,1702,83809,435,6212,,0,,90021,,6212
994,2/1/2021 15:00:00,age80plus,1898,67004,444,6435,,0,,73439,,6435
995,2/2/2021 15:00:00,age10to19,99,2732,85,550,,0,,3282,,550
996,2/2/2021 15:00:00,age20to29,683,48027,1611,14590,,0,,62617,,14590
997,2/2/2021 15:00:00,age30to39,1013,73418,2424,23609,,0,,97027,,23609
998,2/2/2021 15:00:00,age40to49,1144,74342,2417,22761,,0,,97103,,22761
999,2/2/2021 15:00:00,age50to59,1363,81471,2722,25134,,0,,106605,,25134
1000,2/2/2021 15:00:00,age60to69,2552,76232,2110,18851,,0,,95083,,18851
1001,2/2/2021 15:00:00,age70to79,3656,87465,1141,7353,,0,,94818,,7353
1002,2/2/2021 15:00:00,age80plus,2212,69216,1126,7561,,0,,76777,,7561
1003,2/3/2021 15:00:00,age10to19,108,2840,125,675,,0,,3515,,675
1004,2/3/2021 15:00:00,age20to29,1078,49105,2230,16820,,0,,65925,,16820
1005,2/3/2021 15:00:00,age30to39,1689,75107,3604,27213,,0,,102320,,27213
1006,2/3/2021 15:00:00,age40to49,1806,76148,3558,26319,,0,,102467,,26319
1007,2/3/2021 15:00:00,age50to59,2100,83571,3858,28992,,0,,112563,,28992
1008,2/3/2021 15:00:00,age60to69,3481,79713,2931,21782,,0,,101495,,21782
1009,2/3/2021 15:00:00,age70to79,5132,92597,1181,8534,,0,,101131,,8534
1010,2/3/2021 15:00:00,age80plus,3209,72425,502,8063,,0,,80488,,8063
1011,2/4/2021 15:00:00,age10to19,63,2903,86,761,,0,,3664,,761
1012,2/4/2021 15:00:00,age20to29,1125,50230,1834,18654,,0,,68884,,18654
1013,2/4/2021 15:00:00,age30to39,1921,77028,2962,30175,,0,,107203,,30175
1014,2/4/2021 15:00:00,age40to49,2011,78159,3018,29337,,0,,107496,,29337
1015,2/4/2021 15:00:00,age50to59,2602,86173,3302,32294,,0,,118467,,32294
1016,2/4/2021 15:00:00,age60to69,4617,84330,2610,24392,,0,,108722,,24392
1017,2/4/2021 15:00:00,age70to79,6233,98830,1198,9732,,0,,108562,,9732
1018,2/4/2021 15:00:00,age80plus,3810,76235,611,8674,,0,,84909,,8674
1019,2/5/2021 15:00:00,age10to19,75,2978,132,893,,0,,3871,,893
1020,2/5/2021 15:00:00,age20to29,1224,51454,2236,20890,,0,,72344,,20890
1021,2/5/2021 15:00:00,age30to39,1918,78946,3125,33300,,0,,112246,,33300
1022,2/5/2021 15:00:00,age40to49,1966,80125,2984,32321,,0,,112446,,32321
1023,2/5/2021 15:00:00,age50to59,2381,88554,3541,35835,,0,,124389,,35835
1024,2/5/2021 15:00:00,age60to69,4142,88472,2596,26988,,0,,115460,,26988
1025,2/5/2021 15:00:00,age70to79,5151,103981,1417,11149,,0,,115130,,11149
1026,2/5/2021 15:00:00,age80plus,3602,79837,1278,9952,,0,,89789,,9952
1027,2/6/2021 15:00:00,age10to19,50,3028,35,928,,0,,3956,,928
1028,2/6/2021 15:00:00,age20to29,759,52213,755,21645,,0,,73858,,21645
1029,2/6/2021 15:00:00,age30to39,1285,80231,1071,34371,,0,,114602,,34371
1030,2/6/2021 15:00:00,age40to49,1310,81435,1165,33486,,0,,114921,,33486
1031,2/6/2021 15:00:00,age50to59,1351,89905,1219,37054,,0,,126959,,37054
1032,2/6/2021 15:00:00,age60to69,2317,90789,894,27882,,0,,118671,,27882
1033,2/6/2021 15:00:00,age70to79,3115,107096,591,11740,,0,,118836,,11740
1034,2/6/2021 15:00:00,age80plus,1877,81714,611,10563,,0,,92277,,10563
1035,2/6/2021 15:00:00,Unknown,,8000,8000,8000,,0,,16000,,8000
1036,2/7/2021 15:00:00,age10to19,28,3056,12,940,,0,,3996,,940
1037,2/7/2021 15:00:00,age20to29,347,52560,221,21866,,0,,74426,,21866
1038,2/7/2021 15:00:00,age30to39,492,80723,234,34605,,0,,115328,,34605
1039,2/7/2021 15:00:00,age40to49,584,82019,217,33703,,0,,115722,,33703
1040,2/7/2021 15:00:00,age50to59,690,90595,276,37330,,0,,127925,,37330
1041,2/7/2021 15:00:00,age60to69,996,91785,279,28161,,0,,119946,,28161
1042,2/7/2021 15:00:00,age70to79,1473,108569,247,11987,,0,,120556,,11987
1043,2/7/2021 15:00:00,age80plus,1323,83037,252,10815,,0,,93852,,10815
1044,2/8/2021 15:00:00,age10to19,42,3098,85,1025,,0,,4123,,1025
1045,2/8/2021 15:00:00,age20to29,750,53310,1543,23409,,0,,76719,,23409
1046,2/8/2021 15:00:00,age30to39,1183,81906,2131,36736,,0,,118642,,36736
1047,2/8/2021 15:00:00,age40to49,1208,83227,2187,35890,,0,,119117,,35890
1048,2/8/2021 15:00:00,age50to59,1409,92004,2354,39684,,0,,131688,,39684
1049,2/8/2021 15:00:00,age60to69,2545,94330,2057,30218,,0,,124548,,30218
1050,2/8/2021 15:00:00,age70to79,3570,112139,1533,13520,,0,,125659,,13520
1051,2/8/2021 15:00:00,age80plus,2512,85549,1130,11945,,0,,97494,,11945
1052,2/9/2021 15:00:00,age10to19,71,3169,76,1101,,0,,4270,,1101
1053,2/9/2021 15:00:00,age20to29,960,54270,1442,24851,,0,,79121,,24851
1054,2/9/2021 15:00:00,age30to39,1445,83351,2104,38840,,0,,122191,,38840
1055,2/9/2021 15:00:00,age40to49,1527,84754,2137,38027,,0,,122781,,38027
1056,2/9/2021 15:00:00,age50to59,1700,93704,2368,42052,,0,,135756,,42052
1057,2/9/2021 15:00:00,age60to69,3483,97813,2030,32248,,0,,130061,,32248
1058,2/9/2021 15:00:00,age70to79,4511,116650,1922,15442,,0,,132092,,15442
1059,2/9/2021 15:00:00,age80plus,2925,88474,1847,13792,,0,,102266,,13792
1060,2/10/2021 15:00:00,age10to19,90,3259,118,1219,,0,,4478,,1219
1061,2/10/2021 15:00:00,age20to29,940,55210,2193,27044,,0,,82254,,27044
1062,2/10/2021 15:00:00,age30to39,1517,84868,3356,42196,,0,,127064,,42196
1063,2/10/2021 15:00:00,age40to49,1650,86404,3435,41462,,0,,127866,,41462
1064,2/10/2021 15:00:00,age50to59,1961,95665,3705,45757,,0,,141422,,45757
1065,2/10/2021 15:00:00,age60to69,3899,101712,2849,35097,,0,,136809,,35097
1066,2/10/2021 15:00:00,age70to79,5691,122341,3097,18539,,0,,140880,,18539
1067,2/10/2021 15:00:00,age80plus,3455,91929,2538,16330,,0,,108259,,16330
1068,2/11/2021 15:00:00,age10to19,117,3376,125,1344,,0,,4720,,1344
1069,2/11/2021 15:00:00,age20to29,1270,56480,1953,28997,,0,,85477,,28997
1070,2/11/2021 15:00:00,age30to39,2076,86944,2764,44960,,0,,131904,,44960
1071,2/11/2021 15:00:00,age40to49,2257,88661,2805,44267,,0,,132928,,44267
1072,2/11/2021 15:00:00,age50to59,2568,98233,2858,48615,,0,,146848,,48615
1073,2/11/2021 15:00:00,age60to69,5173,106885,2232,37329,,0,,144214,,37329
1074,2/11/2021 15:00:00,age70to79,6190,128531,2798,21337,,0,,149868,,21337
1075,2/11/2021 15:00:00,age80plus,3160,95089,1894,18224,,0,,113313,,18224
1076,2/12/2021 15:00:00,age10to19,81,3457,117,1461,,0,,4918,,1461
1077,2/12/2021 15:00:00,age20to29,1318,57798,2258,31255,,0,,89053,,31255
1078,2/12/2021 15:00:00,age30to39,2145,89089,3069,48029,,0,,137118,,48029
1079,2/12/2021 15:00:00,age40to49,2275,90936,3107,47374,,0,,138310,,47374
1080,2/12/2021 15:00:00,age50to59,2608,100841,3389,52004,,0,,152845,,52004
1081,2/12/2021 15:00:00,age60to69,4728,111613,2653,39982,,0,,151595,,39982
1082,2/12/2021 15:00:00,age70to79,4834,133365,3127,24464,,0,,157829,,24464
1083,2/12/2021 15:00:00,age80plus,2322,97411,2055,20279,,0,,117690,,20279
1084,2/13/2021 15:00:00,age10to19,48,3505,33,1494,,0,,4999,,1494
1085,2/13/2021 15:00:00,age20to29,572,58370,692,31947,,0,,90317,,31947
1086,2/13/2021 15:00:00,age30to39,1087,90176,803,48832,,0,,139008,,48832
1087,2/13/2021 15:00:00,age40to49,1100,92036,728,48102,,0,,140138,,48102
1088,2/13/2021 15:00:00,age50to59,1233,102074,722,52726,,0,,154800,,52726
1089,2/13/2021 15:00:00,age60to69,2486,114099,638,40620,,0,,154719,,40620
1090,2/13/2021 15:00:00,age70to79,3038,136403,1542,26006,,0,,162409,,26006
1091,2/13/2021 15:00:00,age80plus,1770,99181,1148,21427,,0,,120608,,21427
1092,2/14/2021 15:00:00,age10to19,44,3549,15,1509,,0,,5058,,1509
1093,2/14/2021 15:00:00,age20to29,420,58790,175,32122,,0,,90912,,32122
1094,2/14/2021 15:00:00,age30to39,793,90969,264,49096,,0,,140065,,49096
1095,2/14/2021 15:00:00,age40to49,864,92900,223,48325,,0,,141225,,48325
1096,2/14/2021 15:00:00,age50to59,921,102995,294,53020,,0,,156015,,53020
1097,2/14/2021 15:00:00,age60to69,1853,115952,250,40870,,0,,156822,,40870
1098,2/14/2021 15:00:00,age70to79,1575,137978,395,26401,,0,,164379,,26401
1099,2/14/2021 15:00:00,age80plus,585,99766,428,21855,,0,,121621,,21855
1100,2/15/2021 15:00:00,age10to19,55,3604,102,1611,,0,,5215,,1611
1101,2/15/2021 15:00:00,age20to29,651,59441,1108,33230,,0,,92671,,33230
1102,2/15/2021 15:00:00,age30to39,1073,92042,1510,50606,,0,,142648,,50606
1103,2/15/2021 15:00:00,age40to49,1038,93938,1553,49878,,0,,143816,,49878
1104,2/15/2021 15:00:00,age50to59,1152,104147,1527,54547,,0,,158694,,54547
1105,2/15/2021 15:00:00,age60to69,3069,119021,1510,42380,,0,,161401,,42380
1106,2/15/2021 15:00:00,age70to79,3182,141160,3065,29466,,0,,170626,,29466
1107,2/15/2021 15:00:00,age80plus,1439,101205,2764,24619,,0,,125824,,24619
1108,2/16/2021 15:00:00,age10to19,82,3686,83,1694,,0,,5380,,1694
1109,2/16/2021 15:00:00,age20to29,918,60359,1524,34754,,0,,95113,,34754
1110,2/16/2021 15:00:00,age30to39,1613,93655,2148,52754,,0,,146409,,52754
1111,2/16/2021 15:00:00,age40to49,1693,95631,2307,52185,,0,,147816,,52185
1112,2/16/2021 15:00:00,age50to59,2146,106293,2567,57114,,0,,163407,,57114
1113,2/16/2021 15:00:00,age60to69,3520,122541,3034,45414,,0,,167955,,45414
1114,2/16/2021 15:00:00,age70to79,4417,145577,5449,34915,,0,,180492,,34915
1115,2/16/2021 15:00:00,age80plus,2138,103343,4485,29104,,0,,132447,,29104
1116,2/17/2021 15:00:00,age10to19,66,3752,105,1799,,0,,5551,,1799
1117,2/17/2021 15:00:00,age20to29,1399,61758,1876,36630,,0,,98388,,36630
1118,2/17/2021 15:00:00,age30to39,2235,95890,2904,55658,,0,,151548,,55658
1119,2/17/2021 15:00:00,age40to49,2556,98187,3026,55211,,0,,153398,,55211
1120,2/17/2021 15:00:00,age50to59,2892,109185,3419,60533,,0,,169718,,60533
1121,2/17/2021 15:00:00,age60to69,3737,126278,3705,49119,,0,,175397,,49119
1122,2/17/2021 15:00:00,age70to79,4831,150408,6609,41524,,0,,191932,,41524
1123,2/17/2021 15:00:00,age80plus,2856,106199,5415,34519,,0,,140718,,34519
1124,2/18/2021 15:00:00,age10to19,24,3776,15,1814,,0,,5590,,1814
1125,2/18/2021 15:00:00,age20to29,211,61969,329,36959,,0,,98928,,36959
1126,2/18/2021 15:00:00,age30to39,369,96259,544,56202,,0,,152461,,56202
1127,2/18/2021 15:00:00,age40to49,384,98571,597,55808,,0,,154379,,55808
1128,2/18/2021 15:00:00,age50to59,443,109628,701,61234,,0,,170862,,61234
1129,2/18/2021 15:00:00,age60to69,745,127023,663,49782,,0,,176805,,49782
1130,2/18/2021 15:00:00,age70to79,705,151113,868,42392,,0,,193505,,42392
1131,2/18/2021 15:00:00,age80plus,257,106456,976,35495,,0,,141951,,35495
1132,2/19/2021 15:00:00,age10to19,52,3828,99,1913,,0,,5741,,1913
1133,2/19/2021 15:00:00,age20to29,589,62558,1487,38446,,0,,101004,,38446
1134,2/19/2021 15:00:00,age30to39,1036,97295,2324,58526,,0,,155821,,58526
1135,2/19/2021 15:00:00,age40to49,1064,99635,2515,58323,,0,,157958,,58323
1136,2/19/2021 15:00:00,age50to59,1237,110865,2856,64090,,0,,174955,,64090
1137,2/19/2021 15:00:00,age60to69,2109,129132,3109,52891,,0,,182023,,52891
1138,2/19/2021 15:00:00,age70to79,2724,153837,4383,46775,,0,,200612,,46775
1139,2/19/2021 15:00:00,age80plus,1418,107874,3567,39062,,0,,146936,,39062
1140,2/20/2021 15:00:00,age10to19,68,3896,124,2037,,0,,5933,,2037
1141,2/20/2021 15:00:00,age20to29,592,63150,1341,39787,,0,,102937,,39787
1142,2/20/2021 15:00:00,age30to39,1010,98305,2253,60779,,0,,159084,,60779
1143,2/20/2021 15:00:00,age40to49,1153,100788,2413,60736,,0,,161524,,60736
1144,2/20/2021 15:00:00,age50to59,1308,112173,2518,66608,,0,,178781,,66608
1145,2/20/2021 15:00:00,age60to69,1818,130950,2994,55885,,0,,186835,,55885
1146,2/20/2021 15:00:00,age70to79,2653,156490,5100,51875,,0,,208365,,51875
1147,2/20/2021 15:00:00,age80plus,1675,109549,4039,43101,,0,,152650,,43101
1148,2/21/2021 15:00:00,age10to19,49,3945,36,2073,,0,,6018,,2073
1149,2/21/2021 15:00:00,age20to29,295,63445,321,40108,,0,,103553,,40108
1150,2/21/2021 15:00:00,age30to39,483,98788,578,61357,,0,,160145,,61357
1151,2/21/2021 15:00:00,age40to49,564,101352,698,61434,,0,,162786,,61434
1152,2/21/2021 15:00:00,age50to59,660,112833,759,67367,,0,,180200,,67367
1153,2/21/2021 15:00:00,age60to69,1167,132117,837,56722,,0,,188839,,56722
1154,2/21/2021 15:00:00,age70to79,1878,158368,2207,54082,,0,,212450,,54082
1155,2/21/2021 15:00:00,age80plus,1041,110590,2446,45547,,0,,156137,,45547
1156,2/22/2021 15:00:00,age10to19,36,3981,93,2166,,0,,6147,,2166
1157,2/22/2021 15:00:00,age20to29,517,63962,1056,41164,,0,,105126,,41164
1158,2/22/2021 15:00:00,age30to39,747,99535,1643,63000,,0,,162535,,63000
1159,2/22/2021 15:00:00,age40to49,748,102100,1782,63216,,0,,165316,,63216
1160,2/22/2021 15:00:00,age50to59,951,113784,1986,69353,,0,,183137,,69353
1161,2/22/2021 15:00:00,age60to69,1894,134011,2373,59095,,0,,193106,,59095
1162,2/22/2021 15:00:00,age70to79,2376,160744,3936,58018,,0,,218762,,58018
1163,2/22/2021 15:00:00,age80plus,785,111375,2933,48480,,0,,159855,,48480
1164,2/23/2021 15:00:00,age10to19,95,4076,125,2291,,0,,6367,,2291
1165,2/23/2021 15:00:00,age20to29,1020,64982,942,42106,,0,,107088,,42106
1166,2/23/2021 15:00:00,age30to39,1467,101002,1362,64362,,0,,165364,,64362
1167,2/23/2021 15:00:00,age40to49,1566,103666,1389,64605,,0,,168271,,64605
1168,2/23/2021 15:00:00,age50to59,1844,115628,1539,70892,,0,,186520,,70892
1169,2/23/2021 15:00:00,age60to69,3168,137179,2744,61839,,0,,199018,,61839
1170,2/23/2021 15:00:00,age70to79,4261,165005,5072,63090,,0,,228095,,63090
1171,2/23/2021 15:00:00,age80plus,2118,113493,3235,51715,,0,,165208,,51715
1172,2/24/2021 15:00:00,age10to19,117,4193,89,2380,,0,,6573,,2380
1173,2/24/2021 15:00:00,age20to29,1051,66033,1396,43502,,0,,109535,,43502
1174,2/24/2021 15:00:00,age30to39,1840,102842,2180,66542,,0,,169384,,66542
1175,2/24/2021 15:00:00,age40to49,1894,105560,2360,66965,,0,,172525,,66965
1176,2/24/2021 15:00:00,age50to59,2406,118034,2509,73401,,0,,191435,,73401
1177,2/24/2021 15:00:00,age60to69,4199,141378,4142,65981,,0,,207359,,65981
1178,2/24/2021 15:00:00,age70to79,4482,169487,7651,70741,,0,,240228,,70741
1179,2/24/2021 15:00:00,age80plus,1934,115427,4771,56486,,0,,171913,,56486
1180,2/25/2021 15:00:00,age10to19,124,4317,104,2484,,0,,6801,,2484
1181,2/25/2021 15:00:00,age20to29,1087,67120,1380,44882,,0,,112002,,44882
1182,2/25/2021 15:00:00,age30to39,1878,104720,2395,68937,,0,,173657,,68937
1183,2/25/2021 15:00:00,age40to49,1876,107436,2545,69510,,0,,176946,,69510
1184,2/25/2021 15:00:00,age50to59,2327,120361,2836,76237,,0,,196598,,76237
1185,2/25/2021 15:00:00,age60to69,4926,146304,4953,70934,,0,,217238,,70934
1186,2/25/2021 15:00:00,age70to79,5511,174998,7797,78538,,0,,253536,,78538
1187,2/25/2021 15:00:00,age80plus,2623,118050,4799,61285,,0,,179335,,61285
1188,2/26/2021 15:00:00,age10to19,135,4452,93,2577,,0,,7029,,2577
1189,2/26/2021 15:00:00,age20to29,1639,68759,1631,46513,,0,,115272,,46513
1190,2/26/2021 15:00:00,age30to39,2406,107126,2615,71552,,0,,178678,,71552
1191,2/26/2021 15:00:00,age40to49,2453,109889,2864,72374,,0,,182263,,72374
1192,2/26/2021 15:00:00,age50to59,2885,123246,3194,79431,,0,,202677,,79431
1193,2/26/2021 15:00:00,age60to69,6901,153205,4415,75349,,0,,228554,,75349
1194,2/26/2021 15:00:00,age70to79,7254,182252,6684,85222,,0,,267474,,85222
1195,2/26/2021 15:00:00,age80plus,3096,121146,4867,66152,,0,,187298,,66152
1196,2/27/2021 15:00:00,age10to19,147,4599,55,2632,,0,,7231,,2632
1197,2/27/2021 15:00:00,age20to29,1119,69878,817,47330,,0,,117208,,47330
1198,2/27/2021 15:00:00,age30to39,1667,108793,1135,72687,,0,,181480,,72687
1199,2/27/2021 15:00:00,age40to49,1721,111610,1123,73497,,0,,185107,,73497
1200,2/27/2021 15:00:00,age50to59,2076,125322,1260,80691,,0,,206013,,80691
1201,2/27/2021 15:00:00,age60to69,3977,157182,1934,77283,,0,,234465,,77283
1202,2/27/2021 15:00:00,age70to79,3970,186222,3117,88339,,0,,274561,,88339
1203,2/27/2021 15:00:00,age80plus,1383,122529,2202,68354,,0,,190883,,68354
1204,2/28/2021 15:00:00,age10to19,108,4707,17,2649,,0,,7356,,2649
1205,2/28/2021 15:00:00,age20to29,950,70828,280,47610,,0,,118438,,47610
1206,2/28/2021 15:00:00,age30to39,1531,110324,428,73115,,0,,183439,,73115
1207,2/28/2021 15:00:00,age40to49,1710,113320,465,73962,,0,,187282,,73962
1208,2/28/2021 15:00:00,age50to59,2120,127442,534,81225,,0,,208667,,81225
1209,2/28/2021 15:00:00,age60to69,4208,161390,824,78107,,0,,239497,,78107
1210,2/28/2021 15:00:00,age70to79,3774,189996,1241,89580,,0,,279576,,89580
1211,2/28/2021 15:00:00,age80plus,1066,123595,973,69327,,0,,192922,,69327
1212,3/1/2021 15:00:00,age10to19,197,4904,54,2703,,0,,7607,,2703
1213,3/1/2021 15:00:00,age20to29,1553,72381,580,48190,,0,,120571,,48190
1214,3/1/2021 15:00:00,age30to39,2561,112885,946,74061,,0,,186946,,74061
1215,3/1/2021 15:00:00,age40to49,2822,116142,959,74921,,0,,191063,,74921
1216,3/1/2021 15:00:00,age50to59,3510,130952,1132,82357,,0,,213309,,82357
1217,3/1/2021 15:00:00,age60to69,6830,168220,1985,80092,,0,,248312,,80092
1218,3/1/2021 15:00:00,age70to79,5846,195842,3593,93173,,0,,289015,,93173
1219,3/1/2021 15:00:00,age80plus,2075,125670,3024,72351,,0,,198021,,72351
1220,3/2/2021 15:00:00,age10to19,144,5048,46,2749,,0,,7797,,2749
1221,3/2/2021 15:00:00,age20to29,1434,73815,561,48751,,0,,122566,,48751
1222,3/2/2021 15:00:00,age30to39,2220,115105,1034,75095,2,2,3256,190202,1036,75097
1223,3/2/2021 15:00:00,age40to49,2471,118613,1171,76092,2,2,3644,194707,1173,76094
1224,3/2/2021 15:00:00,age50to59,3104,134056,1310,83667,6,6,4420,217729,1316,83673
1225,3/2/2021 15:00:00,age60to69,6057,174277,2794,82886,14,14,8865,257177,2808,82900
1226,3/2/2021 15:00:00,age70to79,5973,201815,3699,96872,4,4,9676,298691,3703,96876
1227,3/2/2021 15:00:00,age80plus,2483,128153,2609,74960,1,1,5093,203114,2610,74961
1228,3/3/2021 15:00:00,age10to19,189,5237,67,2816,2,2,258,8055,69,2818
1229,3/3/2021 15:00:00,age20to29,1969,75784,1056,49807,9,9,3034,125600,1065,49816
1230,3/3/2021 15:00:00,age30to39,3154,118259,1648,76743,20,22,4822,195024,1668,76765
1231,3/3/2021 15:00:00,age40to49,3408,122021,1901,77993,21,23,5330,200037,1922,78016
1232,3/3/2021 15:00:00,age50to59,4107,138163,2094,85761,46,52,6247,223976,2140,85813
1233,3/3/2021 15:00:00,age60to69,7733,182010,3532,86418,33,47,11298,268475,3565,86465
1234,3/3/2021 15:00:00,age70to79,7002,208817,4767,101639,23,27,11792,310483,4790,101666
1235,3/3/2021 15:00:00,age80plus,2506,130659,3188,78148,10,11,5704,208818,3198,78159
1236,3/4/2021 15:00:00,age10to19,197,5434,71,2887,21,23,289,8344,92,2910
1237,3/4/2021 15:00:00,age20to29,2016,77800,876,50683,286,295,3178,128778,1162,50978
1238,3/4/2021 15:00:00,age30to39,3175,121434,1495,78238,461,483,5131,200155,1956,78721
1239,3/4/2021 15:00:00,age40to49,3162,125183,1602,79595,549,572,5313,205350,2151,80167
1240,3/4/2021 15:00:00,age50to59,4015,142178,1943,87704,661,713,6619,230595,2604,88417
1241,3/4/2021 15:00:00,age60to69,8341,190351,3677,90095,1060,1107,13078,281553,4737,91202
1242,3/4/2021 15:00:00,age70to79,7719,216536,5228,106867,724,751,13671,324154,5952,107618
1243,3/4/2021 15:00:00,age80plus,2367,133026,3136,81284,299,310,5802,214620,3435,81594
1244,3/5/2021 15:00:00,age10to19,189,5623,87,2974,29,52,305,8649,116,3026
1245,3/5/2021 15:00:00,age20to29,1812,79612,1161,51844,294,589,3267,132045,1455,52433
1246,3/5/2021 15:00:00,age30to39,2574,124008,1847,80085,438,921,4859,205014,2285,81006
1247,3/5/2021 15:00:00,age40to49,2842,128025,1935,81530,425,997,5202,210552,2360,82527
1248,3/5/2021 15:00:00,age50to59,3852,146030,2338,90042,612,1325,6802,237397,2950,91367
1249,3/5/2021 15:00:00,age60to69,8065,198416,4098,94193,1476,2583,13639,295192,5574,96776
1250,3/5/2021 15:00:00,age70to79,7446,223982,4898,111765,1332,2083,13676,337830,6230,113848
1251,3/5/2021 15:00:00,age80plus,2681,135707,2896,84180,296,606,5873,220493,3192,84786
1252,3/6/2021 15:00:00,age10to19,211,5834,54,3028,40,92,305,8954,94,3120
1253,3/6/2021 15:00:00,age20to29,1375,80987,573,52417,547,1136,2495,134540,1120,53553
1254,3/6/2021 15:00:00,age30to39,1843,125851,953,81038,780,1701,3576,208590,1733,82739
1255,3/6/2021 15:00:00,age40to49,2021,130046,969,82499,805,1802,3795,214347,1774,84301
1256,3/6/2021 15:00:00,age50to59,2670,148700,1089,91131,1044,2369,4803,242200,2133,93500
1257,3/6/2021 15:00:00,age60to69,4620,203036,2038,96231,1619,4202,8277,303469,3657,100433
1258,3/6/2021 15:00:00,age70to79,4005,227987,2097,113862,982,3065,7084,344914,3079,116927
1259,3/6/2021 15:00:00,age80plus,968,136675,1083,85263,168,774,2219,222712,1251,86037
1260,3/7/2021 15:00:00,age10to19,125,5959,40,3068,54,146,219,9173,94,3214
1261,3/7/2021 15:00:00,age20to29,843,81830,322,52739,645,1781,1810,136350,967,54520
1262,3/7/2021 15:00:00,age30to39,1299,127150,547,81585,888,2589,2734,211324,1435,84174
1263,3/7/2021 15:00:00,age40to49,1356,131402,527,83026,1045,2847,2928,217275,1572,85873
1264,3/7/2021 15:00:00,age50to59,1680,150380,549,91680,1162,3531,3391,245591,1711,95211
1265,3/7/2021 15:00:00,age60to69,3334,206370,1140,97371,1728,5930,6202,309671,2868,103301
1266,3/7/2021 15:00:00,age70to79,2764,230751,1160,115022,927,3992,4851,349765,2087,119014
1267,3/7/2021 15:00:00,age80plus,641,137316,472,85735,159,933,1272,223984,631,86668
1268,3/8/2021 15:00:00,age10to19,240,6199,39,3107,47,193,326,9499,86,3300
1269,3/8/2021 15:00:00,age20to29,1564,83394,571,53310,646,2427,2781,139131,1217,55737
1270,3/8/2021 15:00:00,age30to39,2420,129570,966,82551,957,3546,4343,215667,1923,86097
1271,3/8/2021 15:00:00,age40to49,2734,134136,862,83888,1028,3875,4624,221899,1890,87763
1272,3/8/2021 15:00:00,age50to59,3529,153909,1015,92695,1317,4848,5861,251452,2332,97543
1273,3/8/2021 15:00:00,age60to69,7808,214178,1862,99233,2485,8415,12155,321826,4347,107648
1274,3/8/2021 15:00:00,age70to79,6153,236904,2232,117254,1403,5395,9788,359553,3635,122649
1275,3/8/2021 15:00:00,age80plus,1657,138973,1121,86856,397,1330,3175,227159,1518,88186
1276,3/9/2021 15:00:00,age10to19,234,6433,98,3205,70,263,402,9901,168,3468
1277,3/9/2021 15:00:00,age20to29,1939,85333,868,54178,640,3067,3447,142578,1508,57245
1278,3/9/2021 15:00:00,age30to39,2623,132193,1347,83898,983,4529,4953,220620,2330,88427
1279,3/9/2021 15:00:00,age40to49,2686,136822,1466,85354,1028,4903,5180,227079,2494,90257
1280,3/9/2021 15:00:00,age50to59,3774,157683,1778,94473,1243,6091,6795,258247,3021,100564
1281,3/9/2021 15:00:00,age60to69,7589,221767,3428,102661,2299,10714,13316,335142,5727,113375
1282,3/9/2021 15:00:00,age70to79,5692,242596,4224,121478,1640,7035,11556,371109,5864,128513
1283,3/9/2021 15:00:00,age80plus,1781,140754,2081,88937,436,1766,4298,231457,2517,90703
1284,3/10/2021 15:00:00,age10to19,269,6702,70,3275,82,345,421,10322,152,3620
1285,3/10/2021 15:00:00,age20to29,2127,87460,977,55155,809,3876,3913,146491,1786,59031
