OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedTotalDoses,CombinedTotalDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
2297,7/1/2021 15:00:00,Unknown,313,119297,340,106053,8,3185,661,228535,348,109238
2298,7/2/2021 15:00:00,age10to19,1359,311125,1920,262068,30,6778,3309,579971,1950,268846
2299,7/2/2021 15:00:00,age20to29,831,411442,1010,361558,92,33586,1933,806586,1102,395144
2300,7/2/2021 15:00:00,age30to39,874,495928,974,446085,97,41632,1945,983645,1071,487717
2301,7/2/2021 15:00:00,age40to49,715,494672,980,451663,99,43820,1794,990155,1079,495483
2302,7/2/2021 15:00:00,age50to59,646,570760,851,526957,107,57253,1604,1154970,958,584210
2303,7/2/2021 15:00:00,age60to69,397,553547,503,519800,60,48838,960,1122185,563,568638
2304,7/2/2021 15:00:00,age70to79,153,361982,186,342126,19,21124,358,725232,205,363250
2305,7/2/2021 15:00:00,age80plus,53,180979,72,169360,5,7650,130,357989,77,177010
2306,7/2/2021 15:00:00,Federal Entities,209,111506,249,98302,6,3191,464,212999,255,101493
2307,7/2/2021 15:00:00,Unknown,209,119506,249,106302,6,3191,464,228999,255,109493
2308,7/3/2021 15:00:00,age10to19,807,311932,1283,263351,21,6799,2111,582082,1304,270150
2309,7/3/2021 15:00:00,age20to29,549,411991,601,362159,63,33649,1213,807799,664,395808
2310,7/3/2021 15:00:00,age30to39,536,496464,606,446691,44,41676,1186,984831,650,488367
2311,7/3/2021 15:00:00,age40to49,543,495215,547,452210,46,43866,1136,991291,593,496076
2312,7/3/2021 15:00:00,age50to59,407,571167,459,527416,41,57294,907,1155877,500,584710
2313,7/3/2021 15:00:00,age60to69,196,553743,301,520101,27,48865,524,1122709,328,568966
2314,7/3/2021 15:00:00,age70to79,77,362059,102,342228,10,21134,189,725421,112,363362
2315,7/3/2021 15:00:00,age80plus,36,181015,28,169388,4,7654,68,358057,32,177042
2316,7/3/2021 15:00:00,Federal Entities,97,111603,123,98425,4,3195,224,213223,127,101620
2317,7/3/2021 15:00:00,Unknown,97,119603,123,106425,4,3195,224,229223,127,109620
2318,7/4/2021 15:00:00,age10to19,113,312045,135,263486,2,6801,250,582332,137,270287
2319,7/4/2021 15:00:00,age20to29,65,412056,63,362222,13,33662,141,807940,76,395884
2320,7/4/2021 15:00:00,age30to39,68,496532,80,446771,16,41692,164,984995,96,488463
2321,7/4/2021 15:00:00,age40to49,74,495289,54,452264,8,43874,136,991427,62,496138
2322,7/4/2021 15:00:00,age50to59,56,571223,59,527475,10,57304,125,1156002,69,584779
2323,7/4/2021 15:00:00,age60to69,32,553775,32,520133,7,48872,71,1122780,39,569005
2324,7/4/2021 15:00:00,age70to79,13,362072,11,342239,2,21136,26,725447,13,363375
2325,7/4/2021 15:00:00,age80plus,1,181016,5,169393,1,7655,7,358064,6,177048
2326,7/4/2021 15:00:00,Federal Entities,75,111678,98,98523,6,3201,179,213402,104,101724
2327,7/4/2021 15:00:00,Unknown,75,119678,98,106523,6,3201,179,229402,104,109724
2328,7/5/2021 15:00:00,age10to19,1114,313159,1118,264604,25,6826,2257,584589,1143,271430
2329,7/5/2021 15:00:00,age20to29,728,412784,687,362909,67,33729,1482,809422,754,396638
2330,7/5/2021 15:00:00,age30to39,653,497185,649,447420,48,41740,1350,986345,697,489160
2331,7/5/2021 15:00:00,age40to49,487,495776,587,452851,46,43920,1120,992547,633,496771
2332,7/5/2021 15:00:00,age50to59,405,571628,421,527896,52,57356,878,1156880,473,585252
2333,7/5/2021 15:00:00,age60to69,230,554005,302,520435,28,48900,560,1123340,330,569335
2334,7/5/2021 15:00:00,age70to79,67,362139,125,342364,11,21147,203,725650,136,363511
2335,7/5/2021 15:00:00,age80plus,35,181051,42,169435,2,7657,79,358143,44,177092
2336,7/5/2021 15:00:00,Federal Entities,7,111685,8,98531,,3201,,213417,,101732
2337,7/5/2021 15:00:00,Unknown,7,119685,8,106531,,3201,,229417,,109732
2338,7/6/2021 15:00:00,age10to19,1210,314369,1831,266435,24,6850,3065,587654,1855,273285
2339,7/6/2021 15:00:00,age20to29,823,413607,952,363861,99,33828,1874,811296,1051,397689
2340,7/6/2021 15:00:00,age30to39,725,497910,964,448384,68,41808,1757,988102,1032,490192
2341,7/6/2021 15:00:00,age40to49,604,496380,827,453678,74,43994,1505,994052,901,497672
2342,7/6/2021 15:00:00,age50to59,519,572147,802,528698,85,57441,1406,1158286,887,586139
2343,7/6/2021 15:00:00,age60to69,334,554339,465,520900,53,48953,852,1124192,518,569853
2344,7/6/2021 15:00:00,age70to79,152,362291,232,342596,23,21170,407,726057,255,363766
2345,7/6/2021 15:00:00,age80plus,68,181119,88,169523,17,7674,173,358316,105,177197
2346,7/6/2021 15:00:00,Federal Entities,18,111703,22,98553,4,3205,44,213461,26,101758
2347,7/6/2021 15:00:00,Unknown,18,119703,22,106553,4,3205,44,229461,26,109758
2348,7/7/2021 15:00:00,age10to19,1253,315622,2063,268498,33,6883,3349,591003,2096,275381
2349,7/7/2021 15:00:00,age20to29,798,414405,955,364816,84,33912,1837,813133,1039,398728
2350,7/7/2021 15:00:00,age30to39,787,498697,966,449350,115,41923,1868,989970,1081,491273
2351,7/7/2021 15:00:00,age40to49,569,496949,820,454498,87,44081,1476,995528,907,498579
2352,7/7/2021 15:00:00,age50to59,531,572678,768,529466,85,57526,1384,1159670,853,586992
2353,7/7/2021 15:00:00,age60to69,311,554650,429,521329,35,48988,775,1124967,464,570317
2354,7/7/2021 15:00:00,age70to79,119,362410,209,342805,21,21191,349,726406,230,363996
2355,7/7/2021 15:00:00,age80plus,52,181171,89,169612,16,7690,157,358473,105,177302
2356,7/8/2021 15:00:00,age10to19,1291,316913,1744,270242,35,6918,3070,594073,1779,277160
2357,7/8/2021 15:00:00,age20to29,865,415270,905,365721,115,34027,1885,815018,1020,399748
2358,7/8/2021 15:00:00,age30to39,787,499484,927,450277,99,42022,1813,991783,1026,492299
2359,7/8/2021 15:00:00,age40to49,680,497629,844,455342,97,44178,1621,997149,941,499520
2360,7/8/2021 15:00:00,age50to59,553,573231,784,530250,109,57635,1446,1161116,893,587885
2361,7/8/2021 15:00:00,age60to69,351,555001,469,521798,68,49056,888,1125855,537,570854
2362,7/8/2021 15:00:00,age70to79,122,362532,190,342995,17,21208,329,726735,207,364203
2363,7/8/2021 15:00:00,age80plus,65,181236,71,169683,13,7703,149,358622,84,177386
2364,7/8/2021 15:00:00,Federal Entities,105,111808,155,98708,5,3210,265,213726,160,101918
2365,7/8/2021 15:00:00,Unknown,105,119808,155,106708,5,3210,265,229726,160,109918
2366,7/9/2021 15:00:00,age10to19,1368,318281,1748,271990,36,6954,3152,597225,1784,278944
2367,7/9/2021 15:00:00,age20to29,963,416233,970,366691,130,34157,2063,817081,1100,400848
2368,7/9/2021 15:00:00,age30to39,857,500341,1064,451341,111,42133,2032,993815,1175,493474
2369,7/9/2021 15:00:00,age40to49,708,498337,923,456265,85,44263,1716,998865,1008,500528
2370,7/9/2021 15:00:00,age50to59,681,573912,889,531139,92,57727,1662,1162778,981,588866
2371,7/9/2021 15:00:00,age60to69,376,555377,497,522295,56,49112,929,1126784,553,571407
2372,7/9/2021 15:00:00,age70to79,154,362686,190,343185,34,21242,378,727113,224,364427
2373,7/9/2021 15:00:00,age80plus,66,181302,73,169756,13,7716,152,358774,86,177472
2374,7/9/2021 15:00:00,Federal Entities,136,111944,203,98911,9,3219,348,214074,212,102130
2375,7/9/2021 15:00:00,Unknown,136,119944,203,106911,9,3219,348,230074,212,110130
2376,7/10/2021 15:00:00,age10to19,978,319259,1244,273234,13,6967,2235,599460,1257,280201
2377,7/10/2021 15:00:00,age20to29,649,416882,744,367435,65,34222,1458,818539,809,401657
2378,7/10/2021 15:00:00,age30to39,566,500907,693,452034,69,42202,1328,995143,762,494236
2379,7/10/2021 15:00:00,age40to49,474,498811,632,456897,49,44312,1155,1000020,681,501209
2380,7/10/2021 15:00:00,age50to59,419,574331,518,531657,60,57787,997,1163775,578,589444
2381,7/10/2021 15:00:00,age60to69,209,555586,267,522562,30,49142,506,1127290,297,571704
2382,7/10/2021 15:00:00,age70to79,71,362757,93,343278,8,21250,172,727285,101,364528
2383,7/10/2021 15:00:00,age80plus,20,181322,30,169786,3,7719,53,358827,33,177505
2384,7/10/2021 15:00:00,Federal Entities,130,112074,140,99051,4,3223,274,214348,144,102274
2385,7/10/2021 15:00:00,Unknown,130,120074,140,107051,4,3223,274,230348,144,110274
2386,7/11/2021 15:00:00,age10to19,784,320043,683,273917,6,6973,1473,600933,689,280890
2387,7/11/2021 15:00:00,age20to29,452,417334,453,367888,52,34274,957,819496,505,402162
2388,7/11/2021 15:00:00,age30to39,467,501374,449,452483,56,42258,972,996115,505,494741
2389,7/11/2021 15:00:00,age40to49,358,499169,349,457246,48,44360,755,1000775,397,501606
2390,7/11/2021 15:00:00,age50to59,280,574611,266,531923,35,57822,581,1164356,301,589745
2391,7/11/2021 15:00:00,age60to69,117,555703,141,522703,14,49156,272,1127562,155,571859
2392,7/11/2021 15:00:00,age70to79,42,362799,52,343330,4,21254,98,727383,56,364584
2393,7/11/2021 15:00:00,age80plus,9,181331,16,169802,1,7720,26,358853,17,177522
2394,7/11/2021 15:00:00,Federal Entities,145,112219,137,99188,4,3227,286,214634,141,102415
2395,7/11/2021 15:00:00,Unknown,145,120219,137,107188,4,3227,286,230634,141,110415
2396,7/12/2021 15:00:00,age10to19,1274,321317,1574,275491,30,7003,2878,603811,1604,282494
2397,7/12/2021 15:00:00,age20to29,766,418100,836,368724,84,34358,1686,821182,920,403082
2398,7/12/2021 15:00:00,age30to39,701,502075,789,453272,58,42316,1548,997663,847,495588
2399,7/12/2021 15:00:00,age40to49,607,499776,723,457969,74,44434,1404,1002179,797,502403
2400,7/12/2021 15:00:00,age50to59,539,575150,585,532508,65,57887,1189,1165545,650,590395
2401,7/12/2021 15:00:00,age60to69,315,556018,367,523070,35,49191,717,1128279,402,572261
2402,7/12/2021 15:00:00,age70to79,135,362934,148,343478,19,21273,302,727685,167,364751
2403,7/12/2021 15:00:00,age80plus,54,181385,59,169861,8,7728,121,358974,67,177589
2404,7/13/2021 15:00:00,age10to19,1467,322784,1340,276831,41,7044,2848,606659,1381,283875
2405,7/13/2021 15:00:00,age20to29,861,418961,747,369471,74,34432,1682,822864,821,403903
2406,7/13/2021 15:00:00,age30to39,729,502804,729,454001,79,42395,1537,999200,808,496396
2407,7/13/2021 15:00:00,age40to49,578,500354,606,458575,60,44494,1244,1003423,666,503069
2408,7/13/2021 15:00:00,age50to59,543,575693,583,533091,54,57941,1180,1166725,637,591032
2409,7/13/2021 15:00:00,age60to69,338,556356,329,523399,32,49223,699,1128978,361,572622
2410,7/13/2021 15:00:00,age70to79,143,363077,136,343614,11,21284,290,727975,147,364898
2411,7/13/2021 15:00:00,age80plus,61,181446,62,169923,6,7734,129,359103,68,177657
2412,7/13/2021 15:00:00,Federal Entities,3,112222,1,99189,,3227,,214638,,102416
2413,7/13/2021 15:00:00,Unknown,3,120222,1,107189,,3227,,230638,,110416
2414,7/14/2021 15:00:00,age10to19,1408,324192,1718,278549,18,7062,3144,609803,1736,285611
2415,7/14/2021 15:00:00,age20to29,792,419753,768,370239,88,34520,1648,824512,856,404759
2416,7/14/2021 15:00:00,age30to39,701,503505,759,454760,87,42482,1547,1000747,846,497242
2417,7/14/2021 15:00:00,age40to49,612,500966,659,459234,72,44566,1343,1004766,731,503800
2418,7/14/2021 15:00:00,age50to59,478,576171,624,533715,74,58015,1176,1167901,698,591730
2419,7/14/2021 15:00:00,age60to69,332,556688,376,523775,40,49263,748,1129726,416,573038
2420,7/14/2021 15:00:00,age70to79,132,363209,156,343770,17,21301,305,728280,173,365071
2421,7/14/2021 15:00:00,age80plus,59,181505,57,169980,14,7748,130,359233,71,177728
2422,7/14/2021 15:00:00,Federal Entities,57,112279,57,99246,3,3230,117,214755,60,102476
2423,7/14/2021 15:00:00,Unknown,57,120279,57,107246,3,3230,117,230755,60,110476
2424,7/15/2021 15:00:00,age10to19,1506,325698,1455,280004,21,7083,2982,612785,1476,287087
2425,7/15/2021 15:00:00,age20to29,828,420581,705,370944,70,34590,1603,826115,775,405534
2426,7/15/2021 15:00:00,age30to39,782,504287,780,455540,83,42565,1645,1002392,863,498105
2427,7/15/2021 15:00:00,age40to49,560,501526,662,459896,64,44630,1286,1006052,726,504526
2428,7/15/2021 15:00:00,age50to59,549,576720,601,534316,71,58086,1221,1169122,672,592402
2429,7/15/2021 15:00:00,age60to69,351,557039,387,524162,26,49289,764,1130490,413,573451
2430,7/15/2021 15:00:00,age70to79,162,363371,178,343948,11,21312,351,728631,189,365260
2431,7/15/2021 15:00:00,age80plus,58,181563,68,170048,5,7753,131,359364,73,177801
2432,7/15/2021 15:00:00,Federal Entities,56,112335,90,99336,4,3234,150,214905,94,102570
2433,7/15/2021 15:00:00,Unknown,56,120335,90,107336,4,3234,150,230905,94,110570
2434,7/16/2021 15:00:00,age10to19,1474,327172,1336,281340,22,7105,2832,615617,1358,288445
2435,7/16/2021 15:00:00,age20to29,867,421448,825,371769,91,34681,1783,827898,916,406450
2436,7/16/2021 15:00:00,age30to39,891,505178,913,456453,73,42638,1877,1004269,986,499091
2437,7/16/2021 15:00:00,age40to49,739,502265,762,460658,67,44697,1568,1007620,829,505355
2438,7/16/2021 15:00:00,age50to59,653,577373,735,535051,66,58152,1454,1170576,801,593203
2439,7/16/2021 15:00:00,age60to69,369,557408,404,524566,35,49324,808,1131298,439,573890
2440,7/16/2021 15:00:00,age70to79,156,363527,191,344139,14,21326,361,728992,205,365465
2441,7/16/2021 15:00:00,age80plus,76,181639,65,170113,4,7757,145,359509,69,177870
2442,7/16/2021 15:00:00,Federal Entities,1012,113347,526,99862,24,3258,1562,216467,550,103120
2443,7/16/2021 15:00:00,Unknown,1012,121347,526,107862,24,3258,1562,232467,550,111120
2444,7/17/2021 15:00:00,age10to19,937,328109,921,282261,24,7129,1882,617499,945,289390
2445,7/17/2021 15:00:00,age20to29,594,422042,571,372340,70,34751,1235,829133,641,407091
2446,7/17/2021 15:00:00,age30to39,538,505716,627,457080,74,42712,1239,1005508,701,499792
2447,7/17/2021 15:00:00,age40to49,502,502767,513,461171,55,44752,1070,1008690,568,505923
2448,7/17/2021 15:00:00,age50to59,419,577792,408,535459,46,58198,873,1171449,454,593657
2449,7/17/2021 15:00:00,age60to69,220,557628,250,524816,17,49341,487,1131785,267,574157
2450,7/17/2021 15:00:00,age70to79,76,363603,92,344231,6,21332,174,729166,98,365563
2451,7/17/2021 15:00:00,age80plus,25,181664,32,170145,1,7758,58,359567,33,177903
2452,7/17/2021 15:00:00,Federal Entities,86,113433,116,99978,4,3262,206,216673,120,103240
2453,7/17/2021 15:00:00,Unknown,86,121433,116,107978,4,3262,206,232673,120,111240
2454,7/18/2021 15:00:00,age10to19,568,328677,668,282929,5,7134,1241,618740,673,290063
2455,7/18/2021 15:00:00,age20to29,400,422442,381,372721,18,34769,799,829932,399,407490
2456,7/18/2021 15:00:00,age30to39,422,506138,376,457456,23,42735,821,1006329,399,500191
2457,7/18/2021 15:00:00,age40to49,310,503077,291,461462,22,44774,623,1009313,313,506236
2458,7/18/2021 15:00:00,age50to59,261,578053,267,535726,14,58212,542,1171991,281,593938
2459,7/18/2021 15:00:00,age60to69,130,557758,101,524917,8,49349,239,1132024,109,574266
2460,7/18/2021 15:00:00,age70to79,44,363647,35,344266,5,21337,84,729250,40,365603
2461,7/18/2021 15:00:00,age80plus,13,181677,23,170168,2,7760,38,359605,25,177928
2462,7/18/2021 15:00:00,Federal Entities,152,113585,219,100197,10,3272,381,217054,229,103469
2463,7/18/2021 15:00:00,Unknown,152,121585,219,108197,10,3272,381,233054,229,111469
2464,7/19/2021 15:00:00,age10to19,1460,330137,1298,284227,31,7165,2789,621529,1329,291392
2465,7/19/2021 15:00:00,age20to29,873,423315,759,373480,72,34841,1704,831636,831,408321
2466,7/19/2021 15:00:00,age30to39,861,506999,681,458137,79,42814,1621,1007950,760,500951
2467,7/19/2021 15:00:00,age40to49,700,503777,612,462074,68,44842,1380,1010693,680,506916
2468,7/19/2021 15:00:00,age50to59,646,578699,545,536271,55,58267,1246,1173237,600,594538
2469,7/19/2021 15:00:00,age60to69,402,558160,341,525258,42,49391,785,1132809,383,574649
2470,7/19/2021 15:00:00,age70to79,179,363826,138,344404,14,21351,331,729581,152,365755
2471,7/19/2021 15:00:00,age80plus,69,181746,63,170231,4,7764,136,359741,67,177995
2472,7/19/2021 15:00:00,Federal Entities,11,113596,10,100207,5,3277,26,217080,15,103484
2473,7/19/2021 15:00:00,Unknown,11,121596,10,108207,5,3277,26,233080,15,111484
2474,7/20/2021 15:00:00,age10to19,1522,331659,1371,285598,26,7191,2919,624448,1397,292789
2475,7/20/2021 15:00:00,age20to29,902,424217,780,374260,71,34912,1753,833389,851,409172
2476,7/20/2021 15:00:00,age30to39,854,507853,758,458895,67,42881,1679,1009629,825,501776
2477,7/20/2021 15:00:00,age40to49,720,504497,637,462711,53,44895,1410,1012103,690,507606
2478,7/20/2021 15:00:00,age50to59,647,579346,539,536810,56,58323,1242,1174479,595,595133
2479,7/20/2021 15:00:00,age60to69,416,558576,363,525621,39,49430,818,1133627,402,575051
2480,7/20/2021 15:00:00,age70to79,176,364002,148,344552,29,21380,353,729934,177,365932
2481,7/20/2021 15:00:00,age80plus,67,181813,57,170288,14,7778,138,359879,71,178066
2482,7/21/2021 15:00:00,age10to19,1658,333317,1462,287060,24,7215,3144,627592,1486,294275
2483,7/21/2021 15:00:00,age20to29,955,425172,784,375044,76,34988,1815,835204,860,410032
2484,7/21/2021 15:00:00,age30to39,880,508733,735,459630,100,42981,1715,1011344,835,502611
2485,7/21/2021 15:00:00,age40to49,749,505246,707,463418,65,44960,1521,1013624,772,508378
2486,7/21/2021 15:00:00,age50to59,647,579993,586,537396,67,58390,1300,1175779,653,595786
2487,7/21/2021 15:00:00,age60to69,436,559012,376,525997,47,49477,859,1134486,423,575474
2488,7/21/2021 15:00:00,age70to79,156,364158,160,344712,12,21392,328,730262,172,366104
2489,7/21/2021 15:00:00,age80plus,77,181890,68,170356,14,7792,159,360038,82,178148
2490,7/21/2021 15:00:00,Federal Entities,4,113600,3,100210,,3277,,217087,,103487
2491,7/21/2021 15:00:00,Unknown,4,121600,3,108210,,3277,,233087,,111487
2492,7/22/2021 15:00:00,age10to19,1724,335041,1236,288296,24,7239,2984,630576,1260,295535
2493,7/22/2021 15:00:00,age20to29,922,426094,711,375755,64,35052,1697,836901,775,410807
2494,7/22/2021 15:00:00,age30to39,904,509637,727,460357,61,43042,1692,1013036,788,503399
2495,7/22/2021 15:00:00,age40to49,802,506048,670,464088,73,45033,1545,1015169,743,509121
2496,7/22/2021 15:00:00,age50to59,763,580756,564,537960,79,58469,1406,1177185,643,596429
2497,7/22/2021 15:00:00,age60to69,477,559489,413,526410,52,49529,942,1135428,465,575939
2498,7/22/2021 15:00:00,age70to79,222,364380,151,344863,20,21412,393,730655,171,366275
2499,7/22/2021 15:00:00,age80plus,93,181983,75,170431,14,7806,182,360220,89,178237
2500,7/22/2021 15:00:00,Federal Entities,27,113627,35,100245,,3277,,217149,,103522
2501,7/22/2021 15:00:00,Unknown,27,121627,35,108245,,3277,,233149,,111522
2502,7/23/2021 15:00:00,age10to19,1777,336818,1226,289522,31,7270,3034,633610,1257,296792
2503,7/23/2021 15:00:00,age20to29,1138,427232,763,376518,97,35149,1998,838899,860,411667
2504,7/23/2021 15:00:00,age30to39,1114,510751,794,461151,94,43136,2002,1015038,888,504287
2505,7/23/2021 15:00:00,age40to49,977,507025,698,464786,89,45122,1764,1016933,787,509908
2506,7/23/2021 15:00:00,age50to59,946,581702,696,538656,88,58557,1730,1178915,784,597213
2507,7/23/2021 15:00:00,age60to69,549,560038,406,526816,52,49581,1007,1136435,458,576397
2508,7/23/2021 15:00:00,age70to79,197,364577,166,345029,23,21435,386,731041,189,366464
2509,7/23/2021 15:00:00,age80plus,93,182076,67,170498,8,7814,168,360388,75,178312
2510,7/23/2021 15:00:00,Federal Entities,12,113639,13,100258,,3277,,217174,,103535
2511,7/23/2021 15:00:00,Unknown,12,121639,13,108258,,3277,,233174,,111535
2512,7/24/2021 15:00:00,age10to19,1098,337916,827,290349,15,7285,1940,635550,842,297634
2513,7/24/2021 15:00:00,age20to29,767,427999,510,377028,50,35199,1327,840226,560,412227
2514,7/24/2021 15:00:00,age30to39,754,511505,516,461667,60,43196,1330,1016368,576,504863
2515,7/24/2021 15:00:00,age40to49,638,507663,540,465326,56,45178,1234,1018167,596,510504
2516,7/24/2021 15:00:00,age50to59,518,582220,440,539096,49,58606,1007,1179922,489,597702
2517,7/24/2021 15:00:00,age60to69,310,560348,212,527028,23,49604,545,1136980,235,576632
2518,7/24/2021 15:00:00,age70to79,120,364697,94,345123,4,21439,218,731259,98,366562
2519,7/24/2021 15:00:00,age80plus,44,182120,36,170534,,7814,,360468,,178348
2520,7/25/2021 15:00:00,age10to19,918,338834,272,290621,8,7293,1198,636748,280,297914
2521,7/25/2021 15:00:00,age20to29,561,428560,230,377258,43,35242,834,841060,273,412500
2522,7/25/2021 15:00:00,age30to39,589,512094,214,461881,30,43226,833,1017201,244,505107
2523,7/25/2021 15:00:00,age40to49,530,508193,170,465496,24,45202,724,1018891,194,510698
2524,7/25/2021 15:00:00,age50to59,366,582586,141,539237,19,58625,526,1180448,160,597862
2525,7/25/2021 15:00:00,age60to69,219,560567,76,527104,10,49614,305,1137285,86,576718
2526,7/25/2021 15:00:00,age70to79,53,364750,17,345140,3,21442,73,731332,20,366582
2527,7/25/2021 15:00:00,age80plus,23,182143,6,170540,1,7815,30,360498,7,178355
2528,7/25/2021 15:00:00,Federal Entities,19,113658,7,100265,,3277,,217200,,103542
2529,7/25/2021 15:00:00,Unknown,19,121658,7,108265,,3277,,233200,,111542
2530,7/26/2021 15:00:00,age10to19,1725,340559,1156,291777,35,7328,2916,639664,1191,299105
2531,7/26/2021 15:00:00,age20to29,1096,429656,713,377971,95,35337,1904,842964,808,413308
2532,7/26/2021 15:00:00,age30to39,1057,513151,647,462528,72,43298,1776,1018977,719,505826
2533,7/26/2021 15:00:00,age40to49,842,509035,508,466004,64,45266,1414,1020305,572,511270
2534,7/26/2021 15:00:00,age50to59,725,583311,440,539677,71,58696,1236,1181684,511,598373
2535,7/26/2021 15:00:00,age60to69,477,561044,273,527377,39,49653,789,1138074,312,577030
2536,7/26/2021 15:00:00,age70to79,175,364925,99,345239,28,21470,302,731634,127,366709
2537,7/26/2021 15:00:00,age80plus,75,182218,40,170580,5,7820,120,360618,45,178400
2538,7/27/2021 15:00:00,age10to19,1670,342229,1145,292922,34,7362,2849,642513,1179,300284
2539,7/27/2021 15:00:00,age20to29,1141,430797,662,378633,88,35425,1891,844855,750,414058
2540,7/27/2021 15:00:00,age30to39,1066,514217,667,463195,88,43386,1821,1020798,755,506581
2541,7/27/2021 15:00:00,age40to49,923,509958,545,466549,86,45352,1554,1021859,631,511901
2542,7/27/2021 15:00:00,age50to59,776,584087,493,540170,79,58775,1348,1183032,572,598945
2543,7/27/2021 15:00:00,age60to69,494,561538,325,527702,36,49689,855,1138929,361,577391
2544,7/27/2021 15:00:00,age70to79,169,365094,129,345368,17,21487,315,731949,146,366855
2545,7/27/2021 15:00:00,age80plus,85,182303,62,170642,7,7827,154,360772,69,178469
2546,7/28/2021 15:00:00,age10to19,1885,344114,1077,293999,21,7383,2983,645496,1098,301382
2547,7/28/2021 15:00:00,age20to29,1202,431999,722,379355,98,35523,2022,846877,820,414878
2548,7/28/2021 15:00:00,age30to39,1153,515370,633,463828,100,43486,1886,1022684,733,507314
2549,7/28/2021 15:00:00,age40to49,899,510857,519,467068,72,45424,1490,1023349,591,512492
2550,7/28/2021 15:00:00,age50to59,816,584903,525,540695,79,58854,1420,1184452,604,599549
2551,7/28/2021 15:00:00,age60to69,495,562033,317,528019,57,49746,869,1139798,374,577765
2552,7/28/2021 15:00:00,age70to79,206,365300,127,345495,15,21502,348,732297,142,366997
2553,7/28/2021 15:00:00,age80plus,78,182381,46,170688,9,7836,133,360905,55,178524
2554,7/28/2021 15:00:00,Federal Entities,,113658,1,100266,,3277,,217201,,103543
2555,7/28/2021 15:00:00,Unknown,,121658,1,108266,,3277,,233201,,111543
2556,7/29/2021 15:00:00,age10to19,1831,345945,1158,295157,29,7412,3018,648514,1187,302569
2557,7/29/2021 15:00:00,age20to29,1192,433191,715,380070,83,35606,1990,848867,798,415676
2558,7/29/2021 15:00:00,age30to39,1221,516591,661,464489,78,43564,1960,1024644,739,508053
2559,7/29/2021 15:00:00,age40to49,905,511762,553,467621,63,45487,1521,1024870,616,513108
2560,7/29/2021 15:00:00,age50to59,828,585731,490,541185,80,58934,1398,1185850,570,600119
2561,7/29/2021 15:00:00,age60to69,466,562499,335,528354,40,49786,841,1140639,375,578140
2562,7/29/2021 15:00:00,age70to79,208,365508,134,345629,27,21529,369,732666,161,367158
2563,7/29/2021 15:00:00,age80plus,80,182461,59,170747,5,7841,144,361049,64,178588
2564,7/29/2021 15:00:00,Federal Entities,33,113691,11,100277,,3277,,217245,,103554
2565,7/29/2021 15:00:00,Unknown,33,121691,11,108277,,3277,,233245,,111554
2566,7/30/2021 15:00:00,age10to19,2019,347964,1153,296310,27,7439,3199,651713,1180,303749
2567,7/30/2021 15:00:00,age20to29,1229,434420,780,380850,103,35709,2112,850979,883,416559
2568,7/30/2021 15:00:00,age30to39,1383,517974,793,465282,101,43665,2277,1026921,894,508947
2569,7/30/2021 15:00:00,age40to49,1047,512809,637,468258,96,45583,1780,1026650,733,513841
2570,7/30/2021 15:00:00,age50to59,998,586729,583,541768,100,59034,1681,1187531,683,600802
2571,7/30/2021 15:00:00,age60to69,496,562995,352,528706,57,49843,905,1141544,409,578549
2572,7/30/2021 15:00:00,age70to79,183,365691,116,345745,20,21549,319,732985,136,367294
2573,7/30/2021 15:00:00,age80plus,76,182537,46,170793,9,7850,131,361180,55,178643
2574,7/30/2021 15:00:00,Federal Entities,3,113694,2,100279,,3277,,217250,,103556
2575,7/30/2021 15:00:00,Unknown,3,121694,2,108279,,3277,,233250,,111556
2576,7/31/2021 15:00:00,age10to19,1161,349125,860,297170,20,7459,2041,653754,880,304629
2577,7/31/2021 15:00:00,age20to29,835,435255,537,381387,66,35775,1438,852417,603,417162
2578,7/31/2021 15:00:00,age30to39,848,518822,486,465768,56,43721,1390,1028311,542,509489
2579,7/31/2021 15:00:00,age40to49,693,513502,455,468713,54,45637,1202,1027852,509,514350
2580,7/31/2021 15:00:00,age50to59,602,587331,364,542132,43,59077,1009,1188540,407,601209
2581,7/31/2021 15:00:00,age60to69,328,563323,187,528893,19,49862,534,1142078,206,578755
2582,7/31/2021 15:00:00,age70to79,107,365798,63,345808,3,21552,173,733158,66,367360
2583,7/31/2021 15:00:00,age80plus,29,182566,23,170816,2,7852,54,361234,25,178668
2584,7/31/2021 15:00:00,Federal Entities,61,113755,24,100303,3,3280,88,217338,27,103583
2585,7/31/2021 15:00:00,Unknown,61,121755,24,108303,3,3280,88,233338,27,111583
2586,8/1/2021 15:00:00,age10to19,965,350090,669,297839,8,7467,1642,655396,677,305306
2587,8/1/2021 15:00:00,age20to29,731,435986,360,381747,37,35812,1128,853545,397,417559
2588,8/1/2021 15:00:00,age30to39,773,519595,351,466119,37,43758,1161,1029472,388,509877
2589,8/1/2021 15:00:00,age40to49,548,514050,304,469017,19,45656,871,1028723,323,514673
2590,8/1/2021 15:00:00,age50to59,396,587727,237,542369,24,59101,657,1189197,261,601470
