VACCINATION_DATE,Gender,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
2021-05-04 15:00:00,Male,6990.0,1239418,19003.0,867570,1061.0,97014
2021-05-05 15:00:00,Male,9468.0,1248886,17983.0,885553,1171.0,98185
2021-05-06 15:00:00,Male,8391.0,1257277,18666.0,904219,1034.0,99219
2021-05-07 15:00:00,Male,8574.0,1265851,16648.0,920867,1159.0,100378
2021-05-08 15:00:00,Male,5375.0,1271226,14462.0,935329,826.0,101204
2021-05-09 15:00:00,Male,2594.0,1273820,5972.0,941301,452.0,101656
2021-05-10 15:00:00,Male,4351.0,1278171,14341.0,955642,843.0,102499
2021-05-11 15:00:00,Male,6077.0,1284248,14897.0,970539,889.0,103388
2021-05-12 15:00:00,Male,6486.0,1290734,18269.0,988808,1167.0,104555
2021-05-13 15:00:00,Male,10489.0,1301223,16322.0,1005130,815.0,105370
2021-05-14 15:00:00,Male,11614.0,1312837,13984.0,1019114,1050.0,106420
2021-05-15 15:00:00,Male,10455.0,1323292,11336.0,1030450,941.0,107361
2021-05-16 15:00:00,Male,4515.0,1327807,8652.0,1039102,700.0,108061
2021-05-17 15:00:00,Male,8082.0,1335889,12856.0,1051958,1182.0,109243
2021-05-18 15:00:00,Male,10263.0,1346152,15206.0,1067164,1191.0,110434
2021-05-19 15:00:00,Male,13544.0,1359696,16161.0,1083325,1004.0,111438
2021-05-20 15:00:00,Male,9703.0,1369399,16116.0,1099441,1247.0,112685
2021-05-21 15:00:00,Male,9322.0,1378721,14582.0,1114023,988.0,113673
2021-05-22 15:00:00,Male,7914.0,1386635,9540.0,1123563,825.0,114498
2021-05-23 15:00:00,Male,4509.0,1391144,5727.0,1129290,601.0,115099
2021-05-24 15:00:00,Male,6384.0,1397528,8388.0,1137678,911.0,116010
2021-05-25 15:00:00,Male,6209.0,1403737,9126.0,1146804,773.0,116783
2021-06-01 15:00:00,Unknown,17.0,23003,52.0,20454,7.0,2061
2021-06-02 15:00:00,Unknown,14.0,23017,69.0,20523,7.0,2068
2021-06-03 15:00:00,Unknown,26.0,23043,77.0,20600,12.0,2080
2021-06-04 15:00:00,Unknown,26.0,23069,66.0,20666,10.0,2090
2021-06-05 15:00:00,Unknown,7.0,23076,28.0,20694,1.0,2091
2021-06-06 15:00:00,Unknown,5.0,23081,10.0,20704,,2091
2021-06-07 15:00:00,Unknown,15.0,23096,46.0,20750,2.0,2093
2021-06-08 15:00:00,Unknown,22.0,23118,19.0,20769,4.0,2097
2021-06-09 15:00:00,Unknown,24.0,23142,56.0,20825,3.0,2100
2021-06-10 15:00:00,Unknown,19.0,23161,34.0,20859,5.0,2105
2021-06-11 15:00:00,Unknown,20.0,23181,71.0,20930,4.0,2109
2021-06-12 15:00:00,Unknown,8.0,23189,23.0,20953,2.0,2111
2021-06-13 15:00:00,Unknown,2.0,23191,11.0,20964,2.0,2113
2021-06-14 15:00:00,Unknown,17.0,23208,12.0,20976,10.0,2123
2021-06-15 15:00:00,Unknown,15.0,23223,30.0,21006,9.0,2132
2021-06-16 15:00:00,Unknown,14.0,23237,32.0,21038,7.0,2139
2021-06-17 15:00:00,Unknown,25.0,23262,54.0,21092,5.0,2144
2021-06-18 15:00:00,Unknown,30.0,23292,49.0,21141,18.0,2162
2021-06-19 15:00:00,Unknown,5.0,23297,15.0,21156,4.0,2166
2021-06-20 15:00:00,Unknown,,23297,11.0,21167,1.0,2167
2021-06-21 15:00:00,Unknown,8.0,23305,8.0,21175,1.0,2168
2021-06-22 15:00:00,Unknown,26.0,23331,23.0,21198,1.0,2169
2021-06-23 15:00:00,Unknown,31.0,23362,20.0,21218,6.0,2175
2021-06-24 15:00:00,Unknown,17.0,23379,33.0,21251,4.0,2179
2021-06-25 15:00:00,Unknown,20.0,23399,16.0,21267,1.0,2180
2021-06-26 15:00:00,Unknown,2.0,23401,3.0,21270,2.0,2182
2021-06-27 15:00:00,Unknown,1.0,23402,1.0,21271,,2182
2021-05-26 15:00:00,Male,8879.0,1412616,9583.0,1156387,953.0,117736
2021-05-27 15:00:00,Male,5373.0,1417989,8785.0,1165172,712.0,118448
2021-05-28 15:00:00,Male,5779.0,1423768,9505.0,1174677,856.0,119304
2021-05-29 15:00:00,Male,4809.0,1428577,5716.0,1180393,606.0,119910
2021-05-30 15:00:00,Male,2497.0,1431074,3355.0,1183748,418.0,120328
2021-05-31 15:00:00,Male,773.0,1431847,1641.0,1185389,195.0,120523
2021-06-01 15:00:00,Male,4402.0,1436249,7982.0,1193371,721.0,121244
2021-06-02 15:00:00,Male,4779.0,1441028,8161.0,1201532,597.0,121841
2021-06-03 15:00:00,Male,3865.0,1444893,10144.0,1211676,685.0,122526
2021-06-04 15:00:00,Male,3788.0,1448681,10666.0,1222342,639.0,123165
2021-06-05 15:00:00,Male,3464.0,1452145,9387.0,1231729,462.0,123627
2021-06-06 15:00:00,Male,1707.0,1453852,3498.0,1235227,260.0,123887
2021-06-07 15:00:00,Male,3288.0,1457140,7708.0,1242935,436.0,124323
2021-06-08 15:00:00,Male,3143.0,1460283,9574.0,1252509,493.0,124816
2021-06-09 15:00:00,Male,3908.0,1464191,11438.0,1263947,585.0,125401
2021-06-10 15:00:00,Male,3400.0,1467591,9162.0,1273109,541.0,125942
2021-06-11 15:00:00,Male,3573.0,1471164,8154.0,1281263,683.0,126625
2021-06-12 15:00:00,Male,2575.0,1473739,7225.0,1288488,388.0,127013
2021-06-13 15:00:00,Male,977.0,1474716,3825.0,1292313,286.0,127299
2021-06-14 15:00:00,Male,2708.0,1477424,5630.0,1297943,418.0,127717
2021-06-15 15:00:00,Male,2596.0,1480020,6855.0,1304798,484.0,128201
2021-06-16 15:00:00,Male,3104.0,1483124,8579.0,1313377,399.0,128600
2021-06-17 15:00:00,Male,2889.0,1486013,5442.0,1318819,375.0,128975
2021-06-18 15:00:00,Male,2677.0,1488690,5246.0,1324065,350.0,129325
2021-06-19 15:00:00,Male,1945.0,1490635,4229.0,1328294,343.0,129668
2021-06-20 15:00:00,Male,1080.0,1491715,2258.0,1330552,256.0,129924
2021-06-21 15:00:00,Male,2556.0,1494271,2368.0,1332920,396.0,130320
2021-06-22 15:00:00,Male,2486.0,1496757,4092.0,1337012,436.0,130756
2021-06-23 15:00:00,Male,2698.0,1499455,4542.0,1341554,350.0,131106
2021-06-24 15:00:00,Male,2316.0,1501771,3442.0,1344996,288.0,131394
2021-06-25 15:00:00,Male,2241.0,1504012,3309.0,1348305,322.0,131716
2021-06-26 15:00:00,Male,1596.0,1505608,2812.0,1351117,211.0,131927
2021-06-27 15:00:00,Male,478.0,1506086,604.0,1351721,88.0,132015
