VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
2021-05-26 15:00:00,65 and Older,765.0,786568,1701.0,729001,180.0,46068,2646.0,912758,1881.0,555938
2021-05-27 15:00:00,65 and Older,827.0,787395,1705.0,730706,168.0,46236,2700.0,915458,1873.0,557811
2021-05-28 15:00:00,65 and Older,772.0,788167,1548.0,732254,145.0,46381,2465.0,917923,1693.0,559504
2021-05-29 15:00:00,65 and Older,361.0,788528,693.0,732947,82.0,46463,1136.0,919059,775.0,560279
2021-05-30 15:00:00,65 and Older,211.0,788739,386.0,733333,36.0,46499,633.0,919692,422.0,560701
2021-05-31 15:00:00,65 and Older,124.0,788863,300.0,733633,34.0,46533,458.0,920150,334.0,561035
2021-06-01 15:00:00,65 and Older,703.0,789566,1568.0,735201,164.0,46697,2435.0,922585,1732.0,562767
2021-06-02 15:00:00,65 and Older,650.0,790216,1252.0,736453,124.0,46821,2026.0,924611,1376.0,564143
2021-06-03 15:00:00,65 and Older,632.0,790848,1390.0,737843,156.0,46977,2178.0,926789,1546.0,565689
2021-06-04 15:00:00,65 and Older,600.0,791448,1144.0,738987,181.0,47158,1925.0,928714,1325.0,567014
2021-06-05 15:00:00,65 and Older,367.0,791815,685.0,739672,64.0,47222,1116.0,929830,749.0,567763
2021-06-06 15:00:00,65 and Older,146.0,791961,277.0,739949,47.0,47269,470.0,930300,324.0,568087
2021-06-07 15:00:00,65 and Older,462.0,792423,845.0,740794,109.0,47378,1416.0,931716,954.0,569041
2021-06-08 15:00:00,65 and Older,501.0,792924,1054.0,741848,130.0,47508,1685.0,933401,1184.0,570225
2021-06-09 15:00:00,65 and Older,554.0,793478,957.0,742805,106.0,47614,1617.0,935018,1063.0,571288
2021-06-10 15:00:00,65 and Older,506.0,793984,1115.0,743920,143.0,47757,1764.0,936782,1258.0,572546
2021-06-11 15:00:00,65 and Older,443.0,794427,990.0,744910,153.0,47910,1586.0,938368,1143.0,573689
2021-06-12 15:00:00,65 and Older,259.0,794686,539.0,745449,39.0,47949,837.0,939205,578.0,574267
2021-06-13 15:00:00,65 and Older,107.0,794793,254.0,745703,37.0,47986,398.0,939603,291.0,574558
2021-06-14 15:00:00,65 and Older,371.0,795164,808.0,746511,115.0,48101,1294.0,940897,923.0,575481
2021-06-15 15:00:00,65 and Older,405.0,795569,991.0,747502,125.0,48226,1521.0,942418,1116.0,576597
2021-06-16 15:00:00,65 and Older,425.0,795994,819.0,748321,101.0,48327,1345.0,943763,920.0,577517
2021-06-17 15:00:00,65 and Older,495.0,796489,972.0,749293,89.0,48416,1556.0,945319,1061.0,578578
2021-06-18 15:00:00,65 and Older,443.0,796932,791.0,750084,95.0,48511,1329.0,946648,886.0,579464
2021-06-19 15:00:00,65 and Older,244.0,797176,399.0,750483,39.0,48550,682.0,947330,438.0,579902
2021-06-20 15:00:00,65 and Older,93.0,797269,218.0,750701,24.0,48574,335.0,947665,242.0,580144
2021-06-21 15:00:00,65 and Older,387.0,797656,473.0,751174,87.0,48661,947.0,948612,560.0,580704
2021-06-22 15:00:00,65 and Older,369.0,798025,667.0,751841,69.0,48730,1105.0,949717,736.0,581440
2021-06-23 15:00:00,65 and Older,389.0,798414,682.0,752523,117.0,48847,1188.0,950905,799.0,582239
2021-06-24 15:00:00,65 and Older,436.0,798850,664.0,753187,85.0,48932,1185.0,952090,749.0,582988
2021-04-16 15:00:00,Unknown,782.0,94257,1016.0,64051,8.0,2980,1806.0,145288,1024.0,59031
2021-04-17 15:00:00,Unknown,1136.0,95393,1177.0,65228,6.0,2986,2319.0,147607,1183.0,60214
2021-04-19 15:00:00,Unknown,1369.0,96762,2003.0,67231,9.0,2995,3381.0,150988,2012.0,62226
2021-04-20 15:00:00,Unknown,3243.0,100005,2158.0,69389,19.0,3014,5420.0,156408,2177.0,64403
2021-04-21 15:00:00,Unknown,906.0,100911,1206.0,70595,4.0,3018,2116.0,158524,1210.0,65613
2021-04-22 15:00:00,Unknown,1018.0,101929,458.0,71053,,3018,,158524,,65613
2021-04-23 15:00:00,Unknown,759.0,102688,632.0,71685,1.0,3019,1392.0,159916,633.0,66246
2021-04-25 15:00:00,Unknown,992.0,103680,2492.0,74177,5.0,3024,3489.0,163405,2497.0,68743
2021-04-26 15:00:00,Unknown,1483.0,105163,1672.0,75849,1.0,3025,3156.0,166561,1673.0,70416
2021-04-29 15:00:00,Unknown,223.0,105386,865.0,76714,2.0,3027,1090.0,167651,867.0,71283
2021-05-01 15:00:00,Unknown,1556.0,106942,1974.0,78688,14.0,3041,3544.0,171195,1988.0,73271
2021-05-02 15:00:00,Unknown,1071.0,108013,1875.0,80563,4.0,3045,2950.0,174145,1879.0,75150
2021-05-03 15:00:00,Unknown,403.0,108416,2165.0,82728,4.0,3049,2572.0,176717,2169.0,77319
2021-05-04 15:00:00,Unknown,28.0,108444,25.0,82753,,3049,,176717,,77319
2021-05-05 15:00:00,Unknown,365.0,108809,814.0,83567,,3049,,176717,,77319
2021-05-06 15:00:00,Unknown,275.0,109084,880.0,84447,3.0,3052,1158.0,177875,883.0,78202
2021-05-07 15:00:00,Unknown,274.0,109358,966.0,85413,8.0,3060,1248.0,179123,974.0,79176
2021-05-08 15:00:00,Unknown,297.0,109655,1312.0,86725,6.0,3066,1615.0,180738,1318.0,80494
2021-05-10 15:00:00,Unknown,338.0,109993,1712.0,88437,1.0,3067,2051.0,182789,1713.0,82207
2021-05-11 15:00:00,Unknown,18.0,110011,13.0,88450,,3067,,182789,,82207
2021-05-12 15:00:00,Unknown,243.0,110254,1124.0,89574,,3067,,182789,,82207
2021-05-14 15:00:00,Unknown,290.0,110544,1022.0,90596,2.0,3069,1314.0,184103,1024.0,83231
2021-05-15 15:00:00,Unknown,611.0,111155,1701.0,92297,4.0,3073,2316.0,186419,1705.0,84936
2021-05-17 15:00:00,Unknown,565.0,111720,2505.0,94802,11.0,3084,3081.0,189500,2516.0,87452
2021-05-18 15:00:00,Unknown,164.0,111884,61.0,94863,2.0,3086,227.0,189727,63.0,87515
2021-05-20 15:00:00,Unknown,885.0,112769,1024.0,95887,,3086,,189727,,87515
2021-05-22 15:00:00,Unknown,911.0,113680,1359.0,97246,9.0,3095,2279.0,192006,1368.0,88883
2021-05-24 15:00:00,Unknown,514.0,114194,1032.0,98278,8.0,3103,1554.0,193560,1040.0,89923
2021-05-25 15:00:00,Unknown,5.0,114199,1.0,98279,2.0,3105,8.0,193568,3.0,89926
2021-05-27 15:00:00,Unknown,425.0,114624,674.0,98953,1.0,3106,1100.0,194668,675.0,90601
2021-05-28 15:00:00,Unknown,418.0,115042,342.0,99295,,3106,,194668,,90601
2021-05-29 15:00:00,Unknown,267.0,115309,344.0,99639,10.0,3116,621.0,195289,354.0,90955
2021-05-31 15:00:00,Unknown,214.0,115523,243.0,99882,3.0,3119,460.0,195749,246.0,91201
2021-06-01 15:00:00,Unknown,30.0,115553,48.0,99930,,3119,,195749,,91201
2021-06-16 15:00:00,Unknown,2042.0,117595,3555.0,103485,37.0,3156,5634.0,201383,3592.0,94793
2021-06-17 15:00:00,Unknown,22.0,117617,95.0,103580,,3156,,201383,,94793
2021-06-18 15:00:00,Unknown,269.0,117886,456.0,104036,4.0,3160,729.0,202112,460.0,95253
2021-06-19 15:00:00,Unknown,166.0,118052,338.0,104374,1.0,3161,505.0,202617,339.0,95592
2021-06-20 15:00:00,Unknown,161.0,118213,284.0,104658,1.0,3162,446.0,203063,285.0,95877
2021-06-21 15:00:00,Unknown,56.0,118269,120.0,104778,1.0,3163,177.0,203240,121.0,95998
2021-06-22 15:00:00,Unknown,13.0,118282,8.0,104786,1.0,3164,22.0,203262,9.0,96007
2021-06-23 15:00:00,Unknown,2.0,118284,2.0,104788,,3164,,203262,,96007
2021-06-24 15:00:00,Unknown,304.0,118588,355.0,105143,5.0,3169,664.0,203926,360.0,96367
2021-06-25 15:00:00,Unknown,124.0,118712,209.0,105352,1.0,3170,334.0,204260,210.0,96577
2021-06-27 15:00:00,Unknown,124.0,118836,173.0,105525,2.0,3172,299.0,204559,175.0,96752
2021-06-28 15:00:00,Unknown,146.0,118982,186.0,105711,4.0,3176,336.0,204895,190.0,96942
2021-06-29 15:00:00,Unknown,2.0,118984,2.0,105713,1.0,3177,5.0,204900,3.0,96945
2021-06-25 15:00:00,65 and Older,392.0,799242,623.0,753810,73.0,49005,1088.0,953178,696.0,583684
2021-06-26 15:00:00,65 and Older,218.0,799460,356.0,754166,33.0,49038,607.0,953785,389.0,584073
2021-06-27 15:00:00,65 and Older,119.0,799579,147.0,754313,9.0,49047,275.0,954060,156.0,584229
2021-06-28 15:00:00,65 and Older,279.0,799858,361.0,754674,56.0,49103,696.0,954756,417.0,584646
2021-06-29 15:00:00,65 and Older,362.0,800220,474.0,755148,65.0,49168,901.0,955657,539.0,585185
2021-06-30 15:00:00,65 and Older,374.0,800594,514.0,755662,64.0,49232,952.0,956609,578.0,585763
2021-07-01 15:00:00,65 and Older,359.0,800953,512.0,756174,52.0,49284,923.0,957532,564.0,586327
2021-07-02 15:00:00,65 and Older,345.0,801298,446.0,756620,50.0,49334,841.0,958373,496.0,586823
2021-07-03 15:00:00,65 and Older,188.0,801486,251.0,756871,24.0,49358,463.0,958836,275.0,587098
2021-07-04 15:00:00,65 and Older,27.0,801513,29.0,756900,6.0,49364,62.0,958898,35.0,587133
2021-07-05 15:00:00,65 and Older,201.0,801714,273.0,757173,19.0,49383,493.0,959391,292.0,587425
2021-07-06 15:00:00,65 and Older,352.0,802066,505.0,757678,56.0,49439,913.0,960304,561.0,587986
2021-07-07 15:00:00,65 and Older,292.0,802358,467.0,758145,49.0,49488,808.0,961112,516.0,588502
2021-07-08 15:00:00,65 and Older,321.0,802679,437.0,758582,51.0,49539,809.0,961921,488.0,588990
2021-07-09 15:00:00,65 and Older,361.0,803040,452.0,759034,70.0,49609,883.0,962804,522.0,589512
2021-07-10 15:00:00,65 and Older,171.0,803211,231.0,759265,20.0,49629,422.0,963226,251.0,589763
2021-07-11 15:00:00,65 and Older,89.0,803300,116.0,759381,12.0,49641,217.0,963443,128.0,589891
2021-07-12 15:00:00,65 and Older,312.0,803612,349.0,759730,39.0,49680,700.0,964143,388.0,590279
2021-07-13 15:00:00,65 and Older,347.0,803959,323.0,760053,33.0,49713,703.0,964846,356.0,590635
2021-07-14 15:00:00,65 and Older,315.0,804274,355.0,760408,45.0,49758,715.0,965561,400.0,591035
2021-07-15 15:00:00,65 and Older,367.0,804641,409.0,760817,25.0,49783,801.0,966362,434.0,591469
2021-07-16 15:00:00,65 and Older,381.0,805022,386.0,761203,25.0,49808,792.0,967154,411.0,591880
2021-07-17 15:00:00,65 and Older,173.0,805195,203.0,761406,13.0,49821,389.0,967543,216.0,592096
2021-07-18 15:00:00,65 and Older,95.0,805290,91.0,761497,11.0,49832,197.0,967740,102.0,592198
2021-07-19 15:00:00,65 and Older,402.0,805692,324.0,761821,34.0,49866,760.0,968500,358.0,592556
2021-07-20 15:00:00,65 and Older,398.0,806090,355.0,762176,51.0,49917,804.0,969304,406.0,592962
2021-07-21 15:00:00,65 and Older,402.0,806492,369.0,762545,40.0,49957,811.0,970115,409.0,593371
2021-07-22 15:00:00,65 and Older,496.0,806988,381.0,762926,53.0,50010,930.0,971045,434.0,593805
2021-07-23 15:00:00,65 and Older,485.0,807473,390.0,763316,43.0,50053,918.0,971963,433.0,594238
2021-07-24 15:00:00,65 and Older,275.0,807748,206.0,763522,10.0,50063,491.0,972454,216.0,594454
2021-07-25 15:00:00,65 and Older,150.0,807898,48.0,763570,7.0,50070,205.0,972659,55.0,594509
2021-07-26 15:00:00,65 and Older,425.0,808323,246.0,763816,44.0,50114,715.0,973374,290.0,594799
2021-07-27 15:00:00,65 and Older,456.0,808779,325.0,764141,32.0,50146,813.0,974187,357.0,595156
2021-07-28 15:00:00,65 and Older,478.0,809257,298.0,764439,52.0,50198,828.0,975015,350.0,595506
2021-07-29 15:00:00,65 and Older,460.0,809717,326.0,764765,47.0,50245,833.0,975848,373.0,595879
2021-07-30 15:00:00,65 and Older,433.0,810150,299.0,765064,49.0,50294,781.0,976629,348.0,596227
2021-07-31 15:00:00,65 and Older,261.0,810411,153.0,765217,13.0,50307,427.0,977056,166.0,596393
2021-08-01 15:00:00,65 and Older,143.0,810554,75.0,765292,15.0,50322,233.0,977289,90.0,596483
2021-08-02 15:00:00,65 and Older,445.0,810999,256.0,765548,33.0,50355,734.0,978023,289.0,596772
2021-08-03 15:00:00,65 and Older,443.0,811442,276.0,765824,51.0,50406,770.0,978793,327.0,597099
2021-08-04 15:00:00,65 and Older,453.0,811895,259.0,766083,53.0,50459,765.0,979558,312.0,597411
2021-08-05 15:00:00,65 and Older,491.0,812386,291.0,766374,43.0,50502,825.0,980383,334.0,597745
2021-08-06 15:00:00,65 and Older,525.0,812911,344.0,766718,44.0,50546,913.0,981296,388.0,598133
2021-08-07 15:00:00,65 and Older,233.0,813144,156.0,766874,13.0,50559,402.0,981698,169.0,598302
2021-08-08 15:00:00,65 and Older,148.0,813292,94.0,766968,12.0,50571,254.0,981952,106.0,598408
2021-08-09 15:00:00,65 and Older,389.0,813681,331.0,767299,33.0,50604,753.0,982705,364.0,598772
2021-07-01 15:00:00,Unknown,313.0,119297,340.0,106053,8.0,3185,661.0,205561,348.0,97293
2021-07-02 15:00:00,Unknown,209.0,119506,249.0,106302,6.0,3191,464.0,206025,255.0,97548
2021-07-03 15:00:00,Unknown,97.0,119603,123.0,106425,4.0,3195,224.0,206249,127.0,97675
2021-07-04 15:00:00,Unknown,75.0,119678,98.0,106523,6.0,3201,179.0,206428,104.0,97779
2021-07-05 15:00:00,Unknown,7.0,119685,8.0,106531,,3201,,206428,,97779
2021-07-06 15:00:00,Unknown,18.0,119703,22.0,106553,4.0,3205,44.0,206472,26.0,97805
2021-07-08 15:00:00,Unknown,105.0,119808,155.0,106708,5.0,3210,265.0,206737,160.0,97965
2021-07-09 15:00:00,Unknown,136.0,119944,203.0,106911,9.0,3219,348.0,207085,212.0,98177
2021-07-10 15:00:00,Unknown,130.0,120074,140.0,107051,4.0,3223,274.0,207359,144.0,98321
2021-07-11 15:00:00,Unknown,145.0,120219,137.0,107188,4.0,3227,286.0,207645,141.0,98462
2021-07-13 15:00:00,Unknown,3.0,120222,1.0,107189,,3227,,207645,,98462
2021-07-14 15:00:00,Unknown,57.0,120279,57.0,107246,3.0,3230,117.0,207762,60.0,98522
2021-07-15 15:00:00,Unknown,56.0,120335,90.0,107336,4.0,3234,150.0,207912,94.0,98616
2021-07-16 15:00:00,Unknown,1012.0,121347,526.0,107862,24.0,3258,1562.0,209474,550.0,99166
2021-07-17 15:00:00,Unknown,86.0,121433,116.0,107978,4.0,3262,206.0,209680,120.0,99286
2021-07-18 15:00:00,Unknown,152.0,121585,219.0,108197,10.0,3272,381.0,210061,229.0,99515
2021-07-19 15:00:00,Unknown,11.0,121596,10.0,108207,5.0,3277,26.0,210087,15.0,99530
2021-07-21 15:00:00,Unknown,4.0,121600,3.0,108210,,3277,,210087,,99530
2021-07-22 15:00:00,Unknown,27.0,121627,35.0,108245,,3277,,210087,,99530
2021-07-23 15:00:00,Unknown,12.0,121639,13.0,108258,,3277,,210087,,99530
2021-07-25 15:00:00,Unknown,19.0,121658,7.0,108265,,3277,,210087,,99530
2021-07-28 15:00:00,Unknown,,121658,1.0,108266,,3277,,210087,,99530
2021-07-29 15:00:00,Unknown,33.0,121691,11.0,108277,,3277,,210087,,99530
2021-07-30 15:00:00,Unknown,3.0,121694,2.0,108279,,3277,,210087,,99530
2021-07-31 15:00:00,Unknown,61.0,121755,24.0,108303,3.0,3280,88.0,210175,27.0,99557
2021-08-01 15:00:00,Unknown,1.0,121756,,108303,,3280,,210175,,99557
2021-08-03 15:00:00,Unknown,3.0,121759,,108303,,3280,,210175,,99557
2021-08-05 15:00:00,Unknown,35.0,121794,15.0,108318,,3280,,210175,,99557
2021-08-06 15:00:00,Unknown,,121794,30.0,108348,,3280,,210175,,99557
2021-08-07 15:00:00,Unknown,,121794,15.0,108363,,3280,,210175,,99557
2021-08-08 15:00:00,Unknown,69.0,121863,26.0,108389,,3280,,210175,,99557
2021-08-10 15:00:00,Unknown,1.0,121864,2.0,108391,,3280,,210175,,99557
2021-08-11 15:00:00,Unknown,3.0,121867,,108391,1.0,3281,,210175,,99557
2021-08-12 15:00:00,Unknown,1948.0,123815,201.0,108592,,3281,,210175,,99557
2021-08-13 15:00:00,Unknown,7.0,123822,5.0,108597,,3281,,210175,,99557
2021-08-14 15:00:00,Unknown,38.0,123860,17.0,108614,,3281,,210175,,99557
2021-08-17 15:00:00,Unknown,9.0,123869,1.0,108615,,3281,,210175,,99557
2021-08-18 15:00:00,Unknown,1.0,123870,,108615,,3281,,210175,,99557
2021-08-19 15:00:00,Unknown,25.0,123895,24.0,108639,1.0,3282,50.0,210225,25.0,99582
2021-08-20 15:00:00,Unknown,21.0,123916,9.0,108648,4.0,3286,34.0,210259,13.0,99595
2021-08-21 15:00:00,Unknown,72.0,123988,44.0,108692,,3286,,210259,,99595
2021-08-22 15:00:00,Unknown,6.0,123994,3.0,108695,,3286,,210259,,99595
2021-08-27 15:00:00,Unknown,28.0,124022,36.0,108731,,3286,,210259,,99595
2021-08-28 15:00:00,Unknown,2162.0,126184,1759.0,110490,85.0,3371,4006.0,214265,1844.0,101439
2021-08-29 15:00:00,Unknown,314.0,126498,245.0,110735,530.0,3901,1089.0,215354,775.0,102214
2021-08-30 15:00:00,Unknown,3.0,126501,9.0,110744,671.0,4572,683.0,216037,680.0,102894
2021-08-31 15:00:00,Unknown,9.0,126510,8.0,110752,629.0,5201,646.0,216683,637.0,103531
2021-09-01 15:00:00,Unknown,129.0,126639,119.0,110871,523.0,5724,771.0,217454,642.0,104173
2021-09-02 15:00:00,Unknown,183.0,126822,161.0,111032,384.0,6108,728.0,218182,545.0,104718
2021-08-10 15:00:00,65 and Older,417.0,814098,339.0,767638,28.0,50632,784.0,983489,367.0,599139
2021-08-11 15:00:00,65 and Older,481.0,814579,343.0,767981,37.0,50669,861.0,984350,380.0,599519
2021-08-12 15:00:00,65 and Older,421.0,815000,349.0,768330,49.0,50718,819.0,985169,398.0,599917
2021-08-13 15:00:00,65 and Older,384.0,815384,361.0,768691,34.0,50752,779.0,985948,395.0,600312
2021-08-14 15:00:00,65 and Older,244.0,815628,206.0,768897,14.0,50766,464.0,986412,220.0,600532
2021-08-15 15:00:00,65 and Older,191.0,815819,128.0,769025,13.0,50779,332.0,986744,141.0,600673
2021-08-16 15:00:00,65 and Older,390.0,816209,340.0,769365,24.0,50803,754.0,987498,364.0,601037
2021-08-17 15:00:00,65 and Older,498.0,816707,399.0,769764,40.0,50843,937.0,988435,439.0,601476
2021-08-18 15:00:00,65 and Older,520.0,817227,404.0,770168,30.0,50873,954.0,989389,434.0,601910
2021-08-19 15:00:00,65 and Older,460.0,817687,401.0,770569,30.0,50903,891.0,990280,431.0,602341
2021-08-20 15:00:00,65 and Older,469.0,818156,435.0,771004,39.0,50942,943.0,991223,474.0,602815
2021-08-21 15:00:00,65 and Older,288.0,818444,247.0,771251,18.0,50960,553.0,991776,265.0,603080
2021-08-22 15:00:00,65 and Older,164.0,818608,126.0,771377,6.0,50966,296.0,992072,132.0,603212
2021-08-23 15:00:00,65 and Older,488.0,819096,409.0,771786,22.0,50988,919.0,992991,431.0,603643
2021-08-24 15:00:00,65 and Older,495.0,819591,426.0,772212,37.0,51025,958.0,993949,463.0,604106
2021-08-25 15:00:00,65 and Older,489.0,820080,455.0,772667,32.0,51057,976.0,994925,487.0,604593
2021-08-26 15:00:00,65 and Older,524.0,820604,466.0,773133,45.0,51102,1035.0,995960,511.0,605104
2021-08-27 15:00:00,65 and Older,458.0,821062,447.0,773580,29.0,51131,934.0,996894,476.0,605580
2021-08-28 15:00:00,65 and Older,239.0,821301,255.0,773835,16.0,51147,510.0,997404,271.0,605851
2021-08-29 15:00:00,65 and Older,210.0,821511,151.0,773986,4.0,51151,365.0,997769,155.0,606006
2021-08-30 15:00:00,65 and Older,476.0,821987,424.0,774410,29.0,51180,929.0,998698,453.0,606459
2021-08-31 15:00:00,65 and Older,487.0,822474,410.0,774820,23.0,51203,920.0,999618,433.0,606892
2021-09-01 15:00:00,65 and Older,378.0,822852,362.0,775182,28.0,51231,768.0,1000386,390.0,607282
2021-09-02 15:00:00,65 and Older,385.0,823237,399.0,775581,16.0,51247,800.0,1001186,415.0,607697
2021-09-03 15:00:00,65 and Older,417.0,823654,401.0,775982,26.0,51273,844.0,1002030,427.0,608124
2021-09-04 15:00:00,65 and Older,171.0,823825,183.0,776165,7.0,51280,361.0,1002391,190.0,608314
2021-09-05 15:00:00,65 and Older,170.0,823995,100.0,776265,3.0,51283,273.0,1002664,103.0,608417
2021-09-06 15:00:00,65 and Older,72.0,824067,68.0,776333,5.0,51288,145.0,1002809,73.0,608490
2021-09-07 15:00:00,65 and Older,393.0,824460,435.0,776768,25.0,51313,853.0,1003662,460.0,608950
2021-09-08 15:00:00,65 and Older,355.0,824815,357.0,777125,25.0,51338,737.0,1004399,382.0,609332
2021-09-09 15:00:00,65 and Older,458.0,825273,375.0,777500,23.0,51361,856.0,1005255,398.0,609730
2021-09-10 15:00:00,65 and Older,440.0,825713,363.0,777863,28.0,51389,831.0,1006086,391.0,610121
2021-09-11 15:00:00,65 and Older,181.0,825894,181.0,778044,9.0,51398,371.0,1006457,190.0,610311
2021-09-12 15:00:00,65 and Older,151.0,826045,122.0,778166,3.0,51401,276.0,1006733,125.0,610436
2021-09-13 15:00:00,65 and Older,364.0,826409,325.0,778491,17.0,51418,706.0,1007439,342.0,610778
2021-09-14 15:00:00,65 and Older,353.0,826762,327.0,778818,28.0,51446,708.0,1008147,355.0,611133
2021-09-15 15:00:00,65 and Older,346.0,827108,318.0,779136,26.0,51472,690.0,1008837,344.0,611477
2021-09-16 15:00:00,65 and Older,313.0,827421,306.0,779442,27.0,51499,646.0,1009483,333.0,611810
2021-09-17 15:00:00,65 and Older,340.0,827761,304.0,779746,32.0,51531,676.0,1010159,336.0,612146
2021-09-18 15:00:00,65 and Older,202.0,827963,136.0,779882,4.0,51535,342.0,1010501,140.0,612286
2021-09-19 15:00:00,65 and Older,153.0,828116,80.0,779962,3.0,51538,236.0,1010737,83.0,612369
2021-09-20 15:00:00,65 and Older,292.0,828408,242.0,780204,13.0,51551,547.0,1011284,255.0,612624
2021-09-21 15:00:00,65 and Older,125.0,828533,127.0,780331,10.0,51561,262.0,1011546,137.0,612761
2021-09-03 15:00:00,Unknown,273.0,127095,166.0,111198,686.0,6794,1125.0,219307,852.0,105570
2021-09-04 15:00:00,Unknown,228.0,127323,195.0,111393,735.0,7529,1158.0,220465,930.0,106500
2021-09-07 15:00:00,Unknown,338.0,127661,237.0,111630,2008.0,9537,2583.0,223048,2245.0,108745
2021-09-09 15:00:00,Unknown,18.0,127679,35.0,111665,,9537,,223048,,108745
2021-09-10 15:00:00,Unknown,818.0,128497,477.0,112142,1325.0,10862,2620.0,225668,1802.0,110547
2021-09-11 15:00:00,Unknown,422.0,128919,251.0,112393,417.0,11279,1090.0,226758,668.0,111215
2021-09-12 15:00:00,Unknown,414.0,129333,299.0,112692,352.0,11631,1065.0,227823,651.0,111866
2021-09-13 15:00:00,Unknown,199.0,129532,87.0,112779,95.0,11726,381.0,228204,182.0,112048
2021-09-14 15:00:00,Unknown,183.0,129715,59.0,112838,100.0,11826,342.0,228546,159.0,112207
2021-09-15 15:00:00,Unknown,320.0,130035,163.0,113001,44.0,11870,527.0,229073,207.0,112414
2021-09-16 15:00:00,Unknown,338.0,130373,207.0,113208,44.0,11914,589.0,229662,251.0,112665
2021-09-17 15:00:00,Unknown,375.0,130748,277.0,113485,4.0,11918,656.0,230318,281.0,112946
2021-09-18 15:00:00,Unknown,373.0,131121,234.0,113719,54.0,11972,661.0,230979,288.0,113234
2021-09-19 15:00:00,Unknown,420.0,131541,329.0,114048,8.0,11980,757.0,231736,337.0,113571
2021-09-20 15:00:00,Unknown,25.0,131566,17.0,114065,171.0,12151,213.0,231949,188.0,113759
2021-09-21 15:00:00,Unknown,13.0,131579,5.0,114070,63.0,12214,81.0,232030,68.0,113827
