VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
2020-12-23 15:00:00,,1.0,1,,0,,0
2021-01-04 15:00:00,,1.0,2,,0,,0
2021-01-10 15:00:00,,1.0,3,,0,,0
2021-01-11 15:00:00,,,3,1.0,1,,0
2021-01-13 15:00:00,,1.0,4,,1,,0
2021-01-19 15:00:00,,2.0,6,,1,,0
2021-01-22 15:00:00,,1.0,7,,1,,0
2021-01-27 15:00:00,,,7,1.0,2,,0
2021-01-29 15:00:00,,1.0,8,,2,,0
2021-02-05 15:00:00,,1.0,9,,2,,0
2021-02-06 15:00:00,,1.0,10,,2,,0
2021-02-09 15:00:00,,,10,2.0,4,,0
2021-02-10 15:00:00,,,10,1.0,5,,0
2021-02-11 15:00:00,,1.0,11,,5,,0
2021-02-13 15:00:00,,1.0,12,,5,,0
2021-02-16 15:00:00,,,12,1.0,6,,0
2021-02-19 15:00:00,,,12,2.0,8,,0
2021-02-23 15:00:00,,1.0,13,,8,,0
2021-03-05 15:00:00,,,13,1.0,9,,0
2021-03-06 15:00:00,,1.0,14,1.0,10,,0
2021-03-08 15:00:00,,1.0,15,,10,,0
2021-03-11 15:00:00,,,15,1.0,11,,0
2021-03-12 15:00:00,,1.0,16,,11,,0
2021-03-14 15:00:00,,1.0,17,,11,,0
2021-03-15 15:00:00,,,17,1.0,12,,0
2021-03-18 15:00:00,,1.0,18,,12,,0
2021-03-19 15:00:00,,2.0,20,,12,,0
2021-03-21 15:00:00,,1.0,21,,12,,0
2021-03-23 15:00:00,,1.0,22,,12,,0
2021-03-27 15:00:00,,,22,1.0,13,,0
2021-03-29 15:00:00,,1.0,23,1.0,14,,0
2021-03-30 15:00:00,,3.0,26,,14,,0
2021-03-31 15:00:00,,1.0,27,,14,,0
2021-04-06 15:00:00,,,27,1.0,15,,0
2021-04-07 15:00:00,,1.0,28,,15,,0
2021-04-08 15:00:00,,,28,1.0,16,,0
2021-04-09 15:00:00,,,28,1.0,17,,0
2021-04-10 15:00:00,,1.0,29,,17,,0
2021-04-11 15:00:00,,,29,1.0,18,1.0,1
2021-04-14 15:00:00,,1.0,30,,18,,1
2021-04-16 15:00:00,,,30,1.0,19,,1
2020-12-18 15:00:00,Allegany                                          ,4.0,4,,0,,0
2020-12-21 15:00:00,Allegany                                          ,23.0,27,,0,,0
2020-12-22 15:00:00,Allegany                                          ,54.0,81,,0,,0
2020-12-23 15:00:00,Allegany                                          ,115.0,196,,0,,0
2020-12-27 15:00:00,Allegany                                          ,1.0,197,,0,,0
2020-12-28 15:00:00,Allegany                                          ,203.0,400,,0,,0
2020-12-29 15:00:00,Allegany                                          ,156.0,556,,0,,0
2020-12-30 15:00:00,Allegany                                          ,221.0,777,,0,,0
2020-12-31 15:00:00,Allegany                                          ,2.0,779,,0,,0
2021-01-04 15:00:00,Allegany                                          ,169.0,948,1.0,1,,0
2021-01-05 15:00:00,Allegany                                          ,159.0,1107,,1,,0
2021-01-06 15:00:00,Allegany                                          ,192.0,1299,,1,,0
2021-01-07 15:00:00,Allegany                                          ,247.0,1546,,1,,0
2021-01-08 15:00:00,Allegany                                          ,105.0,1651,5.0,6,,0
2021-01-09 15:00:00,Allegany                                          ,19.0,1670,,6,,0
2021-01-10 15:00:00,Allegany                                          ,1.0,1671,,6,,0
2021-01-11 15:00:00,Allegany                                          ,152.0,1823,2.0,8,,0
2021-01-12 15:00:00,Allegany                                          ,371.0,2194,2.0,10,,0
2021-01-13 15:00:00,Allegany                                          ,207.0,2401,3.0,13,,0
2021-01-14 15:00:00,Allegany                                          ,328.0,2729,2.0,15,,0
2021-01-15 15:00:00,Allegany                                          ,311.0,3040,,15,,0
2021-01-16 15:00:00,Allegany                                          ,8.0,3048,,15,,0
2021-01-17 15:00:00,Allegany                                          ,1.0,3049,,15,,0
2021-01-18 15:00:00,Allegany                                          ,,3049,18.0,33,,0
2021-01-19 15:00:00,Allegany                                          ,317.0,3366,85.0,118,,0
2021-01-20 15:00:00,Allegany                                          ,306.0,3672,162.0,280,,0
2021-01-21 15:00:00,Allegany                                          ,663.0,4335,4.0,284,,0
2021-01-22 15:00:00,Allegany                                          ,378.0,4713,4.0,288,,0
2021-01-23 15:00:00,Allegany                                          ,66.0,4779,1.0,289,,0
2021-01-24 15:00:00,Allegany                                          ,33.0,4812,2.0,291,,0
2021-01-25 15:00:00,Allegany                                          ,332.0,5144,199.0,490,,0
2021-01-26 15:00:00,Allegany                                          ,70.0,5214,94.0,584,,0
2021-01-27 15:00:00,Allegany                                          ,415.0,5629,256.0,840,,0
2021-01-28 15:00:00,Allegany                                          ,826.0,6455,5.0,845,,0
2021-01-29 15:00:00,Allegany                                          ,861.0,7316,31.0,876,,0
2021-01-30 15:00:00,Allegany                                          ,5.0,7321,,876,,0
2021-01-31 15:00:00,Allegany                                          ,1.0,7322,2.0,878,,0
2021-02-01 15:00:00,Allegany                                          ,29.0,7351,107.0,985,,0
2021-02-02 15:00:00,Allegany                                          ,393.0,7744,300.0,1285,,0
2021-02-03 15:00:00,Allegany                                          ,49.0,7793,192.0,1477,,0
2021-02-04 15:00:00,Allegany                                          ,128.0,7921,285.0,1762,,0
2021-02-05 15:00:00,Allegany                                          ,197.0,8118,100.0,1862,,0
2021-02-06 15:00:00,Allegany                                          ,6.0,8124,2.0,1864,,0
2021-02-07 15:00:00,Allegany                                          ,3.0,8127,,1864,,0
2021-02-08 15:00:00,Allegany                                          ,59.0,8186,127.0,1991,,0
2021-02-09 15:00:00,Allegany                                          ,302.0,8488,156.0,2147,,0
2021-02-10 15:00:00,Allegany                                          ,150.0,8638,202.0,2349,,0
2021-02-11 15:00:00,Allegany                                          ,83.0,8721,4.0,2353,,0
2021-02-12 15:00:00,Allegany                                          ,338.0,9059,534.0,2887,,0
2021-02-13 15:00:00,Allegany                                          ,54.0,9113,70.0,2957,,0
2021-02-14 15:00:00,Allegany                                          ,5.0,9118,19.0,2976,,0
2021-02-15 15:00:00,Allegany                                          ,85.0,9203,31.0,3007,,0
2021-02-16 15:00:00,Allegany                                          ,121.0,9324,290.0,3297,,0
2021-02-17 15:00:00,Allegany                                          ,61.0,9385,914.0,4211,,0
2021-02-18 15:00:00,Allegany                                          ,55.0,9440,84.0,4295,,0
2021-02-19 15:00:00,Allegany                                          ,61.0,9501,999.0,5294,,0
2021-02-20 15:00:00,Allegany                                          ,16.0,9517,3.0,5297,,0
2021-02-21 15:00:00,Allegany                                          ,31.0,9548,2.0,5299,,0
2021-02-22 15:00:00,Allegany                                          ,174.0,9722,651.0,5950,,0
2021-02-23 15:00:00,Allegany                                          ,334.0,10056,48.0,5998,,0
2021-02-24 15:00:00,Allegany                                          ,85.0,10141,389.0,6387,,0
2021-02-25 15:00:00,Allegany                                          ,98.0,10239,374.0,6761,,0
2021-02-26 15:00:00,Allegany                                          ,56.0,10295,411.0,7172,,0
2021-02-27 15:00:00,Allegany                                          ,29.0,10324,,7172,,0
2021-02-28 15:00:00,Allegany                                          ,108.0,10432,15.0,7187,,0
2021-03-01 15:00:00,Allegany                                          ,57.0,10489,31.0,7218,,0
2021-03-02 15:00:00,Allegany                                          ,143.0,10632,545.0,7763,,0
2021-03-03 15:00:00,Allegany                                          ,97.0,10729,28.0,7791,,0
2021-03-04 15:00:00,Allegany                                          ,540.0,11269,130.0,7921,,0
2021-03-05 15:00:00,Allegany                                          ,486.0,11755,333.0,8254,313.0,313
2021-03-06 15:00:00,Allegany                                          ,22.0,11777,5.0,8259,2.0,315
2021-03-07 15:00:00,Allegany                                          ,43.0,11820,23.0,8282,2.0,317
2021-03-08 15:00:00,Allegany                                          ,81.0,11901,13.0,8295,3.0,320
2021-03-09 15:00:00,Allegany                                          ,179.0,12080,63.0,8358,23.0,343
2021-03-10 15:00:00,Allegany                                          ,134.0,12214,117.0,8475,1.0,344
2021-03-11 15:00:00,Allegany                                          ,1045.0,13259,97.0,8572,1.0,345
2021-03-12 15:00:00,Allegany                                          ,474.0,13733,178.0,8750,2.0,347
2021-03-13 15:00:00,Allegany                                          ,14.0,13747,20.0,8770,1.0,348
2021-03-14 15:00:00,Allegany                                          ,8.0,13755,43.0,8813,,348
2021-03-15 15:00:00,Allegany                                          ,81.0,13836,43.0,8856,,348
2021-03-16 15:00:00,Allegany                                          ,80.0,13916,105.0,8961,51.0,399
2021-03-17 15:00:00,Allegany                                          ,57.0,13973,43.0,9004,,399
2021-03-18 15:00:00,Allegany                                          ,818.0,14791,35.0,9039,33.0,432
2021-03-19 15:00:00,Allegany                                          ,497.0,15288,27.0,9066,,432
2021-03-20 15:00:00,Allegany                                          ,13.0,15301,2.0,9068,3.0,435
2021-03-21 15:00:00,Allegany                                          ,47.0,15348,20.0,9088,3.0,438
2021-03-22 15:00:00,Allegany                                          ,46.0,15394,31.0,9119,8.0,446
2021-03-23 15:00:00,Allegany                                          ,162.0,15556,463.0,9582,49.0,495
2021-03-24 15:00:00,Allegany                                          ,101.0,15657,80.0,9662,15.0,510
2021-03-25 15:00:00,Allegany                                          ,270.0,15927,58.0,9720,53.0,563
2021-03-26 15:00:00,Allegany                                          ,1068.0,16995,54.0,9774,7.0,570
2021-03-27 15:00:00,Allegany                                          ,4.0,16999,7.0,9781,9.0,579
2021-03-28 15:00:00,Allegany                                          ,39.0,17038,61.0,9842,14.0,593
2021-03-29 15:00:00,Allegany                                          ,29.0,17067,79.0,9921,7.0,600
2021-03-30 15:00:00,Allegany                                          ,237.0,17304,108.0,10029,25.0,625
2021-03-31 15:00:00,Allegany                                          ,697.0,18001,71.0,10100,28.0,653
2021-04-01 15:00:00,Allegany                                          ,200.0,18201,505.0,10605,60.0,713
2021-04-02 15:00:00,Allegany                                          ,755.0,18956,441.0,11046,37.0,750
2021-04-03 15:00:00,Allegany                                          ,21.0,18977,10.0,11056,27.0,777
2021-04-04 15:00:00,Allegany                                          ,95.0,19072,47.0,11103,3.0,780
2021-04-05 15:00:00,Allegany                                          ,101.0,19173,69.0,11172,15.0,795
2021-04-06 15:00:00,Allegany                                          ,25.0,19198,176.0,11348,110.0,905
2021-04-07 15:00:00,Allegany                                          ,573.0,19771,125.0,11473,63.0,968
2021-04-08 15:00:00,Allegany                                          ,218.0,19989,996.0,12469,100.0,1068
2021-04-09 15:00:00,Allegany                                          ,84.0,20073,463.0,12932,788.0,1856
2021-04-10 15:00:00,Allegany                                          ,8.0,20081,32.0,12964,68.0,1924
2021-04-11 15:00:00,Allegany                                          ,29.0,20110,9.0,12973,82.0,2006
2021-04-12 15:00:00,Allegany                                          ,86.0,20196,64.0,13037,94.0,2100
2021-04-13 15:00:00,Allegany                                          ,73.0,20269,150.0,13187,10.0,2110
2021-04-14 15:00:00,Allegany                                          ,366.0,20635,78.0,13265,,2110
2021-04-15 15:00:00,Allegany                                          ,182.0,20817,738.0,14003,,2110
2021-04-16 15:00:00,Allegany                                          ,91.0,20908,271.0,14274,,2110
2020-12-14 15:00:00,Anne Arundel                                      ,2.0,2,,0,,0
2020-12-16 15:00:00,Anne Arundel                                      ,53.0,55,,0,,0
2020-12-17 15:00:00,Anne Arundel                                      ,97.0,152,,0,,0
2020-12-18 15:00:00,Anne Arundel                                      ,168.0,320,,0,,0
2020-12-19 15:00:00,Anne Arundel                                      ,41.0,361,,0,,0
2020-12-20 15:00:00,Anne Arundel                                      ,5.0,366,,0,,0
2020-12-21 15:00:00,Anne Arundel                                      ,284.0,650,,0,,0
2020-12-22 15:00:00,Anne Arundel                                      ,409.0,1059,,0,,0
2020-12-23 15:00:00,Anne Arundel                                      ,368.0,1427,,0,,0
2020-12-24 15:00:00,Anne Arundel                                      ,234.0,1661,1.0,1,,0
2020-12-25 15:00:00,Anne Arundel                                      ,22.0,1683,,1,,0
2020-12-26 15:00:00,Anne Arundel                                      ,161.0,1844,,1,,0
2020-12-27 15:00:00,Anne Arundel                                      ,99.0,1943,,1,,0
2020-12-28 15:00:00,Anne Arundel                                      ,601.0,2544,,1,,0
2020-12-29 15:00:00,Anne Arundel                                      ,800.0,3344,,1,,0
2020-12-30 15:00:00,Anne Arundel                                      ,851.0,4195,,1,,0
2020-12-31 15:00:00,Anne Arundel                                      ,541.0,4736,,1,,0
2021-01-01 15:00:00,Anne Arundel                                      ,202.0,4938,,1,,0
2021-01-02 15:00:00,Anne Arundel                                      ,151.0,5089,,1,,0
2021-01-03 15:00:00,Anne Arundel                                      ,206.0,5295,,1,,0
2021-01-04 15:00:00,Anne Arundel                                      ,1167.0,6462,14.0,15,,0
2021-01-05 15:00:00,Anne Arundel                                      ,830.0,7292,16.0,31,,0
2021-01-06 15:00:00,Anne Arundel                                      ,1157.0,8449,68.0,99,,0
2021-01-07 15:00:00,Anne Arundel                                      ,1418.0,9867,109.0,208,,0
2021-01-08 15:00:00,Anne Arundel                                      ,1593.0,11460,186.0,394,,0
2021-01-09 15:00:00,Anne Arundel                                      ,300.0,11760,45.0,439,,0
2021-01-10 15:00:00,Anne Arundel                                      ,432.0,12192,12.0,451,,0
2021-01-11 15:00:00,Anne Arundel                                      ,1384.0,13576,283.0,734,,0
2021-01-12 15:00:00,Anne Arundel                                      ,1581.0,15157,397.0,1131,,0
2021-01-13 15:00:00,Anne Arundel                                      ,1562.0,16719,243.0,1374,,0
2021-01-14 15:00:00,Anne Arundel                                      ,1368.0,18087,114.0,1488,,0
2021-01-15 15:00:00,Anne Arundel                                      ,1634.0,19721,87.0,1575,,0
2021-01-16 15:00:00,Anne Arundel                                      ,502.0,20223,130.0,1705,,0
2021-01-17 15:00:00,Anne Arundel                                      ,352.0,20575,44.0,1749,,0
2021-01-18 15:00:00,Anne Arundel                                      ,1669.0,22244,287.0,2036,,0
2021-01-19 15:00:00,Anne Arundel                                      ,2162.0,24406,555.0,2591,,0
2021-01-20 15:00:00,Anne Arundel                                      ,2069.0,26475,473.0,3064,,0
2021-01-21 15:00:00,Anne Arundel                                      ,2197.0,28672,392.0,3456,,0
2021-01-22 15:00:00,Anne Arundel                                      ,2158.0,30830,337.0,3793,,0
2021-01-23 15:00:00,Anne Arundel                                      ,665.0,31495,79.0,3872,,0
2021-01-24 15:00:00,Anne Arundel                                      ,522.0,32017,54.0,3926,,0
2021-01-25 15:00:00,Anne Arundel                                      ,1529.0,33546,942.0,4868,,0
2021-01-26 15:00:00,Anne Arundel                                      ,1532.0,35078,867.0,5735,,0
2021-01-27 15:00:00,Anne Arundel                                      ,1852.0,36930,933.0,6668,,0
2021-01-28 15:00:00,Anne Arundel                                      ,1732.0,38662,742.0,7410,,0
2021-01-29 15:00:00,Anne Arundel                                      ,1700.0,40362,917.0,8327,,0
2021-01-30 15:00:00,Anne Arundel                                      ,1098.0,41460,109.0,8436,,0
2021-01-31 15:00:00,Anne Arundel                                      ,406.0,41866,298.0,8734,,0
2021-02-01 15:00:00,Anne Arundel                                      ,705.0,42571,296.0,9030,,0
2021-02-02 15:00:00,Anne Arundel                                      ,1234.0,43805,1449.0,10479,,0
2021-02-03 15:00:00,Anne Arundel                                      ,1454.0,45259,2077.0,12556,,0
2021-02-04 15:00:00,Anne Arundel                                      ,1522.0,46781,1893.0,14449,,0
2021-02-05 15:00:00,Anne Arundel                                      ,1417.0,48198,1486.0,15935,,0
2021-02-06 15:00:00,Anne Arundel                                      ,784.0,48982,945.0,16880,,0
2021-02-07 15:00:00,Anne Arundel                                      ,291.0,49273,79.0,16959,,0
2021-02-08 15:00:00,Anne Arundel                                      ,1331.0,50604,1236.0,18195,,0
2021-02-09 15:00:00,Anne Arundel                                      ,1059.0,51663,617.0,18812,,0
2021-02-10 15:00:00,Anne Arundel                                      ,1620.0,53283,1730.0,20542,,0
2021-02-11 15:00:00,Anne Arundel                                      ,3165.0,56448,1660.0,22202,,0
2021-02-12 15:00:00,Anne Arundel                                      ,2233.0,58681,1763.0,23965,,0
2021-02-13 15:00:00,Anne Arundel                                      ,681.0,59362,1264.0,25229,,0
2021-02-14 15:00:00,Anne Arundel                                      ,804.0,60166,615.0,25844,,0
2021-02-15 15:00:00,Anne Arundel                                      ,1984.0,62150,511.0,26355,,0
2021-02-16 15:00:00,Anne Arundel                                      ,2197.0,64347,1282.0,27637,,0
2021-02-17 15:00:00,Anne Arundel                                      ,3330.0,67677,2076.0,29713,,0
2021-02-18 15:00:00,Anne Arundel                                      ,263.0,67940,260.0,29973,,0
2021-02-19 15:00:00,Anne Arundel                                      ,1566.0,69506,945.0,30918,,0
2021-02-20 15:00:00,Anne Arundel                                      ,806.0,70312,1921.0,32839,,0
2021-02-21 15:00:00,Anne Arundel                                      ,750.0,71062,1019.0,33858,,0
2021-02-22 15:00:00,Anne Arundel                                      ,709.0,71771,1495.0,35353,,0
2021-02-23 15:00:00,Anne Arundel                                      ,1447.0,73218,1710.0,37063,,0
2021-02-24 15:00:00,Anne Arundel                                      ,1417.0,74635,1739.0,38802,,0
2021-02-25 15:00:00,Anne Arundel                                      ,2400.0,77035,1576.0,40378,,0
2021-02-26 15:00:00,Anne Arundel                                      ,1950.0,78985,1126.0,41504,,0
2021-02-27 15:00:00,Anne Arundel                                      ,1279.0,80264,460.0,41964,,0
2021-02-28 15:00:00,Anne Arundel                                      ,1395.0,81659,321.0,42285,,0
2021-03-01 15:00:00,Anne Arundel                                      ,2041.0,83700,765.0,43050,,0
2021-03-02 15:00:00,Anne Arundel                                      ,2126.0,85826,1161.0,44211,2.0,2
2021-03-03 15:00:00,Anne Arundel                                      ,2396.0,88222,1521.0,45732,1.0,3
2021-03-04 15:00:00,Anne Arundel                                      ,2735.0,90957,1544.0,47276,928.0,931
2021-03-05 15:00:00,Anne Arundel                                      ,2213.0,93170,2019.0,49295,448.0,1379
2021-03-06 15:00:00,Anne Arundel                                      ,1331.0,94501,741.0,50036,624.0,2003
2021-03-07 15:00:00,Anne Arundel                                      ,1354.0,95855,467.0,50503,675.0,2678
2021-03-08 15:00:00,Anne Arundel                                      ,2165.0,98020,1322.0,51825,847.0,3525
2021-03-09 15:00:00,Anne Arundel                                      ,2231.0,100251,1794.0,53619,1765.0,5290
2021-03-10 15:00:00,Anne Arundel                                      ,3012.0,103263,2346.0,55965,819.0,6109
2021-03-11 15:00:00,Anne Arundel                                      ,3453.0,106716,2377.0,58342,298.0,6407
2021-03-12 15:00:00,Anne Arundel                                      ,2656.0,109372,1825.0,60167,129.0,6536
2021-03-13 15:00:00,Anne Arundel                                      ,1966.0,111338,690.0,60857,51.0,6587
2021-03-14 15:00:00,Anne Arundel                                      ,1780.0,113118,711.0,61568,24.0,6611
2021-03-15 15:00:00,Anne Arundel                                      ,2883.0,116001,1545.0,63113,61.0,6672
2021-03-16 15:00:00,Anne Arundel                                      ,3966.0,119967,1502.0,64615,43.0,6715
2021-03-17 15:00:00,Anne Arundel                                      ,3738.0,123705,1360.0,65975,36.0,6751
2021-03-18 15:00:00,Anne Arundel                                      ,3917.0,127622,1637.0,67612,48.0,6799
2021-03-19 15:00:00,Anne Arundel                                      ,2737.0,130359,1648.0,69260,89.0,6888
2021-03-20 15:00:00,Anne Arundel                                      ,2077.0,132436,931.0,70191,42.0,6930
2021-03-21 15:00:00,Anne Arundel                                      ,1765.0,134201,772.0,70963,12.0,6942
2021-03-22 15:00:00,Anne Arundel                                      ,3585.0,137786,873.0,71836,71.0,7013
2021-03-23 15:00:00,Anne Arundel                                      ,3485.0,141271,1397.0,73233,96.0,7109
2021-03-24 15:00:00,Anne Arundel                                      ,3987.0,145258,1665.0,74898,228.0,7337
2021-03-25 15:00:00,Anne Arundel                                      ,3965.0,149223,2367.0,77265,103.0,7440
2021-03-26 15:00:00,Anne Arundel                                      ,3543.0,152766,1853.0,79118,87.0,7527
2021-03-27 15:00:00,Anne Arundel                                      ,1747.0,154513,1208.0,80326,141.0,7668
2021-03-28 15:00:00,Anne Arundel                                      ,1507.0,156020,1236.0,81562,19.0,7687
2021-03-29 15:00:00,Anne Arundel                                      ,2511.0,158531,2173.0,83735,140.0,7827
2021-03-30 15:00:00,Anne Arundel                                      ,3146.0,161677,2022.0,85757,144.0,7971
2021-03-31 15:00:00,Anne Arundel                                      ,3669.0,165346,3337.0,89094,242.0,8213
2021-04-01 15:00:00,Anne Arundel                                      ,3590.0,168936,3075.0,92169,420.0,8633
2021-04-02 15:00:00,Anne Arundel                                      ,3283.0,172219,2650.0,94819,290.0,8923
2021-04-03 15:00:00,Anne Arundel                                      ,2254.0,174473,1667.0,96486,201.0,9124
2021-04-04 15:00:00,Anne Arundel                                      ,871.0,175344,1178.0,97664,54.0,9178
2021-04-05 15:00:00,Anne Arundel                                      ,2881.0,178225,2471.0,100135,459.0,9637
2021-04-06 15:00:00,Anne Arundel                                      ,3051.0,181276,2859.0,102994,601.0,10238
2021-04-07 15:00:00,Anne Arundel                                      ,3078.0,184354,3339.0,106333,765.0,11003
2021-04-08 15:00:00,Anne Arundel                                      ,4209.0,188563,4167.0,110500,739.0,11742
2021-04-09 15:00:00,Anne Arundel                                      ,3086.0,191649,2666.0,113166,1081.0,12823
2021-04-10 15:00:00,Anne Arundel                                      ,1700.0,193349,2181.0,115347,553.0,13376
2021-04-11 15:00:00,Anne Arundel                                      ,1600.0,194949,1212.0,116559,359.0,13735
2021-04-12 15:00:00,Anne Arundel                                      ,2410.0,197359,3143.0,119702,829.0,14564
2021-04-13 15:00:00,Anne Arundel                                      ,2953.0,200312,4014.0,123716,23.0,14587
2021-04-14 15:00:00,Anne Arundel                                      ,2787.0,203099,3313.0,127029,6.0,14593
2021-04-15 15:00:00,Anne Arundel                                      ,2999.0,206098,3178.0,130207,1.0,14594
2021-04-16 15:00:00,Anne Arundel                                      ,1734.0,207832,1680.0,131887,,14594
2020-12-15 15:00:00,Baltimore                                         ,1.0,1,,0,,0
2020-12-16 15:00:00,Baltimore                                         ,123.0,124,,0,,0
2020-12-17 15:00:00,Baltimore                                         ,189.0,313,,0,,0
2020-12-18 15:00:00,Baltimore                                         ,444.0,757,,0,,0
2020-12-19 15:00:00,Baltimore                                         ,135.0,892,,0,,0
2020-12-20 15:00:00,Baltimore                                         ,65.0,957,,0,,0
2020-12-21 15:00:00,Baltimore                                         ,579.0,1536,,0,,0
2020-12-22 15:00:00,Baltimore                                         ,1024.0,2560,,0,,0
2020-12-23 15:00:00,Baltimore                                         ,1168.0,3728,,0,,0
2020-12-24 15:00:00,Baltimore                                         ,622.0,4350,,0,,0
2020-12-25 15:00:00,Baltimore                                         ,32.0,4382,,0,,0
2020-12-26 15:00:00,Baltimore                                         ,303.0,4685,,0,,0
2020-12-27 15:00:00,Baltimore                                         ,320.0,5005,,0,,0
2020-12-28 15:00:00,Baltimore                                         ,1595.0,6600,1.0,1,,0
2020-12-29 15:00:00,Baltimore                                         ,1993.0,8593,,1,,0
2020-12-30 15:00:00,Baltimore                                         ,1751.0,10344,,1,,0
2020-12-31 15:00:00,Baltimore                                         ,1037.0,11381,,1,,0
2021-01-01 15:00:00,Baltimore                                         ,243.0,11624,1.0,2,,0
2021-01-02 15:00:00,Baltimore                                         ,566.0,12190,4.0,6,,0
2021-01-03 15:00:00,Baltimore                                         ,916.0,13106,15.0,21,,0
2021-01-04 15:00:00,Baltimore                                         ,2023.0,15129,59.0,80,,0
2021-01-05 15:00:00,Baltimore                                         ,2156.0,17285,90.0,170,,0
2021-01-06 15:00:00,Baltimore                                         ,2203.0,19488,188.0,358,,0
2021-01-07 15:00:00,Baltimore                                         ,2431.0,21919,290.0,648,,0
2021-01-08 15:00:00,Baltimore                                         ,2088.0,24007,348.0,996,,0
2021-01-09 15:00:00,Baltimore                                         ,339.0,24346,137.0,1133,,0
2021-01-10 15:00:00,Baltimore                                         ,368.0,24714,42.0,1175,,0
2021-01-11 15:00:00,Baltimore                                         ,3371.0,28085,541.0,1716,,0
2021-01-12 15:00:00,Baltimore                                         ,3929.0,32014,905.0,2621,,0
2021-01-13 15:00:00,Baltimore                                         ,3009.0,35023,883.0,3504,,0
2021-01-14 15:00:00,Baltimore                                         ,2823.0,37846,386.0,3890,,0
2021-01-15 15:00:00,Baltimore                                         ,2080.0,39926,246.0,4136,,0
2021-01-16 15:00:00,Baltimore                                         ,662.0,40588,243.0,4379,,0
2021-01-17 15:00:00,Baltimore                                         ,429.0,41017,283.0,4662,,0
2021-01-18 15:00:00,Baltimore                                         ,866.0,41883,259.0,4921,,0
2021-01-19 15:00:00,Baltimore                                         ,3370.0,45253,979.0,5900,,0
2021-01-20 15:00:00,Baltimore                                         ,3795.0,49048,833.0,6733,,0
2021-01-21 15:00:00,Baltimore                                         ,3693.0,52741,697.0,7430,,0
2021-01-22 15:00:00,Baltimore                                         ,4625.0,57366,582.0,8012,,0
2021-01-23 15:00:00,Baltimore                                         ,1227.0,58593,263.0,8275,,0
2021-01-24 15:00:00,Baltimore                                         ,287.0,58880,518.0,8793,,0
2021-01-25 15:00:00,Baltimore                                         ,3140.0,62020,1640.0,10433,,0
2021-01-26 15:00:00,Baltimore                                         ,2473.0,64493,1733.0,12166,,0
2021-01-27 15:00:00,Baltimore                                         ,3999.0,68492,1807.0,13973,,0
2021-01-28 15:00:00,Baltimore                                         ,2587.0,71079,1385.0,15358,,0
2021-01-29 15:00:00,Baltimore                                         ,2349.0,73428,1328.0,16686,,0
2021-01-30 15:00:00,Baltimore                                         ,3315.0,76743,418.0,17104,,0
2021-01-31 15:00:00,Baltimore                                         ,564.0,77307,211.0,17315,,0
2021-02-01 15:00:00,Baltimore                                         ,1303.0,78610,927.0,18242,,0
2021-02-02 15:00:00,Baltimore                                         ,1098.0,79708,2423.0,20665,,0
2021-02-03 15:00:00,Baltimore                                         ,1712.0,81420,3815.0,24480,,0
2021-02-04 15:00:00,Baltimore                                         ,2864.0,84284,2461.0,26941,,0
2021-02-05 15:00:00,Baltimore                                         ,3461.0,87745,2378.0,29319,,0
2021-02-06 15:00:00,Baltimore                                         ,3219.0,90964,613.0,29932,,0
2021-02-07 15:00:00,Baltimore                                         ,1407.0,92371,240.0,30172,,0
2021-02-08 15:00:00,Baltimore                                         ,1952.0,94323,2791.0,32963,,0
2021-02-09 15:00:00,Baltimore                                         ,1631.0,95954,2654.0,35617,,0
2021-02-10 15:00:00,Baltimore                                         ,2336.0,98290,3024.0,38641,,0
2021-02-11 15:00:00,Baltimore                                         ,3069.0,101359,3125.0,41766,,0
2021-02-12 15:00:00,Baltimore                                         ,2805.0,104164,2124.0,43890,,0
2021-02-13 15:00:00,Baltimore                                         ,3151.0,107315,725.0,44615,,0
2021-02-14 15:00:00,Baltimore                                         ,661.0,107976,214.0,44829,,0
2021-02-15 15:00:00,Baltimore                                         ,1368.0,109344,3303.0,48132,,0
2021-02-16 15:00:00,Baltimore                                         ,1609.0,110953,4303.0,52435,,0
2021-02-17 15:00:00,Baltimore                                         ,1630.0,112583,4201.0,56636,,0
2021-02-18 15:00:00,Baltimore                                         ,368.0,112951,629.0,57265,,0
2021-02-19 15:00:00,Baltimore                                         ,1227.0,114178,2369.0,59634,,0
2021-02-20 15:00:00,Baltimore                                         ,1300.0,115478,3356.0,62990,,0
2021-02-21 15:00:00,Baltimore                                         ,537.0,116015,645.0,63635,,0
2021-02-22 15:00:00,Baltimore                                         ,947.0,116962,2806.0,66441,,0
2021-02-23 15:00:00,Baltimore                                         ,3183.0,120145,1807.0,68248,,0
2021-02-24 15:00:00,Baltimore                                         ,3145.0,123290,2094.0,70342,,0
2021-02-25 15:00:00,Baltimore                                         ,1849.0,125139,4355.0,74697,,0
2021-02-26 15:00:00,Baltimore                                         ,3497.0,128636,4461.0,79158,,0
2021-02-27 15:00:00,Baltimore                                         ,2134.0,130770,2992.0,82150,,0
2021-02-28 15:00:00,Baltimore                                         ,1961.0,132731,749.0,82899,,0
