VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
2021-03-23 15:00:00,Calvert                                           ,245.0,22780,247.0,12904,40.0,513
2021-03-24 15:00:00,Calvert                                           ,407.0,23187,344.0,13248,9.0,522
2021-03-25 15:00:00,Calvert                                           ,724.0,23911,457.0,13705,5.0,527
2021-03-26 15:00:00,Calvert                                           ,862.0,24773,216.0,13921,1.0,528
2021-03-27 15:00:00,Calvert                                           ,460.0,25233,437.0,14358,4.0,532
2021-03-28 15:00:00,Calvert                                           ,292.0,25525,107.0,14465,5.0,537
2021-03-29 15:00:00,Calvert                                           ,372.0,25897,193.0,14658,7.0,544
2021-03-30 15:00:00,Calvert                                           ,379.0,26276,290.0,14948,30.0,574
2021-03-31 15:00:00,Calvert                                           ,563.0,26839,430.0,15378,151.0,725
2021-04-01 15:00:00,Calvert                                           ,840.0,27679,439.0,15817,54.0,779
2021-04-02 15:00:00,Calvert                                           ,247.0,27926,232.0,16049,49.0,828
2021-04-03 15:00:00,Calvert                                           ,170.0,28096,609.0,16658,57.0,885
2021-04-04 15:00:00,Calvert                                           ,111.0,28207,132.0,16790,20.0,905
2021-04-05 15:00:00,Calvert                                           ,286.0,28493,212.0,17002,70.0,975
2021-04-06 15:00:00,Calvert                                           ,607.0,29100,371.0,17373,149.0,1124
2021-04-07 15:00:00,Calvert                                           ,237.0,29337,296.0,17669,103.0,1227
2021-04-08 15:00:00,Calvert                                           ,828.0,30165,400.0,18069,99.0,1326
2021-04-09 15:00:00,Calvert                                           ,314.0,30479,257.0,18326,132.0,1458
2021-04-10 15:00:00,Calvert                                           ,665.0,31144,557.0,18883,78.0,1536
2021-04-11 15:00:00,Calvert                                           ,207.0,31351,124.0,19007,78.0,1614
2021-04-12 15:00:00,Calvert                                           ,281.0,31632,243.0,19250,144.0,1758
2021-04-13 15:00:00,Calvert                                           ,637.0,32269,433.0,19683,9.0,1767
2021-04-14 15:00:00,Calvert                                           ,396.0,32665,417.0,20100,1.0,1768
2021-04-15 15:00:00,Calvert                                           ,248.0,32913,616.0,20716,,1768
2021-04-16 15:00:00,Calvert                                           ,130.0,33043,147.0,20863,,1768
2020-12-16 15:00:00,Caroline                                          ,2.0,2,,0,,0
2020-12-17 15:00:00,Caroline                                          ,5.0,7,,0,,0
2020-12-18 15:00:00,Caroline                                          ,3.0,10,,0,,0
2020-12-21 15:00:00,Caroline                                          ,5.0,15,,0,,0
2020-12-22 15:00:00,Caroline                                          ,16.0,31,,0,,0
2020-12-23 15:00:00,Caroline                                          ,65.0,96,1.0,1,,0
2020-12-24 15:00:00,Caroline                                          ,3.0,99,,1,,0
2020-12-25 15:00:00,Caroline                                          ,1.0,100,,1,,0
2020-12-26 15:00:00,Caroline                                          ,6.0,106,,1,,0
2020-12-27 15:00:00,Caroline                                          ,48.0,154,,1,,0
2020-12-28 15:00:00,Caroline                                          ,17.0,171,,1,,0
2020-12-29 15:00:00,Caroline                                          ,71.0,242,,1,,0
2020-12-30 15:00:00,Caroline                                          ,401.0,643,,1,,0
2020-12-31 15:00:00,Caroline                                          ,57.0,700,,1,,0
2021-01-01 15:00:00,Caroline                                          ,1.0,701,,1,,0
2021-01-02 15:00:00,Caroline                                          ,23.0,724,,1,,0
2021-01-03 15:00:00,Caroline                                          ,4.0,728,,1,,0
2021-01-04 15:00:00,Caroline                                          ,107.0,835,,1,,0
2021-01-05 15:00:00,Caroline                                          ,62.0,897,,1,,0
2021-01-06 15:00:00,Caroline                                          ,300.0,1197,2.0,3,,0
2021-01-07 15:00:00,Caroline                                          ,70.0,1267,4.0,7,,0
2021-01-08 15:00:00,Caroline                                          ,107.0,1374,3.0,10,,0
2021-01-09 15:00:00,Caroline                                          ,4.0,1378,,10,,0
2021-01-10 15:00:00,Caroline                                          ,1.0,1379,,10,,0
2021-01-11 15:00:00,Caroline                                          ,32.0,1411,7.0,17,,0
2021-01-12 15:00:00,Caroline                                          ,32.0,1443,14.0,31,,0
2021-01-13 15:00:00,Caroline                                          ,170.0,1613,18.0,49,,0
2021-01-14 15:00:00,Caroline                                          ,79.0,1692,4.0,53,,0
2021-01-15 15:00:00,Caroline                                          ,106.0,1798,4.0,57,,0
2021-01-16 15:00:00,Caroline                                          ,3.0,1801,3.0,60,,0
2021-01-17 15:00:00,Caroline                                          ,45.0,1846,42.0,102,,0
2021-01-18 15:00:00,Caroline                                          ,16.0,1862,7.0,109,,0
2021-01-19 15:00:00,Caroline                                          ,38.0,1900,3.0,112,,0
2021-01-20 15:00:00,Caroline                                          ,375.0,2275,29.0,141,,0
2021-01-21 15:00:00,Caroline                                          ,110.0,2385,8.0,149,,0
2021-01-22 15:00:00,Caroline                                          ,192.0,2577,30.0,179,,0
2021-01-23 15:00:00,Caroline                                          ,7.0,2584,15.0,194,,0
2021-01-24 15:00:00,Caroline                                          ,1.0,2585,1.0,195,,0
2021-01-25 15:00:00,Caroline                                          ,49.0,2634,30.0,225,,0
2021-01-26 15:00:00,Caroline                                          ,117.0,2751,92.0,317,,0
2021-01-27 15:00:00,Caroline                                          ,109.0,2860,193.0,510,,0
2021-01-28 15:00:00,Caroline                                          ,275.0,3135,102.0,612,,0
2021-01-29 15:00:00,Caroline                                          ,191.0,3326,127.0,739,,0
2021-01-30 15:00:00,Caroline                                          ,5.0,3331,6.0,745,,0
2021-01-31 15:00:00,Caroline                                          ,1.0,3332,1.0,746,,0
2021-02-01 15:00:00,Caroline                                          ,12.0,3344,14.0,760,,0
2021-02-02 15:00:00,Caroline                                          ,142.0,3486,81.0,841,,0
2021-02-03 15:00:00,Caroline                                          ,105.0,3591,117.0,958,,0
2021-02-04 15:00:00,Caroline                                          ,179.0,3770,133.0,1091,,0
2021-02-05 15:00:00,Caroline                                          ,65.0,3835,201.0,1292,,0
2021-02-06 15:00:00,Caroline                                          ,8.0,3843,2.0,1294,,0
2021-02-07 15:00:00,Caroline                                          ,1.0,3844,39.0,1333,,0
2021-02-08 15:00:00,Caroline                                          ,21.0,3865,27.0,1360,,0
2021-02-09 15:00:00,Caroline                                          ,24.0,3889,21.0,1381,,0
2021-02-10 15:00:00,Caroline                                          ,141.0,4030,126.0,1507,,0
2021-02-11 15:00:00,Caroline                                          ,49.0,4079,25.0,1532,,0
2021-02-12 15:00:00,Caroline                                          ,36.0,4115,39.0,1571,,0
2021-02-13 15:00:00,Caroline                                          ,1.0,4116,1.0,1572,,0
2021-02-14 15:00:00,Caroline                                          ,3.0,4119,6.0,1578,,0
2021-02-15 15:00:00,Caroline                                          ,6.0,4125,58.0,1636,,0
2021-02-16 15:00:00,Caroline                                          ,11.0,4136,37.0,1673,,0
2021-02-17 15:00:00,Caroline                                          ,159.0,4295,69.0,1742,,0
2021-02-18 15:00:00,Caroline                                          ,14.0,4309,49.0,1791,,0
2021-02-19 15:00:00,Caroline                                          ,44.0,4353,514.0,2305,,0
2021-02-20 15:00:00,Caroline                                          ,18.0,4371,31.0,2336,,0
2021-02-21 15:00:00,Caroline                                          ,5.0,4376,1.0,2337,,0
2021-02-22 15:00:00,Caroline                                          ,7.0,4383,31.0,2368,,0
2021-02-23 15:00:00,Caroline                                          ,5.0,4388,59.0,2427,,0
2021-02-24 15:00:00,Caroline                                          ,104.0,4492,148.0,2575,,0
2021-02-25 15:00:00,Caroline                                          ,224.0,4716,210.0,2785,,0
2021-02-26 15:00:00,Caroline                                          ,311.0,5027,369.0,3154,,0
2021-02-27 15:00:00,Caroline                                          ,6.0,5033,1.0,3155,,0
2021-02-28 15:00:00,Caroline                                          ,11.0,5044,,3155,,0
2021-03-01 15:00:00,Caroline                                          ,17.0,5061,17.0,3172,,0
2021-03-02 15:00:00,Caroline                                          ,38.0,5099,20.0,3192,,0
2021-03-03 15:00:00,Caroline                                          ,94.0,5193,115.0,3307,,0
2021-03-04 15:00:00,Caroline                                          ,273.0,5466,208.0,3515,6.0,6
2021-03-05 15:00:00,Caroline                                          ,491.0,5957,105.0,3620,2.0,8
2021-03-06 15:00:00,Caroline                                          ,19.0,5976,6.0,3626,87.0,95
2021-03-07 15:00:00,Caroline                                          ,15.0,5991,3.0,3629,16.0,111
2021-03-08 15:00:00,Caroline                                          ,29.0,6020,29.0,3658,12.0,123
2021-03-09 15:00:00,Caroline                                          ,38.0,6058,7.0,3665,1.0,124
2021-03-10 15:00:00,Caroline                                          ,42.0,6100,158.0,3823,2.0,126
2021-03-11 15:00:00,Caroline                                          ,247.0,6347,73.0,3896,3.0,129
2021-03-12 15:00:00,Caroline                                          ,287.0,6634,15.0,3911,179.0,308
2021-03-13 15:00:00,Caroline                                          ,6.0,6640,13.0,3924,20.0,328
2021-03-14 15:00:00,Caroline                                          ,14.0,6654,3.0,3927,10.0,338
2021-03-15 15:00:00,Caroline                                          ,35.0,6689,19.0,3946,2.0,340
2021-03-16 15:00:00,Caroline                                          ,59.0,6748,24.0,3970,,340
2021-03-17 15:00:00,Caroline                                          ,99.0,6847,160.0,4130,,340
2021-03-18 15:00:00,Caroline                                          ,186.0,7033,33.0,4163,39.0,379
2021-03-19 15:00:00,Caroline                                          ,235.0,7268,38.0,4201,30.0,409
2021-03-20 15:00:00,Caroline                                          ,22.0,7290,4.0,4205,1.0,410
2021-03-21 15:00:00,Caroline                                          ,19.0,7309,2.0,4207,3.0,413
2021-03-22 15:00:00,Caroline                                          ,32.0,7341,7.0,4214,20.0,433
2021-03-23 15:00:00,Caroline                                          ,52.0,7393,6.0,4220,35.0,468
2021-03-24 15:00:00,Caroline                                          ,100.0,7493,170.0,4390,3.0,471
2021-03-25 15:00:00,Caroline                                          ,422.0,7915,154.0,4544,3.0,474
2021-03-26 15:00:00,Caroline                                          ,65.0,7980,299.0,4843,4.0,478
2021-03-27 15:00:00,Caroline                                          ,29.0,8009,5.0,4848,8.0,486
2021-03-28 15:00:00,Caroline                                          ,31.0,8040,8.0,4856,1.0,487
2021-03-29 15:00:00,Caroline                                          ,76.0,8116,16.0,4872,17.0,504
2021-03-30 15:00:00,Caroline                                          ,76.0,8192,30.0,4902,42.0,546
2021-03-31 15:00:00,Caroline                                          ,81.0,8273,107.0,5009,44.0,590
2021-04-01 15:00:00,Caroline                                          ,189.0,8462,264.0,5273,19.0,609
2021-04-02 15:00:00,Caroline                                          ,103.0,8565,483.0,5756,4.0,613
2021-04-03 15:00:00,Caroline                                          ,45.0,8610,21.0,5777,65.0,678
2021-04-04 15:00:00,Caroline                                          ,14.0,8624,11.0,5788,41.0,719
2021-04-05 15:00:00,Caroline                                          ,34.0,8658,22.0,5810,185.0,904
2021-04-06 15:00:00,Caroline                                          ,57.0,8715,31.0,5841,191.0,1095
2021-04-07 15:00:00,Caroline                                          ,41.0,8756,25.0,5866,186.0,1281
2021-04-08 15:00:00,Caroline                                          ,54.0,8810,243.0,6109,591.0,1872
2021-04-09 15:00:00,Caroline                                          ,116.0,8926,305.0,6414,113.0,1985
2021-04-10 15:00:00,Caroline                                          ,30.0,8956,14.0,6428,101.0,2086
2021-04-11 15:00:00,Caroline                                          ,12.0,8968,24.0,6452,80.0,2166
2021-04-12 15:00:00,Caroline                                          ,21.0,8989,45.0,6497,16.0,2182
2021-04-13 15:00:00,Caroline                                          ,38.0,9027,66.0,6563,2.0,2184
2021-04-14 15:00:00,Caroline                                          ,204.0,9231,116.0,6679,,2184
2021-04-15 15:00:00,Caroline                                          ,54.0,9285,58.0,6737,,2184
2021-04-16 15:00:00,Caroline                                          ,87.0,9372,77.0,6814,,2184
2020-12-16 15:00:00,Carroll                                           ,5.0,5,,0,,0
2020-12-17 15:00:00,Carroll                                           ,16.0,21,,0,,0
2020-12-18 15:00:00,Carroll                                           ,76.0,97,,0,,0
2020-12-19 15:00:00,Carroll                                           ,13.0,110,,0,,0
2020-12-20 15:00:00,Carroll                                           ,3.0,113,,0,,0
2020-12-21 15:00:00,Carroll                                           ,124.0,237,,0,,0
2020-12-22 15:00:00,Carroll                                           ,266.0,503,1.0,1,,0
2020-12-23 15:00:00,Carroll                                           ,160.0,663,,1,,0
2020-12-24 15:00:00,Carroll                                           ,99.0,762,,1,,0
2020-12-25 15:00:00,Carroll                                           ,114.0,876,,1,,0
2020-12-26 15:00:00,Carroll                                           ,10.0,886,,1,,0
2020-12-27 15:00:00,Carroll                                           ,25.0,911,,1,,0
2020-12-28 15:00:00,Carroll                                           ,332.0,1243,,1,,0
2020-12-29 15:00:00,Carroll                                           ,303.0,1546,,1,,0
2020-12-30 15:00:00,Carroll                                           ,471.0,2017,,1,,0
2020-12-31 15:00:00,Carroll                                           ,246.0,2263,,1,,0
2021-01-01 15:00:00,Carroll                                           ,25.0,2288,2.0,3,,0
2021-01-02 15:00:00,Carroll                                           ,54.0,2342,,3,,0
2021-01-03 15:00:00,Carroll                                           ,61.0,2403,,3,,0
2021-01-04 15:00:00,Carroll                                           ,325.0,2728,5.0,8,,0
2021-01-05 15:00:00,Carroll                                           ,410.0,3138,3.0,11,,0
2021-01-06 15:00:00,Carroll                                           ,784.0,3922,19.0,30,,0
2021-01-07 15:00:00,Carroll                                           ,381.0,4303,29.0,59,,0
2021-01-08 15:00:00,Carroll                                           ,732.0,5035,63.0,122,,0
2021-01-09 15:00:00,Carroll                                           ,57.0,5092,19.0,141,,0
2021-01-10 15:00:00,Carroll                                           ,27.0,5119,13.0,154,,0
2021-01-11 15:00:00,Carroll                                           ,542.0,5661,109.0,263,,0
2021-01-12 15:00:00,Carroll                                           ,351.0,6012,227.0,490,,0
2021-01-13 15:00:00,Carroll                                           ,825.0,6837,142.0,632,,0
2021-01-14 15:00:00,Carroll                                           ,672.0,7509,53.0,685,,0
2021-01-15 15:00:00,Carroll                                           ,920.0,8429,127.0,812,,0
2021-01-16 15:00:00,Carroll                                           ,191.0,8620,17.0,829,,0
2021-01-17 15:00:00,Carroll                                           ,25.0,8645,9.0,838,,0
2021-01-18 15:00:00,Carroll                                           ,135.0,8780,41.0,879,,0
2021-01-19 15:00:00,Carroll                                           ,223.0,9003,82.0,961,,0
2021-01-20 15:00:00,Carroll                                           ,780.0,9783,113.0,1074,,0
2021-01-21 15:00:00,Carroll                                           ,736.0,10519,98.0,1172,,0
2021-01-22 15:00:00,Carroll                                           ,682.0,11201,53.0,1225,,0
2021-01-23 15:00:00,Carroll                                           ,82.0,11283,15.0,1240,,0
2021-01-24 15:00:00,Carroll                                           ,70.0,11353,41.0,1281,,0
2021-01-25 15:00:00,Carroll                                           ,257.0,11610,283.0,1564,,0
2021-01-26 15:00:00,Carroll                                           ,258.0,11868,366.0,1930,,0
2021-01-27 15:00:00,Carroll                                           ,1052.0,12920,453.0,2383,,0
2021-01-28 15:00:00,Carroll                                           ,786.0,13706,257.0,2640,,0
2021-01-29 15:00:00,Carroll                                           ,499.0,14205,152.0,2792,,0
2021-01-30 15:00:00,Carroll                                           ,445.0,14650,67.0,2859,,0
2021-01-31 15:00:00,Carroll                                           ,23.0,14673,13.0,2872,,0
2021-02-01 15:00:00,Carroll                                           ,262.0,14935,268.0,3140,,0
2021-02-02 15:00:00,Carroll                                           ,195.0,15130,238.0,3378,,0
2021-02-03 15:00:00,Carroll                                           ,462.0,15592,1121.0,4499,,0
2021-02-04 15:00:00,Carroll                                           ,798.0,16390,379.0,4878,,0
2021-02-05 15:00:00,Carroll                                           ,305.0,16695,1040.0,5918,,0
2021-02-06 15:00:00,Carroll                                           ,171.0,16866,55.0,5973,,0
2021-02-07 15:00:00,Carroll                                           ,74.0,16940,13.0,5986,,0
2021-02-08 15:00:00,Carroll                                           ,174.0,17114,264.0,6250,,0
2021-02-09 15:00:00,Carroll                                           ,825.0,17939,249.0,6499,,0
2021-02-10 15:00:00,Carroll                                           ,929.0,18868,753.0,7252,,0
2021-02-11 15:00:00,Carroll                                           ,580.0,19448,644.0,7896,,0
2021-02-12 15:00:00,Carroll                                           ,490.0,19938,604.0,8500,,0
2021-02-13 15:00:00,Carroll                                           ,199.0,20137,82.0,8582,,0
2021-02-14 15:00:00,Carroll                                           ,137.0,20274,15.0,8597,,0
2021-02-15 15:00:00,Carroll                                           ,242.0,20516,269.0,8866,,0
2021-02-16 15:00:00,Carroll                                           ,491.0,21007,459.0,9325,,0
2021-02-17 15:00:00,Carroll                                           ,1049.0,22056,997.0,10322,,0
2021-02-18 15:00:00,Carroll                                           ,54.0,22110,55.0,10377,,0
2021-02-19 15:00:00,Carroll                                           ,212.0,22322,233.0,10610,,0
2021-02-20 15:00:00,Carroll                                           ,148.0,22470,766.0,11376,,0
2021-02-21 15:00:00,Carroll                                           ,97.0,22567,91.0,11467,,0
2021-02-22 15:00:00,Carroll                                           ,328.0,22895,282.0,11749,,0
2021-02-23 15:00:00,Carroll                                           ,853.0,23748,182.0,11931,,0
2021-02-24 15:00:00,Carroll                                           ,795.0,24543,999.0,12930,,0
2021-02-25 15:00:00,Carroll                                           ,711.0,25254,1000.0,13930,,0
2021-02-26 15:00:00,Carroll                                           ,622.0,25876,754.0,14684,,0
2021-02-27 15:00:00,Carroll                                           ,337.0,26213,362.0,15046,,0
2021-02-28 15:00:00,Carroll                                           ,376.0,26589,50.0,15096,,0
2021-03-01 15:00:00,Carroll                                           ,574.0,27163,95.0,15191,,0
2021-03-02 15:00:00,Carroll                                           ,867.0,28030,171.0,15362,,0
2021-03-03 15:00:00,Carroll                                           ,1250.0,29280,561.0,15923,4.0,4
2021-03-04 15:00:00,Carroll                                           ,614.0,29894,743.0,16666,293.0,297
2021-03-05 15:00:00,Carroll                                           ,477.0,30371,497.0,17163,503.0,800
2021-03-06 15:00:00,Carroll                                           ,374.0,30745,148.0,17311,141.0,941
2021-03-07 15:00:00,Carroll                                           ,345.0,31090,62.0,17373,196.0,1137
2021-03-08 15:00:00,Carroll                                           ,549.0,31639,158.0,17531,217.0,1354
2021-03-09 15:00:00,Carroll                                           ,434.0,32073,713.0,18244,196.0,1550
2021-03-10 15:00:00,Carroll                                           ,565.0,32638,721.0,18965,207.0,1757
2021-03-11 15:00:00,Carroll                                           ,1106.0,33744,231.0,19196,108.0,1865
2021-03-12 15:00:00,Carroll                                           ,1152.0,34896,412.0,19608,20.0,1885
2021-03-13 15:00:00,Carroll                                           ,441.0,35337,172.0,19780,6.0,1891
2021-03-14 15:00:00,Carroll                                           ,343.0,35680,157.0,19937,32.0,1923
2021-03-15 15:00:00,Carroll                                           ,687.0,36367,247.0,20184,18.0,1941
2021-03-16 15:00:00,Carroll                                           ,680.0,37047,524.0,20708,9.0,1950
2021-03-17 15:00:00,Carroll                                           ,1176.0,38223,949.0,21657,7.0,1957
2021-03-18 15:00:00,Carroll                                           ,1214.0,39437,379.0,22036,32.0,1989
2021-03-19 15:00:00,Carroll                                           ,1295.0,40732,299.0,22335,29.0,2018
2021-03-20 15:00:00,Carroll                                           ,515.0,41247,191.0,22526,9.0,2027
2021-03-21 15:00:00,Carroll                                           ,393.0,41640,172.0,22698,6.0,2033
2021-03-22 15:00:00,Carroll                                           ,612.0,42252,420.0,23118,52.0,2085
2021-03-23 15:00:00,Carroll                                           ,731.0,42983,870.0,23988,100.0,2185
2021-03-24 15:00:00,Carroll                                           ,1538.0,44521,812.0,24800,58.0,2243
2021-03-25 15:00:00,Carroll                                           ,1184.0,45705,356.0,25156,147.0,2390
2021-03-26 15:00:00,Carroll                                           ,645.0,46350,469.0,25625,129.0,2519
2021-03-27 15:00:00,Carroll                                           ,1325.0,47675,301.0,25926,71.0,2590
2021-03-28 15:00:00,Carroll                                           ,355.0,48030,346.0,26272,83.0,2673
2021-03-29 15:00:00,Carroll                                           ,581.0,48611,500.0,26772,28.0,2701
2021-03-30 15:00:00,Carroll                                           ,799.0,49410,927.0,27699,97.0,2798
2021-03-31 15:00:00,Carroll                                           ,1175.0,50585,1191.0,28890,228.0,3026
2021-04-01 15:00:00,Carroll                                           ,1513.0,52098,826.0,29716,177.0,3203
2021-04-02 15:00:00,Carroll                                           ,1404.0,53502,625.0,30341,208.0,3411
2021-04-03 15:00:00,Carroll                                           ,368.0,53870,353.0,30694,175.0,3586
2021-04-04 15:00:00,Carroll                                           ,183.0,54053,229.0,30923,13.0,3599
2021-04-05 15:00:00,Carroll                                           ,425.0,54478,678.0,31601,181.0,3780
2021-04-06 15:00:00,Carroll                                           ,1193.0,55671,552.0,32153,308.0,4088
2021-04-07 15:00:00,Carroll                                           ,1212.0,56883,659.0,32812,340.0,4428
2021-04-08 15:00:00,Carroll                                           ,691.0,57574,1091.0,33903,510.0,4938
2021-04-09 15:00:00,Carroll                                           ,497.0,58071,1650.0,35553,331.0,5269
2021-04-10 15:00:00,Carroll                                           ,281.0,58352,438.0,35991,127.0,5396
2021-04-11 15:00:00,Carroll                                           ,275.0,58627,266.0,36257,373.0,5769
2021-04-12 15:00:00,Carroll                                           ,376.0,59003,539.0,36796,425.0,6194
2021-04-13 15:00:00,Carroll                                           ,531.0,59534,786.0,37582,5.0,6199
2021-04-14 15:00:00,Carroll                                           ,1187.0,60721,992.0,38574,2.0,6201
2021-04-15 15:00:00,Carroll                                           ,620.0,61341,1093.0,39667,,6201
2021-04-16 15:00:00,Carroll                                           ,810.0,62151,415.0,40082,,6201
2020-12-16 15:00:00,Cecil                                             ,4.0,4,,0,,0
2020-12-17 15:00:00,Cecil                                             ,3.0,7,,0,,0
2020-12-18 15:00:00,Cecil                                             ,6.0,13,,0,,0
2020-12-19 15:00:00,Cecil                                             ,2.0,15,,0,,0
2020-12-20 15:00:00,Cecil                                             ,2.0,17,,0,,0
2020-12-21 15:00:00,Cecil                                             ,23.0,40,,0,,0
2020-12-22 15:00:00,Cecil                                             ,89.0,129,,0,,0
2020-12-23 15:00:00,Cecil                                             ,60.0,189,1.0,1,,0
2020-12-24 15:00:00,Cecil                                             ,27.0,216,,1,,0
2020-12-25 15:00:00,Cecil                                             ,4.0,220,,1,,0
2020-12-26 15:00:00,Cecil                                             ,28.0,248,,1,,0
2020-12-27 15:00:00,Cecil                                             ,24.0,272,,1,,0
2020-12-28 15:00:00,Cecil                                             ,110.0,382,,1,,0
2020-12-29 15:00:00,Cecil                                             ,122.0,504,,1,,0
2020-12-30 15:00:00,Cecil                                             ,191.0,695,,1,,0
2020-12-31 15:00:00,Cecil                                             ,140.0,835,,1,,0
2021-01-01 15:00:00,Cecil                                             ,14.0,849,2.0,3,,0
2021-01-02 15:00:00,Cecil                                             ,50.0,899,,3,,0
2021-01-03 15:00:00,Cecil                                             ,4.0,903,,3,,0
2021-01-04 15:00:00,Cecil                                             ,89.0,992,,3,,0
2021-01-05 15:00:00,Cecil                                             ,266.0,1258,2.0,5,,0
2021-01-06 15:00:00,Cecil                                             ,126.0,1384,2.0,7,,0
2021-01-07 15:00:00,Cecil                                             ,272.0,1656,5.0,12,,0
2021-01-08 15:00:00,Cecil                                             ,108.0,1764,6.0,18,,0
2021-01-09 15:00:00,Cecil                                             ,31.0,1795,,18,,0
2021-01-10 15:00:00,Cecil                                             ,3.0,1798,,18,,0
2021-01-11 15:00:00,Cecil                                             ,128.0,1926,11.0,29,,0
2021-01-12 15:00:00,Cecil                                             ,181.0,2107,25.0,54,,0
2021-01-13 15:00:00,Cecil                                             ,497.0,2604,12.0,66,,0
2021-01-14 15:00:00,Cecil                                             ,273.0,2877,2.0,68,,0
2021-01-15 15:00:00,Cecil                                             ,363.0,3240,8.0,76,,0
2021-01-16 15:00:00,Cecil                                             ,8.0,3248,2.0,78,,0
2021-01-17 15:00:00,Cecil                                             ,60.0,3308,20.0,98,,0
2021-01-18 15:00:00,Cecil                                             ,50.0,3358,42.0,140,,0
2021-01-19 15:00:00,Cecil                                             ,423.0,3781,24.0,164,,0
2021-01-20 15:00:00,Cecil                                             ,345.0,4126,52.0,216,,0
2021-01-21 15:00:00,Cecil                                             ,678.0,4804,33.0,249,,0
2021-01-22 15:00:00,Cecil                                             ,407.0,5211,35.0,284,,0
2021-01-23 15:00:00,Cecil                                             ,98.0,5309,18.0,302,,0
2021-01-24 15:00:00,Cecil                                             ,4.0,5313,3.0,305,,0
2021-01-25 15:00:00,Cecil                                             ,294.0,5607,95.0,400,,0
2021-01-26 15:00:00,Cecil                                             ,670.0,6277,257.0,657,,0
2021-01-27 15:00:00,Cecil                                             ,360.0,6637,96.0,753,,0
2021-01-28 15:00:00,Cecil                                             ,606.0,7243,144.0,897,,0
2021-01-29 15:00:00,Cecil                                             ,470.0,7713,52.0,949,,0
2021-01-30 15:00:00,Cecil                                             ,356.0,8069,32.0,981,,0
2021-01-31 15:00:00,Cecil                                             ,14.0,8083,1.0,982,,0
2021-02-01 15:00:00,Cecil                                             ,18.0,8101,5.0,987,,0
2021-02-02 15:00:00,Cecil                                             ,32.0,8133,130.0,1117,,0
2021-02-03 15:00:00,Cecil                                             ,99.0,8232,162.0,1279,,0
2021-02-04 15:00:00,Cecil                                             ,69.0,8301,346.0,1625,,0
2021-02-05 15:00:00,Cecil                                             ,334.0,8635,84.0,1709,,0
2021-02-06 15:00:00,Cecil                                             ,306.0,8941,50.0,1759,,0
2021-02-07 15:00:00,Cecil                                             ,13.0,8954,48.0,1807,,0
2021-02-08 15:00:00,Cecil                                             ,39.0,8993,94.0,1901,,0
2021-02-09 15:00:00,Cecil                                             ,451.0,9444,210.0,2111,,0
2021-02-10 15:00:00,Cecil                                             ,343.0,9787,483.0,2594,,0
2021-02-11 15:00:00,Cecil                                             ,184.0,9971,202.0,2796,,0
2021-02-12 15:00:00,Cecil                                             ,76.0,10047,351.0,3147,,0
2021-02-13 15:00:00,Cecil                                             ,274.0,10321,9.0,3156,,0
2021-02-14 15:00:00,Cecil                                             ,5.0,10326,2.0,3158,,0
2021-02-15 15:00:00,Cecil                                             ,253.0,10579,77.0,3235,,0
2021-02-16 15:00:00,Cecil                                             ,247.0,10826,497.0,3732,,0
2021-02-17 15:00:00,Cecil                                             ,193.0,11019,403.0,4135,,0
2021-02-18 15:00:00,Cecil                                             ,9.0,11028,15.0,4150,,0
2021-02-19 15:00:00,Cecil                                             ,74.0,11102,531.0,4681,,0
2021-02-20 15:00:00,Cecil                                             ,216.0,11318,261.0,4942,,0
2021-02-21 15:00:00,Cecil                                             ,11.0,11329,347.0,5289,,0
2021-02-22 15:00:00,Cecil                                             ,127.0,11456,45.0,5334,,0
2021-02-23 15:00:00,Cecil                                             ,61.0,11517,842.0,6176,,0
2021-02-24 15:00:00,Cecil                                             ,132.0,11649,417.0,6593,,0
2021-02-25 15:00:00,Cecil                                             ,177.0,11826,610.0,7203,,0
2021-02-26 15:00:00,Cecil                                             ,531.0,12357,265.0,7468,,0
2021-02-27 15:00:00,Cecil                                             ,211.0,12568,179.0,7647,,0
2021-02-28 15:00:00,Cecil                                             ,40.0,12608,9.0,7656,,0
2021-03-01 15:00:00,Cecil                                             ,443.0,13051,23.0,7679,,0
2021-03-02 15:00:00,Cecil                                             ,406.0,13457,63.0,7742,,0
2021-03-03 15:00:00,Cecil                                             ,116.0,13573,41.0,7783,3.0,3
2021-03-04 15:00:00,Cecil                                             ,604.0,14177,89.0,7872,5.0,8
2021-03-05 15:00:00,Cecil                                             ,467.0,14644,303.0,8175,2.0,10
2021-03-06 15:00:00,Cecil                                             ,160.0,14804,290.0,8465,6.0,16
2021-03-07 15:00:00,Cecil                                             ,48.0,14852,7.0,8472,12.0,28
2021-03-08 15:00:00,Cecil                                             ,372.0,15224,30.0,8502,32.0,60
2021-03-09 15:00:00,Cecil                                             ,264.0,15488,468.0,8970,25.0,85
2021-03-10 15:00:00,Cecil                                             ,583.0,16071,256.0,9226,10.0,95
2021-03-11 15:00:00,Cecil                                             ,885.0,16956,160.0,9386,2.0,97
2021-03-12 15:00:00,Cecil                                             ,805.0,17761,126.0,9512,1.0,98
2021-03-13 15:00:00,Cecil                                             ,118.0,17879,270.0,9782,,98
