OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
1,10/29/2021 15:00:00,11 and Under,1,1,,0,,0,,0,,0
2,10/30/2021 15:00:00,11 and Under,3,4,,0,,0,,0,,0
3,10/31/2021 15:00:00,11 and Under,,4,1.000000000000000,1,,0,,0,,0
4,11/1/2021 15:00:00,11 and Under,8,12,1.000000000000000,2,,0,,0,,0
5,11/2/2021 15:00:00,11 and Under,5,17,1.000000000000000,3,,0,,0,,0
6,11/3/2021 15:00:00,11 and Under,138,155,,3,,0,,0,,0
7,11/4/2021 15:00:00,11 and Under,2034,2189,,3,,0,,0,,0
8,11/5/2021 15:00:00,11 and Under,3306,5495,2.000000000000000,5,,0,,0,,0
9,11/6/2021 15:00:00,11 and Under,7488,12983,7.000000000000000,12,,0,,0,,0
10,11/7/2021 15:00:00,11 and Under,5942,18925,64.000000000000000,76,,0,,0,,0
11,11/8/2021 15:00:00,11 and Under,7869,26794,6.000000000000000,82,,0,,0,,0
12,11/9/2021 15:00:00,11 and Under,7780,34574,32.000000000000000,114,,0,,0,,0
13,11/10/2021 15:00:00,11 and Under,8528,43102,83.000000000000000,197,,0,,0,,0
14,11/11/2021 15:00:00,11 and Under,7236,50338,19.000000000000000,216,,0,,0,,0
15,11/12/2021 15:00:00,11 and Under,7260,57598,9.000000000000000,225,,0,,0,,0
16,11/13/2021 15:00:00,11 and Under,7260,64858,5.000000000000000,230,,0,,0,,0
17,11/14/2021 15:00:00,11 and Under,2190,67048,3.000000000000000,233,1,1,2194,2194,4,4
18,11/15/2021 15:00:00,11 and Under,4947,71995,7.000000000000000,240,,1,,2194,,4
19,11/16/2021 15:00:00,11 and Under,5310,77305,15.000000000000000,255,,1,,2194,,4
20,11/17/2021 15:00:00,11 and Under,5247,82552,117.000000000000000,372,1,2,5365,7559,118,122
21,11/18/2021 15:00:00,11 and Under,5143,87695,23.000000000000000,395,,2,,7559,,122
22,11/19/2021 15:00:00,11 and Under,4910,92605,13.000000000000000,408,,2,,7559,,122
23,11/20/2021 15:00:00,11 and Under,7302,99907,18.000000000000000,426,,2,,7559,,122
24,11/21/2021 15:00:00,11 and Under,1983,101890,8.000000000000000,434,,2,,7559,,122
25,11/22/2021 15:00:00,11 and Under,5042,106932,26.000000000000000,460,,2,,7559,,122
26,11/23/2021 15:00:00,11 and Under,4290,111222,29.000000000000000,489,,2,,7559,,122
27,11/24/2021 15:00:00,11 and Under,3824,115046,340.000000000000000,829,8,10,4172,11731,348,470
28,11/25/2021 15:00:00,11 and Under,97,115143,11.000000000000000,840,,10,,11731,,470
29,11/26/2021 15:00:00,11 and Under,1821,116964,1710.000000000000000,2550,,10,,11731,,470
30,11/27/2021 15:00:00,11 and Under,1332,118296,4352.000000000000000,6902,,10,,11731,,470
31,11/28/2021 15:00:00,11 and Under,656,118952,5524.000000000000000,12426,,10,,11731,,470
32,11/29/2021 15:00:00,11 and Under,2146,121098,6910.000000000000000,19336,,10,,11731,,470
33,11/30/2021 15:00:00,11 and Under,2179,123277,7067.000000000000000,26403,,10,,11731,,470
34,12/1/2021 15:00:00,11 and Under,1891,125168,7147.000000000000000,33550,2,12,9040,20771,7149,7619
35,12/2/2021 15:00:00,11 and Under,1636,126804,6284.000000000000000,39834,,12,,20771,,7619
36,12/3/2021 15:00:00,11 and Under,2031,128835,6618.000000000000000,46452,,12,,20771,,7619
37,12/4/2021 15:00:00,11 and Under,2174,131009,8198.000000000000000,54650,,12,,20771,,7619
38,12/5/2021 15:00:00,11 and Under,957,131966,2123.000000000000000,56773,,12,,20771,,7619
39,12/6/2021 15:00:00,11 and Under,2175,134141,5105.000000000000000,61878,,12,,20771,,7619
40,12/7/2021 15:00:00,11 and Under,1780,135921,4971.000000000000000,66849,,12,,20771,,7619
41,12/8/2021 15:00:00,11 and Under,2080,138001,5087.000000000000000,71936,4,16,7171,27942,5091,12710
42,12/9/2021 15:00:00,11 and Under,1912,139913,4863.000000000000000,76799,,16,,27942,,12710
43,12/10/2021 15:00:00,11 and Under,2296,142209,4961.000000000000000,81760,,16,,27942,,12710
44,12/11/2021 15:00:00,11 and Under,1571,143780,6295.000000000000000,88055,,16,,27942,,12710
45,12/12/2021 15:00:00,11 and Under,2171,145951,1973.000000000000000,90028,,16,,27942,,12710
46,12/13/2021 15:00:00,11 and Under,1534,147485,4050.000000000000000,94078,,16,,27942,,12710
47,12/14/2021 15:00:00,11 and Under,1864,149349,3859.000000000000000,97937,,16,,27942,,12710
48,12/15/2021 15:00:00,11 and Under,2436,151785,3447.000000000000000,101384,4,20,5887,33829,3451,16161
49,12/16/2021 15:00:00,11 and Under,2870,154655,1262.000000000000000,102646,,20,,33829,,16161
50,12/14/2020 15:00:00,18-49,13,13,,0,,0,,0,,0
51,12/15/2020 15:00:00,18-49,32,45,1.000000000000000,1,,0,,0,,0
52,12/16/2020 15:00:00,18-49,440,485,3.000000000000000,4,,0,,0,,0
53,12/17/2020 15:00:00,18-49,780,1265,5.000000000000000,9,,0,,0,,0
54,12/18/2020 15:00:00,18-49,1892,3157,9.000000000000000,18,,0,,0,,0
55,12/19/2020 15:00:00,18-49,583,3740,4.000000000000000,22,,0,,0,,0
56,12/20/2020 15:00:00,18-49,243,3983,5.000000000000000,27,,0,,0,,0
57,12/21/2020 15:00:00,18-49,2553,6536,19.000000000000000,46,,0,,0,,0
58,12/22/2020 15:00:00,18-49,3201,9737,17.000000000000000,63,,0,,0,,0
59,12/23/2020 15:00:00,18-49,3258,12995,24.000000000000000,87,,0,,0,,0
60,12/24/2020 15:00:00,18-49,1606,14601,8.000000000000000,95,,0,,0,,0
61,12/25/2020 15:00:00,18-49,295,14896,1.000000000000000,96,,0,,0,,0
62,12/26/2020 15:00:00,18-49,732,15628,4.000000000000000,100,,0,,0,,0
63,12/27/2020 15:00:00,18-49,763,16391,8.000000000000000,108,,0,,0,,0
64,12/28/2020 15:00:00,18-49,5010,21401,32.000000000000000,140,,0,,0,,0
65,12/29/2020 15:00:00,18-49,5703,27104,31.000000000000000,171,,0,,0,,0
66,12/30/2020 15:00:00,18-49,7149,34253,52.000000000000000,223,,0,,0,,0
67,12/31/2020 15:00:00,18-49,4331,38584,27.000000000000000,250,,0,,0,,0
68,1/1/2021 15:00:00,18-49,1275,39859,83.000000000000000,333,,0,,0,,0
69,1/2/2021 15:00:00,18-49,1448,41307,24.000000000000000,357,,0,,0,,0
70,1/3/2021 15:00:00,18-49,1610,42917,58.000000000000000,415,,0,,0,,0
71,1/4/2021 15:00:00,18-49,6775,49692,218.000000000000000,633,,0,,0,,0
72,1/5/2021 15:00:00,18-49,6194,55886,350.000000000000000,983,,0,,0,,0
73,1/6/2021 15:00:00,18-49,7583,63469,597.000000000000000,1580,,0,,0,,0
74,1/7/2021 15:00:00,18-49,8009,71478,1153.000000000000000,2733,,0,,0,,0
75,1/8/2021 15:00:00,18-49,8314,79792,1722.000000000000000,4455,,0,,0,,0
76,1/9/2021 15:00:00,18-49,2503,82295,614.000000000000000,5069,,0,,0,,0
77,1/10/2021 15:00:00,18-49,1319,83614,264.000000000000000,5333,,0,,0,,0
78,1/11/2021 15:00:00,18-49,6552,90166,2213.000000000000000,7546,,0,,0,,0
79,1/12/2021 15:00:00,18-49,8156,98322,2862.000000000000000,10408,,0,,0,,0
80,1/13/2021 15:00:00,18-49,9455,107777,2136.000000000000000,12544,,0,,0,,0
81,1/14/2021 15:00:00,18-49,8808,116585,1166.000000000000000,13710,,0,,0,,0
82,1/15/2021 15:00:00,18-49,9473,126058,901.000000000000000,14611,,0,,0,,0
83,1/16/2021 15:00:00,18-49,2535,128593,683.000000000000000,15294,,0,,0,,0
84,1/17/2021 15:00:00,18-49,866,129459,667.000000000000000,15961,,0,,0,,0
85,1/18/2021 15:00:00,18-49,2122,131581,1382.000000000000000,17343,,0,,0,,0
86,1/19/2021 15:00:00,18-49,4835,136416,2820.000000000000000,20163,,0,,0,,0
87,1/20/2021 15:00:00,18-49,5655,142071,2958.000000000000000,23121,,0,,0,,0
88,1/21/2021 15:00:00,18-49,7248,149319,2128.000000000000000,25249,,0,,0,,0
89,1/22/2021 15:00:00,18-49,9510,158829,1700.000000000000000,26949,,0,,0,,0
90,1/23/2021 15:00:00,18-49,3204,162033,815.000000000000000,27764,,0,,0,,0
91,1/24/2021 15:00:00,18-49,763,162796,691.000000000000000,28455,,0,,0,,0
92,1/25/2021 15:00:00,18-49,4276,167072,4218.000000000000000,32673,,0,,0,,0
93,1/26/2021 15:00:00,18-49,4815,171887,4322.000000000000000,36995,,0,,0,,0
94,1/27/2021 15:00:00,18-49,5968,177855,6517.000000000000000,43512,,0,,0,,0
95,1/28/2021 15:00:00,18-49,5787,183642,4822.000000000000000,48334,,0,,0,,0
96,1/29/2021 15:00:00,18-49,5973,189615,4004.000000000000000,52338,,0,,0,,0
97,1/30/2021 15:00:00,18-49,4385,194000,1381.000000000000000,53719,,0,,0,,0
98,1/31/2021 15:00:00,18-49,1335,195335,481.000000000000000,54200,,0,,0,,0
99,2/1/2021 15:00:00,18-49,1896,197231,2366.000000000000000,56566,,0,,0,,0
100,12/22/2020 15:00:00,12-17,8,8,,0,,0,,0,,0
101,12/23/2020 15:00:00,12-17,1,9,,0,,0,,0,,0
102,12/25/2020 15:00:00,12-17,9,18,,0,,0,,0,,0
103,12/27/2020 15:00:00,12-17,2,20,,0,,0,,0,,0
104,12/28/2020 15:00:00,12-17,4,24,,0,,0,,0,,0
105,12/29/2020 15:00:00,12-17,1,25,,0,,0,,0,,0
106,12/30/2020 15:00:00,12-17,2,27,1.000000000000000,1,,0,,0,,0
107,12/31/2020 15:00:00,12-17,2,29,,1,,0,,0,,0
108,1/1/2021 15:00:00,12-17,9,38,,1,,0,,0,,0
109,1/2/2021 15:00:00,12-17,1,39,,1,,0,,0,,0
110,1/3/2021 15:00:00,12-17,1,40,1.000000000000000,2,,0,,0,,0
111,1/4/2021 15:00:00,12-17,7,47,,2,,0,,0,,0
112,1/5/2021 15:00:00,12-17,10,57,1.000000000000000,3,,0,,0,,0
113,1/6/2021 15:00:00,12-17,16,73,,3,,0,,0,,0
114,1/7/2021 15:00:00,12-17,12,85,,3,,0,,0,,0
115,1/8/2021 15:00:00,12-17,31,116,1.000000000000000,4,,0,,0,,0
116,1/9/2021 15:00:00,12-17,6,122,,4,,0,,0,,0
117,1/10/2021 15:00:00,12-17,5,127,,4,,0,,0,,0
118,1/11/2021 15:00:00,12-17,17,144,,4,,0,,0,,0
119,1/12/2021 15:00:00,12-17,26,170,8.000000000000000,12,,0,,0,,0
120,1/13/2021 15:00:00,12-17,17,187,1.000000000000000,13,,0,,0,,0
121,1/14/2021 15:00:00,12-17,12,199,,13,,0,,0,,0
122,1/15/2021 15:00:00,12-17,14,213,8.000000000000000,21,,0,,0,,0
123,1/16/2021 15:00:00,12-17,1,214,,21,,0,,0,,0
124,1/17/2021 15:00:00,12-17,4,218,2.000000000000000,23,,0,,0,,0
125,1/18/2021 15:00:00,12-17,4,222,1.000000000000000,24,,0,,0,,0
126,1/19/2021 15:00:00,12-17,10,232,,24,,0,,0,,0
127,1/20/2021 15:00:00,12-17,10,242,,24,,0,,0,,0
128,1/21/2021 15:00:00,12-17,13,255,1.000000000000000,25,,0,,0,,0
129,1/22/2021 15:00:00,12-17,15,270,4.000000000000000,29,,0,,0,,0
130,1/23/2021 15:00:00,12-17,12,282,,29,,0,,0,,0
131,1/24/2021 15:00:00,12-17,14,296,1.000000000000000,30,,0,,0,,0
132,1/25/2021 15:00:00,12-17,10,306,5.000000000000000,35,,0,,0,,0
133,1/26/2021 15:00:00,12-17,13,319,7.000000000000000,42,,0,,0,,0
134,1/27/2021 15:00:00,12-17,20,339,9.000000000000000,51,,0,,0,,0
135,1/28/2021 15:00:00,12-17,16,355,8.000000000000000,59,,0,,0,,0
136,1/29/2021 15:00:00,12-17,57,412,25.000000000000000,84,,0,,0,,0
137,1/30/2021 15:00:00,12-17,19,431,3.000000000000000,87,,0,,0,,0
138,1/31/2021 15:00:00,12-17,11,442,3.000000000000000,90,,0,,0,,0
139,2/1/2021 15:00:00,12-17,45,487,5.000000000000000,95,,0,,0,,0
140,2/2/2021 15:00:00,12-17,29,516,10.000000000000000,105,,0,,0,,0
141,2/3/2021 15:00:00,12-17,25,541,12.000000000000000,117,,0,,0,,0
142,2/4/2021 15:00:00,12-17,16,557,12.000000000000000,129,,0,,0,,0
143,2/5/2021 15:00:00,12-17,15,572,12.000000000000000,141,,0,,0,,0
144,2/6/2021 15:00:00,12-17,13,585,5.000000000000000,146,,0,,0,,0
145,2/7/2021 15:00:00,12-17,7,592,2.000000000000000,148,,0,,0,,0
146,2/8/2021 15:00:00,12-17,14,606,12.000000000000000,160,,0,,0,,0
147,2/9/2021 15:00:00,12-17,14,620,11.000000000000000,171,,0,,0,,0
148,2/10/2021 15:00:00,12-17,24,644,18.000000000000000,189,,0,,0,,0
149,2/11/2021 15:00:00,12-17,25,669,10.000000000000000,199,,0,,0,,0
150,2/12/2021 15:00:00,12-17,10,679,12.000000000000000,211,,0,,0,,0
151,12/17/2021 15:00:00,11 and Under,2347,157002,2035.000000000000000,104681,,20,,33829,,16161
152,12/18/2021 15:00:00,11 and Under,2339,159341,1970.000000000000000,106651,,20,,33829,,16161
153,12/19/2021 15:00:00,11 and Under,1142,160483,607.000000000000000,107258,,20,,33829,,16161
154,12/20/2021 15:00:00,11 and Under,2139,162622,2071.000000000000000,109329,,20,,33829,,16161
155,12/21/2021 15:00:00,11 and Under,2446,165068,1971.000000000000000,111300,,20,,33829,,16161
156,12/22/2021 15:00:00,11 and Under,2518,167586,1684.000000000000000,112984,10,30,4212,38041,1694,17855
157,12/23/2021 15:00:00,11 and Under,2306,169892,1448.000000000000000,114432,,30,,38041,,17855
158,12/24/2021 15:00:00,11 and Under,309,170201,298.000000000000000,114730,,30,,38041,,17855
159,12/25/2021 15:00:00,11 and Under,3,170204,7.000000000000000,114737,,30,,38041,,17855
160,12/26/2021 15:00:00,11 and Under,391,170595,626.000000000000000,115363,,30,,38041,,17855
161,12/27/2021 15:00:00,11 and Under,1986,172581,2065.000000000000000,117428,,30,,38041,,17855
162,12/28/2021 15:00:00,11 and Under,2413,174994,1752.000000000000000,119180,,30,,38041,,17855
163,12/29/2021 15:00:00,11 and Under,2610,177604,1952.000000000000000,121132,2,32,4564,42605,1954,19809
164,12/30/2021 15:00:00,11 and Under,2346,179950,1687.000000000000000,122819,,32,,42605,,19809
165,12/31/2021 15:00:00,11 and Under,767,180717,739.000000000000000,123558,,32,,42605,,19809
166,1/1/2022 15:00:00,11 and Under,230,180947,183.000000000000000,123741,,32,,42605,,19809
167,1/2/2022 15:00:00,11 and Under,438,181385,748.000000000000000,124489,,32,,42605,,19809
168,1/3/2022 15:00:00,11 and Under,826,182211,985.000000000000000,125474,,32,,42605,,19809
169,1/4/2022 15:00:00,11 and Under,1617,183828,1776.000000000000000,127250,,32,,42605,,19809
170,1/5/2022 15:00:00,11 and Under,2177,186005,2700.000000000000000,129950,3,35,4880,47485,2703,22512
171,1/6/2022 15:00:00,11 and Under,2036,188041,2709.000000000000000,132659,,35,,47485,,22512
172,1/7/2022 15:00:00,11 and Under,1526,189567,1962.000000000000000,134621,,35,,47485,,22512
173,1/8/2022 15:00:00,11 and Under,1759,191326,2593.000000000000000,137214,,35,,47485,,22512
174,1/9/2022 15:00:00,11 and Under,783,192109,1225.000000000000000,138439,,35,,47485,,22512
175,1/10/2022 15:00:00,11 and Under,1609,193718,1767.000000000000000,140206,,35,,47485,,22512
176,1/11/2022 15:00:00,11 and Under,1848,195566,2107.000000000000000,142313,,35,,47485,,22512
177,1/12/2022 15:00:00,11 and Under,2045,197611,2227.000000000000000,144540,3,38,4275,51760,2230,24742
178,1/13/2022 15:00:00,11 and Under,2059,199670,2181.000000000000000,146721,,38,,51760,,24742
179,1/14/2022 15:00:00,11 and Under,2380,202050,1429.000000000000000,148150,,38,,51760,,24742
180,1/15/2022 15:00:00,11 and Under,1501,203551,806.000000000000000,148956,,38,,51760,,24742
181,1/16/2022 15:00:00,11 and Under,608,204159,529.000000000000000,149485,,38,,51760,,24742
182,1/17/2022 15:00:00,11 and Under,995,205154,1025.000000000000000,150510,,38,,51760,,24742
183,1/18/2022 15:00:00,11 and Under,1349,206503,1870.000000000000000,152380,,38,,51760,,24742
184,1/19/2022 15:00:00,11 and Under,1718,208221,2278.000000000000000,154658,6,44,4002,55762,2284,27026
185,1/20/2022 15:00:00,11 and Under,1351,209572,1696.000000000000000,156354,,44,,55762,,27026
186,1/21/2022 15:00:00,11 and Under,1594,211166,1229.000000000000000,157583,,44,,55762,,27026
187,1/22/2022 15:00:00,11 and Under,1038,212204,893.000000000000000,158476,,44,,55762,,27026
188,1/23/2022 15:00:00,11 and Under,388,212592,595.000000000000000,159071,,44,,55762,,27026
189,1/24/2022 15:00:00,11 and Under,1106,213698,1086.000000000000000,160157,,44,,55762,,27026
190,1/25/2022 15:00:00,11 and Under,1115,214813,1434.000000000000000,161591,,44,,55762,,27026
191,1/26/2022 15:00:00,11 and Under,1217,216030,1675.000000000000000,163266,2,46,2894,58656,1677,28703
192,1/27/2022 15:00:00,11 and Under,986,217016,1850.000000000000000,165116,,46,,58656,,28703
193,1/28/2022 15:00:00,11 and Under,921,217937,1235.000000000000000,166351,,46,,58656,,28703
194,1/29/2022 15:00:00,11 and Under,582,218519,1184.000000000000000,167535,,46,,58656,,28703
195,1/30/2022 15:00:00,11 and Under,266,218785,640.000000000000000,168175,,46,,58656,,28703
196,1/31/2022 15:00:00,11 and Under,398,219183,764.000000000000000,168939,,46,,58656,,28703
197,2/2/2021 15:00:00,18-49,2953,200184,6590.000000000000000,63156,,0,,0,,0
198,2/3/2021 15:00:00,18-49,4694,204878,9550.000000000000000,72706,,0,,0,,0
199,2/4/2021 15:00:00,18-49,5151,210029,7953.000000000000000,80659,,0,,0,,0
200,2/5/2021 15:00:00,18-49,5203,215232,8543.000000000000000,89202,,0,,0,,0
201,2/6/2021 15:00:00,18-49,3401,218633,3075.000000000000000,92277,,0,,0,,0
202,2/7/2021 15:00:00,18-49,1466,220099,713.000000000000000,92990,,0,,0,,0
203,2/8/2021 15:00:00,18-49,3192,223291,5953.000000000000000,98943,,0,,0,,0
204,2/9/2021 15:00:00,18-49,4031,227322,5783.000000000000000,104726,,0,,0,,0
205,2/10/2021 15:00:00,18-49,4210,231532,9128.000000000000000,113854,,0,,0,,0
206,2/11/2021 15:00:00,18-49,5710,237242,7671.000000000000000,121525,,0,,0,,0
207,2/12/2021 15:00:00,18-49,5834,243076,8576.000000000000000,130101,,0,,0,,0
208,2/13/2021 15:00:00,18-49,2814,245890,2274.000000000000000,132375,,0,,0,,0
209,2/14/2021 15:00:00,18-49,2115,248005,697.000000000000000,133072,,0,,0,,0
210,2/15/2021 15:00:00,18-49,2839,250844,4292.000000000000000,137364,,0,,0,,0
211,2/16/2021 15:00:00,18-49,4321,255165,6060.000000000000000,143424,,0,,0,,0
212,2/17/2021 15:00:00,18-49,6282,261447,7911.000000000000000,151335,,0,,0,,0
213,2/18/2021 15:00:00,18-49,1001,262448,1493.000000000000000,152828,,0,,0,,0
214,2/19/2021 15:00:00,18-49,2747,265195,6423.000000000000000,159251,,0,,0,,0
215,2/20/2021 15:00:00,18-49,2819,268014,6098.000000000000000,165349,,0,,0,,0
216,2/21/2021 15:00:00,18-49,1396,269410,1604.000000000000000,166953,,0,,0,,0
217,2/22/2021 15:00:00,18-49,2054,271464,4575.000000000000000,171528,,0,,0,,0
218,2/23/2021 15:00:00,18-49,4154,275618,3797.000000000000000,175325,,0,,0,,0
219,2/24/2021 15:00:00,18-49,4893,280511,6042.000000000000000,181367,,0,,0,,0
220,2/25/2021 15:00:00,18-49,4948,285459,6437.000000000000000,187804,,0,,0,,0
221,2/26/2021 15:00:00,18-49,6632,292091,7233.000000000000000,195037,,0,,0,,0
222,2/27/2021 15:00:00,18-49,4635,296726,3121.000000000000000,198158,,0,,0,,0
223,2/28/2021 15:00:00,18-49,4257,300983,1232.000000000000000,199390,,0,,0,,0
224,3/1/2021 15:00:00,18-49,7891,308874,2707.000000000000000,202097,,0,,0,,0
225,3/2/2021 15:00:00,18-49,6316,315190,2845.000000000000000,204942,5,5,9166,9166,2850,2850
226,3/3/2021 15:00:00,18-49,8831,324021,4703.000000000000000,209645,61,66,13595,22761,4764,7614
227,3/4/2021 15:00:00,18-49,8557,332578,4093.000000000000000,213738,1319,1385,13969,36730,5412,13026
228,3/5/2021 15:00:00,18-49,7560,340138,5127.000000000000000,218865,1186,2571,13873,50603,6313,19339
229,3/6/2021 15:00:00,18-49,5500,345638,2666.000000000000000,221531,2176,4747,10342,60945,4842,24181
230,3/7/2021 15:00:00,18-49,3615,349253,1451.000000000000000,222982,2631,7378,7697,68642,4082,28263
231,3/8/2021 15:00:00,18-49,6929,356182,2483.000000000000000,225465,2677,10055,12089,80731,5160,33423
232,3/9/2021 15:00:00,18-49,7452,363634,3824.000000000000000,229289,2721,12776,13997,94728,6545,39968
233,3/10/2021 15:00:00,18-49,8636,372270,4601.000000000000000,233890,3087,15863,16324,111052,7688,47656
234,3/11/2021 15:00:00,18-49,11854,384124,3891.000000000000000,237781,1140,17003,16885,127937,5031,52687
235,3/12/2021 15:00:00,18-49,11932,396056,5262.000000000000000,243043,859,17862,18053,145990,6121,58808
236,3/13/2021 15:00:00,18-49,8691,404747,2764.000000000000000,245807,479,18341,11934,157924,3243,62051
237,3/14/2021 15:00:00,18-49,7511,412258,1849.000000000000000,247656,393,18734,9753,167677,2242,64293
238,3/15/2021 15:00:00,18-49,12193,424451,2718.000000000000000,250374,206,18940,15117,182794,2924,67217
239,3/16/2021 15:00:00,18-49,12614,437065,3321.000000000000000,253695,180,19120,16115,198909,3501,70718
240,3/17/2021 15:00:00,18-49,13588,450653,4271.000000000000000,257966,502,19622,18361,217270,4773,75491
241,3/18/2021 15:00:00,18-49,16568,467221,3557.000000000000000,261523,560,20182,20685,237955,4117,79608
242,3/19/2021 15:00:00,18-49,14818,482039,3684.000000000000000,265207,373,20555,18875,256830,4057,83665
243,3/20/2021 15:00:00,18-49,11001,493040,3162.000000000000000,268369,272,20827,14435,271265,3434,87099
244,3/21/2021 15:00:00,18-49,8896,501936,2292.000000000000000,270661,148,20975,11336,282601,2440,89539
245,3/22/2021 15:00:00,18-49,13847,515783,3169.000000000000000,273830,286,21261,17302,299903,3455,92994
246,3/23/2021 15:00:00,18-49,15658,531441,5098.000000000000000,278928,397,21658,21153,321056,5495,98489
247,3/24/2021 15:00:00,18-49,17025,548466,6057.000000000000000,284985,399,22057,23481,344537,6456,104945
248,3/25/2021 15:00:00,18-49,18678,567144,5636.000000000000000,290621,857,22914,25171,369708,6493,111438
249,3/26/2021 15:00:00,18-49,15686,582830,6786.000000000000000,297407,1011,23925,23483,393191,7797,119235
250,3/27/2021 15:00:00,18-49,11971,594801,4377.000000000000000,301784,692,24617,17040,410231,5069,124304
251,3/28/2021 15:00:00,18-49,7532,602333,3331.000000000000000,305115,534,25151,11397,421628,3865,128169
252,3/29/2021 15:00:00,18-49,13037,615370,7516.000000000000000,312631,379,25530,20932,442560,7895,136064
253,3/30/2021 15:00:00,18-49,18153,633523,7878.000000000000000,320509,636,26166,26667,469227,8514,144578
254,3/31/2021 15:00:00,18-49,19291,652814,9685.000000000000000,330194,2541,28707,31517,500744,12226,156804
255,4/1/2021 15:00:00,18-49,19552,672366,12588.000000000000000,342782,2488,31195,34628,535372,15076,171880
256,4/2/2021 15:00:00,18-49,16570,688936,9594.000000000000000,352376,2997,34192,29161,564533,12591,184471
257,4/3/2021 15:00:00,18-49,11909,700845,6543.000000000000000,358919,2246,36438,20698,585231,8789,193260
258,4/4/2021 15:00:00,18-49,4721,705566,4005.000000000000000,362924,543,36981,9269,594500,4548,197808
259,4/5/2021 15:00:00,18-49,15578,721144,9333.000000000000000,372257,3166,40147,28077,622577,12499,210307
260,4/6/2021 15:00:00,18-49,21805,742949,10645.000000000000000,382902,5480,45627,37930,660507,16125,226432
261,4/7/2021 15:00:00,18-49,19783,762732,11610.000000000000000,394512,6989,52616,38382,698889,18599,245031
262,4/8/2021 15:00:00,18-49,23512,786244,13266.000000000000000,407778,7152,59768,43930,742819,20418,265449
263,4/9/2021 15:00:00,18-49,20003,806247,12601.000000000000000,420379,7416,67184,40020,782839,20017,285466
264,4/10/2021 15:00:00,18-49,13404,819651,9889.000000000000000,430268,4245,71429,27538,810377,14134,299600
265,4/11/2021 15:00:00,18-49,10674,830325,5909.000000000000000,436177,6689,78118,23272,833649,12598,312198
266,4/12/2021 15:00:00,18-49,14952,845277,13993.000000000000000,450170,6070,84188,35015,868664,20063,332261
267,4/13/2021 15:00:00,18-49,25056,870333,14621.000000000000000,464791,207,84395,39884,908548,14828,347089
268,4/14/2021 15:00:00,18-49,24243,894576,14811.000000000000000,479602,103,84498,39157,947705,14914,362003
269,4/15/2021 15:00:00,18-49,25414,919990,15003.000000000000000,494605,90,84588,40507,988212,15093,377096
270,4/16/2021 15:00:00,18-49,21827,941817,15104.000000000000000,509709,8,84596,36939,1025151,15112,392208
271,4/17/2021 15:00:00,18-49,19555,961372,8672.000000000000000,518381,3,84599,28230,1053381,8675,400883
272,4/18/2021 15:00:00,18-49,12130,973502,6893.000000000000000,525274,4,84603,19027,1072408,6897,407780
273,4/19/2021 15:00:00,18-49,17404,990906,14618.000000000000000,539892,25,84628,32047,1104455,14643,422423
274,4/20/2021 15:00:00,18-49,17831,1008737,17229.000000000000000,557121,6,84634,35066,1139521,17235,439658
275,4/21/2021 15:00:00,18-49,23804,1032541,20042.000000000000000,577163,12,84646,43858,1183379,20054,459712
276,4/22/2021 15:00:00,18-49,21347,1053888,18431.000000000000000,595594,13,84659,39791,1223170,18444,478156
277,4/23/2021 15:00:00,18-49,19457,1073345,17636.000000000000000,613230,12,84671,37105,1260275,17648,495804
278,4/24/2021 15:00:00,18-49,16127,1089472,14508.000000000000000,627738,49,84720,30684,1290959,14557,510361
279,4/25/2021 15:00:00,18-49,11755,1101227,4561.000000000000000,632299,11,84731,16327,1307286,4572,514933
280,4/26/2021 15:00:00,18-49,15848,1117075,15093.000000000000000,647392,95,84826,31036,1338322,15188,530121
281,4/27/2021 15:00:00,18-49,15828,1132903,17309.000000000000000,664701,580,85406,33717,1372039,17889,548010
282,4/28/2021 15:00:00,18-49,16890,1149793,20440.000000000000000,685141,708,86114,38038,1410077,21148,569158
283,4/29/2021 15:00:00,18-49,15859,1165652,20718.000000000000000,705859,751,86865,37328,1447405,21469,590627
284,4/30/2021 15:00:00,18-49,17152,1182804,17848.000000000000000,723707,846,87711,35846,1483251,18694,609321
285,5/1/2021 15:00:00,18-49,11659,1194463,14136.000000000000000,737843,566,88277,26361,1509612,14702,624023
286,5/2/2021 15:00:00,18-49,5812,1200275,9256.000000000000000,747099,478,88755,15546,1525158,9734,633757
287,5/3/2021 15:00:00,18-49,7404,1207679,15489.000000000000000,762588,1033,89788,23926,1549084,16522,650279
288,5/4/2021 15:00:00,18-49,7814,1215493,22312.000000000000000,784900,848,90636,30974,1580058,23160,673439
289,5/5/2021 15:00:00,18-49,10803,1226296,20908.000000000000000,805808,990,91626,32701,1612759,21898,695337
290,5/6/2021 15:00:00,18-49,9914,1236210,23008.000000000000000,828816,851,92477,33773,1646532,23859,719196
291,5/7/2021 15:00:00,18-49,10977,1247187,21416.000000000000000,850232,990,93467,33383,1679915,22406,741602
