OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
1500,12/13/2021 15:00:00,50-64,988,993913,363.000000000000000,907538,64,97100,1415,1679919,427,883162
1501,12/14/2021 15:00:00,50-64,943,994856,330.000000000000000,907868,46,97146,1319,1681238,376,883538
1502,12/15/2021 15:00:00,50-64,929,995785,327.000000000000000,908195,55,97201,1311,1682549,382,883920
1503,12/16/2021 15:00:00,50-64,976,996761,334.000000000000000,908529,66,97267,1376,1683925,400,884320
1504,12/17/2021 15:00:00,50-64,1110,997871,379.000000000000000,908908,41,97308,1530,1685455,420,884740
1505,12/18/2021 15:00:00,50-64,677,998548,189.000000000000000,909097,17,97325,883,1686338,206,884946
1506,12/19/2021 15:00:00,50-64,422,998970,113.000000000000000,909210,8,97333,543,1686881,121,885067
1507,12/20/2021 15:00:00,50-64,1176,1000146,343.000000000000000,909553,37,97370,1556,1688437,380,885447
1508,12/21/2021 15:00:00,50-64,1164,1001310,369.000000000000000,909922,34,97404,1567,1690004,403,885850
1509,12/22/2021 15:00:00,50-64,1091,1002401,389.000000000000000,910311,54,97458,1534,1691538,443,886293
1510,12/23/2021 15:00:00,50-64,1024,1003425,323.000000000000000,910634,40,97498,1387,1692925,363,886656
1511,12/24/2021 15:00:00,50-64,284,1003709,188.000000000000000,910822,6,97504,478,1693403,194,886850
1512,12/25/2021 15:00:00,50-64,18,1003727,6.000000000000000,910828,,97504,,1693403,,886850
1513,12/26/2021 15:00:00,50-64,315,1004042,147.000000000000000,910975,6,97510,468,1693871,153,887003
1514,12/27/2021 15:00:00,50-64,912,1004954,308.000000000000000,911283,28,97538,1248,1695119,336,887339
1515,12/28/2021 15:00:00,50-64,990,1005944,335.000000000000000,911618,40,97578,1365,1696484,375,887714
1516,12/29/2021 15:00:00,50-64,1016,1006960,344.000000000000000,911962,28,97606,1388,1697872,372,888086
1517,12/30/2021 15:00:00,50-64,970,1007930,387.000000000000000,912349,45,97651,1402,1699274,432,888518
1518,12/31/2021 15:00:00,50-64,398,1008328,156.000000000000000,912505,25,97676,579,1699853,181,888699
1519,1/1/2022 15:00:00,50-64,107,1008435,27.000000000000000,912532,8,97684,142,1699995,35,888734
1520,1/2/2022 15:00:00,50-64,278,1008713,122.000000000000000,912654,4,97688,404,1700399,126,888860
1521,1/3/2022 15:00:00,50-64,501,1009214,199.000000000000000,912853,20,97708,720,1701119,219,889079
1522,1/4/2022 15:00:00,50-64,716,1009930,286.000000000000000,913139,35,97743,1037,1702156,321,889400
1523,1/5/2022 15:00:00,50-64,837,1010767,357.000000000000000,913496,33,97776,1227,1703383,390,889790
1524,1/6/2022 15:00:00,50-64,828,1011595,339.000000000000000,913835,32,97808,1199,1704582,371,890161
1525,1/7/2022 15:00:00,50-64,767,1012362,278.000000000000000,914113,31,97839,1076,1705658,309,890470
1526,1/8/2022 15:00:00,50-64,496,1012858,191.000000000000000,914304,18,97857,705,1706363,209,890679
1527,1/9/2022 15:00:00,50-64,254,1013112,91.000000000000000,914395,5,97862,350,1706713,96,890775
1528,1/10/2022 15:00:00,50-64,780,1013892,312.000000000000000,914707,30,97892,1122,1707835,342,891117
1529,1/11/2022 15:00:00,50-64,810,1014702,291.000000000000000,914998,29,97921,1130,1708965,320,891437
1530,1/12/2022 15:00:00,50-64,765,1015467,348.000000000000000,915346,38,97959,1151,1710116,386,891823
1531,1/13/2022 15:00:00,50-64,669,1016136,265.000000000000000,915611,30,97989,964,1711080,295,892118
1532,1/14/2022 15:00:00,50-64,782,1016918,313.000000000000000,915924,37,98026,1132,1712212,350,892468
1533,1/15/2022 15:00:00,50-64,407,1017325,113.000000000000000,916037,13,98039,533,1712745,126,892594
1534,1/16/2022 15:00:00,50-64,192,1017517,82.000000000000000,916119,7,98046,281,1713026,89,892683
1535,1/17/2022 15:00:00,50-64,376,1017893,172.000000000000000,916291,7,98053,555,1713581,179,892862
1536,1/18/2022 15:00:00,50-64,525,1018418,333.000000000000000,916624,22,98075,880,1714461,355,893217
1537,1/19/2022 15:00:00,50-64,542,1018960,322.000000000000000,916946,22,98097,886,1715347,344,893561
1538,1/20/2022 15:00:00,50-64,430,1019390,289.000000000000000,917235,14,98111,733,1716080,303,893864
1539,1/21/2022 15:00:00,50-64,532,1019922,250.000000000000000,917485,26,98137,808,1716888,276,894140
1540,1/22/2022 15:00:00,50-64,330,1020252,103.000000000000000,917588,11,98148,444,1717332,114,894254
1541,1/23/2022 15:00:00,50-64,184,1020436,103.000000000000000,917691,3,98151,290,1717622,106,894360
1542,1/24/2022 15:00:00,50-64,445,1020881,255.000000000000000,917946,15,98166,715,1718337,270,894630
1543,1/25/2022 15:00:00,50-64,441,1021322,279.000000000000000,918225,16,98182,736,1719073,295,894925
1544,1/26/2022 15:00:00,50-64,402,1021724,263.000000000000000,918488,23,98205,688,1719761,286,895211
1545,1/27/2022 15:00:00,50-64,414,1022138,272.000000000000000,918760,11,98216,697,1720458,283,895494
1546,1/28/2022 15:00:00,50-64,382,1022520,265.000000000000000,919025,13,98229,660,1721118,278,895772
1547,1/29/2022 15:00:00,50-64,217,1022737,116.000000000000000,919141,3,98232,336,1721454,119,895891
1548,1/30/2022 15:00:00,50-64,130,1022867,77.000000000000000,919218,1,98233,208,1721662,78,895969
1549,1/31/2022 15:00:00,50-64,150,1023017,125.000000000000000,919343,6,98239,281,1721943,131,896100
1550,12/14/2020 15:00:00,65 and Older,2,2,,0,,0,,0,,0
1551,12/15/2020 15:00:00,65 and Older,3,5,1.000000000000000,1,,0,,0,,0
1552,12/16/2020 15:00:00,65 and Older,25,30,1.000000000000000,2,,0,,0,,0
1553,12/17/2020 15:00:00,65 and Older,61,91,1.000000000000000,3,,0,,0,,0
1554,12/18/2020 15:00:00,65 and Older,194,285,,3,,0,,0,,0
1555,12/19/2020 15:00:00,65 and Older,61,346,,3,,0,,0,,0
1556,12/20/2020 15:00:00,65 and Older,24,370,,3,,0,,0,,0
1557,12/21/2020 15:00:00,65 and Older,226,596,,3,,0,,0,,0
1558,12/22/2020 15:00:00,65 and Older,1295,1891,1.000000000000000,4,,0,,0,,0
1559,12/23/2020 15:00:00,65 and Older,704,2595,4.000000000000000,8,,0,,0,,0
1560,12/24/2020 15:00:00,65 and Older,233,2828,,8,,0,,0,,0
1561,12/25/2020 15:00:00,65 and Older,393,3221,,8,,0,,0,,0
1562,12/26/2020 15:00:00,65 and Older,528,3749,1.000000000000000,9,,0,,0,,0
1563,12/27/2020 15:00:00,65 and Older,508,4257,1.000000000000000,10,,0,,0,,0
1564,12/28/2020 15:00:00,65 and Older,1187,5444,4.000000000000000,14,,0,,0,,0
1565,12/29/2020 15:00:00,65 and Older,1711,7155,6.000000000000000,20,,0,,0,,0
1566,12/30/2020 15:00:00,65 and Older,1343,8498,7.000000000000000,27,,0,,0,,0
1567,12/31/2020 15:00:00,65 and Older,865,9363,5.000000000000000,32,,0,,0,,0
1568,1/1/2021 15:00:00,65 and Older,1152,10515,15.000000000000000,47,,0,,0,,0
1569,1/2/2021 15:00:00,65 and Older,824,11339,3.000000000000000,50,,0,,0,,0
1570,1/3/2021 15:00:00,65 and Older,797,12136,5.000000000000000,55,,0,,0,,0
1571,1/4/2021 15:00:00,65 and Older,2373,14509,20.000000000000000,75,,0,,0,,0
1572,1/5/2021 15:00:00,65 and Older,2426,16935,41.000000000000000,116,,0,,0,,0
1573,1/6/2021 15:00:00,65 and Older,2752,19687,35.000000000000000,151,,0,,0,,0
1574,1/7/2021 15:00:00,65 and Older,2280,21967,122.000000000000000,273,,0,,0,,0
1575,1/8/2021 15:00:00,65 and Older,2734,24701,202.000000000000000,475,,0,,0,,0
1576,1/9/2021 15:00:00,65 and Older,1194,25895,59.000000000000000,534,,0,,0,,0
1577,1/10/2021 15:00:00,65 and Older,778,26673,16.000000000000000,550,,0,,0,,0
1578,1/11/2021 15:00:00,65 and Older,3080,29753,254.000000000000000,804,,0,,0,,0
1579,1/12/2021 15:00:00,65 and Older,4329,34082,1048.000000000000000,1852,,0,,0,,0
1580,1/13/2021 15:00:00,65 and Older,3556,37638,590.000000000000000,2442,,0,,0,,0
1581,1/14/2021 15:00:00,65 and Older,3752,41390,209.000000000000000,2651,,0,,0,,0
1582,1/15/2021 15:00:00,65 and Older,4621,46011,461.000000000000000,3112,,0,,0,,0
1583,1/16/2021 15:00:00,65 and Older,2085,48096,472.000000000000000,3584,,0,,0,,0
1584,1/17/2021 15:00:00,65 and Older,696,48792,416.000000000000000,4000,,0,,0,,0
1585,1/18/2021 15:00:00,65 and Older,3582,52374,842.000000000000000,4842,,0,,0,,0
1586,1/19/2021 15:00:00,65 and Older,9271,61645,995.000000000000000,5837,,0,,0,,0
1587,1/20/2021 15:00:00,65 and Older,11867,73512,755.000000000000000,6592,,0,,0,,0
1588,1/21/2021 15:00:00,65 and Older,12256,85768,555.000000000000000,7147,,0,,0,,0
1589,1/22/2021 15:00:00,65 and Older,13276,99044,987.000000000000000,8134,,0,,0,,0
1590,1/23/2021 15:00:00,65 and Older,5111,104155,571.000000000000000,8705,,0,,0,,0
1591,1/24/2021 15:00:00,65 and Older,2012,106167,459.000000000000000,9164,,0,,0,,0
1592,1/25/2021 15:00:00,65 and Older,9493,115660,1513.000000000000000,10677,,0,,0,,0
1593,1/26/2021 15:00:00,65 and Older,9983,125643,1742.000000000000000,12419,,0,,0,,0
1594,1/27/2021 15:00:00,65 and Older,14873,140516,2078.000000000000000,14497,,0,,0,,0
1595,1/28/2021 15:00:00,65 and Older,13226,153742,1534.000000000000000,16031,,0,,0,,0
1596,1/29/2021 15:00:00,65 and Older,14824,168566,1437.000000000000000,17468,,0,,0,,0
1597,1/30/2021 15:00:00,65 and Older,10738,179304,469.000000000000000,17937,,0,,0,,0
1598,1/31/2021 15:00:00,65 and Older,1635,180939,497.000000000000000,18434,,0,,0,,0
1599,2/1/2021 15:00:00,65 and Older,4750,185689,1393.000000000000000,19827,,0,,0,,0
1600,2/2/2021 15:00:00,65 and Older,7426,193115,3147.000000000000000,22974,,0,,0,,0
1601,2/3/2021 15:00:00,65 and Older,10372,203487,2890.000000000000000,25864,,0,,0,,0
1602,2/4/2021 15:00:00,65 and Older,12948,216435,2953.000000000000000,28817,,0,,0,,0
1603,2/5/2021 15:00:00,65 and Older,11565,228000,3770.000000000000000,32587,,0,,0,,0
1604,2/6/2021 15:00:00,65 and Older,5886,233886,1630.000000000000000,34217,,0,,0,,0
1605,2/7/2021 15:00:00,65 and Older,3412,237298,678.000000000000000,34895,,0,,0,,0
1606,2/8/2021 15:00:00,65 and Older,7651,244949,3453.000000000000000,38348,,0,,0,,0
1607,2/9/2021 15:00:00,65 and Older,9907,254856,4614.000000000000000,42962,,0,,0,,0
1608,2/10/2021 15:00:00,65 and Older,11954,266810,6781.000000000000000,49743,,0,,0,,0
1609,2/11/2021 15:00:00,65 and Older,13119,279929,5532.000000000000000,55275,,0,,0,,0
1610,2/12/2021 15:00:00,65 and Older,10485,290414,6210.000000000000000,61485,,0,,0,,0
1611,2/13/2021 15:00:00,65 and Older,6559,296973,3043.000000000000000,64528,,0,,0,,0
1612,2/14/2021 15:00:00,65 and Older,3593,300566,970.000000000000000,65498,,0,,0,,0
1613,2/15/2021 15:00:00,65 and Older,7055,307621,6760.000000000000000,72258,,0,,0,,0
1614,2/16/2021 15:00:00,65 and Older,9005,316626,11246.000000000000000,83504,,0,,0,,0
1615,2/17/2021 15:00:00,65 and Older,10122,326748,13512.000000000000000,97016,,0,,0,,0
1616,2/18/2021 15:00:00,65 and Older,1482,328230,2084.000000000000000,99100,,0,,0,,0
1617,2/19/2021 15:00:00,65 and Older,5628,333858,9385.000000000000000,108485,,0,,0,,0
1618,2/20/2021 15:00:00,65 and Older,5538,339396,10566.000000000000000,119051,,0,,0,,0
1619,2/21/2021 15:00:00,65 and Older,3769,343165,5065.000000000000000,124116,,0,,0,,0
1620,2/22/2021 15:00:00,65 and Older,4517,347682,7983.000000000000000,132099,,0,,0,,0
1621,2/23/2021 15:00:00,65 and Older,8394,356076,9830.000000000000000,141929,,0,,0,,0
1622,2/24/2021 15:00:00,65 and Older,9230,365306,14959.000000000000000,156888,,0,,0,,0
1623,2/25/2021 15:00:00,65 and Older,11728,377034,15808.000000000000000,172696,,0,,0,,0
1624,2/26/2021 15:00:00,65 and Older,15458,392492,14241.000000000000000,186937,,0,,0,,0
1625,2/27/2021 15:00:00,65 and Older,7943,400435,6193.000000000000000,193130,,0,,0,,0
1626,2/28/2021 15:00:00,65 and Older,7908,408343,2805.000000000000000,195935,,0,,0,,0
1627,3/1/2021 15:00:00,65 and Older,12757,421100,8101.000000000000000,204036,,0,,0,,0
1628,3/2/2021 15:00:00,65 and Older,12571,433671,8347.000000000000000,212383,13,13,20931,20931,8360,8360
1629,3/3/2021 15:00:00,65 and Older,14683,448354,10434.000000000000000,222817,52,65,25169,46100,10486,18846
1630,3/4/2021 15:00:00,65 and Older,15849,464203,11011.000000000000000,233828,1703,1768,28563,74663,12714,31560
1631,3/5/2021 15:00:00,65 and Older,16147,480350,10894.000000000000000,244722,2719,4487,29760,104423,13613,45173
1632,3/6/2021 15:00:00,65 and Older,8965,489315,4896.000000000000000,249618,2181,6668,16042,120465,7077,52250
1633,3/7/2021 15:00:00,65 and Older,5782,495097,2540.000000000000000,252158,2167,8835,10489,130954,4707,56957
1634,3/8/2021 15:00:00,65 and Older,13154,508251,4713.000000000000000,256871,3526,12361,21393,152347,8239,65196
1635,3/9/2021 15:00:00,65 and Older,12468,520719,8826.000000000000000,265697,3634,15995,24928,177275,12460,77656
1636,3/10/2021 15:00:00,65 and Older,13864,534583,8333.000000000000000,274030,2553,18548,24750,202025,10886,88542
1637,3/11/2021 15:00:00,65 and Older,14445,549028,9636.000000000000000,283666,1838,20386,25919,227944,11474,100016
1638,3/12/2021 15:00:00,65 and Older,15243,564271,9471.000000000000000,293137,1224,21610,25938,253882,10695,110711
1639,3/13/2021 15:00:00,65 and Older,7194,571465,5548.000000000000000,298685,503,22113,13245,267127,6051,116762
1640,3/14/2021 15:00:00,65 and Older,4731,576196,3642.000000000000000,302327,261,22374,8634,275761,3903,120665
1641,3/15/2021 15:00:00,65 and Older,8465,584661,6620.000000000000000,308947,206,22580,15291,291052,6826,127491
1642,3/16/2021 15:00:00,65 and Older,10803,595464,7715.000000000000000,316662,356,22936,18874,309926,8071,135562
1643,3/17/2021 15:00:00,65 and Older,12974,608438,9624.000000000000000,326286,279,23215,22877,332803,9903,145465
1644,3/18/2021 15:00:00,65 and Older,11851,620289,6647.000000000000000,332933,359,23574,18857,351660,7006,152471
1645,3/19/2021 15:00:00,65 and Older,11122,631411,9219.000000000000000,342152,288,23862,20629,372289,9507,161978
1646,3/20/2021 15:00:00,65 and Older,4987,636398,4880.000000000000000,347032,158,24020,10025,382314,5038,167016
1647,3/21/2021 15:00:00,65 and Older,3195,639593,4014.000000000000000,351046,66,24086,7275,389589,4080,171096
1648,3/22/2021 15:00:00,65 and Older,6449,646042,5980.000000000000000,357026,226,24312,12655,402244,6206,177302
1649,3/23/2021 15:00:00,65 and Older,7539,653581,9095.000000000000000,366121,487,24799,17121,419365,9582,186884
1650,3/24/2021 15:00:00,65 and Older,7269,660850,10492.000000000000000,376613,398,25197,18159,437524,10890,197774
1651,3/25/2021 15:00:00,65 and Older,6296,667146,11619.000000000000000,388232,554,25751,18469,455993,12173,209947
1652,3/26/2021 15:00:00,65 and Older,4981,672127,14544.000000000000000,402776,449,26200,19974,475967,14993,224940
1653,3/27/2021 15:00:00,65 and Older,3620,675747,9424.000000000000000,412200,323,26523,13367,489334,9747,234687
1654,3/28/2021 15:00:00,65 and Older,1538,677285,6782.000000000000000,418982,77,26600,8397,497731,6859,241546
1655,3/29/2021 15:00:00,65 and Older,3179,680464,12724.000000000000000,431706,275,26875,16178,513909,12999,254545
1656,3/30/2021 15:00:00,65 and Older,4011,684475,14936.000000000000000,446642,438,27313,19385,533294,15374,269919
1657,3/31/2021 15:00:00,65 and Older,4950,689425,17339.000000000000000,463981,756,28069,23045,556339,18095,288014
1658,4/1/2021 15:00:00,65 and Older,4193,693618,18611.000000000000000,482592,826,28895,23630,579969,19437,307451
1659,4/2/2021 15:00:00,65 and Older,3862,697480,15437.000000000000000,498029,690,29585,19989,599958,16127,323578
1660,4/3/2021 15:00:00,65 and Older,1498,698978,7948.000000000000000,505977,427,30012,9873,609831,8375,331953
1661,4/4/2021 15:00:00,65 and Older,566,699544,3125.000000000000000,509102,105,30117,3796,613627,3230,335183
1662,4/5/2021 15:00:00,65 and Older,2291,701835,11650.000000000000000,520752,922,31039,14863,628490,12572,347755
1663,4/6/2021 15:00:00,65 and Older,3289,705124,10897.000000000000000,531649,1386,32425,15572,644062,12283,360038
1664,4/7/2021 15:00:00,65 and Older,3135,708259,12788.000000000000000,544437,1476,33901,17399,661461,14264,374302
1665,4/8/2021 15:00:00,65 and Older,3561,711820,12282.000000000000000,556719,1852,35753,17695,679156,14134,388436
1666,4/9/2021 15:00:00,65 and Older,2769,714589,13246.000000000000000,569965,1591,37344,17606,696762,14837,403273
1667,4/10/2021 15:00:00,65 and Older,1361,715950,5105.000000000000000,575070,747,38091,7213,703975,5852,409125
1668,4/11/2021 15:00:00,65 and Older,856,716806,2472.000000000000000,577542,534,38625,3862,707837,3006,412131
1669,4/12/2021 15:00:00,65 and Older,1734,718540,7848.000000000000000,585390,1032,39657,10614,718451,8880,421011
1670,4/13/2021 15:00:00,65 and Older,2462,721002,10356.000000000000000,595746,15,39672,12833,731284,10371,431382
1671,4/14/2021 15:00:00,65 and Older,2536,723538,10234.000000000000000,605980,32,39704,12802,744086,10266,441648
1672,4/15/2021 15:00:00,65 and Older,2451,725989,9945.000000000000000,615925,17,39721,12413,756499,9962,451610
1673,4/16/2021 15:00:00,65 and Older,2526,728515,8959.000000000000000,624884,3,39724,11488,767987,8962,460572
1674,4/17/2021 15:00:00,65 and Older,1493,730008,3971.000000000000000,628855,,39724,,767987,,460572
1675,4/18/2021 15:00:00,65 and Older,926,730934,1714.000000000000000,630569,,39724,,767987,,460572
1676,4/19/2021 15:00:00,65 and Older,1863,732797,4600.000000000000000,635169,16,39740,6479,774466,4616,465188
1677,4/20/2021 15:00:00,65 and Older,2188,734985,6341.000000000000000,641510,18,39758,8547,783013,6359,471547
1678,4/21/2021 15:00:00,65 and Older,2392,737377,6781.000000000000000,648291,4,39762,9177,792190,6785,478332
1679,4/22/2021 15:00:00,65 and Older,2355,739732,5820.000000000000000,654111,1,39763,8176,800366,5821,484153
1680,4/23/2021 15:00:00,65 and Older,2224,741956,5777.000000000000000,659888,,39763,,800366,,484153
1681,4/24/2021 15:00:00,65 and Older,1550,743506,2560.000000000000000,662448,7,39770,4117,804483,2567,486720
1682,4/25/2021 15:00:00,65 and Older,1037,744543,642.000000000000000,663090,6,39776,1685,806168,648,487368
1683,4/26/2021 15:00:00,65 and Older,1952,746495,2884.000000000000000,665974,33,39809,4869,811037,2917,490285
1684,4/27/2021 15:00:00,65 and Older,2301,748796,3017.000000000000000,668991,149,39958,5467,816504,3166,493451
1685,4/28/2021 15:00:00,65 and Older,2298,751094,3978.000000000000000,672969,189,40147,6465,822969,4167,497618
1686,4/29/2021 15:00:00,65 and Older,2145,753239,3540.000000000000000,676509,228,40375,5913,828882,3768,501386
1687,4/30/2021 15:00:00,65 and Older,2143,755382,2777.000000000000000,679286,250,40625,5170,834052,3027,504413
1688,5/1/2021 15:00:00,65 and Older,1281,756663,1399.000000000000000,680685,122,40747,2802,836854,1521,505934
1689,5/2/2021 15:00:00,65 and Older,562,757225,680.000000000000000,681365,83,40830,1325,838179,763,506697
1690,5/3/2021 15:00:00,65 and Older,1079,758304,1870.000000000000000,683235,252,41082,3201,841380,2122,508819
1691,5/4/2021 15:00:00,65 and Older,1273,759577,2640.000000000000000,685875,298,41380,4211,845591,2938,511757
1692,5/5/2021 15:00:00,65 and Older,1525,761102,2659.000000000000000,688534,289,41669,4473,850064,2948,514705
1693,5/6/2021 15:00:00,65 and Older,1616,762718,2946.000000000000000,691480,252,41921,4814,854878,3198,517903
1694,5/7/2021 15:00:00,65 and Older,1324,764042,2379.000000000000000,693859,336,42257,4039,858917,2715,520618
1695,5/8/2021 15:00:00,65 and Older,696,764738,1535.000000000000000,695394,130,42387,2361,861278,1665,522283
1696,5/9/2021 15:00:00,65 and Older,290,765028,537.000000000000000,695931,85,42472,912,862190,622,522905
1697,5/10/2021 15:00:00,65 and Older,754,765782,1882.000000000000000,697813,181,42653,2817,865007,2063,524968
1698,5/11/2021 15:00:00,65 and Older,1041,766823,1940.000000000000000,699753,220,42873,3201,868208,2160,527128
1699,5/12/2021 15:00:00,65 and Older,1072,767895,2461.000000000000000,702214,255,43128,3788,871996,2716,529844
1700,5/13/2021 15:00:00,65 and Older,1027,768922,2260.000000000000000,704474,230,43358,3517,875513,2490,532334
1701,5/14/2021 15:00:00,65 and Older,1122,770044,2062.000000000000000,706536,256,43614,3440,878953,2318,534652
1702,5/15/2021 15:00:00,65 and Older,671,770715,1354.000000000000000,707890,148,43762,2173,881126,1502,536154
1703,5/16/2021 15:00:00,65 and Older,322,771037,964.000000000000000,708854,97,43859,1383,882509,1061,537215
1704,5/17/2021 15:00:00,65 and Older,854,771891,1813.000000000000000,710667,234,44093,2901,885410,2047,539262
1705,5/18/2021 15:00:00,65 and Older,1116,773007,2439.000000000000000,713106,240,44333,3795,889205,2679,541941
1706,5/19/2021 15:00:00,65 and Older,1082,774089,2397.000000000000000,715503,180,44513,3659,892864,2577,544518
1707,5/20/2021 15:00:00,65 and Older,1174,775263,2448.000000000000000,717951,254,44767,3876,896740,2702,547220
1708,5/21/2021 15:00:00,65 and Older,1018,776281,2236.000000000000000,720187,206,44973,3460,900200,2442,549662
1709,5/22/2021 15:00:00,65 and Older,580,776861,1288.000000000000000,721475,110,45083,1978,902178,1398,551060
1710,5/23/2021 15:00:00,65 and Older,295,777156,672.000000000000000,722147,68,45151,1035,903213,740,551800
1711,5/24/2021 15:00:00,65 and Older,778,777934,1396.000000000000000,723543,169,45320,2343,905556,1565,553365
1712,5/25/2021 15:00:00,65 and Older,885,778819,1816.000000000000000,725359,180,45500,2881,908437,1996,555361
1713,5/26/2021 15:00:00,65 and Older,763,779582,1698.000000000000000,727057,180,45680,2641,911078,1878,557239
1714,5/27/2021 15:00:00,65 and Older,827,780409,1701.000000000000000,728758,163,45843,2691,913769,1864,559103
1715,5/28/2021 15:00:00,65 and Older,793,781202,1532.000000000000000,730290,144,45987,2469,916238,1676,560779
1716,5/29/2021 15:00:00,65 and Older,354,781556,705.000000000000000,730995,83,46070,1142,917380,788,561567
1717,5/30/2021 15:00:00,65 and Older,218,781774,378.000000000000000,731373,36,46106,632,918012,414,561981
1718,5/31/2021 15:00:00,65 and Older,125,781899,302.000000000000000,731675,34,46140,461,918473,336,562317
1719,6/1/2021 15:00:00,65 and Older,777,782676,1519.000000000000000,733194,165,46305,2461,920934,1684,564001
1720,6/2/2021 15:00:00,65 and Older,663,783339,1252.000000000000000,734446,123,46428,2038,922972,1375,565376
1721,6/3/2021 15:00:00,65 and Older,628,783967,1381.000000000000000,735827,156,46584,2165,925137,1537,566913
1722,6/4/2021 15:00:00,65 and Older,600,784567,1165.000000000000000,736992,177,46761,1942,927079,1342,568255
1723,6/5/2021 15:00:00,65 and Older,372,784939,689.000000000000000,737681,64,46825,1125,928204,753,569008
1724,6/6/2021 15:00:00,65 and Older,145,785084,280.000000000000000,737961,49,46874,474,928678,329,569337
1725,6/7/2021 15:00:00,65 and Older,466,785550,853.000000000000000,738814,110,46984,1429,930107,963,570300
1726,6/8/2021 15:00:00,65 and Older,486,786036,1043.000000000000000,739857,130,47114,1659,931766,1173,571473
1727,6/9/2021 15:00:00,65 and Older,554,786590,966.000000000000000,740823,106,47220,1626,933392,1072,572545
1728,6/10/2021 15:00:00,65 and Older,502,787092,1102.000000000000000,741925,145,47365,1749,935141,1247,573792
1729,6/11/2021 15:00:00,65 and Older,442,787534,992.000000000000000,742917,152,47517,1586,936727,1144,574936
1730,6/12/2021 15:00:00,65 and Older,259,787793,546.000000000000000,743463,40,47557,845,937572,586,575522
1731,6/13/2021 15:00:00,65 and Older,104,787897,260.000000000000000,743723,37,47594,401,937973,297,575819
1732,6/14/2021 15:00:00,65 and Older,369,788266,811.000000000000000,744534,114,47708,1294,939267,925,576744
1733,6/15/2021 15:00:00,65 and Older,401,788667,984.000000000000000,745518,124,47832,1509,940776,1108,577852
1734,6/16/2021 15:00:00,65 and Older,429,789096,822.000000000000000,746340,100,47932,1351,942127,922,578774
1735,6/17/2021 15:00:00,65 and Older,493,789589,957.000000000000000,747297,89,48021,1539,943666,1046,579820
1736,6/18/2021 15:00:00,65 and Older,450,790039,811.000000000000000,748108,101,48122,1362,945028,912,580732
1737,6/19/2021 15:00:00,65 and Older,246,790285,397.000000000000000,748505,39,48161,682,945710,436,581168
1738,6/20/2021 15:00:00,65 and Older,94,790379,220.000000000000000,748725,25,48186,339,946049,245,581413
1739,6/21/2021 15:00:00,65 and Older,384,790763,466.000000000000000,749191,87,48273,937,946986,553,581966
1740,6/22/2021 15:00:00,65 and Older,378,791141,670.000000000000000,749861,75,48348,1123,948109,745,582711
1741,6/23/2021 15:00:00,65 and Older,391,791532,691.000000000000000,750552,118,48466,1200,949309,809,583520
1742,6/24/2021 15:00:00,65 and Older,435,791967,662.000000000000000,751214,85,48551,1182,950491,747,584267
1743,6/25/2021 15:00:00,65 and Older,392,792359,635.000000000000000,751849,73,48624,1100,951591,708,584975
1744,6/26/2021 15:00:00,65 and Older,216,792575,360.000000000000000,752209,33,48657,609,952200,393,585368
1745,6/27/2021 15:00:00,65 and Older,119,792694,146.000000000000000,752355,9,48666,274,952474,155,585523
1746,6/28/2021 15:00:00,65 and Older,301,792995,395.000000000000000,752750,60,48726,756,953230,455,585978
1747,6/29/2021 15:00:00,65 and Older,358,793353,464.000000000000000,753214,64,48790,886,954116,528,586506
1748,6/30/2021 15:00:00,65 and Older,375,793728,514.000000000000000,753728,64,48854,953,955069,578,587084
1749,7/1/2021 15:00:00,65 and Older,374,794102,520.000000000000000,754248,54,48908,948,956017,574,587658
1750,7/2/2021 15:00:00,65 and Older,349,794451,446.000000000000000,754694,53,48961,848,956865,499,588157
1751,7/3/2021 15:00:00,65 and Older,191,794642,250.000000000000000,754944,23,48984,464,957329,273,588430
1752,7/4/2021 15:00:00,65 and Older,26,794668,30.000000000000000,754974,6,48990,62,957391,36,588466
1753,7/5/2021 15:00:00,65 and Older,203,794871,271.000000000000000,755245,21,49011,495,957886,292,588758
1754,7/6/2021 15:00:00,65 and Older,354,795225,508.000000000000000,755753,56,49067,918,958804,564,589322
1755,7/7/2021 15:00:00,65 and Older,293,795518,466.000000000000000,756219,51,49118,810,959614,517,589839
1756,7/8/2021 15:00:00,65 and Older,319,795837,445.000000000000000,756664,51,49169,815,960429,496,590335
1757,7/9/2021 15:00:00,65 and Older,365,796202,454.000000000000000,757118,73,49242,892,961321,527,590862
1758,7/10/2021 15:00:00,65 and Older,174,796376,233.000000000000000,757351,22,49264,429,961750,255,591117
1759,7/11/2021 15:00:00,65 and Older,89,796465,118.000000000000000,757469,12,49276,219,961969,130,591247
1760,7/12/2021 15:00:00,65 and Older,315,796780,347.000000000000000,757816,39,49315,701,962670,386,591633
1761,7/13/2021 15:00:00,65 and Older,344,797124,335.000000000000000,758151,36,49351,715,963385,371,592004
1762,7/14/2021 15:00:00,65 and Older,315,797439,357.000000000000000,758508,44,49395,716,964101,401,592405
